,nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles,UMAP Component 1,UMAP Component 2
5755,nm0754288,Artur Sahakyan,\N,\N,"actor,director","tt0068982,tt0410924,tt0410157",4.318454,4.1243825
5756,nm9296045,DatKevinGuy,\N,\N,,\N,4.5303187,4.8306518
5757,nm14576923,Sweta Chhabria,\N,\N,executive,\N,4.651782,4.2661915
5758,nm3774518,Simon Manning,\N,\N,,tt1346520,0.8386554,8.570188
5759,nm14308780,Michael Gibson,\N,\N,,\N,0.6527437,8.19061
5760,nm8566845,Michelle Longo,\N,\N,camera_department,tt3138344,7.000624,9.897123
5761,nm14646660,Swathi,\N,\N,actress,tt27125087,4.638446,3.6348193
5762,nm6966433,Fred Loya,\N,\N,,tt3233452,2.0906022,8.820778
5763,nm2684857,Pierre Puget,1981,\N,"script_department,director,actor","tt1051335,tt9319668,tt3151036,tt2860178",2.6008759,7.4688487
5764,nm4238943,Tadataka Ishida,\N,\N,sound_department,"tt0352037,tt3465006",6.0170937,4.8105154
5765,nm9721899,Terri Arter,\N,\N,actor,\N,7.803269,8.17385
5766,nm11029048,Rita Liu,\N,\N,miscellaneous,tt1791603,7.5118556,3.1255157
5767,nm0225318,Ben Dickens,\N,\N,"art_department,miscellaneous","tt16261850,tt0120521",-1.3988158,7.8367887
5768,nm11694301,Lilly Hu,\N,\N,producer,tt12599452,7.4322906,2.9978528
5769,nm3079355,Perry-David Van Dillen,\N,\N,miscellaneous,tt1264121,-0.20288606,7.5176697
5770,nm1751077,Sven Roberts,\N,\N,actor,tt0430274,0.36443147,8.405323
5771,nm3615606,Greg Dancer,\N,\N,"cinematographer,producer","tt2268369,tt1512707",1.1469434,9.059445
5772,nm10169810,C.J. Kit,\N,\N,actor,tt6044910,-0.35465163,8.5391655
5773,nm4643984,Trevor Goble,\N,\N,actor,"tt6242432,tt8416494,tt1999929",-0.032404132,9.910486
5774,nm6833110,Milan Kriz,\N,\N,actor,tt4108692,3.1843014,7.8168445
5775,nm10187525,Daryl Parkes,\N,\N,producer,"tt9121756,tt9121582",-0.3273321,8.404618
5776,nm1650195,Mariana Smets,\N,\N,actress,tt0411001,6.62748,8.044405
5777,nm13688519,Marika Nikolaidou,\N,\N,make_up_department,\N,5.871425,6.510715
5778,nm8798770,Adam Bright,\N,\N,miscellaneous,"tt6539414,tt2674484,tt6079604,tt8094320",1.2053841,9.563534
5779,nm9362274,Katrin Svahn,\N,\N,actress,tt7540094,6.3247867,7.063885
5780,nm6549502,Karis Crawford,\N,\N,"actress,art_director",tt3783034,-0.7537563,8.09902
5781,nm1903716,Janis Sillart,\N,\N,art_department,tt0293018,6.5236454,7.1785393
5782,nm14945510,Shauna McGuiness,\N,\N,actress,tt28069861,7.6127214,9.270812
5783,nm3847462,Lucy Liang,\N,\N,actor,tt1621842,7.8073053,7.842568
5784,nm14887551,Vinh Pham,\N,\N,camera_department,"tt25816502,tt28312962",6.768936,2.9725468
5785,nm3211735,Ramón Estrella,\N,\N,visual_effects,tt0098794,3.4085383,9.7918415
5786,nm7552218,Chiara Massa,\N,\N,actress,tt15685698,5.381034,6.366818
5787,nm3651266,William Downes,\N,\N,actor,tt1518818,-0.1551662,8.950579
5788,nm13140358,Fredy Landenberger,\N,\N,,tt0346255,1.9177793,8.776473
5789,nm8318742,Mike Lee Chan,\N,\N,"director,writer,assistant_director","tt11986116,tt14463862,tt11272638,tt5878694",6.835976,3.0242906
5790,nm12929949,Silvio Flücken,\N,\N,actor,tt15412108,3.3223252,7.9625173
5791,nm9339100,Jussi Haro,\N,\N,animation_department,tt1445553,3.002101,6.263746
5792,nm4390453,Ryan O'Guinn,1988,2020,"actor,production_designer,sound_department","tt10854812,tt1870312,tt2217785,tt3669064",-0.68244976,9.903962
5793,nm9265623,Drew Smith,\N,\N,,\N,-0.84497213,8.916969
5794,nm2489434,Antonis Thiseas,\N,\N,actor,"tt0144751,tt0232244,tt0292391,tt0196579",3.4968548,6.0033364
5795,nm8028777,Gilbert Flores,\N,\N,animation_department,tt1350484,3.1174212,10.020856
5796,nm12268122,Osamu Arima,\N,\N,actor,"tt13925216,tt25161130,tt24667842,tt25161088",5.642826,4.8040695
5797,nm13717566,Farzana Sarup,\N,\N,producer,tt20771068,3.8009942,4.245178
5798,nm5642223,Alex Johnson,\N,\N,actor,tt3704784,1.5301615,9.474816
5799,nm3094149,Sharon Hayes,\N,\N,actress,tt1272136,7.7372565,8.469208
5800,nm5377170,Joel Patrick Anderson,\N,\N,"actor,miscellaneous","tt3343868,tt2537086",-0.7706105,7.9646626
5801,nm8247009,James Neumann,\N,\N,actor,tt0068005,1.6067927,6.5912647
5802,nm10053584,Russell Smith,\N,\N,,\N,-0.9200714,8.967033
5803,nm8735545,Carsten Ahrens,\N,\N,art_department,"tt1462050,tt5061564",2.0002522,6.5549297
5804,nm14298227,Ioan Mantu,\N,\N,actor,tt23915738,3.7792237,5.7538376
5805,nm9071522,Andrew Harris,\N,\N,art_department,tt6240094,-0.061836336,9.381897
5806,nm10545082,Nicole Sluyter,\N,\N,actress,"tt12164342,tt10798660,tt11753522,tt10873418",6.9343386,8.358395
5807,nm8488135,Markus Koivisto,\N,\N,actor,tt4641776,1.927033,6.416578
5808,nm13980973,Marek Horn,\N,\N,writer,tt21906238,-0.6259434,9.904001
5809,nm2653915,Koji Katsuta,\N,\N,sound_department,"tt0340143,tt21443094,tt15663444",5.735817,4.8106217
5810,nm13373668,Bhagath Abrid Shine,\N,\N,actor,tt13671954,4.619777,3.9197116
5811,nm11928884,Henry,\N,\N,,tt6142940,1.4556302,8.465223
5812,nm8507415,Judith Forde,\N,\N,script_department,tt6110014,8.109602,7.682845
5813,nm4145724,Chris Grixti,\N,\N,actor,tt4933718,0.585514,10.348764
5814,nm9977214,Casper Thostrup,\N,\N,actor,tt8690450,1.8857329,6.3693676
5815,nm2180825,Terry Keating,\N,\N,"soundtrack,composer",tt0266633,-0.81027704,9.524872
5816,nm2744653,Jesse Dodge,\N,\N,"location_management,miscellaneous","tt0850253,tt1087835",-0.41184902,9.759356
5817,nm7268516,Roderick Barry,\N,\N,writer,tt0990935,-0.3865104,7.3163753
5818,nm13042625,Ja'Net Davis,\N,\N,,\N,-0.41302037,8.897633
5819,nm2289040,Trevor Williams,\N,\N,camera_department,tt0815218,-0.31969777,9.618915
5820,nm2650256,Robbie DiPersio,\N,\N,"camera_department,miscellaneous",tt0826812,2.9023576,8.969179
5821,nm3329413,Tom Lee,\N,\N,music_department,tt1378665,-0.18900998,10.449973
5822,nm11785454,Armin Boroujerdi,\N,\N,actor,tt12824684,2.2320359,6.7527847
5823,nm10559815,Yuan Gao,\N,\N,sound_department,tt10049176,7.4951277,2.8432407
5824,nm12493475,Jessica Mulein,\N,\N,"writer,composer,editor",tt14465712,7.85137,9.695819
5825,nm1674533,Solly Hemus,1923,2017,,tt0281438,3.718502,6.6001725
5826,nm2271064,László Hajtó,\N,\N,actor,"tt0111953,tt0108950,tt0108767",2.5706024,5.765471
5827,nm1130404,Massimo Pacciani,\N,\N,"composer,music_department",tt0102426,3.4412208,8.114911
5828,nm1306639,Camillo Spath,\N,\N,"camera_department,miscellaneous,producer","tt0190865,tt0088591,tt0119743,tt4698684",4.4202113,7.4460535
5829,nm4608359,Norma Mol,\N,\N,producer,tt1954619,7.624909,7.8278213
5830,nm3998426,Nik Jennings,\N,\N,actor,tt1057581,0.609525,9.508563
5831,nm4335106,Harrison Wood,\N,\N,"composer,sound_department,music_department","tt2378395,tt3077286,tt1843921,tt7765668",-0.69533473,8.4088125
5832,nm1694185,Benny Lev,\N,\N,actor,tt0134028,1.2198414,7.270418
5833,nm6164482,Darby Stephens,\N,\N,,tt1439562,7.5262785,8.770374
5834,nm6702989,Stuart Abelman,\N,\N,,tt3922144,0.48597392,7.894697
5835,nm1870248,Jacob Lund,\N,\N,actor,tt0448189,0.6897929,7.3409696
5836,nm5428676,Iisak Harilo,\N,\N,actor,tt2281425,4.206574,4.6961603
5837,nm8192971,Shandrena Hadjamara,\N,\N,costume_department,tt5618264,7.086299,9.167152
5838,nm4574301,Alfred Halbeisen,\N,\N,camera_department,tt0299364,1.5104748,6.59762
5839,nm0856159,Juul Tervoort,\N,\N,director,tt0127318,4.065522,5.6239047
5840,nm5811847,Emma Jorssen,\N,\N,actress,tt3020802,7.724213,7.017449
5841,nm10239143,Vincent Rinaldi,\N,\N,camera_department,"tt0200961,tt0166081,tt0202776",2.9983878,8.148852
5842,nm15031936,Carol Morgan,\N,\N,actress,tt5842706,8.057994,9.439621
5843,nm6317331,Jake Surca,\N,\N,actress,tt3201722,-1.0926505,9.135808
5844,nm2452684,Sonia Crawford,\N,\N,producer,tt0877554,8.401809,8.199264
5845,nm0857496,Stag Theodore,\N,\N,actor,"tt0185058,tt0082398,tt0161154",2.6986234,6.6286554
5846,nm12555455,Thiago Mateus,\N,\N,assistant_director,tt14609682,3.8631103,6.3596787
5847,nm14597075,Luis Bazán Mondaca,\N,\N,actor,tt26898422,3.5999,9.196895
5848,nm9590703,Krystal Harris,\N,\N,actress,tt7939558,6.8940578,9.155669
5849,nm2440579,Greg Nutcher,1969,\N,"actor,producer,miscellaneous","tt1870527,tt3188614,tt15721088,tt3682448",1.104982,9.029169
5850,nm14514570,Andzela Sofija Strikere,\N,\N,actress,tt9048786,3.9645875,5.64131
5851,nm9320526,The Dirty Nil,\N,\N,composer,"tt0305056,tt8055816,tt12619300",-0.03287807,9.089368
5852,nm1639722,Andreas Hirsch,\N,\N,sound_department,tt0408834,1.2808346,6.8861337
5853,nm14164058,Adam Pyranski,\N,\N,art_department,tt19723774,1.3281299,9.515607
5854,nm6157623,Mikayla Tito,\N,\N,actress,tt3030970,5.76837,6.7789783
5855,nm0915545,Don Wayne,\N,\N,"visual_effects,editor","tt0456362,tt0119904",-0.033912797,8.370781
5856,nm1022137,Eric Salituro,\N,\N,"miscellaneous,visual_effects","tt0173840,tt1399103,tt2096673,tt0800369",-0.9300235,8.243003
5857,nm13910727,Mohammed Raald,\N,\N,,\N,3.4136202,3.8546584
5858,nm9324808,Santhos Nataraja,\N,\N,,\N,4.6227036,4.4994245
5859,nm0088256,Éric Blésin,1969,\N,"director,writer,editor","tt0298495,tt0232680,tt0272564,tt0295864",-0.62874293,8.410363
5860,nm4467525,Jose De Leon,\N,\N,"miscellaneous,actor,transportation_department","tt11617170,tt0452046,tt2093226",3.362521,9.517739
5861,nm3183366,Martin Rieman,\N,\N,actor,tt1103262,0.6627643,7.434498
5862,nm4663532,Alicia Baratta,\N,\N,miscellaneous,tt2054810,5.92442,7.2803073
5863,nm0229994,Peter Docker,\N,\N,actor,"tt2268458,tt1064744,tt0997016,tt1661099",0.7462568,6.566338
5864,nm5486974,Holger Hanewacker,\N,\N,actor,"tt0108820,tt0880565",1.9322312,6.5466843
5865,nm8666158,Thomas Cubitt,\N,\N,,tt1773271,1.1310208,9.970035
5866,nm12166479,Diego Suárez Lecocq,\N,\N,actor,tt8020734,3.3130069,9.236508
5867,nm14483073,Tore Neset,\N,\N,,tt6030670,2.239352,6.2269526
5868,nm3261915,John Jackson,\N,\N,"actor,producer,miscellaneous","tt1346516,tt1646967,tt10646060,tt1564039",-1.0709816,8.692206
5869,nm8364592,Samuel Marino,\N,\N,"camera_department,cinematographer,miscellaneous","tt12638124,tt6223878,tt21238240,tt5961346",1.1434588,8.650102
5870,nm7049156,Amy Gillespie,\N,\N,make_up_department,"tt10212224,tt3886774,tt19637748",8.341029,9.024857
5871,nm9644213,Nico P. Pampín,\N,\N,"camera_department,script_department","tt7857374,tt10230502,tt8690776,tt8476166",1.3102491,7.91705
5872,nm9550014,Sumio Sone,\N,\N,producer,tt7865314,5.1139636,4.8403974
5873,nm1940902,Jean-Denis Haas,\N,\N,"animation_department,visual_effects","tt3554046,tt13668894,tt0796366,tt0121766",2.757415,7.278063
5874,nm3103906,Heather Maluso,\N,\N,actress,tt1245761,7.5103087,9.118199
5875,nm0898217,Gail Villegas,\N,\N,actress,tt0099849,7.9242177,7.8810463
5876,nm5639574,Elizabeth Wilson,\N,\N,actress,tt2448880,8.529196,8.281208
5877,nm3767122,Dan Jobson,\N,\N,"director,visual_effects,editor","tt5092394,tt21309142,tt7458732,tt21264992",0.026653916,6.1955357
5878,nm10081413,Steven Sievert,\N,\N,"actor,camera_department","tt8888292,tt1649418,tt8897466,tt11872770",-0.6493697,7.206019
5879,nm13353480,Susan Rein,\N,\N,actress,tt10423068,8.440932,7.7346163
5880,nm0812561,Sort Sol,\N,\N,"soundtrack,composer,actor","tt0377432,tt1058595,tt0478394,tt0110631",3.849833,6.6411486
5881,nm5289746,Reynold Knopf,\N,\N,actor,tt2414894,1.7960517,7.259355
5882,nm6649365,San Juana Deloa,\N,\N,"writer,producer",tt3885070,4.862907,7.9864893
5883,nm6662055,Jennifer Cook,\N,\N,miscellaneous,tt3896286,7.4944224,10.075095
5884,nm9901634,Eeva-Reetta Mäsä,\N,\N,,tt8544208,4.909676,6.6226034
5885,nm2638740,Stephanie Jobe,\N,\N,"director,cinematographer,producer",tt1019879,7.418181,8.723376
5886,nm3435356,Igor Shoifot,\N,\N,actor,tt1410199,2.465708,5.209036
5887,nm15073272,Rafael Vinoya,\N,\N,actor,tt27079350,3.2073095,9.503893
5888,nm7011821,François De Schouwer,\N,\N,actor,"tt18351020,tt0149476,tt0126764",2.5843012,7.189387
5889,nm1588297,Tristan Eves,\N,\N,,"tt0222560,tt0408413",1.5569308,9.47817
5890,nm4913310,Sen Wong,\N,\N,"visual_effects,miscellaneous","tt2244861,tt2554442",7.147149,3.1737168
5891,nm1706733,Jana Miartusova,1983,\N,"actress,editor","tt0807031,tt0956222,tt1002777,tt2957466",6.1069303,6.918516
5892,nm6843710,Tim Nett,\N,\N,miscellaneous,tt0093476,-0.39779457,10.469419
5893,nm7037694,Bruno Costa,\N,\N,"director,writer,location_management","tt4333814,tt8217188",3.2611072,8.86982
5894,nm5480628,Kaneko Iwane,\N,\N,actress,tt2629790,6.161036,4.731629
5895,nm15004527,Régis Ghilat,\N,\N,actor,tt0086090,2.5746875,7.329929
5896,nm9326474,Hannes Ruch,\N,\N,composer,tt0003227,1.6542691,6.9220195
5897,nm13032916,Ken Will Music,1984,\N,"music_department,producer,legal","tt10731768,tt4733624,tt1764429,tt10451914",-0.87445855,6.7277045
5898,nm4558378,Stacey Sinclair,\N,\N,miscellaneous,tt1335974,7.6378794,8.749062
5899,nm12906167,Shelena Artman,\N,\N,actor,tt13158760,7.055088,7.6300626
5900,nm7187325,Andrew Rehrig,\N,\N,"music_department,actor","tt3502172,tt9354432,tt4165152",-0.02245759,8.00887
5901,nm13098709,Rolf Bloch,1930,2015,,"tt1022890,tt1131658,tt0786889,tt1022932",1.4816303,6.576708
5902,nm2416779,Yurie Hinatsu,\N,\N,actress,"tt9522930,tt11513776,tt11513740,tt9661652",6.3651853,4.8977237
5903,nm1238733,Mo Rogers,1962,\N,actor,"tt1560202,tt0323405,tt0374312",0.2624652,7.694122
5904,nm7385808,Kim Avila,\N,\N,actress,tt4753906,6.6092644,8.825977
5905,nm6851519,Eric R. Moore,\N,\N,actor,tt4128184,-0.18434688,8.735676
5906,nm8700205,Linda van Pelt,\N,\N,"miscellaneous,art_department","tt0320655,tt0107758",8.3431,7.868945
5907,nm11309055,Carolina Rinaldi,\N,\N,,\N,3.4931645,8.299048
5908,nm8005687,Lex Tyson,\N,\N,producer,tt5561832,0.6760193,9.216433
5909,nm10306188,Larry Lin,\N,\N,actor,tt9563456,1.2864698,9.025427
5910,nm0352617,Itamar Hadar,\N,\N,"cinematographer,camera_department,producer","tt15976766,tt0143292,tt0417734,tt0833548",4.273197,4.2161036
5911,nm0066208,Fernando Bedê,\N,\N,costume_designer,"tt0064420,tt0082343,tt0186471",3.5534801,9.16962
5912,nm5167895,Javier Everardo Flores,\N,\N,editor,tt2279780,3.3636212,9.999463
5913,nm12736968,Kyle Sanders,\N,\N,sound_department,tt14999216,-0.35389578,9.569911
5914,nm9106376,Clinton West,\N,\N,,\N,1.2129413,8.73031
5915,nm7588026,Alistair McNee,\N,\N,actor,tt4947738,-0.020273346,8.602239
5916,nm11193628,Qi Wang,\N,\N,producer,tt11423024,7.5802774,2.7826347
5917,nm11373973,Ruth Brooks,\N,\N,actress,tt1692888,8.327879,8.54091
5918,nm6366865,Steve Ramsey,\N,\N,actor,tt3553606,-0.7240484,7.4385176
5919,nm1356113,Courtenay Palaski,\N,\N,"miscellaneous,executive","tt10436228,tt18214248,tt0361201",2.5683136,6.1720014
5920,nm13986218,Gabriella Ferrini,\N,\N,actress,"tt21933316,tt21919226,tt22304342",5.849413,7.9871697
5921,nm12154090,Margaret Kuffskie,\N,\N,miscellaneous,"tt13670644,tt13659628",7.9443407,7.8795705
5922,nm4478608,Anna Konysheva,\N,\N,actress,tt1943674,6.308468,6.774778
5923,nm0878295,Bruce Tuthill,1943,2021,actor,"tt0085029,tt0083470,tt0085081,tt0084967",-1.0655887,9.419917
5924,nm7440802,Péter Lakatos,\N,\N,miscellaneous,tt4840056,0.76908207,6.301178
5925,nm13648555,Leonardo Martins,\N,\N,"cinematographer,camera_department",tt20197130,3.332021,8.887144
5926,nm6984417,David Castillo,\N,\N,editor,tt4287380,3.171496,10.109036
5927,nm10413056,Arturo Ruiz del Pozo,\N,\N,composer,tt0166211,3.6724122,9.565766
5928,nm0641873,Brian O'Mullin,\N,\N,actor,"tt0159474,tt0072543,tt0080808",-0.42855617,8.47633
5929,nm15108539,Julian Wheatley,\N,\N,producer,tt28229337,2.369279,9.19739
5930,nm4491257,Noah Hougland,\N,\N,"producer,miscellaneous","tt1294213,tt20862700",0.25418624,9.561161
5931,nm3933623,Violeta,\N,\N,actress,"tt2835812,tt1669251",5.585862,6.990293
5932,nm12404423,Kiek Haket,\N,\N,,tt14235404,4.423027,4.926248
5933,nm0500452,Mike Leinert,\N,\N,"actor,stunts","tt0103158,tt0119598,tt0107076,tt0097260",1.2032545,8.144759
5934,nm4960555,Jason Richardson,\N,\N,,tt0278191,-0.68624103,9.2265
5935,nm1861026,Jaime Beebe,\N,\N,"art_department,set_decorator,production_designer","tt0412253,tt1509004,tt1837642",2.6733515,9.695214
5936,nm9603278,Amy Yang,\N,\N,producer,tt7799322,7.550085,2.6387358
5937,nm8181227,Braxton Smith,1989,\N,actor,"tt5770344,tt6923830,tt21344228,tt11299740",-0.8008097,9.137575
5938,nm0753511,Ivan Ryzhikov,1974,\N,actor,"tt1147714,tt10703946,tt3693290,tt0277482",2.3274407,5.1843505
5939,nm2936873,Bina Keita,\N,\N,actress,tt0814666,5.8853974,5.1213384
5940,nm9889684,Nishita Mahanta,\N,\N,,tt8518062,4.5761695,3.331611
5941,nm10288340,Alessio Maggiani,\N,\N,,tt9349020,3.466543,7.954195
5942,nm3484305,Kate Scott,\N,\N,,tt1447211,8.899916,8.896541
5943,nm4288312,Kirsi Saarinen,\N,\N,,tt1827565,3.7206538,5.212633
5944,nm3767607,Mi-yeong Kim,\N,\N,actress,tt1459219,6.572087,2.7133641
5945,nm10532008,Louis Florentin,\N,\N,actor,tt0070132,2.8597987,7.491023
5946,nm3884272,Claudia Álvarez Sieiro,\N,\N,,tt1644994,5.649874,8.498922
5947,nm10045202,Wihanga Nadeesh Sathsindu,\N,\N,actor,tt8836840,4.6534605,4.055549
5948,nm5723993,Fu-Hui Hsu,\N,\N,art_department,"tt5464204,tt2719386",7.2084723,2.9931104
5949,nm11578219,Li Nan,\N,\N,producer,tt12317818,7.226057,2.7883387
5950,nm0840161,Richard Sutherland,1971,\N,actor,"tt4068576,tt0110598,tt1325886,tt0221073",-0.0037001418,7.085748
5951,nm0281111,Walter Flanagan,1928,2007,actor,"tt0099165,tt0096087,tt0067124,tt0097428",0.9109514,8.033687
5952,nm13209198,Joe Queraltó,\N,\N,cinematographer,tt16408672,1.9353744,9.08227
5953,nm4478805,Vincent Quarles,\N,\N,,tt1764224,2.3558018,7.639648
5954,nm4858426,John Duddy,1979,\N,actor,"tt1781827,tt1379690,tt8187840,tt5055280",1.0432392,8.116855
5955,nm11521414,John Rigazio,\N,\N,,tt12198544,2.9917154,8.2475605
5956,nm10792283,Ahlam Bsharat,\N,\N,writer,tt9177986,4.4440117,3.9329154
5957,nm1644519,Carl Valiquet,\N,\N,"cinematographer,producer,director","tt1811311,tt1811314,tt1235413,tt1843892",2.189697,7.2266207
5958,nm1433985,Julio Pérez,\N,\N,composer,tt0378371,3.2194428,9.975269
5959,nm0304325,Gerry Ganger,\N,\N,"camera_department,miscellaneous","tt0206314,tt0278504,tt0120737,tt0290334",0.25878143,8.137698
5960,nm7739430,Adrian Grigore,\N,\N,art_department,"tt9110902,tt5192510",2.2706952,5.2158
5961,nm4570084,Will Porter,\N,\N,,tt1334307,-0.9115787,7.055214
5962,nm12738362,Oskar Själander,\N,\N,,\N,2.092308,6.355854
5963,nm7837093,Patrick Speer,\N,\N,"actor,producer","tt12798664,tt10999166,tt5671022,tt6384706",-0.9972657,10.423056
5964,nm1245674,Cuca Romo,\N,\N,actress,tt0331921,3.5898569,8.779706
5965,nm9489114,Druzbacka Magdalena,\N,\N,animation_department,tt2170216,5.0796847,6.2372994
5966,nm3703029,Robert Labruyère,\N,\N,"producer,production_manager,actor","tt9911196,tt8471716,tt4179074,tt6876488",0.9322013,7.7321596
5967,nm13230952,Maria Walsh,\N,\N,,tt16453308,6.5632114,8.825179
5968,nm7420938,Angel Bay,\N,\N,actress,"tt6497686,tt4815316,tt5359400",4.806978,7.8283305
5969,nm9645156,Ittatsu Shimizu,\N,\N,"producer,camera_department,production_manager","tt6451666,tt2458948,tt7451284",6.1335206,4.5359144
5970,nm8031516,Victor DiOrio,\N,\N,"actor,writer",tt5591538,3.1339312,8.74513
5971,nm6197785,Frank Lampen,\N,\N,producer,tt7297970,-0.12197113,7.8521476
5972,nm13951804,Jean-Yves Monfort,\N,\N,,tt0446863,2.7691479,7.340251
5973,nm5398391,Jennifer-Beth Hanchar,\N,\N,actress,"tt4189570,tt4364178,tt2477502",7.477714,10.039201
5974,nm5850670,Max F. Sims,\N,\N,"cinematographer,camera_department,director","tt3564428,tt6855644,tt4600298,tt4118904",-0.50554186,6.2347574
5975,nm8402454,Moumita Mitra,\N,\N,actor,tt5940384,4.741678,6.3413043
5976,nm13618236,Marlowe,\N,\N,actor,\N,1.482529,8.310789
5977,nm3662126,Yeong-Soon Son,\N,\N,actress,"tt1588170,tt0468492,tt10919420,tt1646959",6.7059674,2.9464214
5978,nm0127464,Pomposo Caballero,\N,\N,soundtrack,tt0210500,4.3450804,7.281527
5979,nm3557093,Pascale Jacob,\N,\N,actress,"tt1482903,tt1534994",7.4373565,7.170731
5980,nm1957371,J. Andrew Briggs,\N,\N,producer,tt0407645,-0.3175818,8.53659
5981,nm5396102,Paola Enríquez,\N,\N,"art_department,writer,art_director",tt2797632,5.440139,8.15511
5982,nm5615353,Cat Turner,\N,\N,make_up_department,tt2828184,7.256315,9.306444
5983,nm9722985,Alexander Wittfoth,\N,\N,producer,tt8187466,1.1083378,7.082198
5984,nm1169808,Brenda Holmes,1954,\N,actress,tt0080945,8.379583,8.461786
5985,nm12088189,Muhammed Kayan,\N,\N,actor,tt13516268,3.441235,3.8453305
5986,nm9203210,Andrea Prestinario,\N,\N,actress,"tt0098844,tt16750372,tt7660850,tt9657460",3.831237,8.189028
5987,nm8778077,Wayne A. Kolar,\N,\N,cinematographer,"tt3495302,tt6528642,tt15255014,tt3496800",-0.0002588419,8.213342
5988,nm9533119,Punitha Satharasinghe,\N,\N,camera_department,tt7825462,4.665134,4.0601563
5989,nm3716353,Beth Miller,\N,\N,miscellaneous,tt1557592,7.866111,8.9905405
5990,nm0354285,Richard Haddon Haines,1948,1990,"actor,writer","tt0297625,tt0378503,tt0101636,tt0089549",0.06651999,7.36597
5991,nm11950963,Rita Borah,\N,\N,costume_department,tt13212752,6.420959,7.7991366
5992,nm11482413,Hilda Pickett,\N,\N,,tt12106188,8.169625,8.046311
5993,nm8778178,Rob Hunt,\N,\N,actor,tt3196418,-0.57787913,7.847619
5994,nm3553397,Javier Perez,\N,\N,actor,tt1472574,3.198112,9.655012
5995,nm12467952,Wojciech Ruszkowski,\N,\N,,\N,2.3641033,5.6967196
5996,nm14104110,Kyôji Chiyo,\N,\N,actor,"tt23575526,tt22474530",6.489224,3.7786462
5997,nm4452102,Holly Cormier,\N,\N,composer,tt1927002,7.4036207,9.549078
5998,nm14094951,Simone Reuter,\N,\N,"producer,script_department","tt10322520,tt18549562,tt11815932,tt1542734",5.9472446,7.597423
5999,nm2782690,Nick Paley,\N,\N,"editor,editorial_department,director","tt1857621,tt15339456,tt2578560,tt12974818",-1.565498,9.436315
6000,nm2997834,John Bautista,\N,\N,"actor,miscellaneous","tt5208584,tt1138475,tt3267392,tt0473485",3.3081872,10.233694
6001,nm3127799,Liam McGrath,\N,\N,art_department,tt0411195,-0.78470856,9.581227
6002,nm5640670,Tanisha Wells,\N,\N,production_manager,tt2854550,6.481147,9.129632
6003,nm14839115,Saber Hafez,\N,\N,actor,tt14309146,6.0482326,6.5390873
6004,nm6085235,Zack Williams,\N,\N,actor,"tt10931910,tt5320838,tt3095256,tt3643826",-0.30507493,9.587334
6005,nm2946901,Kazuo Endo,\N,\N,sound_department,tt1198342,6.2433834,4.614212
6006,nm5927959,Agáta Lexová,1993,\N,actress,"tt5207378,tt3253120,tt3169368,tt6792126",4.6372566,6.884234
6007,nm12040820,Madeline Leavitt,\N,\N,"producer,sound_department","tt13391556,tt14865500",7.441942,8.191509
6008,nm2437109,Tom Lawson,\N,\N,actor,"tt0893564,tt1754232,tt1024651",0.5462926,10.243323
6009,nm8439589,Benjamin Barrett,\N,\N,,\N,-1.2338861,7.8912363
6010,nm7231201,Paradee Mok,\N,\N,actress,tt4568026,4.0167394,5.254322
6011,nm7704058,Rye Hollister,\N,\N,"sound_department,script_department","tt5762802,tt5171480,tt7193736",4.1474147,7.420627
6012,nm10330665,Michael Götschenberg,1969,\N,"director,writer","tt1155393,tt1165090,tt0429312,tt0799583",1.1147622,7.050441
6013,nm8484533,Sophie Lemoine,\N,\N,"director,assistant_director,script_department","tt11333016,tt7201496,tt6116210",7.969655,7.229591
6014,nm2694978,Thomas Geyer,\N,\N,producer,"tt0101721,tt1660418,tt1054514",1.0450968,9.949001
6015,nm3412741,Elizabeth Vice,\N,\N,"casting_department,miscellaneous,director","tt1780916,tt1484088,tt1650393,tt3184218",8.603007,8.283176
6016,nm10509024,Steven Vorn,\N,\N,,\N,-0.68337584,7.2378435
6017,nm9169428,Madi Edson,\N,\N,"producer,script_department","tt7989310,tt7175110",7.235238,8.225423
6018,nm8074938,Sathish,\N,\N,editor,tt5640774,4.727354,3.8234348
6019,nm10557574,Jairo Garcia,\N,\N,sound_department,"tt9847944,tt16985040",3.9895148,9.936197
6020,nm14273640,Jasmin,\N,\N,actress,tt23827650,7.5778356,9.513953
6021,nm5096109,Brian A. Rich,\N,\N,miscellaneous,tt1134528,-0.80248994,8.417372
6022,nm2741456,Eliska Lorencová,\N,\N,actress,tt0248297,6.0823126,6.881876
6023,nm11072598,Sanat Trivedi,\N,\N,actor,"tt11152504,tt11167954",4.644278,3.8141146
6024,nm3248544,Nobert Christian,\N,\N,actor,tt1342311,1.8680156,7.8339653
6025,nm15100411,Monika Paquet-Charles,\N,\N,,tt28516266,7.008472,6.8155694
6026,nm0699722,Emma Pucci,\N,\N,"art_director,production_designer,art_department","tt0926763,tt1550312,tt1821694,tt2017020",7.8118205,6.9197917
6027,nm10446836,Bruna Cela,\N,\N,casting_department,tt9658662,4.3775516,7.349617
6028,nm3783819,Ken Robinson,\N,\N,producer,tt1592531,-0.81401193,7.5631714
