,nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles,t-SNE Component 1,t-SNE Component 2
2480,nm8697174,Isoken Obaseki,\N,\N,"actress,casting_department,miscellaneous","tt11136472,tt13550606,tt8696294,tt9433466",42.063007,-17.1298
2481,nm3565316,Jasenko Pasic,1983,\N,"actor,writer","tt1926957,tt8633462,tt1093078,tt6481232",37.941216,22.684248
2482,nm0723512,Miriam Rice,\N,\N,actress,tt0166512,-5.708209,20.567682
2483,nm9870708,Dona R. Palmer,\N,\N,producer,tt8481752,4.766057,-65.531044
2484,nm13219746,Marie Christine Katz,\N,\N,actor,"tt28354195,tt1308100",-16.265244,-3.0006206
2485,nm8137222,Michael Weber,\N,\N,editor,tt5714588,-47.4411,5.7952595
2486,nm13655679,Umer Irshad,\N,\N,,\N,60.901703,-10.006396
2487,nm5890840,Christopher Sullivan,\N,\N,,tt3133192,-42.704487,-1.3704876
2488,nm12751697,Böröndi Bence,\N,\N,,\N,33.69992,35.4491
2489,nm11357939,Neil Hoefke,\N,\N,assistant_director,tt11613632,-50.49562,17.688799
2490,nm4363356,Diler Ozturk,1981,\N,actor,"tt1861340,tt4320258",61.56352,11.705666
2491,nm13292805,Jan-Peter Rock,\N,\N,,\N,13.710396,33.139458
2492,nm2123859,Carmen Papa,\N,\N,actress,"tt0127271,tt1797440,tt0117735,tt0150187",11.539461,-20.443628
2493,nm9848170,Alirio Rincon,\N,\N,make_up_department,"tt7418534,tt8206120",-2.7950222,66.825676
2494,nm9684108,Adnan Özbek,\N,\N,actor,"tt0421384,tt6369468",51.56103,6.3248835
2495,nm8398448,Mikaela Östlin,\N,\N,"actress,assistant_director,production_manager",tt6014434,31.877014,32.494892
2496,nm6559931,Serenity Hughes,\N,\N,,\N,29.735672,-5.856018
2497,nm8665909,Pace Rivers,\N,\N,"editor,director,producer","tt18551974,tt20195786",22.168926,-33.862244
2498,nm14440509,Manuel C. Dionisio,\N,\N,miscellaneous,tt25623916,-9.092736,83.5731
2499,nm11683810,Gabrielle Lopez,\N,\N,make_up_department,tt12573880,-26.462803,66.66459
2500,nm11113889,Vince Pearce,\N,\N,,\N,-24.564049,8.751522
2501,nm14108348,Jordan Krystion Jackson,\N,\N,actor,tt22397640,-29.214615,-8.234772
2502,nm3062715,Boy Valdez,\N,\N,"camera_department,miscellaneous","tt0077164,tt2375709",-23.302137,57.295277
2503,nm8723439,Debbie Spearitt,\N,\N,actress,tt6453360,-21.078678,-1.2947507
2504,nm6540090,Braeden Ensign,\N,\N,,tt3444938,-26.630415,-7.838751
2505,nm1364109,Shintarô Nakaoka,\N,\N,actor,"tt0060342,tt9816816,tt9045222,tt9043378",85.30244,6.8464913
2506,nm5688739,Noorsham Baharom,\N,\N,miscellaneous,tt0944980,57.120586,-3.0625813
2507,nm6796252,Yasuyuki Shimizu,\N,\N,actor,tt2146543,93.256645,0.3882904
2508,nm7035658,Kelly Thompson,\N,\N,,\N,-19.820284,-5.9091544
2509,nm9014302,Martin Follin,\N,\N,"miscellaneous,sound_department","tt6924572,tt23581746",-32.584686,19.075014
2510,nm3241339,Fergus Connor,\N,\N,actor,"tt0139770,tt0297625",-18.807726,-36.720875
2511,nm7969253,Abir Nameh,\N,\N,,tt4778286,44.095802,-5.5705314
2512,nm5977160,Sylvie Zannotti,\N,\N,,tt3218616,21.231255,42.38526
2513,nm7938031,Eli Shahmoon,\N,\N,,\N,20.853832,-11.607915
2514,nm9119147,Fay Asimakopoulou,\N,\N,actress,tt7120632,69.74747,34.021152
2515,nm10040789,Olga de la Garza,\N,\N,costume_department,tt8647126,7.619632,70.85234
2516,nm7404304,John-Paul Simoens,\N,\N,camera_department,tt4776690,-31.1347,16.574785
2517,nm13674946,Debbie Brush,\N,\N,actress,tt20259268,-21.428253,-1.7744101
2518,nm0552242,Edwin Martin,\N,\N,actor,"tt0010843,tt0005188",-34.905483,-14.535849
2519,nm2777703,John Terrell,\N,\N,actor,tt0056751,-27.502638,-29.9413
2520,nm1325776,Anne-Maritha Brønden,\N,\N,"editor,sound_department,editorial_department","tt9313008,tt0374411,tt0098616,tt0389699",26.031662,39.18615
2521,nm9827181,Josh Chua,\N,\N,writer,tt7700572,-47.423782,-6.028515
2522,nm9576625,Kristopher Kaliebe,\N,\N,,tt7913994,-7.373494,14.104639
2523,nm4020256,Thomas Parke D'Invilliers,\N,\N,"cinematographer,camera_department,music_department","tt1705058,tt4777218,tt1793948",-31.975271,14.908402
2524,nm8423962,Glenn Spillman,\N,\N,"actor,producer,director","tt11646194,tt7258068,tt7309334,tt6782194",-61.494427,21.593357
2525,nm5488425,Gabrielle Stein,\N,\N,art_department,tt2245029,-26.454191,66.451385
2526,nm13446366,Benjamin Fernando,\N,\N,"cinematographer,camera_department","tt18362238,tt21230482",-38.634956,-23.257793
2527,nm11329769,Tetsuya Fukuhara,\N,\N,director,"tt4105184,tt10844926,tt11766596",91.319176,-0.048442863
2528,nm6239005,Suoi Tien Amusement Park,\N,\N,,\N,42.233906,-49.221783
2529,nm11431579,Rachel Noblett,\N,\N,production_manager,tt11927670,-8.828612,-11.540332
2530,nm5015665,Perry Chamberlain,\N,\N,,tt2372129,1.086033,-45.138058
2531,nm5084540,Ruth E Sabin,\N,\N,"cinematographer,writer,producer","tt2187268,tt3225974,tt2398554,tt2777468",16.148607,-7.189383
2532,nm2594820,Sara Clarkin,\N,\N,miscellaneous,"tt0206501,tt0381176",32.30684,-7.909856
2533,nm8420819,Harry Corden,\N,\N,editorial_department,"tt5891726,tt16757132,tt5619710,tt8887734",-19.295126,-33.48566
2534,nm1523639,Isaias Jiménez,\N,\N,production_manager,tt0115487,3.3642588,85.199745
2535,nm10981322,Stephanie Keider,\N,\N,"miscellaneous,editorial_department,producer","tt3874544,tt2386490,tt13575806,tt6587640",-36.070644,59.62252
2536,nm3432502,Uri Klein,\N,2022,,tt1429436,17.130663,-28.3554
2537,nm14129647,Stéphane Landry,\N,\N,producer,tt22740844,-21.930779,46.90504
2538,nm4113257,Marzia Bagnoli,\N,\N,production_designer,tt1737683,2.2036836,50.456165
2539,nm12563727,Brooke A. Storm,\N,\N,actress,tt9770150,14.026042,-56.001965
2540,nm9077309,Nassovich Ragab Khaled,\N,\N,camera_department,tt6846432,59.36944,2.7719698
2541,nm4953590,Tory Keith,\N,\N,actor,tt2304809,11.777759,-29.670355
2542,nm5405205,Shayna McDonaldson,\N,\N,actress,tt2564004,16.75923,-44.14871
2543,nm5126912,Joey Condon,\N,\N,,tt2229150,-62.468315,9.9709215
2544,nm9903170,Cynthia Ramos,\N,\N,art_department,tt7925236,10.300745,-15.310704
2545,nm14264629,Eriko Hono,\N,\N,make_up_department,"tt23782054,tt23784230,tt25599400,tt25964104",81.55967,3.4416037
2546,nm3476670,Jarek Mensfeld,\N,\N,,tt0902270,44.207825,44.96141
2547,nm4344301,Hongli Zhang,\N,\N,actor,tt1851041,34.50411,-52.84091
2548,nm0627265,Erwin Neuwirth,\N,\N,actor,"tt0078102,tt1195607,tt0092389,tt0094395",-3.053223,33.19012
2549,nm5635402,John Brewer,\N,\N,actor,tt2854852,-25.922388,-30.493082
2550,nm12070263,Dorrin Shahsavari,\N,\N,"camera_department,production_designer","tt14797710,tt13474232",35.309814,0.80402577
2551,nm1884702,Ngo Tap,\N,\N,actor,tt0076257,33.396805,-46.911938
2552,nm6138861,Neila Crew,\N,\N,actor,tt3390902,-17.766985,-23.06761
2553,nm3668286,Hayley Kearney,\N,\N,make_up_department,tt1553084,-18.181503,3.3967376
2554,nm1639616,Will Robertson,\N,\N,"producer,miscellaneous","tt3565412,tt0155394,tt1361778,tt1663641",-19.828577,-27.222498
2555,nm7319121,Zahraa Braytea,\N,\N,writer,tt4676508,38.72262,13.880902
2556,nm6440043,Rebeca Pérez,\N,\N,"make_up_department,producer",tt3674096,4.136148,77.0639
2557,nm5162460,Kenji Yanase,\N,\N,animation_department,"tt0978204,tt1625545",85.02207,0.9679751
2558,nm14403360,Justin A. Valdez,\N,\N,"actor,composer","tt25260512,tt25347988",5.673916,-68.10097
2559,nm0995728,Tim Owens,\N,\N,"sound_department,editorial_department","tt0465551,tt0312004,tt3660770,tt5491994",-55.486492,-49.163185
2560,nm5128834,Lester Tremble,\N,\N,transportation_department,tt0098193,23.482365,-23.244156
2561,nm2385444,Yasuo Nakajima,\N,\N,producer,tt0860465,93.077866,0.12296555
2562,nm7898718,Oszkár Sándor,\N,\N,miscellaneous,tt0175373,56.252308,55.529884
2563,nm5344639,Charles Hatch,\N,\N,soundtrack,tt1002838,-25.873308,-37.1513
2564,nm13107704,Mark Casilihan,\N,\N,,\N,-41.97149,-26.254408
2565,nm0429497,Steven Jones-Evans,\N,\N,"production_designer,art_department,art_director","tt0105275,tt0277941,tt5461944,tt1703148",-40.512463,11.742769
2566,nm5091474,Tobias Dale,\N,\N,actor,tt1593584,10.037333,-30.055943
2567,nm6969800,Edward Morehouse,\N,\N,writer,tt1992287,-34.208298,-27.460218
2568,nm0234619,Mary-Beth Doty,\N,\N,"actress,make_up_department,miscellaneous","tt0169346,tt0193531",3.928815,2.3820672
2569,nm12904302,Benjy Willows,\N,\N,,tt5560250,-38.573112,11.694293
2570,nm7773632,Junho Lee,\N,\N,camera_department,tt0372873,41.938534,-51.961823
2571,nm7617110,Dominique de Saint-Pern,\N,\N,,tt3749178,-29.876377,42.604916
2572,nm11932947,Cory Hughes,\N,\N,art_department,"tt7097896,tt2201261",12.632858,-16.31804
2573,nm0442303,Centa Kaufmann,\N,\N,actress,tt0041316,-2.0350776,57.757828
2574,nm11082703,Halwest Muhammad,\N,\N,actor,"tt11187136,tt11235714",51.08218,-6.995935
2575,nm0178968,Patrice Coqueret,\N,\N,actor,tt0205269,-24.74649,41.214924
2576,nm14469622,Ville Rissanen,\N,\N,art_department,tt23183606,74.13279,21.308983
2577,nm2678826,Saqib Ali,\N,\N,actor,tt2006183,57.179764,-6.935573
2578,nm1024047,Audrey Brumback,\N,\N,actress,tt0195314,-9.104852,2.048443
2579,nm11064383,The Booth Brothers,\N,\N,,\N,0.37731418,-52.239113
2580,nm2633444,Mike Cahill,\N,\N,,\N,-81.092476,-19.085712
2581,nm3079925,Buddy Rodgers,\N,\N,miscellaneous,tt1265548,2.761684,-39.4342
2582,nm3773007,Jules Bayliss,\N,\N,"miscellaneous,sound_department,producer","tt2271611,tt0903624,tt2310332,tt1170358",27.47801,1.5249777
2583,nm8305685,Marcela Quintiliano,\N,\N,actress,tt5901874,12.193605,70.91007
2584,nm5144456,Friedel Pinkston,\N,\N,actor,tt0453562,3.802016,31.141422
2585,nm14396514,Aarya Patil,\N,\N,actress,\N,63.600098,-22.908514
2586,nm1857953,Ken Walkerden,\N,\N,art_department,"tt0187636,tt0387736",-32.255215,-29.387865
2587,nm12750766,Caleb Wilson,\N,\N,camera_department,tt0368774,12.967837,-17.538683
2588,nm2818712,Georg Pavloff,\N,\N,actor,tt0093325,50.532986,28.592869
2589,nm5368896,Jim Frederick,1971,2014,,"tt2171655,tt0414740,tt1933077,tt0123338",-58.357697,-32.700356
2590,nm13645786,Divya Diwan,\N,\N,actress,\N,57.310223,-27.049162
2591,nm10884128,Kelsey Goss,\N,\N,actress,tt10743108,12.86311,-0.43535084
2592,nm15057930,Jessica Condon,\N,\N,,\N,-17.926306,-12.98752
2593,nm0505725,Stewart Levin,\N,\N,"composer,music_department,soundtrack","tt0103512,tt0094582,tt0097493,tt0092492",-36.530914,-36.062824
2594,nm8099917,Noracid Morelos,\N,\N,actor,tt5666002,-5.997938,58.085426
2595,nm5865812,Leslie Daland,\N,\N,,\N,-18.121843,13.568149
2596,nm2532445,Andy Boehm,\N,\N,miscellaneous,tt0105089,-40.593372,-36.232594
2597,nm6649816,Laura Monteleone,\N,\N,make_up_department,tt3869246,-11.282183,28.6212
2598,nm3915999,Kaoru Watanabe,\N,\N,"music_department,actor,composer","tt13770552,tt0892791,tt0490215,tt14538314",84.59388,-0.16438137
2599,nm8011900,Mathilde Giguère-Aubry,\N,\N,actress,tt4247492,-31.989458,47.744793
2600,nm5804825,Louis Guerra,\N,\N,assistant_director,"tt5968828,tt3059160,tt9577900,tt2064727",-28.242788,32.014053
2601,nm3284246,Jason Latino,\N,\N,"writer,editor,producer","tt1358439,tt1470775",-20.228485,-47.110577
2602,nm3892022,James Abrams,\N,\N,,tt0364782,-49.809784,-42.107594
2603,nm3130942,Hiroki Ishihara,\N,\N,actor,"tt1068777,tt0983951",90.95093,5.020163
2604,nm10839180,Camille Cabrera,\N,\N,actress,tt11017812,-7.216202,-28.937881
2605,nm14317189,Frank Rojas,\N,\N,,\N,-30.728745,-16.327324
2606,nm0032051,Kurt Apitius,\N,\N,actor,"tt0196868,tt0045134,tt0181920,tt0236269",10.416353,-3.3017936
2607,nm0599206,Gigi Monteiro,1972,\N,actress,"tt1235548,tt0757116,tt0291644,tt0176368",-5.9861617,52.898125
2608,nm6545984,Hannu Kailajärvi,\N,\N,,tt3768258,77.762825,21.724792
2609,nm2636432,Tim Gognat,\N,\N,"art_department,miscellaneous",tt1015460,-53.452515,-50.354862
2610,nm1194008,Daniel Cacias,\N,\N,miscellaneous,tt0324271,-5.944027,67.44973
2611,nm10546032,An Pratyush,\N,\N,"cinematographer,editor,editorial_department","tt13730134,tt9313886,tt10476644",67.58647,-28.059406
2612,nm13093588,Will Christian,\N,\N,"actor,editor,set_decorator",tt15780290,-20.460697,-27.193417
2613,nm2976513,Li Lee,\N,\N,producer,"tt1244565,tt1216278",36.148388,-51.303844
2614,nm9854246,Michel Samson,\N,\N,visual_effects,"tt5151570,tt10945232,tt10457128,tt10392128",-34.448536,42.090008
2615,nm1078165,Mildred Valle,\N,\N,script_department,tt0042052,17.501966,7.2759476
2616,nm0553723,Thomas Martinez,\N,\N,writer,tt0214552,-33.381947,-23.689001
2617,nm4727456,Luka Venturin,\N,\N,producer,"tt10750608,tt4402098,tt14870972,tt3712032",36.657867,21.519432
2618,nm13883296,John Williams,\N,\N,,tt21377158,-24.712051,-28.52865
2619,nm3444045,Benjamin Kane,\N,\N,cinematographer,tt1440301,-41.169075,-23.237482
2620,nm4984484,Michael Lyman,\N,\N,producer,"tt3210052,tt2338311,tt2207960,tt3460054",-49.269894,8.395421
2621,nm10456766,Shimon Watt,\N,\N,music_department,tt0123965,14.868382,-41.611095
2622,nm2128866,Andrew Clark,\N,\N,miscellaneous,tt0371916,-46.04227,-31.177797
2623,nm9961429,The Bunnyman,\N,\N,writer,"tt8678376,tt10248680,tt13539780,tt13330198",0.41556147,-51.559483
2624,nm10223349,Sandhya,\N,\N,actor,tt9202748,50.463963,-26.993053
2625,nm14283519,Jennifer Smith,\N,\N,,\N,-12.709633,-9.538652
2626,nm0282567,Pat Flood,\N,\N,"art_director,art_department","tt0118379,tt0373450,tt0387779,tt0273435",-32.26424,-33.791756
2627,nm9199163,Rizky Fernanda,\N,\N,"actor,miscellaneous","tt7249084,tt20767660",12.68422,26.890987
2628,nm12378969,Carlotta A. Berry,\N,\N,,\N,8.070772,-65.10666
2629,nm13531455,Tom Féral,\N,\N,sound_department,tt19148576,-27.558798,40.532803
2630,nm12805436,Patrick De Joghn,\N,\N,,\N,-37.24176,12.927348
2631,nm12985846,Kenny Armstead,\N,\N,stunts,tt15373864,13.279765,-6.2189856
2632,nm7466214,Aaron Koenigseker,\N,\N,actor,tt4872294,-57.982197,-0.45439506
2633,nm8245918,Veronica Marino,\N,\N,actress,tt5838504,-20.934261,15.1736965
2634,nm11426555,Nathan Street,\N,\N,,tt11980526,34.215645,-29.965818
2635,nm5413903,S. Vlasenko,\N,\N,actor,tt2544016,62.857365,22.739983
2636,nm3944420,Gary Wallace,\N,\N,,\N,-67.44378,-34.191044
2637,nm9583737,Daniel Caal,\N,\N,"camera_department,editor,editorial_department","tt7599146,tt14972766,tt3499498,tt6923604",-35.42186,-3.766553
2638,nm8667442,Nick Manthey,\N,\N,,\N,-50.180805,-57.646244
2639,nm5470193,Eddie Wong,\N,\N,camera_department,"tt5021194,tt2610182",23.234356,-12.215405
2640,nm4211940,Paul Shull,\N,\N,"producer,music_department,actor","tt1954843,tt4131824,tt4229578,tt3823672",-37.099583,-53.753654
2641,nm5985955,Paul Noonan,\N,\N,producer,"tt4959890,tt8093662,tt10905710,tt4596518",-37.23494,-53.80767
2642,nm0020192,Michael E. Allegretto,1958,\N,"art_department,miscellaneous,actor","tt0119217,tt0139216,tt0115988,tt0357054",9.951599,-68.375626
2643,nm6383003,Babi Sonnewend,1990,\N,"art_department,miscellaneous,casting_department","tt3742378,tt9365634,tt8495504,tt1702014",-1.5153767,-36.290386
2644,nm10343654,John Sims,\N,\N,camera_department,tt6207920,-34.224754,-46.805035
2645,nm4768454,Lucy Chibukhchyan,\N,\N,actress,tt1862014,29.025238,14.1221695
2646,nm9987869,Jake Francois,\N,\N,actor,"tt6258718,tt12363784,tt11269026,tt5622794",-35.466644,-45.203773
2647,nm8041394,Benjamin Gonzalez,\N,\N,"actor,director,writer","tt7899516,tt5709468,tt7899474,tt5579336",-38.2508,-23.439709
2648,nm5352411,Þórhallur Þórhallsson,\N,\N,"actor,writer","tt11876478,tt5497896,tt7893482,tt1975770",30.58455,41.191376
2649,nm14779340,Craig Ramsay,\N,\N,,tt15300184,-36.25567,-47.354393
2650,nm0885268,José María Vallés,\N,\N,"director,writer,producer","tt0255553,tt0067556,tt1356817,tt0074631",-1.2566096,78.06496
2651,nm3127698,Tom James,\N,\N,miscellaneous,"tt0299302,tt1291048,tt1353038,tt1447952",-53.374622,-28.618761
2652,nm1480982,Dutch Dore-Boize,\N,\N,actor,"tt0385846,tt1186356,tt1314648,tt0848551",15.320201,35.978916
2653,nm0330207,George Gordon,1906,1986,"director,art_department,animation_department","tt0081933,tt0069641,tt0094712,tt0084970",-22.303104,-37.445805
2654,nm9143547,Dante Rossi,\N,\N,actor,"tt20425400,tt7156632,tt10126134",26.019741,22.31898
2655,nm5330549,Steven Baker,\N,\N,"actor,stunts","tt0964516,tt1185420,tt0162222,tt2176013",-41.76378,-42.94899
2656,nm7839805,Mary Grubb,\N,\N,,tt0198197,-7.858979,-3.1834614
2657,nm12259716,Bob Spielman,\N,\N,,tt0074007,-57.471363,-28.379818
2658,nm4662576,Trevor Nichols,\N,\N,"miscellaneous,art_department","tt1967697,tt4178850,tt2828996,tt1269734",11.879551,-36.500546
2659,nm3159848,Nerissa Martin,\N,\N,animation_department,tt0131400,35.453434,-26.576593
2660,nm8555754,Gwen Didden,\N,\N,,tt6211434,5.8619895,-13.949541
2661,nm1386665,John O'Driscoll,\N,\N,"director,writer,miscellaneous","tt0407697,tt0406560,tt0085701,tt0082158",-65.5405,32.834415
2662,nm6116576,Leonardo Rebaudengo,\N,\N,actor,tt3362428,-5.3926306,48.47791
2663,nm13476564,Charmaine Mansfield,\N,\N,,tt0407361,10.472425,29.721804
2664,nm12847143,Keisuke Arai,\N,\N,visual_effects,tt3512072,88.99629,4.3566914
2665,nm9682267,Tielle Douglas,\N,\N,make_up_department,"tt8110628,tt11198626",17.829983,4.1230745
2666,nm3646708,Iason Leontopoulos,\N,\N,"composer,writer","tt4356324,tt16462176",69.93769,35.340797
2667,nm5461328,Alba Talamo,\N,\N,"director,actress,writer",tt2618896,14.961561,45.373432
2668,nm4233745,Roberto Gazoline,\N,\N,actor,tt0118756,-10.08962,53.17957
2669,nm2406815,Benjamin Bode,\N,\N,"assistant_director,cinematographer,director","tt3005116,tt1889441,tt8164432,tt3005076",-38.895298,13.921462
2670,nm4179101,Patrick Foll,\N,\N,miscellaneous,tt1266148,-35.365124,16.812212
2671,nm1020788,Jeremy Butler,\N,\N,actor,"tt0329991,tt0108724",-69.646225,-13.557
2672,nm11553419,Laura Santos,\N,\N,actress,tt11504976,-14.095501,-22.213121
2673,nm4114824,Chiu-fong Leung,\N,\N,actress,tt1740501,44.10978,-59.79259
2674,nm10732749,Rahul Banerjee,\N,\N,actor,"tt10411712,tt10162654",66.850266,-16.356222
2675,nm0491494,Jaques Lauritsen,1958,\N,actor,"tt0920458,tt10834220,tt1298825,tt3022458",21.26425,36.51248
2676,nm4564247,Gail Mezey,\N,\N,"location_management,miscellaneous","tt2293750,tt11382610,tt2119027,tt5528850",21.790693,-5.611865
2677,nm6379473,Ernesto González,\N,\N,actor,tt2184331,5.648878,86.92352
2678,nm9829107,Narendra Kumar Jindal,\N,\N,producer,tt8372520,58.461155,-32.47817
2679,nm9965998,O. Demetr,\N,\N,actor,tt0063837,17.287401,-64.63679
2680,nm6595668,Jenn Leong,\N,\N,producer,tt0184090,-11.739933,-8.574942
2681,nm11017164,Doris Winslow,\N,\N,,\N,7.1818123,-24.669212
2682,nm7248820,Jiachen Shi,\N,\N,actor,tt4589264,23.224058,-0.93295646
2683,nm9799924,Anita J. Jones,\N,\N,"cinematographer,camera_department,producer","tt12475676,tt4835636",6.0302024,-64.863525
2684,nm0569081,James McGee,\N,\N,actor,tt0070848,-51.415947,-43.52313
2685,nm9707932,Wilmer Simba,\N,\N,"actor,cinematographer,assistant_director",tt8159616,-6.409062,19.09805
2686,nm2477277,Valeen Montenegro,\N,\N,"actress,soundtrack","tt7671390,tt1507334,tt13582504,tt1117976",48.490784,15.220854
2687,nm12095566,Guillaume Jaulen,\N,\N,composer,tt13532264,8.001344,37.70628
2688,nm6384932,Jeremiah Payne,\N,\N,art_department,tt0369445,-69.42715,-1.2651423
2689,nm7984654,Michael Munan,\N,\N,sound_department,tt1450143,-47.19917,7.5967226
2690,nm13174626,Mr. Boy,\N,\N,"director,cinematographer,editor","tt21441028,tt16527686,tt16532374,tt16491598",-33.094795,-65.29406
2691,nm14010908,Lekal Ro,\N,\N,actor,tt14238838,25.427721,-24.064528
2692,nm12527127,Irida Kimca,\N,\N,actress,tt0863046,43.732464,-2.8348236
2693,nm10752335,Qanounica,\N,\N,music_department,tt10452528,48.469784,11.948566
2694,nm4661098,Itzíar Olabarri,\N,\N,"assistant_director,producer","tt1151923,tt3894850",53.592453,45.076454
2695,nm9677593,Harmony Can,\N,\N,"actress,camera_department,miscellaneous","tt9377974,tt6967534,tt8097522",20.544603,-22.323988
2696,nm3172094,Alexandre Paternot,\N,\N,actor,tt1289799,-28.547983,4.3861113
2697,nm2431627,Mary Halpenny,\N,\N,,\N,-7.9114995,-3.134622
2698,nm5235873,Patrick Mantovi,\N,\N,actor,"tt2671268,tt2363070",-35.732998,-34.45995
2699,nm9349772,Arthur White,\N,\N,"actor,producer,miscellaneous","tt8332838,tt7146326,tt5555260",-25.983307,-39.293663
2700,nm5107714,Craig George,\N,\N,animation_department,tt1795724,-48.78963,-24.492966
2701,nm3897199,Russell Michael,\N,\N,"actor,art_director","tt3492022,tt1552423",-62.888252,-26.794577
2702,nm8902995,Yenory Vargas,\N,\N,,tt6744480,34.80239,19.95061
2703,nm14461744,Danny Haro,\N,\N,"actor,set_decorator","tt12969352,tt26125100,tt26121432",-66.37243,2.383544
2704,nm13569487,Nicolás Maggi,\N,\N,actor,tt12543718,14.877605,82.20872
2705,nm10732420,Jillian Frederick,\N,\N,actress,tt10415486,26.44067,-0.6802229
2706,nm3500687,Scott Bareither,\N,\N,,\N,-67.65522,-28.73702
2707,nm9052320,Anindya Ghosh,\N,\N,actor,tt6992960,68.37542,-26.654259
2708,nm10401462,Michael Palmisciano,\N,\N,miscellaneous,tt4659728,-44.49526,9.663688
2709,nm5693026,Eryn Reynolds,\N,\N,actress,"tt5298750,tt5866448",17.99029,-9.518929
2710,nm6143532,Milla Toivanen,\N,\N,actress,tt2421224,74.424995,21.729984
2711,nm10469298,Rubén Casas,\N,\N,actor,tt8337662,0.6568931,67.30005
2712,nm0251834,Rudi Einfeldt,\N,\N,actor,tt0158153,11.586891,26.333174
2713,nm2555764,Heiderose Scheerer,\N,\N,actress,"tt0838192,tt2093202,tt5351044,tt0806910",-4.220147,33.48351
2714,nm7864437,Cassie Hovan,\N,\N,actress,tt4695882,-14.740728,0.78250223
2715,nm9374282,Hannah McCourt,\N,\N,actress,tt7558788,19.203651,-19.55501
2716,nm0021862,Rui Almeida,\N,\N,"actor,camera_department","tt0118458,tt0127371,tt0164276,tt0401726",18.983961,74.56806
2717,nm6354829,Juan Jose Izquierdo,\N,\N,composer,tt3593336,-3.8273232,78.94187
2718,nm5920932,Jeremy Lee,\N,\N,"miscellaneous,camera_department",tt1841204,-69.684364,-13.3420515
2719,nm11515224,Isobel Rae,\N,\N,producer,\N,24.042276,13.570396
2720,nm10672538,Ben Volpe,\N,\N,actor,\N,-38.67245,-21.862751
2721,nm13650250,Shiva Shetty,\N,\N,producer,tt7564016,57.715244,-22.654589
2722,nm9905360,Luciano Lunghi,\N,\N,actor,tt8499164,-1.4686251,48.862103
2723,nm4913160,Louis Schmidt,\N,\N,"writer,director,editor","tt21740976,tt21911592,tt0331136,tt21846234",-22.614952,-43.832413
2724,nm3901644,Andrew Protsko,\N,\N,"camera_department,producer,actor","tt2732564,tt1647405,tt2964150",-47.15647,-33.85588
2725,nm12669463,Ilker Senel,\N,\N,music_department,tt4417770,24.177254,25.470161
2726,nm2587163,John Snow,\N,\N,miscellaneous,"tt1869783,tt1926344,tt0984238,tt1864519",-26.814882,-31.141573
2727,nm11649945,Ruzwidiantoro,\N,\N,actor,tt11708788,50.157387,13.849973
2728,nm11887374,Jonathan Biles,\N,\N,,"tt2079265,tt6570890,tt1461349,tt0363373",-33.683784,-19.63224
2729,nm1866891,Füsun Günugur,1952,2022,actress,"tt1173674,tt4579434,tt2247207,tt8960568",64.20717,12.070396
2730,nm11010517,Daron Scott,\N,\N,actor,tt0411933,6.210563,-25.021086
2731,nm2901376,Gabriella Bianco,\N,\N,animation_department,tt0400771,4.424394,49.353867
2732,nm6008859,Dorami Hsien,1997,\N,actress,tt3618812,44.297382,-44.304153
2733,nm11112074,Syed Sohel Ryan,1991,\N,actor,"tt27721719,tt18559904,tt11847966,tt23897324",58.781044,-7.524947
2734,nm9975078,Eyüp Sezen,\N,\N,actor,tt7661056,63.30389,12.820654
2735,nm11366930,Maikol VJ,\N,\N,"miscellaneous,editor,art_department","tt21027870,tt5120430,tt12047198,tt8901952",77.406784,-0.96489626
2736,nm8436969,The 80's Guy,\N,\N,"director,editor",\N,0.05905473,-51.501694
2737,nm13731919,Jonathan Lopez,\N,\N,,\N,-35.35395,-19.216084
2738,nm12600092,Burim Kiseri,\N,\N,actor,tt14670606,57.834953,9.421659
2739,nm3908873,Marta Gila,\N,\N,"miscellaneous,producer,production_manager","tt0440963,tt4964788,tt0463872,tt0374569",5.978193,69.37822
2740,nm0384429,Justin W. Hill,\N,\N,"location_management,assistant_director,actor","tt2364582,tt11252248,tt2369135,tt2975578",5.409834,-68.372925
2741,nm1077933,Sachi Shindô,\N,\N,actress,"tt0235134,tt0279901,tt1498176",82.916374,1.3122429
2742,nm5980029,Kalle Niemi,\N,\N,actor,tt1724525,73.18703,22.29605
2743,nm10526028,Ingimar Sveinsson,\N,\N,,tt9741016,29.161146,39.553432
2744,nm13617760,Jia Zhang,\N,\N,cinematographer,tt19869036,37.358387,-57.583355
2745,nm8246763,Natalya Pirogova,1965,\N,actress,tt5839394,45.3295,33.41568
2746,nm10603777,Steph Roberts,\N,\N,sound_department,tt5759610,-37.058014,58.43173
2747,nm12513467,Shannon West,\N,\N,,tt5787720,15.007742,-43.872215
2748,nm1702048,Eduardo González,\N,\N,miscellaneous,tt0396300,4.129908,80.25825
2749,nm7042256,Emin Abbasov,\N,\N,,tt4339200,53.087826,-1.164589
2750,nm1820366,Matt Marhefka,\N,\N,"editor,producer,miscellaneous","tt1557603,tt0114639,tt1553922,tt0424025",-42.113483,11.814033
2751,nm3445799,Ted Prappas,\N,2022,stunts,tt0183113,-62.408207,-31.316174
