,nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles,t-SNE Component 1,t-SNE Component 2
4848,nm12276224,Ranae Barnes,\N,\N,actress,tt13943208,13.85444,15.464722
4849,nm10652480,Therese Raibaud,\N,\N,,tt10253538,9.986764,27.184511
4850,nm12212819,Alan Russel,\N,\N,actor,tt13799844,-53.345142,-36.74666
4851,nm3023344,Jessie Lee,1984,\N,actress,"tt4500284,tt12106046,tt1268193,tt14988068",-14.191882,-5.6444225
4852,nm4948824,Jessica Pozzi,\N,\N,actress,tt1125188,-17.565958,-9.03115
4853,nm8439302,Padmani,\N,\N,,tt6063448,53.49336,-26.36979
4854,nm14653817,The Del Shapiros,\N,\N,,tt5592518,-24.670057,23.395626
4855,nm0893192,Una Venning,1892,1985,actress,"tt5553074,tt0276998,tt1594996,tt0989125",-3.0742116,56.707546
4856,nm14253388,Justin Ebueza,\N,\N,actor,tt23739608,-64.61229,-9.899354
4857,nm1017059,Nanna Gravesen,\N,\N,"sound_department,editorial_department","tt0091073,tt0082897,tt0126975,tt0083137",35.02617,-27.44593
4858,nm3410457,Kelley Bostwick,\N,\N,actress,tt1414278,12.946526,0.522922
4859,nm0309649,Tracey D. Gatewood,\N,\N,miscellaneous,tt0107818,10.278093,-52.7146
4860,nm3158111,Chandrika Kann,\N,\N,,\N,68.160194,-22.125195
4861,nm8969564,Krarolyn Engelhardt Rose,\N,\N,,tt1229032,16.779139,-61.890015
4862,nm4190464,Gabriele Poloczek,\N,\N,"assistant_director,miscellaneous","tt0473587,tt0101192,tt11421088,tt1647256",-0.9275467,42.255405
4863,nm7420864,Erica Schultz,\N,\N,animation_department,"tt2047677,tt7688936",-20.495657,10.867198
4864,nm13732572,Sona Novotná,\N,\N,"director,writer",tt20866006,54.379288,43.712116
4865,nm10285942,Maia Shamoevi,\N,\N,actress,tt6704880,41.33925,21.287148
4866,nm9170632,Steve Adams,\N,\N,sound_department,tt6666016,-55.477318,-19.464388
4867,nm13823972,Guido Joseph,\N,\N,composer,tt14216442,-6.416177,49.700993
4868,nm7924868,Sohail,\N,\N,sound_department,tt5465772,50.34633,-22.806026
4869,nm11066112,Qazem Nor,\N,\N,actor,"tt11143200,tt24581070",60.466557,-9.641229
4870,nm11708894,Joseph Simpson,\N,\N,,\N,-26.52209,-41.513622
4871,nm0828371,Douglas Stevens,\N,\N,"costume_department,writer","tt0054695,tt0051308,tt0047750",-75.87102,-35.16313
4872,nm13767626,Lyssa Coulter,\N,\N,actor,\N,-14.027881,3.1635458
4873,nm10594794,Anthony Faulkner,\N,\N,"animation_department,director","tt4648640,tt10127536",-49.47515,20.530695
4874,nm4973247,Brijmohan Vyas,\N,\N,actor,tt0398115,71.322845,-29.390505
4875,nm2606224,Howard Hibbler,\N,\N,,tt0096563,-22.321293,-31.263906
4876,nm11396683,Rachel Grady,\N,\N,director,tt11905972,-8.717203,-11.445427
4877,nm4873960,Chris Fischer,\N,\N,camera_department,tt2009102,-80.61111,-9.802682
4878,nm5657025,Aleksandra Zagozda,\N,\N,camera_department,tt1937390,49.62847,37.302086
4879,nm5372740,Shane Doyle,\N,\N,,\N,13.309185,-43.64906
4880,nm4567497,Nikita Saini,\N,\N,visual_effects,"tt2631186,tt4849438,tt1725795,tt2258337",51.530773,31.03546
4881,nm9256416,Alycia Betz,\N,\N,music_department,"tt6097984,tt5670836,tt5670842",29.663649,10.602668
4882,nm3572105,Wiktor Budzynski,1921,2007,production_manager,tt0057675,41.439056,12.998873
4883,nm5590128,Lida Avetisyan,\N,\N,actress,tt2794560,60.637257,26.839596
4884,nm6602263,Ralph Cunningham,\N,\N,actor,tt0042641,14.8359585,-23.845814
4885,nm2188909,Jens Nielsen,\N,\N,,tt0404640,24.828146,29.526356
4886,nm9095854,Alina Salgado,\N,\N,actress,tt7074646,16.908926,44.67614
4887,nm4611116,Jason Upchurch,\N,\N,actor,tt1977954,-42.924,-7.8991456
4888,nm9287729,Paula Boudreaux,\N,\N,,"tt1563280,tt4189570",9.785208,23.804974
4889,nm1404826,Adriana Marinescu,\N,\N,music_department,"tt0138524,tt0120737,tt0422295,tt0265662",34.753723,56.294758
4890,nm0367143,Beth Hartmen,\N,\N,actress,tt0032986,2.7079048,-34.586014
4891,nm11629292,Chandan Rath,\N,\N,,\N,56.258186,-26.242579
4892,nm10976010,Thomas Lenzner,\N,\N,,tt0793458,-34.921555,13.973714
4893,nm9767966,Marek Bockowski,\N,\N,actor,tt0441074,43.85031,45.565582
4894,nm1389723,Tal Harris,1966,\N,"editorial_department,miscellaneous,actor","tt2717822,tt1951181,tt1185836,tt1322312",-33.129032,-39.400997
4895,nm14123125,Cas Bell,\N,\N,actress,tt22526132,-24.487371,-45.77968
4896,nm12238493,Skylar DuPree,\N,\N,actress,"tt13715952,tt14186666,tt27635488,tt26899004",-23.967754,-3.3965542
4897,nm1790862,Jazmn,\N,\N,actress,tt0272018,-5.5067387,-51.60711
4898,nm8185672,Souyme Iyengar,\N,\N,camera_department,tt5773382,74.53146,-21.636143
4899,nm1351960,Otto Stadler,\N,\N,"assistant_director,sound_department","tt0315954,tt0315580",-1.0457741,32.438408
4900,nm13255455,Malathi,\N,\N,actress,tt16744046,50.57656,-27.110292
4901,nm10251292,Mike Gunn,\N,\N,,\N,-79.789276,-19.169687
4902,nm9837466,Charlie Todd,\N,\N,actor,tt8418368,-56.612186,-24.278126
4903,nm8329364,Lauren Olijhoek,\N,\N,costume_department,tt5914646,6.670033,11.757923
4904,nm14706420,Olivia Colvin,\N,\N,,\N,14.011545,22.27086
4905,nm11912101,Karlis Tols,\N,\N,actor,"tt3488928,tt23664354",26.665203,26.736612
4906,nm1498867,Mathieu Danielo,\N,\N,"assistant_director,director,location_management","tt1627068,tt1304873,tt1068646,tt0423713",-24.423037,39.51708
4907,nm3332336,Jose Gonzalez,\N,\N,miscellaneous,"tt0096650,tt1028626,tt0096554,tt0124257",-12.805855,63.787415
4908,nm0282134,Tommy Fletcher,\N,\N,actor,tt0087485,-52.881767,-26.41131
4909,nm4447766,Chelsea Fammintino,\N,\N,,tt1433870,-34.490974,18.210234
4910,nm4737118,Scott Deely,\N,\N,actor,tt1327808,-39.72084,-51.177895
4911,nm5269623,Larry Cruz,\N,\N,actor,tt1105711,-38.163754,-43.15564
4912,nm7255638,Jo Beighton,\N,\N,"editorial_department,producer","tt18277578,tt4597068,tt11455662",-30.39774,-51.251175
4913,nm11331145,Barrington Wright,\N,\N,composer,\N,-35.35045,-50.512608
4914,nm12530794,Musikk Kollektivet LorryLorry,\N,\N,composer,tt14552060,43.30239,16.08567
4915,nm11754326,Juan Manuel Saldana,\N,\N,actor,tt12749592,-5.245441,75.70987
4916,nm1267547,Craig Alexander,\N,\N,miscellaneous,"tt0295178,tt0209958,tt0359013,tt0319343",-36.29846,-47.282707
4917,nm3364840,Randy Pike,\N,\N,"costume_department,special_effects,art_department","tt0409459,tt1464540,tt2051879,tt2935510",-29.436293,-44.893284
4918,nm12841404,Daniel Di Tolla,\N,\N,executive,\N,-33.46288,-7.2371507
4919,nm2607722,Dylan Jones,\N,\N,"art_director,art_department,miscellaneous","tt0995865,tt5672484,tt1811179,tt13262190",0.84025973,-27.907755
4920,nm8061637,Gari Stefan,\N,\N,actor,tt5622218,48.95918,12.835252
4921,nm7800550,Chris Sage,\N,\N,,\N,-81.97065,-9.022904
4922,nm6290792,Shayanna Campbell,\N,\N,actress,tt2210834,16.410145,-44.013763
4923,nm13055431,Pikaboo,\N,\N,actor,tt15731024,23.005583,-35.477345
4924,nm7512367,Earl Smith,\N,\N,,tt4479780,17.360977,-9.801581
4925,nm13135522,Cheryl Balfour,\N,\N,actress,tt5470742,9.4848385,-12.075524
4926,nm4716000,Bridget Du Haime,\N,\N,"actress,art_director,producer","tt2073584,tt3567262,tt2039750",15.121802,16.67569
4927,nm9960331,Hannah Simmons,\N,\N,"actress,writer","tt8811378,tt7621006",19.493868,-20.011492
4928,nm10731114,Sharity Moses,\N,\N,actress,tt10413540,14.977296,-42.297325
4929,nm8044267,Ed Riley,\N,\N,"sound_department,composer,music_department","tt5604110,tt5604614",-34.69632,-15.290501
4930,nm11565405,Lisa Krautgartner,\N,\N,,tt2143073,-26.261034,16.220045
4931,nm7421259,Elizabeth Wedding,\N,\N,"art_department,production_designer,art_director","tt10160804,tt1950186,tt1695843,tt10838180",-17.752195,-17.702366
4932,nm6329039,Victoria White,\N,\N,producer,tt3562852,-12.7366495,-18.691355
4933,nm9364608,Stormi Napier,\N,\N,actress,"tt7724430,tt7543936",-15.186507,-1.7661892
4934,nm11546202,Michelle Zacarias,\N,\N,,\N,-14.172514,-13.686724
4935,nm3005566,Imelda Cázares,\N,\N,production_manager,tt0428030,4.453754,83.83921
4936,nm5619321,Hywel Williams,\N,\N,producer,"tt23507294,tt1770211",-49.0813,-29.992996
4937,nm2571154,Denis Bedford,\N,\N,"actor,miscellaneous","tt0267330,tt1932687,tt1337079,tt0989125",-17.928623,-43.51086
4938,nm14104181,Tan Yee Long,\N,\N,miscellaneous,tt12999422,39.394444,-51.06608
4939,nm6356417,Ján Harustiak,1958,\N,actor,tt1830048,51.992027,50.47678
4940,nm6372446,Ingill Hattje,\N,\N,,tt3610714,27.305737,19.076557
4941,nm6759692,George Okagaki,\N,\N,producer,tt4026326,39.07516,-18.218906
4942,nm8013229,Balz Auf der Maur,\N,\N,"camera_department,cinematographer,director","tt11345816,tt13781446,tt5534428,tt5570312",-3.0415006,37.43343
4943,nm3032633,Jean Liu,\N,\N,animation_department,tt0215919,-14.264034,-48.70519
4944,nm2798995,Richard Shannon,\N,\N,miscellaneous,tt0395060,-56.843235,-42.791935
4945,nm9326261,Sethu Darwin,\N,\N,actor,tt7475710,34.453106,-12.298766
4946,nm9568548,Simona Krapf,\N,\N,actress,tt7899260,43.33852,37.02375
4947,nm1477704,Roman Gaj,\N,\N,director,"tt0383981,tt0134142",44.765186,27.853376
4948,nm4353619,Madeline Roosevelt,\N,\N,make_up_department,tt1852947,-16.407246,6.570516
4949,nm3471511,Deborah Benjamin,\N,\N,miscellaneous,tt1845897,-21.483232,-1.6837846
4950,nm12762389,Martin Vasilev,\N,\N,actor,tt15057052,44.948635,27.960268
4951,nm7996872,Tina Gardner,\N,\N,actress,tt5516690,13.442893,-29.995863
4952,nm14322864,Ramesh Bhandari,\N,\N,,\N,70.30062,-26.944519
4953,nm7864760,Abdussamed Gedik,\N,\N,"special_effects,visual_effects","tt5265284,tt5352216",63.649998,-2.4845026
4954,nm12158197,Ram Senthil,\N,\N,producer,tt13667594,60.379448,-29.830532
4955,nm10622509,Nick Conti,\N,\N,"actor,camera_department",tt10195248,-49.607338,-56.90565
4956,nm9952933,Kat Ashby-Ingram,\N,\N,"make_up_department,miscellaneous","tt3699372,tt13181174,tt13635702,tt13033790",6.787548,0.56841135
4957,nm4998896,The Whosoevers,\N,\N,,\N,0.8961431,-51.26212
4958,nm10593210,Emil Shkulskiy,\N,\N,"production_manager,assistant_director,miscellaneous","tt7366338,tt3855546",51.27682,33.51754
4959,nm14226284,Lucas Edwards,\N,\N,actor,tt23556752,-39.164413,46.08724
4960,nm3706336,Roya Gerami,\N,\N,miscellaneous,"tt1312972,tt1002836",42.636066,-1.5848663
4961,nm1969638,Vasil Georgiev,\N,\N,writer,tt0468286,58.915997,32.254982
4962,nm10791597,Dan Pascoe,\N,\N,,"tt8676618,tt13983342",-42.52075,-38.81106
4963,nm7897683,Marie-Lyse Bureau,\N,\N,miscellaneous,tt3588552,-14.3372555,3.2516682
4964,nm7218335,Cave Ghosts,\N,\N,music_department,tt4539726,-27.947823,-40.17906
4965,nm14937194,Kseniia Khyzhniak,\N,\N,actress,tt20414812,49.64308,33.691372
4966,nm14961790,Nathan Vance,\N,\N,actor,\N,33.262688,-31.073336
4967,nm12817553,Taylor Nicole,\N,\N,actress,"tt9826524,tt1934673,tt4864850,tt0429434",-29.582783,-47.127598
4968,nm8635155,N. Omarova,\N,\N,actor,tt4977026,47.229424,-5.667312
4969,nm5052074,Simone Berni,\N,\N,actor,"tt3324662,tt17490866,tt10204704",-11.19467,29.449049
4970,nm13582932,Gustavo Debs,\N,\N,,\N,20.659557,58.139225
4971,nm14615098,Emmetanimation2000,\N,\N,,\N,21.257914,-29.404432
4972,nm5427778,Natalie Jose,\N,\N,"actress,writer","tt0364829,tt2581420,tt6495200",34.59934,-28.533678
4973,nm7822842,Marion Preisendanz,\N,\N,,tt5303002,2.481774,23.88326
4974,nm3680529,Gentri Creager,\N,\N,actress,tt1540843,-4.915067,52.278526
4975,nm7335041,Kaisha-lee O'Connell,\N,\N,make_up_department,tt4461692,-63.079964,31.03833
4976,nm10938454,Gerlinde Wouters,\N,\N,,tt0759034,7.724996,27.854797
4977,nm11899650,Lee Prentiss,\N,\N,,tt0793352,-29.09939,10.757657
4978,nm14403144,Tarayang Reinhold,\N,\N,miscellaneous,tt25236654,47.56022,2.7462978
4979,nm1412343,Carlos Menjibar,\N,\N,editor,"tt1718313,tt0360265,tt0373830",-17.622013,70.459854
4980,nm3491505,Mario Sgobba,\N,\N,,"tt1468025,tt1459941",2.2137184,57.779305
4981,nm1766257,Kim Cassidy,\N,\N,actress,tt0142500,-14.014915,-30.88132
4982,nm11740658,Kelly Minster,\N,\N,"director,writer,miscellaneous","tt12718400,tt16867906,tt0203259",-19.887606,-4.994546
4983,nm8558726,Zhu Wentao,\N,\N,visual_effects,tt1871731,34.65836,-57.632256
4984,nm2243481,G. Paposhvili,\N,\N,actor,tt0282653,60.040318,22.906351
4985,nm8130910,Robert Love,\N,\N,actor,"tt3920378,tt8448104,tt10488272",-47.67296,-48.384323
4986,nm0203922,Rebekah Davies,\N,\N,actress,"tt0366559,tt0112230,tt4494966,tt0125211",-18.44157,8.455586
4987,nm10840428,Tra Ngoc Hang,\N,\N,,tt10522952,36.429848,-45.79169
4988,nm12814186,Yoshiko Hatsumi,\N,\N,actress,tt15091030,88.044174,-3.1093118
4989,nm3882326,Mario Torre Lemus,\N,\N,"writer,director,editor","tt4720564,tt1642259,tt4675978,tt4692996",-0.4187271,75.560524
4990,nm9377591,Maarten Bos,\N,\N,,\N,-9.630002,-39.74637
4991,nm10660699,Gaby Arvizu,\N,\N,"miscellaneous,assistant","tt10799452,tt10187886",31.078272,19.396587
4992,nm0607567,Chris Morsby,\N,\N,"camera_department,cinematographer,producer","tt14850396,tt0366551,tt16591254,tt21096386",-79.67805,-5.936964
4993,nm1403715,Jillian Tudor,\N,\N,"animation_department,visual_effects,production_manager","tt0165982,tt0096438,tt0101329,tt0120794",27.197414,-0.6335041
4994,nm12911575,Alaa Ibrahim,\N,\N,,\N,51.01545,-3.8825288
4995,nm14579824,Sameh Kapel,\N,\N,actor,tt26761073,57.41909,-17.420156
4996,nm11414584,Kalebe Nascimento,\N,\N,composer,tt11949064,21.467459,67.59131
4997,nm5826771,S. Albert Kivinen,\N,\N,,tt3041006,16.156794,-63.33003
4998,nm14024211,Natalia Lira,\N,\N,"actress,assistant_director","tt27755460,tt22008452",41.201767,34.038948
4999,nm10601501,Muhammad Sabih,\N,\N,actor,"tt0369913,tt0310632,tt0370277,tt0358986",55.690186,-4.731421
5000,nm1376372,Tom Scharpling,1969,\N,"producer,actor,writer","tt3061046,tt0312172,tt10954600,tt7908628",-54.793667,-29.509226
5001,nm5590491,Luismi Rodríguez,\N,\N,actor,"tt2794674,tt8382210,tt18378948",1.4675071,87.16149
5002,nm2776297,Charusheela Sabale,\N,\N,actress,"tt3332772,tt0109260,tt0095936,tt2610296",61.901363,-24.4992
5003,nm12732791,Absar Abbasi,\N,\N,,\N,58.940933,-9.258716
5004,nm1278319,Arabia María Antonia Alarcón,\N,2020,actress,"tt0372664,tt0261478,tt1305645,tt15128316",-2.4923277,84.60584
5005,nm11217073,Raphael Monsato,\N,\N,,tt1505430,-6.5142136,24.137758
5006,nm1987789,Jonathan Kane,\N,\N,actor,"tt1105403,tt1105337",-34.351574,-20.436275
5007,nm6035784,Jacqueline Nelson,\N,\N,,tt0379623,-22.707153,29.32482
5008,nm0900257,Gerry Vivash,\N,\N,"actor,miscellaneous","tt0098351,tt0100604",3.4532967,-17.045279
5009,nm11614909,Kevin Wood,\N,\N,producer,tt12402330,-37.56661,-38.698906
5010,nm7808672,Nicole Martin,\N,\N,"make_up_department,miscellaneous","tt6063050,tt13576014,tt6802400,tt4574334",-45.70915,49.579815
5011,nm6042661,Christopher Wieduwilt,\N,\N,actor,tt2949374,-28.453535,17.272104
5012,nm8246682,Michael Gray,\N,\N,"miscellaneous,transportation_department","tt12949986,tt11058052,tt1549918",-47.63847,6.6800337
5013,nm14616388,Cecilia Vejlens,\N,\N,writer,\N,17.371227,58.627262
5014,nm3967111,Nathan Graham,\N,\N,actor,tt1659221,34.16447,-30.020124
5015,nm0132735,Mike Campbell,\N,\N,"editor,music_department,sound_department","tt0093525,tt0063962,tt0089003,tt0078346",-79.72651,-19.11438
5016,nm11955636,Hernán Liggeri,\N,\N,actor,tt2512204,2.248323,76.08833
5017,nm5089492,Maarten Moerland,\N,\N,composer,tt2191602,13.172169,29.437654
5018,nm13456073,Henry McNamara,\N,\N,actor,\N,-22.918333,-33.715515
5019,nm11961278,Thomas Henry Ismay,1837,\N,,tt0158273,-32.253094,-22.460068
5020,nm7155622,Blake Winston,\N,\N,"camera_department,sound_department",tt4478006,-57.864662,-9.209463
5021,nm13236078,5tns,\N,\N,composer,tt6353262,-15.640308,-32.598034
5022,nm12435477,André de Oliveira Pinheiro,\N,\N,writer,tt14323856,21.374634,71.17228
5023,nm0594743,Silvia Mißbach,1964,\N,actress,"tt0319741,tt0101097,tt0094307,tt0350227",-3.017216,35.589096
5024,nm10580021,Jacob Stavrakis,\N,\N,actor,tt2004432,63.628185,32.93256
5025,nm4185398,Musashi,\N,\N,actor,"tt3549294,tt3018046,tt5565494,tt1808153",-7.092044,-52.61874
5026,nm12101663,Kayla Dewees,\N,\N,"actress,writer,director","tt18548756,tt15336812,tt13545576",-4.051655,-0.6458589
5027,nm11807226,Nadine Kodsi,\N,\N,,tt3801442,43.106335,19.763725
5028,nm5028490,Andrea Ferrati,\N,\N,actor,tt2317699,8.384551,43.86938
5029,nm4306964,Marcos Eberle,\N,\N,"miscellaneous,production_manager,camera_department","tt2343158,tt2418558,tt1646208,tt1705952",-62.38218,11.772164
5030,nm8066324,Das Deutsche Filmorchester,\N,\N,actor,"tt1673708,tt0051440",-3.8194227,37.938107
5031,nm0247079,Lisa Eager,\N,\N,art_department,"tt0117433,tt0164114,tt0108037,tt0127361",-2.2626734,-4.8327518
5032,nm10019565,Rada Pilat,\N,\N,make_up_department,tt8782774,50.09267,14.58545
5033,nm14863220,Hanne Palmquist,\N,\N,producer,tt11542694,19.356426,-21.66817
5034,nm5991679,Karen Dawson,\N,\N,actress,"tt3234140,tt3709550,tt0400990,tt3234124",10.298812,-4.395475
5035,nm13209323,Pascal Engman,\N,\N,,\N,16.932354,38.837803
5036,nm11073392,Molly Poigcerros,\N,\N,,tt3551662,22.973427,8.820587
5037,nm8867218,Francis Scalveau,\N,\N,director,tt6680790,-14.659527,58.18483
5038,nm9145783,Thorw,\N,\N,actor,tt7106964,-14.9331255,-53.219265
5039,nm5144289,Andres Vidal,\N,\N,"producer,animation_department,editor","tt2324866,tt2364030,tt2251110",9.059388,77.06267
5040,nm10800203,Kristof Ross,\N,\N,actor,\N,-8.453852,15.339156
5041,nm6331602,Jaemin Park,\N,\N,"director,writer,editor",tt3572946,42.194717,-51.99603
5042,nm10415379,Ireland Lily Briody,2012,\N,actress,"tt14218830,tt15279932,tt10763496,tt27190073",-23.097878,-15.857857
5043,nm4700366,Ronnie Hynes,\N,\N,,tt1506435,-78.77889,3.4376156
5044,nm1929430,Ed Weil,\N,\N,"editor,camera_department","tt0147299,tt0063616,tt0139258",-35.379032,-14.987054
5045,nm12690437,Logan Greenshields,\N,\N,make_up_department,tt14900732,23.124048,-21.499321
5046,nm3454302,Dafni Lappa,\N,\N,actress,"tt0420133,tt2391764",53.47781,10.722824
5047,nm10791883,Luis Franco Zertuche,\N,\N,actor,tt10540124,-3.9452584,82.371284
5048,nm10262767,Eric Bowman,1964,2016,producer,\N,-67.45307,-7.1216817
5049,nm7684000,Marvin Muenstermann,\N,\N,actor,"tt3135074,tt0103434,tt18177528,tt14449470",2.426864,23.98922
5050,nm0639184,Claus Nørrested,\N,\N,actor,tt0180317,27.042837,37.66616
5051,nm5805548,Rose Namajunas,1992,\N,,"tt3137940,tt22742018,tt0445912,tt2278605",15.128945,39.04098
5052,nm8158524,Steve Antle,\N,\N,actor,tt5716626,-56.37054,-18.760693
5053,nm7778321,Angie Kim,\N,\N,,\N,-10.879689,20.216745
5054,nm4104341,Betsy Hamlin,\N,\N,production_manager,"tt0111938,tt1735215",2.191545,-40.049393
5055,nm6923626,Lore Graniewicz,\N,\N,actress,"tt8482122,tt5164970,tt14361986,tt7112114",26.825333,-18.950865
5056,nm9337891,Kyle Kastner,\N,\N,actor,tt7468642,-51.735146,-0.14880753
5057,nm0163073,Rebeccah Claasen,\N,\N,script_department,"tt0115208,tt0235137,tt0118697",13.361193,36.966244
5058,nm14083049,Ewan Duff 'Ted' Walter,\N,\N,,tt8207294,-0.9986108,-63.245018
5059,nm9526956,Erin Keel,\N,\N,actor,tt7821530,-2.2127664,-16.25334
5060,nm4889722,Roos van der Waerden,\N,\N,actress,tt2229387,16.976267,30.055882
5061,nm5604060,Lior Haskal,\N,\N,producer,tt2815240,35.66869,-0.64531636
5062,nm2040441,Choi Ki Jung,\N,\N,animation_department,"tt2290828,tt0318819,tt0293416,tt0291350",43.7616,-51.698807
5063,nm12026454,Istvan Kollar,\N,\N,"writer,cinematographer,editor",tt13376208,53.702477,50.659664
5064,nm2122795,Valerie Brosset,\N,\N,"miscellaneous,make_up_department","tt0329589,tt0271451,tt0202314,tt0197072",-11.590047,13.525724
5065,nm0114150,Lyal Brown,1929,2008,"writer,script_department","tt0159158,tt0251529,tt0066630,tt0166030",-13.856627,3.1027
5066,nm12996450,Vaibhav Desale,\N,\N,visual_effects,tt8333978,75.05901,-29.467726
5067,nm1722075,Daniel Bird,\N,\N,actor,"tt0118270,tt1020582,tt0459268,tt0163924",-35.601486,-6.0745974
5068,nm14085891,Héctor Paletta,\N,\N,,tt22258478,1.162293,75.96383
5069,nm1219566,Victoria Tiano,\N,\N,,\N,-7.2112103,-0.3895455
5070,nm6729810,Keira Ward,\N,\N,actress,"tt3777208,tt5138376",-27.605997,-52.895706
5071,nm13001306,George Jensen,\N,\N,,tt15560216,-32.34389,-44.70421
5072,nm12628053,Daniel Jordán,\N,\N,actor,tt0104832,-9.838725,58.0359
5073,nm7766653,Molly Lynch,\N,\N,camera_department,tt5218050,-4.0482626,-28.080904
5074,nm8524077,Andre Benoist,\N,\N,,"tt3646804,tt3740056,tt3750314,tt3802902",-46.95297,28.275137
5075,nm1072440,David Crane,\N,\N,actor,"tt0499368,tt0989125,tt1646046,tt0059447",-34.32701,-43.581867
5076,nm6246220,Pamala Speckin,\N,\N,,tt0446847,14.064268,3.696007
5077,nm15063958,Samuel 'Staniski' Stanislas,\N,\N,composer,\N,9.044406,25.637798
5078,nm5375822,Enikö Ozvald,\N,\N,actress,"tt2593408,tt1516503,tt3257610",30.370735,35.82386
5079,nm10210643,Anaïs Noble,\N,\N,actress,tt9173412,24.402607,17.73852
5080,nm14093268,Luis Franco,\N,\N,actor,tt10354106,-9.036224,62.081364
5081,nm4478474,Fernando Cabrera,\N,\N,,tt1020929,10.6903305,80.66728
5082,nm6630867,Kelly Kloster,\N,\N,producer,"tt4125940,tt7030416",-19.800388,-4.870638
5083,nm8139615,Erica Griffin,\N,\N,actress,tt3569538,-20.443377,10.907696
5084,nm0680236,Barbara Phillips,\N,\N,"producer,writer,actress","tt0304921,tt9495612,tt3897264,tt0111001",-1.8188164,-9.624162
5085,nm12920666,E. Voronenkov,\N,\N,actor,tt0106591,62.208965,23.11289
5086,nm9911666,Ximena Bruno,\N,\N,,tt4799472,5.1104836,55.467937
5087,nm3724752,Bob Harig,\N,\N,,"tt7150584,tt0783392,tt1480165,tt1014785",-59.320286,-27.114157
5088,nm8159736,Carmen Jordan Black,\N,\N,"actor,stunts","tt2249498,tt5505660",10.780958,61.07186
5089,nm6685124,Braxton Coleman,\N,\N,actress,tt3887682,-58.154232,-3.550687
5090,nm8785425,Roberta Mercuri,\N,\N,"miscellaneous,production_manager,location_management","tt8161396,tt26749648,tt19894774,tt8385354",-8.899982,54.060562
5091,nm7772482,Karen Johnson,\N,\N,,\N,9.887406,-4.5461383
5092,nm7065205,Charles Hammer,\N,\N,editor,tt0152683,-25.565125,-36.964676
5093,nm14708434,Andrii Zaplitnyi,\N,\N,,tt18363546,49.48609,33.212322
5094,nm9798322,Jake Ellz,\N,\N,"actor,writer,camera_department","tt27419600,tt13266362,tt26156852",-61.21585,-3.6248336
5095,nm12710895,Tara Bertrim,\N,\N,"art_department,production_designer",tt11989468,14.837337,-30.62279
5096,nm8351280,Sonia Poncio,\N,\N,actress,tt0121794,24.76244,50.78799
5097,nm0335554,Mary Jane Grant,\N,\N,art_department,"tt0082642,tt0074031",-8.607948,-3.2981434
5098,nm1349903,David R. Calhoun,\N,\N,"actor,producer","tt0360973,tt0498012,tt0385592,tt1215064",3.9985526,-68.2733
5099,nm6283484,Sergei Udaltsov,1977,\N,,"tt3798494,tt2332684,tt2645744,tt5211692",52.83313,33.831585
5100,nm1635385,Nicholas Thomsen,\N,\N,camera_department,"tt3662718,tt1477138,tt1784624,tt0835977",-43.81221,36.49072
5101,nm3187873,Brian England,\N,\N,actor,"tt1319559,tt8193642",-71.80018,-19.2578
5102,nm14784943,Rolando Reyes,\N,\N,,\N,-0.40228912,61.88818
5103,nm2291332,Aram Saroyan,\N,\N,writer,"tt3803318,tt0083483,tt1217282,tt9793112",61.089264,27.163456
5104,nm4957294,Ryan Dudek,\N,\N,actor,tt2308485,-50.699276,-4.8557715
5105,nm2861931,Gwen,\N,\N,actress,"tt5776462,tt1139837,tt12044880,tt1139972",-12.61799,-57.91295
5106,nm10321631,Muharrem Erdem,\N,\N,actor,tt4320258,62.96195,12.011723
5107,nm0732850,Lesley Rae Robinson,\N,\N,actress,tt0080164,5.7256093,14.244411
5108,nm5011942,Libnus Ballesteros,\N,\N,"camera_department,producer,writer","tt7678208,tt7654772,tt5251782,tt2368541",-4.5306253,75.672905
5109,nm1041412,Robin Sagstetter,\N,\N,actress,tt0103522,-38.915096,1.1609657
5110,nm4119586,Ignatius Gomes,\N,\N,actor,tt1737697,13.978068,59.235973
5111,nm9200138,Judy Baker Young,\N,\N,producer,tt4245386,0.51044685,9.756836
5112,nm12528732,Andrew Glen Weeks,\N,\N,"composer,writer","tt14548276,tt15763834,tt14586566,tt14597634",-45.02835,-31.283285
5113,nm13044898,Raphael Gallego,\N,\N,actor,tt8847712,-4.9786835,68.578995
5114,nm2733720,Jeff Chang,\N,\N,"visual_effects,camera_department","tt0458339,tt1071783,tt0910555,tt3102156",-65.59551,-22.023956
5115,nm13089890,Dora Kleideri,\N,\N,,\N,28.956493,21.137888
5116,nm6279803,David Sharpton,\N,\N,actor,tt3037586,-49.02708,-19.76011
5117,nm11324380,Schuller Frieder,\N,\N,,tt11725456,-2.403212,34.443367
5118,nm2141083,Tom Sepe,\N,\N,"art_department,miscellaneous,actor","tt1474242,tt0230838,tt1618448,tt0115285",-53.084698,-27.070763
5119,nm3792242,Elzemann Neves,\N,\N,"writer,director","tt12725584,tt1596567,tt3955340,tt1605719",11.2525835,64.996544
5120,nm14717471,Mathilde Alescio,\N,\N,actress,tt27415444,-15.609819,38.74315
