,nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles,UMAP Component 1,UMAP Component 2
981,nm13242177,Opeyemi Abiodun,\N,\N,transportation_department,tt16591710,-8.153638,5.980937
982,nm13722707,Michael Blauner,\N,\N,actor,tt20781672,-6.5731277,6.282559
983,nm5270206,Jonathan Gill,\N,\N,miscellaneous,tt1074205,-6.9468865,3.343892
984,nm3674502,Nik Garcia,\N,\N,,\N,-4.9102383,4.608403
985,nm0170146,Ennio Colaianni,\N,\N,actor,"tt0067256,tt0068462,tt0072031,tt0134820",-4.8334627,5.1472807
986,nm10061712,Eleonora Bellotti,\N,\N,make_up_department,"tt8873156,tt8894512,tt8890628",-7.789059,7.046155
987,nm13571672,Heather Stewart,\N,\N,,\N,-6.809558,3.5819001
988,nm4189698,Russ Bechtloff,\N,\N,,\N,-6.8202806,7.5237474
989,nm11512045,Charlotte Deslandes,\N,\N,actress,tt12176222,-8.815934,6.1598477
990,nm3430351,Maya Khotegaonkar,\N,\N,actress,"tt0390671,tt14412586",-6.974844,8.212772
991,nm11181246,Lupita Carbajal,\N,\N,,tt11690276,-7.008667,6.5299206
992,nm11006228,Mario Macinati,\N,\N,,\N,-9.395241,6.6144557
993,nm1295105,Roberto Tagliapietra,\N,\N,actor,tt0305711,-8.562264,4.8757544
994,nm5644126,Andrew Wang,\N,\N,"director,actor",tt2366750,-3.7662365,3.7420652
995,nm8614880,Yui Ooba,1994,\N,actress,"tt6287718,tt6356972,tt6461280,tt7975206",-9.228282,6.471668
996,nm3932446,Reginald Francis,\N,\N,actor,tt1667884,-7.0184665,3.8953855
997,nm7702438,Sophie Piggott,\N,\N,"miscellaneous,production_manager","tt13044058,tt4960444,tt12532668,tt3824414",-8.033306,7.3359704
998,nm1513580,Cyrus Castillo,\N,\N,miscellaneous,tt0265859,-5.409222,6.5910077
999,nm3251992,Dina Lavesini,\N,\N,miscellaneous,tt0382761,-9.266189,5.2347083
1000,nm13341238,Linda Boranga,\N,\N,producer,tt17499388,-7.257126,4.8098636
1001,nm10215018,Kris Monhow,\N,\N,actor,tt9207626,-6.385466,6.161557
1002,nm3265365,Ali Köken,\N,\N,director,tt1350518,-9.329227,6.634779
1003,nm13368954,Carole Trebor,\N,\N,,tt17587738,-7.845467,3.201164
1004,nm9369204,Jb Davies,\N,\N,,\N,-5.586526,8.800491
1005,nm5528496,Edriss Gateau,\N,\N,actor,tt2711384,-7.4286733,7.2938647
1006,nm1740129,Rowena Johnson,\N,\N,actress,"tt5275128,tt0479611,tt0189251",-5.8298473,8.954568
1007,nm11069819,Helka Cuevas,\N,\N,,tt2561658,-6.761623,7.7017784
1008,nm14798820,Mike,\N,\N,,tt0120974,-10.901767,5.662735
1009,nm2432960,Ivona Galovic,\N,\N,actress,tt0889230,-7.1268253,6.271522
1010,nm1970021,Charles Johnson,\N,\N,writer,tt0468472,-5.855423,8.949913
1011,nm4827301,Ryann Peterson,\N,\N,actress,"tt2187576,tt2123276",-5.7315626,7.443928
1012,nm2291435,Amanda Oliver,\N,\N,costume_department,tt0815182,-7.834219,3.081378
1013,nm5622618,John L.,\N,\N,actor,tt0194712,-2.8968453,9.686715
1014,nm7660312,Arjun Chandy,\N,\N,"music_department,soundtrack","tt8751976,tt3148502,tt3859980,tt5080556",-5.1980257,7.390749
1015,nm13517394,Joseph Goodsall,\N,\N,"actor,writer",tt19063224,-8.383515,5.691734
1016,nm7750146,Tzipi Baider,\N,\N,"director,writer,producer","tt22504824,tt14670864,tt27983682,tt5224736",-7.599995,5.996454
1017,nm7995807,Pierre Laiter,\N,\N,sound_department,"tt5545602,tt11257098,tt8198426",-8.289718,4.312612
1018,nm8179880,Fred Kimball,\N,\N,art_department,tt0100899,-6.036354,7.1043057
1019,nm5297620,Totte Mousselet,\N,\N,"costume_designer,make_up_department","tt0172046,tt0319213,tt0105718",-8.471486,5.8754954
1020,nm3939790,Trevor Durtschi,\N,\N,"editorial_department,editor,visual_effects","tt2106284,tt8874362,tt5199588,tt2435970",-6.3956146,6.4478908
1021,nm3182120,Mónica Montoya,\N,\N,actress,tt0374569,-6.86587,6.9061627
1022,nm5197506,Arnaud Biais,\N,\N,,\N,-6.990728,6.3381486
1023,nm0036382,Chick Arnold,\N,\N,actor,tt0122254,-7.8681717,4.0399675
1024,nm0291413,Elbert Franklin,\N,\N,writer,tt0033224,-6.188018,6.154965
1025,nm0027370,Robin Anderson,1948,2002,"producer,director,writer","tt0460476,tt0103817,tt0085544,tt0288519",-7.575254,8.8545885
1026,nm4900740,Narayan Chakraborty,\N,\N,,\N,-7.2029057,8.630992
1027,nm5094757,Craig Newman,\N,\N,"producer,writer,director","tt6643602,tt2965898,tt3071192,tt2196594",-4.598377,8.512088
1028,nm6516425,Andrea Hodgins,\N,\N,actress,tt2766800,-5.6694274,6.7336736
1029,nm2696846,Allison Latta,\N,\N,actress,"tt1196165,tt2261391,tt1398999,tt1314161",-6.061147,5.5908294
1030,nm8950477,William Harris,\N,\N,,\N,-8.416768,7.6277766
1031,nm10190594,Neil Owen,\N,\N,transportation_department,tt7049682,-6.4223986,3.407991
1032,nm10965814,Buddy Mcqueen,\N,\N,actor,tt10923368,-5.4015913,4.7946935
1033,nm0049862,Beau Baldwin,\N,\N,actor,tt0028178,-5.4419465,6.8761396
1034,nm10724145,Lorena Jiménez,\N,\N,actor,"tt10398648,tt12526652",-5.7574887,5.701737
1035,nm1484594,Renato Ferrari,\N,\N,sound_department,"tt12976410,tt11852724,tt0464095,tt4773642",-8.815118,4.81284
1036,nm0104700,Nico Brandmaier,\N,\N,production_manager,"tt0367428,tt0806910,tt0113513,tt0489353",-6.9617133,7.719501
1037,nm2681160,Mario G. Reyes,\N,\N,,\N,-5.3437614,5.533773
1038,nm6161138,John W. Cocco,\N,\N,miscellaneous,tt1024733,-2.9849198,9.598261
1039,nm11832133,Cecilia H. Parker,\N,\N,actress,tt12926798,-7.261238,4.591888
1040,nm0527994,Gary Lydon,1964,\N,actor,"tt1568911,tt1540133,tt11813216,tt0383087",-5.037787,4.568266
1041,nm4938710,Carlos Sepúlveda,\N,\N,camera_department,"tt5734750,tt2287951",-7.3020215,6.6532288
1042,nm7319291,Olivier Michel,\N,\N,production_manager,tt4629490,-8.070236,3.6464298
1043,nm4124907,Dylan Schultz,\N,\N,camera_department,"tt13209904,tt1744850,tt16901326,tt21335916",-7.1185474,5.6500344
1044,nm13635766,Kumandae Miller,\N,\N,,tt9424482,-7.0370708,6.8290315
1045,nm6301347,Jennifer Galva,\N,\N,,tt2231696,-7.8851185,3.269355
1046,nm12516023,Potter Conber,\N,\N,,\N,-6.409889,8.476696
1047,nm8789174,Daniel James,\N,\N,art_department,tt5974278,-7.8909736,2.984926
1048,nm3100675,Michèle Roux,\N,\N,animation_department,tt0072901,-8.475597,4.896073
1049,nm8288435,Michael Pentrack,\N,\N,actor,tt5883908,-8.940256,5.42088
1050,nm1986842,Víctor Caballero,\N,\N,editor,tt0471250,-7.4867144,6.7111535
1051,nm0038016,Susan Arum,1953,\N,"actress,producer,miscellaneous","tt2578668,tt25433984,tt3659530,tt1119165",-4.820583,4.837637
1052,nm10363632,Avital Hirsch,\N,\N,,\N,-5.7015715,7.476935
1053,nm5663426,Matthew Frost,\N,\N,actor,tt2902148,-5.8061175,5.1194763
1054,nm1857642,Scan-da-les,\N,\N,composer,tt0450359,-9.276794,6.666175
1055,nm2704370,Kym Ng,1967,\N,actress,"tt5239888,tt2715098,tt12411090,tt1060253",-7.016544,6.765961
1056,nm8223877,Miho Yanagawa,\N,\N,actress,tt3575590,-9.114598,5.6519823
1057,nm12803202,Balu,\N,\N,actor,tt15142906,-10.649542,6.416886
1058,nm0764628,Themi Sapountzakis,\N,\N,actor,"tt0069599,tt0082362,tt0089841,tt0081230",-8.100803,7.3083153
1059,nm8226112,Sweta Sizowa,\N,\N,actress,tt0124114,-8.578067,6.3454194
1060,nm13194919,Suzan Kerunen,\N,\N,,tt16360038,-8.343832,4.6526103
1061,nm0335406,Gene Grant,\N,\N,art_department,"tt0043278,tt0054755",-4.6743684,4.4421434
1062,nm13143808,Ally Carter,\N,\N,,tt15792092,-6.125164,6.460636
1063,nm11100038,Wiktoria Zatorska,\N,\N,actress,tt6425794,-8.291168,6.475423
1064,nm8711842,Michal Bujko,\N,\N,producer,tt3561850,-8.187287,4.4710846
1065,nm9903661,Jonas Schmucker,\N,\N,assistant_director,tt1999323,-6.6920457,5.217451
1066,nm3279719,Michael Schutz,\N,\N,actor,tt1357111,-7.0991807,10.106642
1067,nm8603181,Farid Farhadpoor,\N,\N,actor,"tt11354354,tt10105040,tt6273950,tt11200996",-7.859702,6.3784294
1068,nm10924802,Henry McFarland,\N,\N,,\N,-5.7577286,7.9823694
1069,nm6523762,Jonah Begler,\N,\N,actor,"tt4550660,tt3757702,tt3595484",-5.5916142,6.87957
1070,nm1638831,Luiz Jamonot,\N,\N,,\N,-4.6583276,5.0206876
1071,nm9555050,Lenka Kloboucníková,\N,\N,actress,tt7797760,-5.8636656,5.589677
1072,nm13162744,Charles Mwiyeretsi,\N,\N,,tt1013861,-8.550895,5.4857407
1073,nm5176755,Amanda Long,\N,\N,producer,tt2293542,-8.103417,3.1122544
1074,nm8583520,Daniel Medina,\N,\N,miscellaneous,tt6208084,-5.8413134,6.800728
1075,nm11739487,Angel Nair,\N,\N,actress,"tt10525048,tt7991608,tt11459232,tt5071412",-4.193875,5.527631
1076,nm4086025,Leo Allain,\N,\N,miscellaneous,tt0317124,-6.8290844,8.184682
1077,nm12976200,Jurgen Breedijk,\N,\N,sound_department,tt11396896,-7.551167,5.9319367
1078,nm7768784,Robert Grimmit,\N,\N,,tt5247116,-9.265395,5.2814093
1079,nm6045579,Deirdre Rothery,\N,\N,producer,tt2605428,-8.366604,4.3204594
1080,nm11934545,Babu Kannan,\N,\N,miscellaneous,tt2091240,-7.5486307,8.151122
1081,nm1585407,Joel Hilário,\N,\N,"camera_department,sound_department","tt0933036,tt0404952",-4.820916,5.2653174
1082,nm12006662,Christopher Eden,\N,\N,,tt3330720,-6.9118,3.9396439
1083,nm0839731,Allan Surtees,1924,2000,actor,"tt0082351,tt0097289,tt0092474,tt0162791",-6.342739,6.804284
1084,nm2693192,Roy Rulin,\N,\N,art_department,tt0049833,-8.643106,7.210722
1085,nm3151853,Desi Novitasari,\N,\N,actor,"tt1301288,tt1301230",-6.5352297,6.2932186
1086,nm9612703,Ellie Moore,\N,\N,"art_department,producer",tt7975768,-4.524756,7.056658
1087,nm1002146,Danny Vermont,\N,\N,"writer,actor,producer","tt0108897,tt2379180,tt1489432,tt0350448",-8.763235,4.646094
1088,nm13564716,Zaisha Shine,\N,\N,actress,"tt5287942,tt7015690",-7.3155622,7.773828
1089,nm10354214,Aajaylon Hill,\N,\N,producer,tt9501292,-8.991851,4.711964
1090,nm14983870,Daniel Obst,\N,\N,actor,\N,-6.6227226,6.9849043
1091,nm13004352,Edith Freson,\N,\N,sound_department,tt15554840,-6.9675784,7.5640063
1092,nm5821119,Kuma,\N,\N,miscellaneous,tt3072864,-6.8873606,5.8529935
1093,nm14787625,Prince Sakala,\N,\N,actor,tt27571484,-6.884451,7.2104225
1094,nm1037121,Shelley Bolton,1968,\N,"art_director,set_decorator,production_designer","tt0328868,tt0280462,tt0314412,tt0263746",-7.8931937,5.0140743
1095,nm6322391,Marisa Guagenti,\N,\N,"producer,executive",tt3565224,-9.051146,5.5733366
1096,nm7121149,Erika van Olphen,\N,\N,,tt2343157,-8.642425,4.8401155
1097,nm1209562,Maria Concetta D'Amico,\N,\N,costume_designer,tt0155497,-4.301434,6.0939403
1098,nm0375156,Katriina Helkesalo,\N,\N,actress,tt0133892,-7.662622,7.0692244
1099,nm9266743,Roy Palmer,\N,\N,,tt1343333,-6.035583,8.521776
1100,nm8800587,Ryan Nicholson,\N,\N,cinematographer,tt6561674,-5.5053387,7.9884353
1101,nm9631614,Vivek Kumar,\N,\N,actor,tt6577798,-7.033312,9.0265465
1102,nm9832589,Václav Kalenda,\N,\N,actor,tt6318712,-8.492633,4.9650817
1103,nm8827822,Jorge F. Barbuto,\N,\N,actor,tt0059099,-7.195312,6.182833
1104,nm13695728,John Kauffman,\N,\N,visual_effects,"tt10234724,tt10857164,tt10954600",-2.958675,9.623054
1105,nm5875117,Brent Hamner,\N,\N,actor,"tt3118850,tt0222648",-4.8986564,5.390054
1106,nm9979338,Thalia,\N,\N,actress,tt8537308,-10.538868,5.75706
1107,nm6609985,Hana Mitchell,\N,\N,"editor,editorial_department,director","tt20880676,tt26761279,tt22011464,tt23252748",-6.0515203,5.787816
1108,nm5282685,Luciano Muzzi,\N,\N,actor,tt0057274,-6.8525114,6.841279
1109,nm8485964,George Betts,\N,\N,set_decorator,tt5579964,-4.5350957,7.0491457
1110,nm6738300,Keri Newton,\N,\N,actor,tt1493279,-6.324441,5.9576974
1111,nm13099591,Derek Reeves,\N,\N,,\N,-6.1623673,3.2403598
1112,nm11406901,Emma De Souza,\N,\N,,\N,-6.9226804,7.631145
1113,nm11609162,Ron Smith,\N,\N,,tt12362312,-5.6324325,8.348854
1114,nm4408410,Hartmut Knöß,\N,\N,actor,tt1881336,-8.176514,4.5897007
1115,nm8404403,Nikola Biorac,\N,\N,,tt6022108,-7.2749577,5.1306505
1116,nm13018035,Yannam Vijay Kumar,\N,\N,visual_effects,tt14072358,-4.894996,7.3216043
1117,nm1463396,Sharon Fisher,\N,\N,"producer,director","tt0260604,tt0382494,tt0260618",-6.9667015,4.1506
1118,nm4522047,Alison Faries,\N,\N,actress,tt1975188,-7.254573,3.024837
1119,nm8183259,John D. Hall,\N,\N,,\N,-2.8941638,9.672913
1120,nm12738315,Ahmed Hamdi,\N,\N,transportation_department,tt9317274,-5.246181,5.2670693
1121,nm14594480,Alex Pitcher,\N,\N,,"tt28485714,tt26863689,tt26863661",-5.451943,4.728993
1122,nm14802525,Konya Walker,\N,\N,"assistant_director,script_department","tt27635236,tt27657452",-4.0433755,5.346015
1123,nm0607707,Nawal Morsi,\N,\N,actress,tt0051390,-4.5380383,5.49086
1124,nm5195313,Ed Lyon,\N,\N,"actor,music_department","tt5189892,tt2808664,tt13173398,tt7823944",-2.6580064,4.736208
1125,nm3158993,Martin Lau,\N,\N,"miscellaneous,assistant_director","tt11399736,tt1291490,tt1613628,tt0101014",-8.351253,6.4302845
1126,nm13165143,Jairus Ingeniero,\N,\N,,\N,-8.5152025,5.130402
1127,nm4008960,Devin Gifford,\N,\N,art_department,tt0983922,-5.5822234,7.2017236
1128,nm13652489,Anders Eggan,\N,\N,,tt20204496,-6.0573483,7.923337
1129,nm14185023,Dan Lewis,\N,\N,"cinematographer,camera_department","tt23064294,tt27879807,tt28353312",-5.7586355,4.264343
1130,nm9255838,Daniel Claver,\N,\N,miscellaneous,tt0870872,-7.870206,5.4854913
1131,nm14948338,Arman Behzad,\N,\N,"director,assistant_director",tt28078403,-6.856795,3.2044709
1132,nm10654517,Flo Rothacker,\N,\N,,\N,-7.0383234,5.288842
1133,nm12669489,Jake Beyhl,\N,\N,producer,tt14867376,-5.0419455,7.4350243
1134,nm3319502,Mike West,\N,\N,"director,writer,editor","tt1414004,tt1377179",-3.743665,6.1470575
1135,nm6032250,Gh. Opreanu,\N,\N,actor,tt0067545,-6.1192913,7.223449
1136,nm12732539,Baby Shalini,\N,\N,,\N,-7.2729354,3.91569
1137,nm4273701,Brittney Hartshorn,\N,\N,actress,tt2122491,-8.720187,4.7600794
1138,nm11013291,Tsubura Nakajima,\N,\N,art_department,"tt10980544,tt12269242",-7.214801,7.254594
1139,nm8931465,Luo Rong,\N,\N,animation_department,tt6639618,-8.779435,4.7416315
1140,nm4994571,Jeff Rüger,\N,\N,"art_department,transportation_department","tt2351157,tt1567437,tt8739752",-6.101763,8.3127165
1141,nm0599961,Gaston Montho,\N,\N,"writer,soundtrack","tt0191981,tt0160899,tt0159631,tt0157684",-7.0875115,6.989926
1142,nm2522053,Jim Flanagan,\N,\N,sound_department,tt0893331,-6.1023073,8.436958
1143,nm9114837,Dawn Lagoo,\N,\N,,\N,-6.7464685,4.488087
1144,nm4370417,Portia Peters,\N,\N,make_up_department,tt1411598,-7.3765073,4.7817845
1145,nm6621193,Emmanual Peck,\N,\N,,\N,-4.3897085,5.506769
1146,nm13245014,Rich Perugini,\N,\N,,tt1182156,-6.4797087,6.331779
1147,nm5781248,Evan Turner,\N,\N,actor,tt2973286,-5.2095313,8.154159
1148,nm7063533,Edith Murungwa,\N,\N,actress,tt1272041,-7.365829,6.795304
1149,nm13968045,Mohan Das,\N,\N,production_designer,tt11322908,-5.344718,5.631673
1150,nm2322982,Tara DiGiore,\N,\N,actress,tt0465624,-6.8947062,7.583388
1151,nm7568425,Michael Gallagher,\N,\N,"director,writer,producer",tt5002824,-3.9919536,8.152806
1152,nm11332776,Ashton Coté,\N,\N,actor,tt11743684,-5.566648,6.2198443
1153,nm0338633,Dan Greenburg,1936,\N,"writer,actor,producer","tt0063231,tt0099710,tt0073006,tt0086143",-8.61435,6.591238
1154,nm14083593,Hannah Howley,\N,\N,producer,tt22311570,-4.2715335,6.4936647
1155,nm2490526,Clare Thwaites,\N,\N,sound_department,"tt0780591,tt0478819,tt0498330",-5.981316,7.225922
1156,nm11428237,Jer-el Eade,\N,\N,,\N,-6.6045413,7.8700223
1157,nm9853961,Austin Gorski,\N,\N,"producer,director,cinematographer","tt6993240,tt10669868,tt8446260,tt10621140",-5.8151855,8.549458
1158,nm9769054,Vemity,\N,\N,,tt2265179,-4.1892304,5.4437213
1159,nm6562870,Quentin Dubarry,\N,\N,miscellaneous,tt3763026,-6.9251056,3.9340746
1160,nm13886722,Kim Cox,\N,\N,script_department,tt21384216,-8.883652,6.7116337
1161,nm4273106,Jessica Waterman,\N,\N,"costume_department,set_decorator","tt1297754,tt3721954,tt1947951",-8.991745,3.2911441
1162,nm14119759,Nelsy Cruz,\N,\N,,tt22206788,-5.1299386,6.3409605
1163,nm2926327,Ludwig Lauerhass,1935,\N,,\N,-4.918483,5.490241
1164,nm10410155,Paul Kim,\N,\N,camera_department,"tt18375718,tt15359108,tt23780966,tt12530812",-4.342035,5.998638
1165,nm11676440,Andrea Heuck,\N,\N,,\N,-6.390429,4.4379764
1166,nm13631996,Paula LeSaffre,\N,\N,"actress,miscellaneous",tt19888070,-7.019981,4.4571905
1167,nm10551706,Dieter Biallas,1936,2016,,"tt10023216,tt10045864",-5.659354,6.1492085
1168,nm1382590,Sandro Polo,\N,\N,actor,"tt0395890,tt0349248,tt0297174,tt0367203",-8.060287,4.3486238
1169,nm10508096,The Pamela Devis Dancers,\N,\N,actor,"tt12917336,tt0388759,tt0202723",-9.456036,6.765322
1170,nm14398989,Steven Nelson,\N,\N,visual_effects,"tt25401896,tt2076566",-4.1376877,7.610996
1171,nm7885901,Hannah Jones,\N,\N,,tt5389704,-4.738667,7.797709
1172,nm11384041,Geneva Le,\N,\N,"assistant_director,camera_department","tt11784188,tt14369610",-8.423038,5.371284
1173,nm15012092,Thea Miller,\N,\N,producer,\N,-5.6038103,6.7420053
1174,nm2793888,Nonee Setna,\N,\N,,\N,-4.801692,5.365879
1175,nm0221685,Chantal DesRoches,1964,\N,actress,"tt0809356,tt0118346,tt0114510,tt0224902",-6.4376397,7.2517056
1176,nm0802351,Songlith Singthong,\N,\N,"actor,stunts","tt0261476,tt0116712",-7.313885,6.117393
1177,nm4390442,Michael Kabiner,\N,\N,camera_department,tt0138563,-8.584809,4.3086057
1178,nm7839891,Jackie Williams,\N,\N,,\N,-5.8393416,5.1737823
1179,nm3841174,Marcel Dutouro,\N,\N,actor,tt0949580,-7.87007,5.012008
1180,nm5521665,Cienna Salles-Cunha,\N,\N,actress,tt1865769,-5.492369,6.7013917
1181,nm6979853,Ani Martirosyan,\N,\N,"actress,miscellaneous","tt14452776,tt20509352",-7.8576612,7.897087
1182,nm14827040,Amir Arabian,\N,\N,,\N,-8.581284,4.9903026
1183,nm5477533,Natália Casassola,\N,\N,,tt0315288,-7.5145464,7.2418737
1184,nm5744823,Maya Banks,\N,\N,actress,tt2996106,-4.6373906,6.7129717
1185,nm1515106,Matt Laughery,\N,\N,"miscellaneous,actor,writer","tt0392614,tt24050384,tt0487812,tt5052460",-7.0377855,8.116953
1186,nm8200432,Flavio,\N,\N,miscellaneous,tt0841924,-10.63115,5.8946376
1187,nm1026025,Henrique Ferreira,\N,\N,actor,tt0184659,-5.7580686,7.531712
1188,nm3250817,C. Drew Unser,\N,\N,"visual_effects,cinematographer,editor","tt21261326,tt21186806,tt3212232,tt21261362",-5.8970547,6.413661
1189,nm13656054,Gina de Wit,\N,\N,miscellaneous,tt20218198,-5.7680335,5.796785
1190,nm4530128,Lee Mitchell,\N,\N,actor,"tt2219870,tt1979256,tt3149232",-6.182172,5.98856
1191,nm11688352,Arnie Co,\N,\N,composer,tt12586170,-8.230756,4.1900573
1192,nm6527206,Nicolas Grandi,\N,\N,"director,writer,cinematographer","tt3455430,tt3760360",-5.3309293,4.217533
1193,nm14589910,Nicole Yanakiev,\N,\N,producer,tt21833288,-8.143197,5.158414
1194,nm0717301,Jim Reid,\N,\N,"producer,miscellaneous,director","tt0888095,tt0114322,tt1477819,tt0122820",-5.590841,6.844455
1195,nm9535667,Jillianna Redwing,\N,\N,actress,tt7837398,-7.1407228,4.643298
1196,nm1673488,Trent Shumway,\N,\N,"visual_effects,actor,director","tt0311429,tt0325710,tt0343818,tt0357277",-5.3532176,7.0549426
1197,nm8102399,Alexander Stucker,\N,\N,actor,tt5668826,-6.399088,9.407837
1198,nm12183218,Olga Wierzenko,\N,\N,,\N,-7.2038546,6.4623914
1199,nm12881923,Ryôsuke Aoyama,\N,\N,production_manager,tt15308276,-7.816601,7.368955
1200,nm14296227,Phyllis Lizacich,\N,\N,executive,\N,-6.9131737,3.2287228
1201,nm0459597,Anton Kline,\N,\N,"writer,miscellaneous","tt0175552,tt0094574",-7.234529,3.7466633
1202,nm13412509,Maden Tutor,\N,\N,miscellaneous,tt16024362,-9.463892,6.650411
1203,nm10772050,Ramona Koval,\N,\N,miscellaneous,tt0097808,-5.1417785,5.158553
1204,nm12423416,Amanda Ramirez,\N,\N,camera_department,tt14294684,-8.201062,3.2352014
1205,nm14587619,Raquel Bravo,\N,\N,actor,tt26773920,-6.9787703,4.3380747
1206,nm0609461,Michael Mott,\N,\N,actor,"tt0110168,tt0299609,tt0102753",-6.256609,6.0664835
1207,nm7747090,Ryan K. Newman,\N,\N,"director,cinematographer",tt5220760,-5.0106273,7.2481527
1208,nm8064048,Simon Skjødt Jensen,\N,\N,composer,tt5625166,-6.2471986,7.0271616
1209,nm0497770,Linda Lee,\N,\N,actress,"tt0061936,tt0062620,tt0202479,tt0253321",-9.228638,3.582432
1210,nm10214655,Marela Cruz Paredes,\N,\N,,tt9182458,-6.72783,7.976398
1211,nm5434717,Tom Donovan,\N,\N,actor,"tt2586760,tt2672408,tt2672504,tt2672930",-6.1475577,8.095053
1212,nm0203345,Hugh Davidson,\N,\N,"writer,actor,producer","tt3038546,tt0437745,tt1334272,tt4925366",-5.6733837,8.639019
1213,nm12420997,Mónus Marcell,\N,\N,actor,tt14288062,-5.2146144,7.643909
1214,nm11302716,Yash Agarwal,\N,\N,actor,"tt22015088,tt11675884",-7.1382446,8.7094
1215,nm6918028,Hilary Hess,\N,\N,,tt6090692,-4.6950126,5.2836857
1216,nm5569183,Mike Velasquez,\N,\N,miscellaneous,tt1718437,-4.36708,5.443004
1217,nm5249216,Rob Foster,\N,\N,"camera_department,sound_department","tt2357448,tt2454426",-7.657886,7.9619775
1218,nm10259834,Se Yil Oh,\N,\N,animation_department,tt0331744,-7.758085,5.5707297
1219,nm3148068,Stefan Kruszewski,\N,\N,"producer,executive","tt1304575,tt1306979,tt1299549,tt1474220",-6.5053315,7.4321156
1220,nm4431458,Guillermo Botiela,\N,\N,camera_department,tt1586723,-7.751638,4.828405
1221,nm2443930,José Nuñez,\N,\N,"actor,production_manager","tt4148576,tt0840834",-4.774248,6.476936
1222,nm8678793,Ethin,\N,\N,casting_department,tt6381268,-4.1474156,6.6816654
1223,nm11354822,Kaylani Kao,\N,\N,actress,"tt10006668,tt10006526",-8.162731,4.696585
1224,nm5464412,Max Gordon Moore,\N,\N,actor,"tt7660850,tt10944596,tt7257508,tt3560084",-6.037979,7.653916
1225,nm7359917,Darja Krstic,\N,\N,,\N,-7.7379084,6.5056996
1226,nm14626394,Chris Ward,\N,\N,,tt14722418,-3.709108,5.9475603
1227,nm4066644,Miska Becsi,\N,\N,,tt1436000,-6.4623256,8.410402
1228,nm13051577,Yanick Delille,\N,\N,,tt0156201,-7.8116345,3.8755214
1229,nm8567190,Hans Stralström,\N,\N,"soundtrack,music_department",tt0305945,-6.9776754,7.782857
1230,nm3158152,Ernst Todter,\N,\N,camera_department,"tt1019700,tt13201556,tt0066213,tt0260025",-7.366142,6.4681845
1231,nm14549626,Lauren Marks Bowman,\N,\N,"director,cinematographer,editor","tt26694549,tt26228706,tt24513398",-6.269017,6.282179
1232,nm14996810,Lohith Rajashekar,\N,\N,cinematographer,\N,-10.220532,6.4667163
1233,nm12529749,Céline Lavoie,\N,\N,miscellaneous,"tt3420954,tt0280274",-5.4812975,7.6384397
1234,nm6146132,Ben Nelson,\N,\N,editorial_department,"tt2073128,tt3195742",-4.2265935,7.684599
1235,nm12821992,Heartbreak Papi,\N,\N,"actor,music_department",tt15142712,-9.095408,6.8165693
1236,nm11769183,Mike Collins,\N,\N,actor,tt12785988,-3.9334126,6.541711
1237,nm13452616,Johnathon Utter,\N,\N,art_department,tt3108894,-7.8399086,3.403573
1238,nm2813914,Samantha Malone-West,\N,\N,animation_department,"tt0113198,tt0115388,tt0120800",-8.073866,5.129361
1239,nm13461761,Jeremy Thomas,\N,\N,miscellaneous,tt2670016,-6.644913,2.6719816
1240,nm3131596,Raymond Nail,\N,\N,,\N,-7.2678323,5.623857
1241,nm8966549,John Bal,\N,\N,,tt6794376,-2.9644794,9.629009
1242,nm1112518,Robert Macek Jr.,\N,\N,miscellaneous,tt0119558,-7.019727,4.4436727
1243,nm6742320,Catherine L. Liu,\N,\N,assistant_director,tt4004708,-8.914188,4.4161963
1244,nm14648922,Jennifer Rizzi Horvath,\N,\N,actress,tt13598622,-8.55517,4.715545
1245,nm0082435,Hilde Billig-Bannwart,\N,\N,,tt0132198,-8.0904665,7.5276656
1246,nm12258903,Joel Oxenbridge,\N,\N,,tt9069650,-9.054664,5.733794
1247,nm9526621,Lorenz Wuethrich,\N,\N,actor,tt0131157,-6.5693517,7.9949017
1248,nm12138854,Sebastian Zwolak,\N,\N,actor,tt13606732,-8.670639,5.9827895
1249,nm10665114,Ibn-e-Insha,\N,\N,music_department,tt2679060,-5.9020705,6.804255
1250,nm4168320,Dennis Kennedy,\N,\N,,\N,-5.135684,6.624543
1251,nm13269211,Sarah Rose Clear,\N,\N,actor,tt16492950,-8.827455,6.1879935
1252,nm1425115,Igor Jelkovski,1979,\N,"producer,actor,writer","tt0262569,tt0198353,tt0179502,tt0108793",-8.280966,6.492229
1253,nm14474811,Jenny Tough,\N,\N,producer,"tt27530743,tt26299328",-4.2348175,4.5357285
1254,nm7444890,Marko Dabovic,\N,\N,writer,tt4844666,-4.3388114,6.0321865
1255,nm4044333,Kiyoshi Chikuyama,\N,\N,writer,tt1714783,-7.6673036,6.2604713
1256,nm8849478,Sian Bennet,\N,\N,art_department,tt5902954,-7.2120285,3.1359055
1257,nm6593190,In Cheol Kim,\N,\N,actor,tt3827760,-8.905477,6.256893
1258,nm6978362,Julius Oraiz,\N,\N,"actor,stunts","tt3307454,tt3419966,tt3909884,tt4944352",-7.838414,4.2250795
