,nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles,UMAP Component 1,UMAP Component 2
43,nm3101693,Doña Berta,\N,\N,,tt1276478,-5.06682,5.2940784
44,nm9732471,Minna Karppinen,\N,\N,miscellaneous,"tt8406934,tt8101390",-7.922952,6.3424087
45,nm5236725,Don Harwell,\N,\N,,tt2362456,-5.9719167,8.481433
46,nm9728137,Chae Kyung Lee,\N,\N,actress,"tt7094780,tt13310158,tt11691684,tt10620868",-9.177956,3.8383307
47,nm12618191,Hardey Sharma,\N,\N,location_management,tt14742596,-7.0883336,8.748054
48,nm1509503,Wonchan Song,\N,\N,"visual_effects,director,animation_department","tt2463208,tt0848537,tt6443346,tt5814534",-7.3995433,6.871701
49,nm1419768,Mandy Cheng,\N,\N,"production_designer,miscellaneous,animation_department","tt0892782,tt0481499,tt0479952,tt1446192",-4.6424556,5.4072704
50,nm1955219,Alexandra Stafford,\N,\N,actress,"tt0464843,tt2172041,tt4779026",-8.888726,4.9895244
51,nm2596492,Anne Swan,\N,\N,actress,tt0062568,-1.61004,2.3634362
52,nm11825837,Carl Schell,\N,\N,"art_department,miscellaneous","tt0845978,tt0788227,tt0397993",-4.0639677,5.904216
53,nm3278458,Stephen Braunias,\N,\N,actor,"tt1602414,tt0970529",-7.452082,4.028911
54,nm4826656,Kylie Lawrence,\N,\N,"production_manager,script_department,miscellaneous","tt1062156,tt1270850,tt1310385",-7.057337,3.6762815
55,nm5554386,Jason Goodman,\N,\N,,\N,-6.8330555,1.9732451
56,nm5130596,Blaize Henry,\N,\N,music_department,tt2156032,-7.6484385,3.6327276
57,nm6480556,Claudine Hébert,\N,\N,actor,"tt11829420,tt3716284",-7.664218,3.4274273
58,nm1220889,A.M. Heck,\N,\N,production_manager,tt0219588,-7.8321824,6.5304666
59,nm11647932,Manoranjan Mandal,\N,\N,visual_effects,"tt5971474,tt5090568,tt1552211,tt10350922",-8.505478,7.4899974
60,nm10276041,Tia Taylor,\N,\N,costume_department,"tt1657865,tt7137074",-4.250289,3.7419486
61,nm10827475,Gretel Arenas,\N,\N,actress,tt10446750,-8.240022,4.3203273
62,nm2536759,Pierre Ruban,\N,\N,"actor,soundtrack","tt0953626,tt1885344",-5.68976,7.317538
63,nm11045294,Mark Williams,\N,\N,music_department,tt7551844,-5.477932,8.390138
64,nm12261630,Talitha Clegg,\N,\N,actor,tt13828130,-4.8697104,5.796273
65,nm14274644,Sasa Lukic,1996,\N,,tt12729982,-7.000986,8.681882
66,nm12746400,Isreal Crockett,\N,\N,talent_agent,\N,-5.6092596,8.036241
67,nm0509921,Allie Light,\N,\N,"director,producer,editor","tt0102114,tt0191285,tt0109619,tt7239868",-6.902617,4.9492626
68,nm7301996,Lisa Mikova,\N,\N,,tt4657834,-6.931376,8.239764
69,nm14861198,Zhiyu Jin,\N,\N,camera_department,tt27660617,-5.5794177,4.366239
70,nm6543756,Olivia Patterson,\N,\N,"actress,miscellaneous","tt4573516,tt3756776,tt16116480",-8.173536,7.805084
71,nm9708199,Malcolm Henry,\N,\N,actor,tt7006612,-7.758117,3.4774094
72,nm4301459,Dato Ujmajuridze,\N,\N,"producer,director,actor","tt9061460,tt1833090,tt2734946,tt9081512",-7.2978053,7.746163
73,nm4932442,Dave Bobb,\N,\N,"actor,director,producer","tt7660850,tt11650492,tt9742936,tt1595859",-3.4743161,5.289672
74,nm12016695,Regan Miller,\N,\N,actor,tt13356020,-3.9956586,6.774618
75,nm4084367,Judy Airey,\N,\N,,\N,-5.919188,6.3501825
76,nm7312617,Armando Ramos,\N,\N,sound_department,tt4668376,-6.9644346,6.7017717
77,nm9016488,Chuck Fleckle,\N,\N,camera_department,tt0233033,-6.75715,4.1407366
78,nm11301608,Shula Cooper,\N,\N,actress,tt11673848,-5.21621,7.58609
79,nm9515934,Dwayne Pierce,\N,\N,actor,tt7646406,-7.758844,5.2452397
80,nm4808246,Kari Blinnikka,\N,\N,actor,tt1646131,-7.2695656,7.601517
81,nm4510931,Arturo Astorquiza,\N,\N,actor,tt1157631,-8.235194,5.085665
82,nm3334985,Javier Gómez Navarro,1945,\N,,"tt3486416,tt0429293,tt0419321",-5.1277757,5.8484945
83,nm8543285,Lamia Al-Shwwier,\N,\N,"actor,camera_department","tt6487654,tt6179980",-5.369649,7.2788973
84,nm11335123,Charity Price,\N,\N,actress,tt11749130,-5.0356374,8.942274
85,nm4595880,Duwane Taylor,\N,\N,,\N,-4.050263,5.7084866
86,nm2135610,Daniel Inkeles,1985,\N,"producer,miscellaneous,director","tt0448694,tt1302011,tt1357433,tt15388610",-8.421048,6.638772
87,nm2926138,John R. Gordon,\N,\N,"writer,producer,actor","tt1720229,tt0478079,tt0955306,tt3181920",-2.9540067,9.628145
88,nm13225162,José Schilder,\N,\N,,tt16453684,-5.7938867,6.8607907
89,nm2418753,Grazyna Szynkiewicz-Kruszewska,\N,\N,"director,actress,writer",tt0878686,-7.892288,7.4204516
90,nm13795582,Stefania Hernandez,\N,\N,art_department,tt12497188,-8.558072,7.0316463
91,nm2210132,Frank J. De Meo,\N,\N,"editor,producer,director","tt12571532,tt0090497,tt4264758,tt0094416",-8.636562,5.891825
92,nm7502900,Roland Kennedy,\N,\N,"location_management,production_manager,miscellaneous","tt9410034,tt14360728,tt10846772,tt15391472",-5.2706876,6.266155
93,nm8359817,Dylan Adams,\N,\N,,\N,-5.399643,8.3775835
94,nm1436325,Sophie Limeul,\N,\N,"cinematographer,camera_department","tt7030016,tt0283756,tt5732804",-9.277246,5.250685
95,nm7468959,Rosele Andrews,\N,\N,,tt4875830,-5.01936,7.7457566
96,nm6440632,Daniel Rayher,\N,\N,actor,"tt5794706,tt3590064",-8.039273,5.5656743
97,nm11563234,Steve Leeds,\N,\N,,tt11202888,-6.396953,3.7967355
98,nm14823241,Bruno Cavalcanti,\N,\N,actor,tt27677955,-5.4331074,7.6773586
99,nm1879717,Anupam Das,\N,\N,"visual_effects,art_department","tt0405325,tt0368891,tt0436339,tt1663662",-8.795171,4.939308
100,nm3932348,Kenneth Carabeo,\N,\N,actor,tt0843523,-7.71592,4.7284703
101,nm13480941,Álvaro Torres,\N,\N,actor,tt18687728,-5.613748,5.6600614
102,nm11473786,Patric Peter Concepción,\N,\N,publicist,\N,-8.224964,4.9238887
103,nm8493788,Ben Montsho,\N,\N,"camera_department,sound_department","tt3726330,tt10990164",-6.450673,8.523967
104,nm6165113,Santiago,\N,\N,actor,tt10638894,-10.094145,6.0169053
105,nm7231180,Doug Van Zandt,\N,\N,camera_department,tt2795554,-3.9879217,6.608727
106,nm1082968,Yasushi Hirai,\N,\N,actor,"tt0236167,tt0308827,tt0470132,tt0286090",-7.313073,6.086454
107,nm2661973,Beatrice LeCornu-Hamilton,\N,\N,,tt1035491,-7.9473267,5.9401755
108,nm12661420,Alain Baillon,\N,\N,,tt0364158,-8.256988,4.9445577
109,nm6408079,Thanapat Hongdumnoen,\N,\N,production_manager,tt1603808,-7.1948075,6.2702804
110,nm4095023,David Dietrich,\N,\N,"actor,writer","tt2531836,tt2273878,tt1731679,tt2498566",-4.9210687,3.8377495
111,nm9516258,Josh Sheehan,\N,\N,"camera_department,cinematographer,miscellaneous","tt14164156,tt15565438,tt18468926,tt15422356",-4.208744,6.337563
112,nm12071291,Jazmine Ruiz-Carpio,\N,\N,actress,tt13476294,-8.123066,4.315892
113,nm9639947,Calvin Prude,\N,\N,"director,writer,cinematographer",tt8027300,-5.617049,3.5673177
114,nm2582443,Shaun Bowlby,\N,\N,camera_department,"tt2034031,tt1862079,tt2545692,tt3553976",-6.589382,5.8721366
115,nm9291790,Joshua Polanco,\N,\N,actor,tt22187176,-8.296847,7.189616
116,nm0076833,Bruna Berni,\N,\N,actress,tt0046677,-7.14735,4.9077435
117,nm0053716,Marco Barboni,1952,\N,writer,"tt0102667,tt0095975,tt0085601,tt0087481",-5.615483,7.566048
118,nm8324955,Andy Karwoski,\N,\N,actor,"tt5893732,tt1717690",-4.260635,6.2195573
119,nm2491526,Kelly Nunez,\N,\N,actress,tt0779719,-4.9406233,7.5685425
120,nm2083639,Néstor Marun,\N,\N,actor,tt0487506,-5.515275,5.3288484
121,nm10689825,Aman,\N,\N,actor,tt8590992,-10.68052,6.409245
122,nm9634855,Daniel Robbins,\N,\N,,\N,-6.3572884,8.080759
123,nm3045209,Julien Taillez,\N,\N,"visual_effects,editorial_department","tt1064964,tt16119284",-8.058842,4.6276693
124,nm1871777,Frank Van Eeghen,\N,\N,camera_department,tt0119512,-4.912064,6.2125487
125,nm13741523,Ophelia Bliadze,\N,\N,actress,tt20877264,-6.492627,6.1200233
126,nm14925413,Breno Lopez,\N,\N,actor,tt27985874,-9.180104,9.667043
127,nm4470003,Matt McIntire,\N,\N,camera_department,tt6392240,-4.5422,6.9321046
128,nm3279944,Steven Carlton Smith,\N,\N,"actor,sound_department","tt3150072,tt27094791",-9.237346,5.1580906
129,nm3942931,Kory Smith,\N,\N,"art_department,camera_department,editor","tt1584730,tt2378688,tt1667079",-5.5000043,8.07762
130,nm5971029,Rory Maloney,\N,\N,"art_department,costume_department","tt5028586,tt3112738",-5.289213,7.3886976
131,nm10585704,Dave Gleave,\N,\N,miscellaneous,"tt21814834,tt7437594",-3.4654524,5.266166
132,nm8314444,Bretten Lord,\N,\N,camera_department,tt2527336,-7.4760547,2.9658873
133,nm0191846,Amy Cummings,\N,\N,"art_department,actress","tt0814301,tt1699479,tt1702435",-5.0390673,8.95685
134,nm8989846,Jerry White,\N,\N,actor,tt6879412,-6.998038,3.346508
135,nm10298603,Chester Osborn,\N,\N,,"tt6262218,tt5221588",-4.980211,6.1477523
136,nm11545677,Graham Farr,\N,\N,,\N,-5.228751,3.969507
137,nm2310210,Jo-Anne Brown,\N,\N,,tt0818648,-1.6349877,2.3885574
138,nm14016038,Jorge Brea,\N,\N,executive,\N,-5.2306876,4.2973685
139,nm1953176,Marianne Brix,\N,\N,camera_department,tt0464349,-7.465248,4.9620037
140,nm5353384,Jean François Fortou,\N,\N,,tt0381753,-8.782383,5.314773
141,nm12355744,Arbish Amarbaysaglan,\N,\N,"writer,director,producer",tt14130012,-5.7375784,6.9847097
142,nm10842471,Ana Cruz,\N,\N,,tt10651234,-5.8878894,7.141477
143,nm0005478,Larenz Tate,1975,\N,"actor,producer,director","tt0350258,tt0375679,tt0107554,tt0119572",-4.3672557,6.069491
144,nm4043647,Terry Hill,\N,\N,sound_department,tt0060288,-9.069196,4.675617
145,nm5673186,Ozgur Serdar Altunoglu,\N,\N,"art_department,director,animation_department","tt4028474,tt15640002,tt2910426,tt10344386",-8.061158,4.9494815
146,nm7449305,Patricia Moreau,\N,\N,actress,"tt4161538,tt4060762",-6.2817173,5.8729877
147,nm12694180,Jason Bock,\N,\N,"visual_effects,miscellaneous",tt3691930,-6.8112493,1.9426602
148,nm4984428,Katarina Homolova,\N,\N,"writer,producer",tt2338003,-7.2371097,6.259133
149,nm1044906,Douglas Brinkley,1960,\N,"miscellaneous,writer","tt0293562,tt1493260,tt9139238,tt0407263",-5.5015736,7.7721677
150,nm9500308,Wendimagegn Burka,\N,\N,actor,tt6881396,-8.458008,5.1766505
151,nm1463512,Marie-Michelle Garon,\N,\N,actress,"tt0221013,tt13521006,tt3015094,tt2297063",-7.5770416,5.843377
152,nm9043377,Jenni Nylander,\N,\N,"director,writer,animation_department","tt17007274,tt6975678",-5.5843177,6.973306
153,nm9088420,Simon Roffler,\N,\N,actor,"tt11024406,tt13551896,tt5896868,tt6276768",-8.425443,5.430543
154,nm14494244,Vivien Tenta,\N,\N,,\N,-6.2407045,4.4281106
155,nm14495092,Massimo Marcelli,\N,\N,transportation_department,tt0423813,-8.285046,4.400303
156,nm5159534,Preston Ewen,\N,\N,miscellaneous,"tt6513120,tt2056694,tt7316362,tt4269350",-7.036299,6.8202415
157,nm12245937,Òscar González,\N,\N,"editor,producer,camera_department","tt13873296,tt26697631",-6.754508,7.097909
158,nm13344036,Tanja Belli,\N,\N,executive,\N,-7.632376,5.3972325
159,nm7466315,Sanjay Menon,\N,\N,"producer,writer,director","tt4872368,tt12959524,tt21625646,tt12959752",-4.5295377,5.81299
160,nm1383220,David Finnigan,\N,\N,"miscellaneous,producer,production_manager","tt0348505,tt0900387,tt0419677,tt0365686",-4.7996254,3.6655595
161,nm4338452,Christine Clare,\N,\N,actress,"tt2320109,tt10345880,tt0053494,tt4276624",-7.7434697,3.4395227
162,nm9500835,Adrian Hoffman,\N,\N,actor,tt0458490,-5.723881,4.1240687
163,nm9870212,Annika Heyer,\N,\N,art_department,"tt0339702,tt3921076",-6.7422333,5.217438
164,nm10114288,Yashwanth,\N,\N,actor,"tt14783388,tt26750980,tt8983054",-10.612967,6.4018025
165,nm12047969,David Orona,\N,\N,production_designer,tt13427442,-4.9161468,3.878121
166,nm8606243,Patrick Day,\N,\N,actor,tt3153618,-6.371531,3.931417
167,nm13071741,Babadzhan,\N,\N,actor,tt0189946,-6.3388233,4.8965335
168,nm11410241,Sammie Jansen,\N,\N,,tt2211093,-5.959581,6.3058023
169,nm1767625,Sam Webley,\N,\N,actor,"tt0388929,tt15568746",-5.4269276,7.49594
170,nm12926608,Ana Cárdenas,\N,\N,,\N,-7.0993114,7.7433333
171,nm3796179,Pistapo,\N,\N,,tt1597043,-5.644131,6.0214343
172,nm1022582,Javier López,\N,\N,"art_department,art_director,cinematographer","tt0118926,tt0337913,tt0266381,tt0293191",-5.2253127,5.9213247
173,nm3919954,Jake Slisz,\N,\N,stunts,tt1652335,-5.2450843,7.673908
174,nm7478926,Katja Wiech,\N,\N,,tt1471868,-6.6551175,4.1298194
175,nm5648885,The Duelling Pianos,\N,\N,,tt1034201,-9.376424,6.806035
176,nm2918471,Chip Hammack,\N,\N,actor,"tt0090423,tt0083413",-5.7255898,7.402545
177,nm6700735,Jorge de las Heras,\N,\N,actor,tt3954370,-8.595155,6.387973
178,nm4874333,Ambra Senatore,\N,\N,actress,"tt2207433,tt13730186",-7.543528,5.1831255
179,nm8010143,Jake Stark,\N,\N,"director,writer,editor","tt5567380,tt21825280,tt14202250",-4.57702,7.242213
180,nm10174271,Baldev Debi Patwari,\N,\N,actor,tt8220706,-8.088266,7.6210794
181,nm8544576,Seryozha Komargalov,\N,\N,actor,tt0268183,-6.7804527,7.810561
182,nm2803116,William Mccabe,\N,\N,"miscellaneous,actor,art_department","tt1276052,tt0390759,tt0235947",-8.471446,7.617638
183,nm10793174,Seth Campbell,\N,\N,actor,tt10543746,-5.175348,8.11908
184,nm11684214,Michaela Rezová,\N,\N,art_department,tt12575856,-8.223577,5.6622314
185,nm1219804,Rick Alexander,\N,\N,sound_department,"tt0084805,tt0105695,tt0093409,tt0074119",-6.382415,9.336323
186,nm3921670,Raghava K.K.,1980,\N,"animation_department,art_director","tt1999958,tt4060938,tt1659273",-7.0245037,6.696915
187,nm7177964,Majid Eddaikhane,\N,\N,"actor,writer",tt4510862,-5.4692526,5.282018
188,nm3798029,Marie-José Courtois,\N,\N,assistant_director,tt1598613,-6.9090743,6.2820683
189,nm2111491,Melanie Blake,\N,\N,actress,"tt1494027,tt0094484",-8.052612,3.9738863
190,nm11657321,Matthew Topp,\N,\N,camera_department,tt0445138,-5.9507227,5.2302847
191,nm7648993,Arnaud Pailleret,\N,\N,actor,tt5079750,-6.878016,6.3763
192,nm3097337,Joe Palmer,\N,\N,producer,tt1242605,-5.235445,6.6419883
193,nm4639405,Michael Sealey,\N,\N,"actor,director,writer","tt6816530,tt2408710,tt0215392,tt2482556",-7.0756106,10.118972
194,nm6866830,Hayden Cherouny,\N,\N,actor,tt4146406,-8.437928,6.552146
195,nm0677102,David Peterson,\N,\N,special_effects,"tt0133952,tt0115956,tt0325710,tt0134273",-4.7320113,3.7270937
196,nm13357070,Miguel Perez Gil Burra,\N,\N,actor,"tt11603842,tt21879222",-8.020385,6.296701
197,nm1832288,Theo Bernados,\N,\N,actor,"tt0809517,tt0399989,tt0445140,tt0431573",-8.298969,4.8615007
198,nm9499408,Ágnes Kerezsi,\N,\N,miscellaneous,tt2940476,-9.2406,6.3460555
199,nm12415232,Christophe Christ,\N,\N,,tt0465838,-9.291554,5.484193
200,nm14133387,Niccolo Valentine,\N,\N,director,tt22752896,-7.891564,4.3485436
201,nm4471908,Hu Xiaoming,\N,\N,actor,tt0956282,-6.9174156,7.708864
202,nm2347272,Tom Germain,\N,\N,sound_department,tt0839748,-8.290901,6.353547
203,nm4846915,Michael Papo,\N,\N,actor,tt0077521,-7.980619,3.738066
204,nm10227987,Larry Fairbanks,\N,\N,,\N,-7.7701797,3.7653325
205,nm7885840,Giuseppina Loschiavo,\N,\N,actress,"tt5389664,tt6183848,tt9126132",-8.438877,5.132331
206,nm3607844,Marci Elliott,\N,\N,actor,tt1509757,-6.1825466,7.743125
207,nm0791098,William J. Sheldon,\N,\N,writer,"tt0046648,tt0047773,tt0055139",-6.852053,4.7467823
208,nm4562900,Morton Fishbein,\N,\N,"director,producer",tt0124521,-6.5076203,7.8674326
209,nm2771014,Greg Flannagan,\N,\N,"visual_effects,special_effects","tt0844653,tt4189022,tt1032751,tt0389722",-5.9110804,7.9779286
210,nm2166572,Paula Haddock,\N,\N,"producer,writer","tt0756574,tt0958729",-7.6340303,4.188712
211,nm5940014,Maggie Chinchilla,\N,\N,"costume_department,costume_designer,miscellaneous","tt2364975,tt12304420,tt14223946,tt2494834",-6.428621,5.6526403
212,nm13648360,Suzy O'Donnell,\N,\N,actress,tt0097819,-4.868134,8.084808
213,nm0185067,Jane Cox,\N,\N,actress,"tt0053494,tt0068069,tt0445008,tt1722623",-4.428319,5.5402913
214,nm11095454,George Mitchell,\N,\N,camera_department,tt11064762,-5.966551,5.6317873
215,nm6526474,Justin Lundy,\N,\N,"actor,sound_department,miscellaneous","tt3955246,tt3759706",-8.719441,4.7793455
216,nm5184017,José Dacosta Gomes,\N,\N,actor,tt0172027,-5.5271745,6.397338
217,nm12969674,Denise VanWychen,\N,\N,,tt15492844,-7.0270495,4.182277
218,nm12472144,Jayson Jones,\N,\N,actor,tt14398168,-7.8256025,3.9884675
219,nm10433327,Jose Lehdontie,\N,\N,actor,"tt9637176,tt15733338",-9.122738,6.6151824
220,nm15034147,Christopher Arnot,\N,\N,actor,tt28349475,-7.7434697,4.575742
221,nm11088946,Joe Shanahan,\N,\N,,"tt11434812,tt11192520",-5.961414,8.502925
222,nm11767654,Mahmoud Salah,\N,\N,"actor,writer,composer",tt12780782,-4.290533,5.9507337
223,nm12768767,Caleb Newell,\N,\N,sound_department,tt15072020,-6.7140923,3.6911585
224,nm8236037,Javier Marín,\N,\N,,tt5828154,-5.2463336,6.0363784
225,nm7201762,Bram Bostyn,\N,\N,"producer,production_manager,miscellaneous","tt8089850,tt3826290,tt5882646,tt7433694",-6.3144965,6.093794
226,nm5434504,Paula Jo Johnson,\N,\N,"director,writer,producer",tt2585620,-5.8520246,8.881647
227,nm10454411,Jacob Stone,\N,\N,sound_department,tt9730800,-7.1297655,6.548402
228,nm6703653,Hannah Thomas,\N,\N,"producer,miscellaneous,script_department","tt6213284,tt3622110,tt4805316,tt5258904",-6.77067,2.8603933
229,nm13404149,Robbie Odom,\N,\N,producer,tt18258932,-7.2476907,3.443037
230,nm13352439,Anita Mary,\N,\N,actress,tt17526486,-7.441098,3.4262006
231,nm15066803,James Housego,\N,\N,,\N,-7.4219117,5.8872857
232,nm10055226,Jiro Ishikawa,\N,\N,transportation_department,tt7844060,-7.164045,7.672105
233,nm8021887,Lene Gölzner,\N,\N,"actress,director,camera_department","tt6593936,tt5515208",-4.76301,5.93688
234,nm12372791,Elsa de Ocampo,\N,\N,,tt1857431,-4.694534,5.3319974
235,nm1574777,Marc Pivois,\N,\N,writer,tt0402431,-8.737668,3.071609
236,nm15024657,Keylla Valença,\N,\N,producer,"tt28348759,tt28321393",-7.493223,5.558167
237,nm10982787,Michel Parmelin,\N,\N,actor,tt0103031,-5.9577208,7.7941966
238,nm12483257,Martha Lynch,\N,\N,,\N,-5.0945444,7.414449
239,nm12210324,Mark Russell,\N,\N,,tt13794242,-7.1137815,4.0596447
240,nm3481621,Brian Williams,1979,\N,,"tt0896893,tt0065323,tt1136193,tt0407423",-5.8927126,3.8468723
241,nm4643880,Sarah Hass,\N,\N,actress,tt1985196,-3.9804258,5.452369
242,nm14315246,Anchana Heemmina,\N,\N,,tt24080904,-5.844249,4.656392
243,nm12573307,Jane Diokpo,\N,\N,"director,writer,producer","tt27003917,tt14384360,tt15351880,tt21066720",-8.678784,5.0513573
244,nm2391411,Catherine Betti,\N,\N,miscellaneous,tt0252431,-9.085223,4.4390383
245,nm11493582,Annapurna Kreaden,\N,\N,costume_department,"tt5433138,tt3083016,tt5024912,tt7821582",-5.4011364,6.6456523
246,nm13654890,Ziyu Xiang,\N,\N,visual_effects,"tt9695722,tt17639060",-4.038389,5.9983654
247,nm10835432,Connor Tune,\N,\N,actor,tt5780484,-5.357027,7.7915516
248,nm10827834,Ravi Kumar Pasupuleti,\N,\N,actor,tt10175726,-7.4034443,8.610741
249,nm12990934,Goddess Angelina,\N,\N,,tt5822916,-8.99422,4.9411073
250,nm6427258,Octavio Raygoza,\N,\N,"director,cinematographer,editor","tt3667220,tt7325588",-7.9214077,5.695192
251,nm12339336,Mary Scully,\N,\N,,\N,-5.0908747,6.963219
252,nm8759533,Sara Quijano,\N,\N,actress,tt6501990,-5.4296637,6.3820863
253,nm0655495,Michael Packer,1960,\N,"actor,editor","tt0090178,tt0166794,tt0094525,tt0144938",-7.8787565,5.2058535
254,nm4293746,Rick Aerts,\N,\N,actor,tt1830615,-4.160134,6.756923
255,nm12329028,VC A,\N,\N,,\N,-9.348682,6.4504046
256,nm7316235,Clare O'Neill,\N,\N,,tt4663128,-4.2983856,6.7897725
257,nm7515458,Mainda Dennis,\N,\N,miscellaneous,tt1843961,-7.811729,4.6682878
258,nm13935172,E. Kapitta,\N,\N,cinematographer,"tt21843698,tt21741064",-9.260205,6.870413
259,nm11499438,Terry Hunter,\N,\N,,tt12148122,-7.6666965,3.3331437
260,nm8036050,Butcher Billy,\N,\N,,\N,-8.313486,4.1810164
261,nm2882295,Chilliwack,\N,\N,soundtrack,"tt8461042,tt0086371,tt1456635,tt1087853",-9.259226,5.591055
262,nm1970414,Abdel Biyaz,\N,\N,actor,tt0468102,-7.971117,5.9712553
263,nm11576674,S. Kipperman,\N,\N,miscellaneous,tt1605753,-8.341062,6.61927
264,nm12149533,Sigrid Beate Edvardsen,\N,\N,,tt13650528,-8.633432,5.2679935
265,nm7842293,Aiden Debono,\N,\N,actor,tt4328764,-7.989447,3.6672003
266,nm1203847,Martin Pickles,\N,\N,"director,writer,animation_department","tt0907869,tt10073148,tt0325443,tt0475548",-5.7585683,6.669548
267,nm10686219,Jessica Navarro,\N,\N,,tt10313554,-8.8089285,3.447461
268,nm11268341,John Relman,\N,\N,,tt0123338,-2.8660362,9.718261
269,nm6188299,Debbi Parks,\N,\N,composer,"tt3438762,tt0202196",-7.198911,4.5971494
270,nm4055961,Thomas Savoury,\N,\N,"director,editor,producer","tt4147774,tt15334432,tt9081866,tt11066864",-7.647206,5.889808
271,nm12294092,Roblox Legend,\N,\N,actress,tt13985916,-6.505604,5.96416
