,nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles,t-SNE Component 1,t-SNE Component 2
4681,nm0226152,Danoutska Dieskine,\N,\N,actress,tt0146740,-1.9614422,38.58282
4682,nm2726223,Emma Rudkin,\N,\N,"art_department,set_decorator,art_director","tt1809398,tt3704428,tt12262116,tt0441881",57.095306,-6.4741817
4683,nm5687278,Hao Cao,\N,\N,art_department,tt1810602,30.981735,72.35711
4684,nm12037697,Gore Gore Gays,\N,\N,special_effects,"tt1543282,tt5067124,tt1539287,tt5090010",-50.707535,-41.33162
4685,nm9903429,Aleen Kuperman,\N,\N,producer,tt8549212,-42.04587,22.474487
4686,nm7050919,Jarad Winstone,\N,\N,actor,tt4354314,-11.796235,-19.656443
4687,nm0339934,Roger Gregory,\N,\N,"script_department,producer,director","tt0090446,tt0203256,tt0297626,tt0078596",-45.293682,-13.397236
4688,nm1045308,Patrick Fenelus,1976,\N,actor,tt0157515,-57.687164,-43.866688
4689,nm3072046,Chloé Fortin,\N,\N,"art_department,set_decorator,miscellaneous","tt0120598,tt0337692,tt0940580,tt0368794",42.9662,-28.714375
4690,nm3074880,Lydie Goncalves,\N,\N,miscellaneous,tt1185090,37.784786,7.229662
4691,nm12441077,Katya Johnston,\N,\N,miscellaneous,"tt15491004,tt14057360",69.630356,-15.883869
4692,nm12335441,Rolando Borrinaga,\N,\N,,\N,-8.335483,11.459475
4693,nm0284869,Élodie Fontan,1987,\N,actress,"tt2800240,tt8523334,tt1600746,tt5993456",41.621815,11.224141
4694,nm8803558,Gabriella,\N,\N,actress,tt6466932,32.22154,1.1686493
4695,nm13670497,Robert 'Bongo' Beauregard,\N,\N,actor,tt20251110,-17.901348,-10.029172
4696,nm2081467,Joe Diaz,\N,\N,camera_department,tt0487265,9.686282,-8.342412
4697,nm9181991,Allpot Futsch,\N,\N,actor,tt3584550,-24.68122,41.05837
4698,nm12964178,Sherwin Jarol,\N,\N,producer,tt6048442,-15.216864,32.714798
4699,nm11352129,Jasmine Blanson,\N,\N,producer,tt11790338,40.000774,-8.236937
4700,nm13301167,Aura Díaz,\N,\N,,tt15875960,25.50994,-0.9813405
4701,nm8345360,Meagan Sevier,\N,\N,"miscellaneous,actress","tt7661384,tt9214684,tt10366206,tt11291274",58.74665,-0.035465244
4702,nm3827812,Ken Short,\N,\N,miscellaneous,tt0091848,9.156228,-32.052036
4703,nm5243379,Diane Donoghue,\N,\N,,tt2169265,57.157894,-3.271431
4704,nm3462861,Georges-Henri Dépraz,\N,\N,actor,tt1280553,-23.260777,21.878586
4705,nm13496108,Maddy Gillespie,\N,\N,actress,"tt18915456,tt24326796",48.012623,-24.249506
4706,nm2895778,Henk van Gelder,1946,\N,writer,"tt9100112,tt0945531,tt2092506,tt1172057",-59.35904,20.277266
4707,nm15112476,Tony Dunmore,\N,\N,"costume_department,make_up_department",\N,-65.303085,-32.580994
4708,nm12183464,Damiano Stizza,\N,\N,"editorial_department,assistant_director","tt10959358,tt8483780,tt13729446",-13.519656,5.7062654
4709,nm6434693,Thérodore Hébrard,\N,\N,sound_department,tt3673980,-45.39256,3.7070923
4710,nm4848000,Philip Owen,\N,\N,,tt2177805,-25.832897,-23.78675
4711,nm13389264,Kele Dobrinski,\N,\N,actor,tt18182214,45.22925,24.593035
4712,nm14244467,Victoria Piscina,\N,\N,"actress,editorial_department",tt12010166,32.64155,12.501859
4713,nm4145459,Sally Homer,\N,\N,miscellaneous,tt1756754,63.003975,-32.800777
4714,nm0108081,Paul Breusler,\N,\N,producer,tt0164054,-59.34358,-5.757344
4715,nm5127744,Andrew Billings-White,\N,\N,music_department,tt0840015,-2.830133,-55.23607
4716,nm13630315,Micah Watkins,\N,\N,,tt9812514,-16.22168,-52.022717
4717,nm5980516,Michael Watts,\N,\N,,"tt7829286,tt0903943,tt1028583",-19.783289,-28.685675
4718,nm13272534,Priyashankar Ghosh,\N,\N,cinematographer,"tt16900990,tt27682812",-2.7585676,78.74568
4719,nm6403683,Sophie Jallu,\N,\N,art_department,tt3632760,63.124207,-2.7499225
4720,nm7390579,Viktor Mironov,\N,\N,actor,"tt0250788,tt14158134,tt0043095,tt0038673",-36.043858,37.699596
4721,nm12595685,Brian Napier Jr.,\N,\N,,\N,-35.313847,-35.638023
4722,nm0338746,Ellen Greene,1951,\N,"actress,soundtrack,music_department","tt0318374,tt0110413,tt0091419,tt0096219",67.70889,-19.301964
4723,nm8180753,Zuelika Delaney,\N,\N,make_up_department,"tt5020372,tt1596342,tt2306299",44.25317,18.773647
4724,nm4454051,Maximilian Thompson-Clark,\N,\N,"camera_department,sound_department","tt7358576,tt1928289",-21.917986,-40.592915
4725,nm5931815,Hardin A. Whitnies,\N,\N,actor,"tt3173438,tt14473770,tt13514580,tt27811525",18.726414,-54.87043
4726,nm5175379,Jonjon Queipo,\N,\N,music_department,tt0327526,10.915598,0.3189939
4727,nm8368080,Sean Roche,\N,\N,"camera_department,editorial_department","tt25869142,tt12517908,tt27230149,tt26439204",-19.009815,-37.860703
4728,nm0294838,Gerd Frickhöffer,1913,1980,"actor,miscellaneous","tt0047394,tt1305125,tt0042695,tt0259437",-47.877907,10.236827
4729,nm12239451,Gus Suneson,\N,\N,camera_department,tt13847932,-8.822253,-9.913475
4730,nm2651604,Victor G. Parra,1986,\N,"editorial_department,editor,writer","tt3844486,tt16898430,tt6303534,tt1679208",12.869013,9.684953
4731,nm8874182,Sandy Roberts,\N,\N,actor,tt5527536,46.80932,-43.863163
4732,nm2517823,Helen Howard,\N,\N,actress,tt0940786,56.780754,-20.689255
4733,nm0353457,Stephen E. Hagen,\N,\N,"assistant_director,producer","tt9411972,tt0259711,tt7599146,tt1454468",-19.991167,-16.098433
4734,nm10468331,Jill Cervant,\N,\N,actress,tt13646704,50.474743,-24.297966
4735,nm0256572,Wayne Emmons,1937,2010,"actor,miscellaneous","tt0166158,tt0119978",10.232978,-59.67831
4736,nm4896863,Jamie Everhart,\N,\N,actor,"tt3281326,tt2238899",-2.3856707,-69.57184
4737,nm11540057,P. Raaj,\N,\N,director,"tt12826866,tt12235486,tt12826712",-9.372189,72.95799
4738,nm13554111,Niall Kelly,\N,\N,miscellaneous,tt19121482,-23.0936,-36.88063
4739,nm4142989,Gi Gi Garrett,\N,\N,actress,tt1754587,-14.567755,-56.76201
4740,nm5718245,Elvira Bentrami,\N,\N,actress,tt0117725,40.340252,11.018565
4741,nm11840243,Brayan Jaramillo Martínez,\N,\N,actor,tt12752876,7.1421075,-7.581496
4742,nm7037471,Annabel Rose,\N,\N,miscellaneous,tt0103363,57.623497,0.45963812
4743,nm9933698,Robbie Pitchersky,\N,\N,"writer,cinematographer,camera_department","tt7107130,tt11401148",0.12911698,-12.009878
4744,nm0550854,Drain M. Marshall,\N,\N,camera_department,"tt0072317,tt0098206,tt0082495,tt0082340",-23.623255,-64.26957
4745,nm6553132,Jennifer Rose Keel,\N,\N,,\N,67.62227,-12.648313
4746,nm7469238,Ethan Lowe,\N,\N,set_decorator,tt4875986,-33.19312,-66.81339
4747,nm11406413,Shane Balkowitsch,\N,\N,,tt11929442,-58.45287,-50.571003
4748,nm0094811,Dominique Bonnaud,\N,\N,"actor,assistant_director,writer","tt0240709,tt0205250,tt0081076,tt0080619",21.476564,-17.476385
4749,nm13228888,Mircea Dragan,\N,\N,composer,tt16481134,35.36212,27.658155
4750,nm8648317,Antoine Gubanski,\N,\N,actor,tt7030016,-22.803173,16.086338
4751,nm12951343,Bridget Mitchell,\N,\N,"costume_department,costume_designer,miscellaneous","tt20722644,tt16529432,tt12851512,tt14832588",54.109215,-19.307882
4752,nm1740633,Nicola Stein,\N,\N,miscellaneous,tt0114583,13.364549,-34.404026
4753,nm15104765,Pascal Tian,\N,\N,animation_department,\N,38.670143,70.01259
4754,nm3155138,Nino den Brave,\N,\N,actor,"tt3855240,tt7372548,tt1302570,tt5600678",-13.488362,35.25509
4755,nm5648818,Sarat Mohanty,\N,\N,actor,"tt0246449,tt1411695,tt1449248",-3.1777146,81.06743
4756,nm3974686,Katya Gotta,\N,\N,miscellaneous,"tt4939064,tt1684923",69.34717,-15.915184
4757,nm12022801,April Larmer,\N,\N,art_department,"tt14403532,tt13286622,tt13369758",55.270275,-0.7413197
4758,nm12652940,Fernando,\N,\N,,tt5037502,2.5480366,9.246178
4759,nm0353632,Edward A. Haggerty,\N,\N,,tt0103801,0.37031734,-44.43899
4760,nm1960740,Reg Compan,\N,\N,actor,tt0464771,-7.8400745,29.326834
4761,nm11570005,Jaquan Moore,\N,\N,,\N,-4.63283,-63.085667
4762,nm6849457,Michael McGinn,\N,\N,miscellaneous,tt4141628,-63.53023,-31.397915
4763,nm2868822,Lucy Parlange,\N,\N,,tt1148671,71.168915,7.6893044
4764,nm14873124,Débora Iturbe,\N,\N,producer,tt27814999,27.905897,17.140244
4765,nm7364761,Lauren Moreno,\N,\N,"actress,producer,director","tt8152014,tt10162624",27.730253,-5.567054
4766,nm4788197,Erdinç Anaz,\N,\N,actor,tt1727564,-8.275379,39.516518
4767,nm9369759,Nangué Sabaly,\N,\N,actor,tt7551120,2.9079015,14.82514
4768,nm3974313,Toshiyuki Kimura,\N,\N,writer,tt1685675,33.415554,46.713097
4769,nm2777670,Berta Síblová-Zuzáková,1888,\N,actress,"tt1073185,tt1020964",38.881454,24.325064
4770,nm1745046,Miguel Alcantara,\N,\N,"writer,actor,producer","tt20318230,tt2061846,tt6923764,tt6667088",-3.1195333,-8.265819
4771,nm8763646,Stanton Mateo Duncan,\N,\N,,\N,2.6244962,-15.7590885
4772,nm9111805,Bàrbara Clarà,\N,\N,actress,tt0094399,67.171745,-40.406708
4773,nm11623184,Richard Powell,\N,\N,,\N,-39.83525,-17.858013
4774,nm1726971,Rex Armswell,\N,\N,actor,"tt0425728,tt0481864,tt0845983,tt1082003",-40.814507,-20.615612
4775,nm7630409,Antonio Mendez,\N,\N,,\N,1.5029432,-4.657309
4776,nm6382796,Inta Achté,\N,\N,writer,tt3626574,-6.3510118,53.17834
4777,nm2826778,Þórdís Hulda Árnadóttir,\N,\N,actress,tt1135925,-11.615915,39.01112
4778,nm4432492,Danielle Orbach,\N,\N,"producer,director,actress","tt5337554,tt5588178,tt5745594,tt5195576",44.627514,-7.513179
4779,nm11363561,Heoun Young Jun,\N,\N,animation_department,"tt9073898,tt9140632",26.432667,68.98632
4780,nm5570182,Kate Pociask,\N,\N,art_department,tt2768812,71.93809,-18.679798
4781,nm5625065,Somchai Thipsombat,\N,\N,"camera_department,transportation_department","tt1266027,tt0239020,tt4982356",-9.756104,65.10763
4782,nm12725635,Donald Pantina Jr.,\N,\N,,tt5114416,10.875937,2.7635868
4783,nm2019731,Cristina Repullo,\N,\N,make_up_department,"tt0292906,tt0456207,tt1094999,tt4644120",28.14551,4.4703574
4784,nm9588695,Justin Chambers,\N,\N,"producer,director,editor","tt7935800,tt10442336",-51.309093,-52.202423
4785,nm4972040,Michael Seals,\N,\N,,tt1219832,-16.914082,-28.636477
4786,nm4494431,Starting From Scratch,\N,\N,"music_department,actor","tt1369567,tt1954794,tt5946232,tt21846524",-2.299619,21.221958
4787,nm11129899,Carlos Tanco,\N,\N,writer,tt11279954,1.8086151,-2.2349408
4788,nm12443635,Lloyd Cosgrove,\N,\N,,tt8279056,-51.305412,-44.3221
4789,nm10396202,Alexis Fishman,\N,\N,"writer,actress","tt14437344,tt15781716,tt5565334",21.765371,-13.173431
4790,nm9561201,Georgina Essex,\N,\N,actress,tt7866544,72.91731,-23.140951
4791,nm7552901,Hugh Kent,\N,\N,casting_director,tt3969526,-29.68734,-70.52574
4792,nm4679658,John Marshall Smith,\N,\N,sound_department,tt0889595,-16.297699,-43.92181
4793,nm4971895,Kathrin Zechner,\N,\N,producer,"tt6183292,tt5186626,tt13952554,tt0312449",46.426414,-0.9155918
4794,nm14478593,Tyler Gulbrandsen,\N,\N,"camera_department,producer","tt15432168,tt26315922,tt6231264,tt27655119",-27.512835,-55.91422
4795,nm5962336,Sarah Gross,\N,\N,,tt27138170,64.41439,-7.773037
4796,nm10864507,Lois Berkson,\N,\N,actress,\N,63.01788,-46.086643
4797,nm3882192,Tom Price,\N,\N,"composer,actor,make_up_department","tt1683969,tt10285348",-25.600721,-18.596891
4798,nm10064416,Susy Martínez,\N,\N,"camera_department,producer","tt8804016,tt10156534",17.123781,-10.76282
4799,nm6776504,Eli Van Sickel,\N,\N,"actor,sound_department","tt3685192,tt15551686",-58.643456,18.228586
4800,nm3665631,Nick Walters,\N,\N,"editor,director,writer","tt1536006,tt1989873,tt1989378",-47.963116,-61.853256
4801,nm9638263,Zahra Mahdavian,\N,\N,director,tt8024304,29.413904,20.90003
4802,nm10966367,Meaghan Mooney,\N,\N,,tt10922592,39.59612,-38.18129
4803,nm1168768,Orion Barnes,\N,\N,"stunts,actor,miscellaneous","tt26679810,tt0368933,tt20216344,tt27126854",54.91908,-49.60743
4804,nm13210469,Drok.Par,\N,\N,composer,tt15355334,-13.33549,43.53377
4805,nm3092576,Melvin Viceral,\N,\N,actor,tt0318434,-68.17775,-7.844277
4806,nm11230499,Jacob Main,\N,\N,camera_department,"tt14592064,tt14921986,tt12298506,tt21382296",-19.802357,-7.8895297
4807,nm6545294,Mackenzie Wahl,\N,\N,"producer,director,writer","tt3778560,tt4518412,tt4516288,tt5290904",44.626423,-30.322027
4808,nm7426918,Ella Jones,\N,\N,music_department,tt3128200,56.209015,-13.651305
4809,nm12319814,Katharine Dell,\N,\N,,\N,72.97061,-12.4122505
4810,nm10793544,Alina Olnick,\N,\N,"art_department,script_department","tt10049134,tt14974282",45.891315,11.830188
4811,nm0944233,Gustav-Peter Wöhler,1956,\N,"actor,soundtrack","tt0108759,tt1196259,tt2825464,tt1244668",-49.071877,13.685822
4812,nm5754196,Henrique Simões Chirichella,\N,\N,editor,tt3004712,3.8466113,11.387517
4813,nm14762487,Nelu Vlad,\N,\N,,tt12995316,-6.012982,36.146088
4814,nm8475879,José Lora,\N,\N,,"tt6105086,tt17886916,tt6105176,tt6118176",0.2101929,3.3185167
4815,nm10603977,Arthur Greenberg,\N,\N,,tt5306490,-56.706142,-54.539173
4816,nm1722901,Tami Coyne,\N,\N,actress,tt0098163,23.707611,10.247923
4817,nm11283736,Soisson Jong,\N,\N,actor,tt0052440,24.280636,65.21781
4818,nm2779432,Simon Dennis,\N,\N,transportation_department,"tt3748528,tt2527336,tt3778644,tt2488496",-59.759132,-25.490553
4819,nm2241134,Jeremy Goldson,\N,\N,"producer,actor","tt21308526,tt2990122,tt21114416,tt21114460",-26.482073,-44.549454
4820,nm5890417,Verônica Reis,\N,\N,actress,"tt1988573,tt9718610,tt12688454,tt28477907",37.459915,-3.32571
4821,nm6178955,Diana Foster,\N,\N,,\N,40.00895,3.5071034
4822,nm1345222,David Houston,\N,\N,composer,tt0360159,17.349213,-44.27138
4823,nm5722691,Brandon Cox,\N,\N,actor,"tt9050464,tt10553248,tt2966848",-31.681938,-53.905235
4824,nm13577329,Prashant Bhavekar,\N,\N,miscellaneous,tt6581428,-4.0482,75.88096
4825,nm8737756,Bofeng Zhao,\N,\N,art_department,tt6083388,38.21908,73.55524
4826,nm15084053,Michael Henry,\N,\N,editor,\N,-20.122425,-14.472918
4827,nm3196358,Phil Lethbridge,\N,\N,,tt1320094,-59.900467,0.8840827
4828,nm0296338,Georgie Fromentin,\N,\N,"cinematographer,camera_department","tt0203067,tt0207455,tt0222989,tt0437462",-34.47604,6.20432
4829,nm7992311,Chad Hellman,\N,\N,,\N,2.1438472,-34.02475
4830,nm3629112,Waldemar Rodríguez,\N,\N,art_department,tt0295428,0.68734205,-7.394668
4831,nm13593526,Mark Norman,\N,\N,,tt19777812,-36.717285,-38.941143
4832,nm3706156,Lewis Coster,\N,\N,"actor,producer","tt1727300,tt2138674,tt12502380,tt1996199",-44.635437,-27.315355
4833,nm12779297,Nathalie Marie Germaine Zagar,\N,\N,actress,tt14906046,40.622246,5.776071
4834,nm6998745,Diana Matroos,1971,\N,,"tt7254614,tt0945531,tt5868158,tt2241959",39.307144,3.82759
4835,nm0518252,Anna Lomax,\N,\N,"editorial_department,music_department","tt0067782,tt1196121,tt0067968",53.782417,10.348277
4836,nm14556230,Paola Hadjilambri,\N,\N,"actress,writer","tt26695155,tt26695065",21.470715,19.251724
4837,nm10956620,Kim Sneits,\N,\N,actor,tt0347201,48.71287,-1.7384236
4838,nm13712295,Mònica Fornells,\N,\N,"art_department,art_director","tt14106800,tt15413660",30.162848,-11.45463
4839,nm4725389,Booker Newberry III,1956,2023,,tt1864189,-12.062708,-58.702705
4840,nm11285227,Mohammad Delkhah,\N,\N,miscellaneous,tt11638094,-20.68437,66.570145
4841,nm7550843,Felix Niemeyer,\N,\N,art_department,tt4976926,-32.153152,11.068664
4842,nm14595719,Precious Kuyet,\N,\N,make_up_department,tt26492390,9.761818,56.446808
4843,nm2329649,Christopher Dohring,\N,\N,composer,tt0828143,-33.332653,-4.5371175
4844,nm11157011,Yuefeng Huang,\N,\N,actor,tt8638252,37.112083,70.514015
4845,nm11488602,Bhadresh Yadav,\N,\N,editor,tt12121644,-3.6177444,68.734505
4846,nm5402117,Jishnu Mukherjee,\N,\N,"actor,assistant_director","tt3485082,tt2338287",-4.221862,77.73446
4847,nm13107740,Charlie McKenzie,\N,\N,actor,tt15940090,-30.66911,-40.72553
4848,nm2047507,Reaa Sancic,\N,\N,actor,tt0434737,32.78945,22.728743
4849,nm10276701,Sereivuth Kung,\N,\N,miscellaneous,tt5045746,28.81676,70.09342
4850,nm9823212,Izzet Mete Duru,\N,\N,sound_department,tt6543986,-3.8200872,43.79956
4851,nm1411287,Hou-En Han,\N,\N,camera_department,tt0337919,27.595322,69.461525
4852,nm5287556,Thomas Bonnet,\N,\N,producer,"tt4961442,tt23438736,tt15837566,tt26921474",-22.023293,-20.23011
4853,nm8505016,Iñigo Ortega Ramirez,\N,\N,miscellaneous,tt6142622,5.226037,-4.4471006
4854,nm0702624,Qiuming Qi,\N,\N,"costume_department,actor,costume_designer","tt1830913,tt1580409,tt0043139,tt17059942",36.211636,75.54199
4855,nm9955742,Urmila Tiwari,\N,\N,actor,"tt1341970,tt9249026",-4.7957087,79.27448
4856,nm1245032,Shaan Kokin,\N,\N,"actor,editorial_department","tt0106970,tt0202677",18.919065,64.406105
4857,nm12511403,Ben Nickoll,\N,\N,,\N,-27.88858,-16.40183
4858,nm4457222,Trudi Ross,\N,\N,actress,"tt4158594,tt8356684,tt2389290,tt3317874",43.432446,-51.572403
4859,nm11938527,Kenbrionne LeGendre,\N,\N,,tt5771332,-31.315746,14.328825
4860,nm9619833,Dan Wennmacher,\N,\N,cinematographer,tt7989658,-51.837654,-6.9309072
4861,nm9531839,Gaël Lefort,\N,\N,"casting_director,actor","tt8285754,tt7772560",-19.08454,17.557808
4862,nm9108593,Anna Henriot,\N,\N,actress,tt6487640,53.258472,10.011918
4863,nm13473053,Jennifer Ann McHugh,\N,\N,,\N,68.64845,-11.638873
4864,nm12000764,Darlene Williams,\N,\N,,tt13320988,47.069202,-34.66331
4865,nm2605358,Guillermo Camarena,\N,\N,actor,tt0988065,3.521125,1.1003798
4866,nm2585569,Sterling Raiklen,\N,\N,actor,tt1074202,-43.888206,-12.799917
4867,nm0500342,Dustin James Leighton,\N,\N,"actor,director,writer","tt2066900,tt1409798,tt2511264,tt0810922",-31.263573,-64.19153
4868,nm11818105,Branislav Cvijic,\N,\N,actor,"tt12900498,tt12959438",-32.464573,35.765778
4869,nm4390088,Donnie Chhoeur,\N,\N,"actor,camera_department,miscellaneous","tt2515294,tt1872813,tt2243581,tt9592874",-52.167847,5.2356796
4870,nm8032108,Jaxson Davis,\N,\N,actor,tt5533094,-15.334746,-63.292652
4871,nm3994020,May Thompson,\N,\N,,tt1694541,34.03257,-49.222332
4872,nm3500113,Maximo Balinsayo,\N,\N,camera_department,tt0345547,3.7963433,9.824062
4873,nm11002909,Abid Hasan,1911,1984,music_department,tt10834986,-18.99106,60.738056
4874,nm0422241,Helen Jessop,1927,2000,actress,"tt5326526,tt8413862,tt0990935,tt0989125",56.100277,-20.557697
4875,nm1131806,Charles Addessi II,\N,\N,actor,"tt0309059,tt0391452",-21.065495,7.1104484
4876,nm2015645,Amanda Stone,\N,\N,"casting_department,production_designer,set_decorator","tt0498394,tt0476545,tt1429084",45.03046,-15.463503
4877,nm4763896,Reagan Hahn,\N,\N,actor,tt2106300,56.388317,-36.740124
4878,nm6421668,John Philpin,\N,\N,,\N,-3.5923448,-27.434553
4879,nm3678587,Andrew Christie,\N,\N,actor,tt1542613,52.4701,-49.78083
4880,nm2160235,Autumn Maize,\N,\N,,\N,48.861073,43.27365
4881,nm8551293,Anna Plokhotnyuk,\N,\N,actor,tt0070431,53.09395,9.41338
4882,nm0689705,Rachel Pollon,\N,\N,miscellaneous,"tt0166447,tt0106004,tt0415456,tt0315682",66.00739,-15.016886
4883,nm0108111,Roy M. Brewer Sr.,1909,2006,editor,tt0046593,-5.419877,-34.323277
4884,nm7346097,Andreas Dackell,\N,\N,,tt4683384,-48.598797,6.941515
4885,nm10905610,Martin,\N,\N,"composer,music_department",tt10821218,-12.7540865,-8.08791
4886,nm7527586,Lazareff Francine,\N,\N,"writer,producer",tt4951778,20.460073,25.025814
4887,nm8244069,Andy Strybos,\N,\N,actor,tt2635006,-31.086996,-28.45585
4888,nm7097768,Jin Akiyama,\N,\N,executive,\N,30.046816,56.177113
4889,nm0994462,Frank Zichem,\N,\N,"director,producer","tt0285798,tt0103556,tt0146372,tt0475048",-38.915443,10.159514
4890,nm3154778,Larry Hass,\N,\N,,tt1302191,-68.629906,-9.570239
4891,nm9371738,Maria Incorvaia,\N,\N,actress,tt7554432,32.140957,8.608849
4892,nm10014142,Letta Fox,\N,\N,costume_designer,"tt8771386,tt14751542,tt10974690",17.977327,3.406507
4893,nm5837411,Jenny MacArthur,\N,\N,producer,tt3088636,38.034794,-42.104218
4894,nm0727779,Michael Rintoul,\N,\N,"camera_department,visual_effects,cinematographer","tt1462059,tt0762114,tt0411008,tt0880557",-43.884407,-9.778925
4895,nm9836157,Weila Suya,\N,\N,actor,tt8411404,16.116486,55.068436
4896,nm7504067,Andrea Böhm,\N,\N,"actress,make_up_department","tt10560846,tt4487898",-38.910297,10.15799
4897,nm4775281,Haili Vulic,\N,\N,costume_department,tt2112948,-5.5572667,44.640526
4898,nm13904045,GB Smoke,\N,\N,actor,\N,-15.07094,-32.734783
4899,nm1155384,Sean Heuston,\N,\N,"visual_effects,animation_department","tt1375666,tt1170358,tt0489099,tt0370263",-18.836853,-37.85031
4900,nm14216515,Felipe San Martín,\N,\N,animation_department,tt23463794,9.205378,5.635759
4901,nm11944423,Nicholas Culleton,\N,\N,visual_effects,"tt9185206,tt5691552,tt15426228,tt2085059",-23.802917,16.71943
4902,nm9119044,Kotiyawala Rajesh,\N,\N,cinematographer,tt7120548,-0.46650186,68.70208
4903,nm13263090,Gregory Roitbourg,\N,\N,actor,tt15873942,-19.624735,12.317344
4904,nm14942649,Nadia Lakhdari,\N,\N,writer,tt28015642,24.880054,25.492025
4905,nm2338942,Jeffrey Brodersen,\N,\N,actor,tt0773294,-53.9326,-29.516651
4906,nm13454542,István Csendes,\N,\N,transportation_department,tt15321028,-3.661007,40.060482
4907,nm4713780,Sir Isaac,\N,\N,,tt8346546,8.957676,-45.462116
4908,nm5711954,José Dias,\N,\N,sound_department,tt2962706,5.291619,6.997271
4909,nm12183268,Bryson McMaster,\N,\N,,\N,7.495332,-66.32454
4910,nm2174684,Jennifer Hudson,\N,\N,miscellaneous,"tt0800194,tt0477656",67.00302,-9.928669
4911,nm13129874,Vernie Throneberry,\N,\N,,tt1693434,46.60182,-40.940628
4912,nm0494429,Garth Le Master,\N,\N,actor,"tt0099575,tt0100343",-46.055695,-20.456894
4913,nm3960835,Magnus Thors,\N,\N,"cinematographer,sound_department,editor","tt4019346,tt3165428,tt3830580,tt2787168",-49.427116,24.568453
4914,nm1162571,Alberto Moretti,\N,\N,costume_designer,"tt7129926,tt7475206,tt1194600,tt0267261",-12.566015,6.630486
4915,nm10627319,Siddhant Dhanda,\N,\N,visual_effects,tt0944947,-1.7459829,66.42464
4916,nm9618134,Teowa Vuong,\N,\N,,\N,22.58455,68.310135
4917,nm3776024,Kesang Datta,\N,\N,producer,tt1587153,8.574567,56.78058
4918,nm6367292,Marisol Rojas,\N,\N,actress,tt3605014,25.554258,6.623728
4919,nm4319543,Rosa Thacker,\N,\N,actress,tt1836872,34.267494,-2.3347337
4920,nm6004636,Momhamed Houri,\N,\N,actor,tt3248148,-11.707546,61.191975
4921,nm0149851,Albena Chakyrova,\N,\N,actress,"tt0108236,tt0383042,tt2050135",3.2786496,43.006058
4922,nm13362216,Alan Dershowitz,\N,\N,,tt10978022,-52.76762,-0.4785213
4923,nm5410663,Kougie Gray,\N,\N,,tt2566780,4.0386357,-46.101215
4924,nm11434666,Ian Stockton,\N,\N,animation_department,tt11829340,-21.676971,-26.591028
4925,nm11508087,Ayesha Mariam,\N,\N,"costume_designer,costume_department","tt11433696,tt11433724,tt9664732,tt8948790",42.462334,-22.450407
4926,nm10566094,Konstanze Proebster,\N,\N,actress,tt0423730,-20.228827,39.890594
4927,nm14290576,Marija Letukaite,\N,\N,actor,tt15663436,21.269384,34.608196
4928,nm7644984,Ellen Kirschenbaum,\N,\N,,\N,68.221756,-18.953264
4929,nm3472902,K.S. Rao,\N,\N,director,tt0371933,-0.20137759,76.90522
4930,nm6235283,Ricardo Simões,\N,\N,actor,tt0242195,-1.601059,7.948629
4931,nm10139912,Timo Fritsche,\N,\N,,tt9033656,-26.620539,36.244858
4932,nm12645785,Clifford Sutton,\N,\N,,\N,-24.198397,-60.961967
4933,nm6073595,María Bote,\N,\N,actress,tt2556724,32.553192,8.17289
4934,nm6795888,Zhanna Beletskaya,\N,\N,producer,tt3739222,41.961506,22.465979
4935,nm14080527,Bill Woods,\N,\N,,tt0421311,-25.032892,-39.76043
4936,nm1670474,Wendy Motion Brathwaite,\N,\N,"writer,producer,actor","tt19374028,tt5053414,tt8593252,tt12779696",73.68465,-37.384766
4937,nm1626288,Ethne Wall,1913,1994,actress,tt0411813,-0.21482986,24.5605
4938,nm3301300,Truc Lan,\N,\N,actor,tt1360843,10.63399,43.12874
4939,nm10729522,Shiva Rajkumar,\N,\N,actor,tt10409702,-4.1825166,73.18175
4940,nm2824825,Ken Love,\N,\N,,\N,8.429803,-31.723751
4941,nm13964762,Lars Nygaard,\N,\N,"director,cinematographer","tt16266622,tt23141816,tt14531916",-50.15554,21.107996
4942,nm8188209,Fergal Barry,\N,\N,composer,tt5776048,3.4827907,-30.211773
4943,nm13595349,Taiki Nishiyama,\N,\N,"visual_effects,camera_department","tt4054952,tt9335498",29.913992,48.96113
4944,nm7101165,Phil Radomski,\N,\N,,\N,-60.21122,0.52424306
4945,nm8678371,Daniel Colt,\N,\N,"actor,writer,composer","tt7298402,tt6380706,tt7153100,tt5845530",-31.94957,-48.78908
4946,nm9713729,Kemi Buluro,\N,\N,"actor,writer,producer","tt8690440,tt20882374,tt11324616,tt11895154",22.594637,42.07091
4947,nm14635513,Ciro Ceresa,\N,\N,,\N,3.7625813,26.020378
4948,nm4966696,The Chelsea Symphony,\N,\N,,tt2320023,10.159391,-28.124065
4949,nm3326077,Karenina Gonzales,\N,\N,actress,tt1377800,27.4571,-0.85254186
4950,nm5780897,Sarah Kang,\N,\N,writer,tt3032426,65.353745,-7.560747
4951,nm3247452,Patrícia Soares,\N,\N,actress,tt1351683,24.290785,15.260689
4952,nm1652471,Larry Belitz,\N,\N,miscellaneous,tt0099348,-68.32547,-9.569398
4953,nm13542848,Christiaan Krum,\N,\N,miscellaneous,tt6787076,-39.809616,-31.868046
