,nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles,UMAP Component 1,UMAP Component 2
853,nm5985790,Joan Klingel Ray,\N,\N,,tt2982160,6.314581,4.074854
854,nm12404253,Marcela Policarová,\N,\N,actress,tt0183295,7.7736588,5.16725
855,nm13227488,Jonas Wågberg,\N,\N,"director,writer,editorial_department","tt0772216,tt5470438,tt3043338,tt1824752",9.123602,2.6510713
856,nm14178050,M. Vicenta Martínez,\N,\N,art_department,tt11502998,11.704722,5.148634
857,nm9557529,Lena Huang,\N,\N,art_department,"tt7686128,tt14597532",6.882613,7.6726685
858,nm3673002,Panagiotis Georgiadis,\N,\N,actor,"tt1538331,tt1538366",8.024648,6.765555
859,nm13471354,Patricia Antuña,\N,\N,"editorial_department,miscellaneous","tt14369952,tt13058582",5.321304,2.914534
860,nm13407378,Safiolah Hosseini,\N,\N,director,\N,8.985663,6.351532
861,nm13257003,Simona de Laurentis,\N,\N,editorial_department,tt0296144,9.963222,5.1067758
862,nm4723139,Greyson Lunceford,\N,\N,actor,"tt2246867,tt2084884",10.192389,0.6837112
863,nm13603661,Yasuhiko Saitô,\N,\N,,\N,8.666069,7.9389105
864,nm6996896,Col Cunningham,\N,\N,,tt0407361,7.58194,1.7611666
865,nm14724042,Touf,\N,\N,"writer,composer",tt27432154,8.293571,6.6447315
866,nm7220800,Timothy Harmon,\N,\N,miscellaneous,"tt2455514,tt4176370",7.810838,1.511041
867,nm3253025,Ana Caramés,\N,\N,actress,"tt1344737,tt1613115,tt1785289,tt2539498",8.057459,6.1221066
868,nm9897523,Danny Adelman,\N,\N,"visual_effects,art_department,art_director","tt12920206,tt12357400,tt8031130",10.352138,1.848242
869,nm8575965,Sam Cox,\N,\N,,\N,8.787403,-0.17767254
870,nm12420277,Wei Xu,\N,\N,transportation_department,tt8262978,7.105552,7.875568
871,nm7127766,Masahiko Yamada,\N,\N,,"tt8223922,tt5420654",8.653122,7.9648666
872,nm7022862,Kate Steele,\N,\N,assistant_director,tt4085678,5.406481,4.468594
873,nm1601631,Susan Renee Grossman,\N,\N,"assistant_director,editorial_department,miscellaneous",tt0158942,6.1679287,3.511725
874,nm3028097,Jürgen Scheer,\N,\N,sound_department,tt0102282,9.4842615,3.1861382
875,nm1932890,Andrew Tan Khin Huat,\N,\N,"soundtrack,actor",tt0460658,10.371098,7.548913
876,nm14446015,Ditas Lobregat,\N,\N,miscellaneous,tt5586322,10.005896,5.6735973
877,nm3345258,Matej Hlavác,1979,\N,"sound_department,composer","tt9635478,tt2292812,tt1406166,tt5778060",9.053852,4.9516273
878,nm13587704,Kara Petersen,\N,\N,stunts,tt5333842,5.9675584,4.1103096
879,nm12239063,Pat Williamson,\N,\N,,tt11152236,9.270743,0.5422079
880,nm9434301,Jeanette Bartsch,\N,\N,producer,tt7656946,6.857405,4.062826
881,nm2643686,Andy Roberts,\N,\N,,"tt0433320,tt1256041,tt0273026,tt5566728",8.752019,0.72683996
882,nm2504917,Fernanda Vaz,\N,\N,actress,tt0937356,9.061469,5.3699327
883,nm2383902,Mike Sudhalter,\N,\N,art_department,tt0280000,8.898165,1.0036123
884,nm10437551,Faith-Marie Bryan,\N,\N,,\N,6.2121577,3.6596065
885,nm13573455,Chinaza Eziaghighale,\N,\N,script_department,"tt19638586,tt27523760",9.783572,6.1185946
886,nm6309739,Stefania D'Amore,\N,\N,actress,tt3553098,6.693019,5.275944
887,nm13955390,Jennifer Wynn,\N,\N,miscellaneous,tt0446809,4.6143994,4.6526837
888,nm14884804,Diana Arian,\N,\N,make_up_department,tt27831443,5.7266126,5.5005016
889,nm2389766,Núria Fajas,\N,\N,actress,tt0429413,9.362768,5.984686
890,nm13568183,Dulce Corazon Mightygoodridge,\N,\N,"art_department,miscellaneous","tt12851512,tt7693316",10.221451,3.3630261
891,nm1717701,Marion Randolph,\N,\N,actress,"tt0043874,tt0042074",8.347895,0.4486655
892,nm13035786,Emi Tamura,\N,\N,actress,\N,8.943245,6.6242204
893,nm8414965,Eugene Runas,\N,\N,actor,"tt6000686,tt10686360,tt7736488,tt7582340",9.2366705,2.6627307
894,nm14623224,Simon Wilson,\N,\N,,tt11434028,7.6030054,-0.25024423
895,nm5371193,Macs Cayo,\N,\N,,"tt1933766,tt13902692",8.493716,5.806879
896,nm8491336,Carlos Lopez,\N,\N,actor,tt4981636,11.946337,4.0919785
897,nm14541301,Stuart Round,\N,\N,miscellaneous,tt13210838,9.287741,1.2886188
898,nm2451188,Ashley Kosak,\N,\N,actress,"tt0867294,tt1059315",4.6925354,3.9123714
899,nm5983758,Toshihiko Takahashi,\N,\N,,tt3173592,8.502065,7.8797092
900,nm8907882,Lia Cole,\N,\N,make_up_department,tt5374594,6.2505684,3.8858879
901,nm0085696,Jill Blackie,\N,\N,"costume_designer,costume_department","tt0102955,tt0097567,tt0088591,tt0821638",4.651462,3.8434722
902,nm2952623,Dick Ayers,1924,2014,"art_department,miscellaneous","tt0041061,tt2925412,tt1091863",8.365678,0.22881736
903,nm5724645,Alan Scott Neal,\N,\N,"casting_department,director,casting_director","tt6738136,tt5719748,tt2072233,tt2241351",9.608099,0.04181523
904,nm0529808,Susana López Corcuera,\N,\N,"actress,producer,production_manager","tt0123824,tt0280506,tt9129726",6.9952965,5.2510886
905,nm4251573,Michael Anderson,\N,\N,,tt0215445,9.224744,1.5641572
906,nm11830774,Heinz Peter,\N,\N,writer,tt0096587,9.774285,-0.5700964
907,nm3004379,Vivian Keith,\N,\N,soundtrack,"tt0102820,tt1531663,tt0469263,tt0419294",7.9775114,1.7610799
908,nm4911046,Bella Bryant,\N,\N,actress,tt2254061,6.4207225,4.6122966
909,nm2491617,Mick Simpson,\N,\N,art_department,tt0325980,10.1252,-0.21726264
910,nm6813265,Eckard Dorsch,\N,\N,actor,tt4081782,9.468484,5.2716312
911,nm5402326,Karl Braun,\N,\N,actor,tt2560214,9.703338,3.1734364
912,nm6399041,Stephen Walton,\N,\N,actor,tt3639414,9.327778,1.2876049
913,nm12919875,Melani Martinez,\N,\N,miscellaneous,"tt16180532,tt9076018,tt14940240,tt14895206",11.679308,5.1630373
914,nm9049188,Darlene Strickland,\N,\N,actress,tt6986838,6.40143,4.220641
915,nm13857837,Abhijith Anilkumar,\N,\N,music_department,tt13913068,9.659268,7.4924865
916,nm13816672,Turab Shah,\N,\N,"director,cinematographer,camera_department","tt27548408,tt17499492,tt21209704,tt22444714",10.234802,7.3579583
917,nm8067322,Mary Anne Farley,\N,\N,actress,tt2189978,5.75249,3.159596
918,nm10729055,Carmen Villa,\N,\N,actress,tt10409150,7.276222,5.0234075
919,nm4138015,Jessica Spangler,\N,\N,actress,"tt4438594,tt5792194,tt7010704,tt1529346",4.0465145,3.8093743
920,nm10153120,Hannes Dähler,\N,\N,actor,"tt0079198,tt0317305,tt0345908,tt0171723",9.386564,2.3804271
921,nm8539043,Mariu Martín,\N,\N,assistant_director,tt4093912,9.799171,2.6014805
922,nm14478164,Chris Prendergast,\N,\N,actor,tt0249314,10.59191,0.25585267
923,nm7572764,Guoqiang Xie,\N,\N,visual_effects,"tt1646971,tt6567162,tt2224026,tt7612296",7.193196,7.88237
924,nm4404092,Kathy Merza,\N,\N,writer,"tt1890358,tt4541190,tt1883323,tt2353843",5.4276195,3.898206
925,nm0451353,Vladislav Khanagov,\N,\N,writer,tt0127695,8.989983,4.2396173
926,nm0618553,Helen Nabarro,\N,\N,"producer,animation_department","tt0109915,tt0120193,tt0205972,tt3244654",6.164182,4.0581636
927,nm8066144,Rex Ho-Yin Chan,\N,\N,cinematographer,"tt6810922,tt10560162,tt5628908",7.3096128,7.8969665
928,nm13549639,Ed Peskowitz,\N,\N,producer,tt19387478,10.492482,2.5984588
929,nm14683574,Raj Gurjar,\N,\N,"cinematographer,actor,editor","tt27238859,tt27239038,tt27252764",9.91907,7.990761
930,nm10473336,Jack Funk,\N,\N,miscellaneous,tt7014234,7.0318866,0.57132095
931,nm13467568,Matthew Shirley,\N,\N,,\N,10.50895,1.072105
932,nm3231176,Aruna Giri,\N,\N,"composer,actress,sound_department","tt5315180,tt1337358,tt13323710,tt1995396",9.160155,7.2362137
933,nm12432468,Adam Zhu,\N,\N,actor,tt14317014,6.9462423,7.89377
934,nm12321251,David Bowley,\N,\N,,tt14056216,9.300229,1.1744682
935,nm9521457,Tapani Eronen,\N,\N,actor,tt4572388,9.069844,6.8670797
936,nm13305751,Stefan Dubbe,\N,\N,miscellaneous,tt14286808,8.483163,3.7814758
937,nm12441471,Sahar Mahmoudi,\N,\N,"director,writer",tt14338702,10.452715,7.0268474
938,nm6241345,Dave Roberts,\N,\N,"sound_department,miscellaneous","tt2862808,tt3488664",8.891757,1.015879
939,nm2578144,Joseph Nerlinger,\N,\N,actor,tt0910993,8.786745,2.462602
940,nm3792340,Faith Lutz,\N,\N,miscellaneous,"tt0429434,tt0374399",6.286861,3.1904166
941,nm11921532,Esther Horvath,\N,\N,actress,"tt0206501,tt1426948",5.909365,4.970858
942,nm13859864,Andrea Dungog,\N,\N,actress,tt15676226,7.436835,4.3081875
943,nm1026059,Larry Hamilton,\N,\N,actor,"tt0290190,tt12109838,tt0327277",8.035625,2.5568979
944,nm11217409,Prajakta Damle,\N,\N,actor,tt5961444,9.401663,6.5595403
945,nm5390012,Alexandra,\N,\N,,tt0435558,6.161117,5.388121
946,nm4429478,Rick Kirkpatrick,\N,\N,"actor,cinematographer",tt1908492,8.424097,-0.2688089
947,nm6868121,Guanmei Meng,\N,\N,actress,tt4147622,7.12557,7.7827606
948,nm14856753,Mike Lew,\N,\N,,tt15507688,8.870154,1.0115819
949,nm9245088,Dean Tsalickis,\N,\N,"actor,writer,camera_department","tt13067660,tt9412360,tt7323242",9.831778,0.7550499
950,nm14327574,Inyan Igmuthanka Bey,\N,\N,actor,\N,9.252749,7.1102114
951,nm1209314,Maximiliano Blázquez,\N,\N,writer,tt0040908,10.975845,4.582104
952,nm0140286,Marina Carresi,\N,\N,"actress,casting_director","tt0099484,tt1024683,tt0088246,tt0093297",7.1428647,5.000754
953,nm14918441,Tim Krieger,\N,\N,,tt27926059,8.802427,2.8572476
954,nm8902461,Daniel Ahdout,\N,\N,actor,tt6021982,11.083513,2.4808533
955,nm14709016,Jose Ponce,\N,\N,sound_department,tt22687772,12.068071,4.3752217
956,nm8971550,Jasmine Regnier,\N,\N,actress,tt6856328,5.9463243,4.5435724
957,nm3152795,Margaret Baker,\N,\N,actress,"tt0040049,tt0042074",6.2707787,3.4660492
958,nm13503019,Margarita Matthews,\N,\N,writer,"tt14507354,tt21906206,tt17043230",5.708289,4.7853594
959,nm4486085,Vieira Calado,\N,\N,writer,tt1948603,10.536324,5.3784194
960,nm6192866,Seema Trivedi,\N,\N,actress,tt1191138,8.832249,6.336553
961,nm14421763,Josh Peterson,\N,\N,,\N,9.809152,0.066177785
962,nm4383101,Somchai Thongyod,\N,\N,"visual_effects,animation_department,art_department","tt1049402,tt7717440,tt9894516,tt3794354",9.177922,7.4573154
963,nm6653293,Heidi de la Teja,\N,\N,camera_department,tt3888996,7.3396506,5.0357924
964,nm5431988,Hanimal Chin,\N,\N,"producer,actor","tt3975604,tt2536332",7.62286,7.7679777
965,nm10966424,Moshi Shaaban,\N,\N,actor,tt10319442,9.993595,7.265595
966,nm1962465,Charles D. Leslie,\N,\N,writer,tt0466499,5.1753035,3.083627
967,nm3250674,Brigitta Toth,1987,\N,actress,tt0480589,8.291452,6.450763
968,nm2665971,Paul Callen,\N,\N,,\N,10.586402,1.3397806
969,nm10858870,Jason Tucker,\N,\N,director,tt10685246,9.29274,-0.18741864
970,nm3068445,Andrásné Bukodi,\N,\N,actress,tt0172609,8.702024,4.520262
971,nm5847782,John Stuthard,\N,\N,composer,tt3677372,10.049238,1.309028
972,nm2783585,Juan Campa,\N,\N,"actor,writer",tt1095469,12.070122,4.3047853
973,nm3941913,Man Zheng,\N,\N,art_department,tt3401392,7.0031424,8.164805
974,nm15014902,Lieven Vanlerberghe,\N,\N,,tt28297719,9.25399,4.3713884
975,nm4521089,Jeff Prentky,\N,\N,"actor,cinematographer,producer","tt4883774,tt3227362,tt5766746,tt3318726",9.723444,0.69925123
976,nm6679770,Kelly Casey,\N,\N,,tt3914560,6.026841,2.7489848
977,nm11197497,Akito Roberge,\N,\N,animation_department,tt9000424,9.225771,6.8211937
978,nm12022536,Harry Karapalides,\N,\N,producer,\N,9.039999,3.2457917
979,nm8748034,Meghan Guilfoyle,\N,\N,actor,tt6533654,6.7957015,6.1436324
980,nm8917433,Jesper Jarold,\N,\N,"music_department,soundtrack","tt14278046,tt1325552",8.270362,4.1170387
981,nm10798703,Kevin Green,\N,\N,actor,tt10545008,8.953112,1.17578
982,nm2036565,Daina Manning,\N,\N,"director,actress,writer","tt5544516,tt6665238,tt0480809,tt1381764",6.067052,3.1951048
983,nm11916502,Evinah Bianca Domingo,\N,\N,actress,tt8723216,7.1867247,5.114961
984,nm6502132,Melanie Hearn,\N,\N,actress,"tt3986180,tt3584000",5.1757126,5.091332
985,nm13577286,Avantika Kaithwas,\N,\N,miscellaneous,tt6581428,8.487105,6.9038334
986,nm2023870,Genies Kubota,\N,\N,animation_department,tt0479101,8.791611,6.982082
987,nm8182966,Royal Gifford,\N,\N,"producer,camera_department,actor","tt6412388,tt5684350,tt7013900,tt5662918",6.438554,3.2494962
988,nm11311331,Maddie Perrins,\N,\N,"producer,script_department",tt11690760,4.837536,4.051516
989,nm13370346,Linda Nelson,\N,\N,miscellaneous,tt17323552,5.9114304,3.3247662
990,nm12659704,Natalee Godfrey,\N,\N,writer,tt14844360,5.5733185,3.9008884
991,nm8913447,Piero Taruffi,1906,1988,,"tt9007188,tt9006572,tt9006574,tt9007172",10.097513,5.4478383
992,nm9730348,Lisa L. Bennett,\N,\N,"producer,writer","tt10928626,tt8200386",5.253019,2.6566763
993,nm12048915,Todd Cameron,\N,\N,actor,tt13399784,8.595461,0.65555215
994,nm12948184,Prakash Bathia,\N,\N,actor,tt15448322,9.696569,7.8684034
995,nm2545207,Charles Anthony,\N,\N,actor,\N,11.063626,2.4688702
996,nm8507379,Chandra Johnson,\N,\N,miscellaneous,"tt8862324,tt10545270,tt6069962,tt12206434",8.142109,-0.27572483
997,nm4646623,Mikko Virmajoki,\N,\N,sound_department,tt1992206,8.651927,7.5432987
998,nm10971706,Dorothea Lasky,\N,\N,actress,tt1494838,5.805119,3.4134076
999,nm8387310,Nora Schenkel,\N,\N,miscellaneous,tt5997886,5.9572964,4.4315476
1000,nm7481848,Destiny Marshall,\N,\N,actress,"tt11762904,tt13259644,tt8645838",6.6991115,2.7430685
1001,nm5230936,Ellie Fitzhenry,\N,\N,actress,"tt4469414,tt0475047,tt0385167,tt0416397",5.0950937,3.77572
1002,nm2057611,Attila Andics,\N,\N,actor,tt0482360,8.937096,6.2268353
1003,nm2960552,Charlotte Rose Hamlyn,\N,\N,"writer,miscellaneous,casting_department","tt13814356,tt12769178,tt4716268,tt3700456",5.3982325,4.086181
1004,nm13335508,Ryan Sewell,\N,\N,composer,\N,8.853452,1.067046
1005,nm2904075,Ellery Van Dooyeweert,\N,\N,"editorial_department,writer,miscellaneous","tt0138749,tt1700841,tt1620981,tt0120794",9.338684,4.593246
1006,nm5676901,Vishwanath K C,\N,\N,actor,"tt5433442,tt2917376,tt12015102,tt2917382",9.782602,7.7591386
1007,nm3027793,Sam Holland,1999,\N,actor,"tt26680578,tt1649419,tt5969758,tt12281718",8.589889,-0.39943975
1008,nm0493159,Ben Lawson,1980,\N,actor,"tt1411238,tt4447390,tt5296406,tt1819509",8.544229,1.2781526
1009,nm2547937,Victor Juy,\N,\N,animation_department,"tt0787082,tt0131400,tt0498755,tt0165052",10.28436,3.4103208
1010,nm6688808,Roger Bunn,\N,\N,editor,tt3922356,8.946548,1.8387698
1011,nm11750536,Martin Oven,\N,\N,actor,tt12740944,9.765018,2.435756
1012,nm6813832,Barry Lee Wise,\N,\N,assistant_director,tt4082506,7.1147532,1.5278978
1013,nm14143498,Aymen Jp,\N,\N,,\N,8.423002,6.9212146
1014,nm8219953,Justine Marcantel,\N,\N,"location_management,miscellaneous,assistant_director","tt9319770,tt1877830,tt3083016,tt1137450",10.1244,3.4735706
1015,nm10246891,Lukas Müller-Thies,\N,\N,"production_manager,producer","tt11886138,tt14130926,tt12699946,tt9252434",9.989047,4.094548
1016,nm1495163,Yu. Krutsenko,\N,\N,actor,tt0387759,8.559809,7.3568716
1017,nm2288475,Vilmos Voigt,\N,\N,,tt0813646,9.441075,5.463873
1018,nm12655553,Mya,\N,\N,,\N,8.509317,6.441488
1019,nm12470318,Ruthie Bolton,\N,\N,,tt0072584,5.772242,3.9368804
1020,nm10342637,Yuki Yada,\N,\N,art_department,"tt5521090,tt7913610,tt10091716,tt3334820",8.479104,8.027723
1021,nm11771655,Nicholas Pomaro,\N,\N,producer,tt12792476,10.18911,3.145647
1022,nm0812390,Kepa Sojo,1968,\N,"director,writer,actor","tt0319763,tt3057396,tt5343760,tt7510332",8.999393,7.027887
1023,nm4650963,Mercedes Sabatini,\N,\N,actress,tt1797449,8.344493,5.594725
1024,nm8421112,Andy Murley,\N,\N,production_manager,tt5687612,9.335901,0.85384506
1025,nm10172061,Sachin Bhintade,\N,\N,production_manager,"tt8108198,tt7618184,tt10324144,tt13919802",10.086152,7.6412196
1026,nm0821342,Sadie Stafford,\N,\N,"actress,editorial_department","tt0115510,tt1764337",6.1982265,2.8199155
1027,nm6261437,Fanny Huc,\N,\N,"production_manager,miscellaneous,assistant_director","tt1781827,tt3442788,tt2707408,tt11122106",6.2172875,3.6888146
1028,nm0730072,Paul Roache,\N,\N,actor,"tt0096684,tt0113863,tt0119528,tt0101516",10.350162,1.686579
1029,nm12213649,Marian Mayorga,\N,\N,actress,tt5950970,7.3992352,5.5238495
1030,nm5038736,Jorge Araujo,\N,\N,producer,tt2391087,11.345626,4.3283415
1031,nm9278229,Naphat Isararee,\N,\N,"art_department,assistant_director,producer",tt7382298,9.32984,6.649654
1032,nm5488346,Michael Lyons,\N,\N,,\N,9.360927,1.914443
1033,nm0157414,Patrick Chikhe,\N,\N,miscellaneous,tt0113613,8.229035,1.7822943
1034,nm10869107,Nicolas Flessel,\N,\N,,tt7143414,10.15567,4.013868
1035,nm7465239,Anastasiya Pavlushina,\N,\N,actress,tt2802154,8.673282,6.8451276
1036,nm2586281,Jeffry Marsalla,\N,\N,camera_department,"tt1190860,tt0926036",9.636309,0.71338433
1037,nm8467417,Herricane Morales,\N,\N,"cinematographer,camera_department,editor","tt14509010,tt11772812,tt6100916,tt11772842",7.5146685,5.017929
1038,nm13156758,Cole Scorey,\N,\N,"location_management,camera_department","tt27217899,tt14357624",9.166839,-0.06701368
1039,nm0497589,Jonathon August Lee,\N,\N,"sound_department,actor,producer","tt0205774,tt0321626,tt4353270,tt6833470",7.030111,1.5015352
1040,nm1352334,Marisa Yeres Gill,\N,\N,"producer,miscellaneous,executive","tt0304415,tt2485986,tt14109724,tt0252076",5.7865176,4.578743
1041,nm1272124,Jeff Kabzinski,1965,\N,actor,tt0331380,8.794332,2.886369
1042,nm2450796,Gretchen Woelfle,\N,\N,miscellaneous,"tt0428441,tt7305952",5.4746947,3.942679
1043,nm1563371,Mike Farren,\N,\N,,tt0398785,9.168681,1.1822404
1044,nm11622581,Joseph Dupree,\N,\N,actor,tt12396630,8.571604,2.5182881
1045,nm0660808,José Carlos Parada,\N,\N,composer,tt0113989,11.577561,4.5295568
1046,nm8029907,Liam Murphy,\N,\N,actor,"tt5536774,tt0088580",8.422276,1.3266075
1047,nm8830501,Yoon Yoo-sun,\N,\N,,\N,6.877552,7.179283
1048,nm6730533,Greg Klein,\N,\N,animation_department,"tt0831387,tt5095030,tt1700841,tt2250912",9.431522,2.581116
1049,nm11545572,Saahir Khan,\N,\N,,\N,10.273433,7.5620613
1050,nm9885968,Michael J. Shawver,\N,\N,camera_department,tt0286484,8.831821,1.599656
1051,nm10720201,Idris Miles,\N,\N,"actor,assistant_director",tt10388972,5.4465013,4.2526407
1052,nm8748250,Tereza Bílá,\N,\N,,tt6439044,8.7366,6.0138474
1053,nm2154803,Bart Menayas,\N,\N,producer,tt0386040,10.011354,5.686989
1054,nm6615552,Sanjeev Kumar,\N,\N,actor,tt3842154,9.908137,7.9279714
1055,nm5214070,Wynand Malan,\N,\N,transportation_department,tt1599348,8.60539,6.116408
1056,nm10228336,Hfcc Adray Golf Outing,\N,\N,producer,tt1896773,9.375214,1.245088
1057,nm9312162,Laritza,\N,\N,actress,tt6599566,9.653571,5.8351502
1058,nm10515385,Hossein Raeisee,\N,\N,miscellaneous,tt9789180,9.257891,5.8642087
1059,nm12255543,Lolo de la Encarna,\N,\N,music_department,tt13895836,10.227438,5.520023
1060,nm7996272,Filomena Pasqua,\N,\N,soundtrack,tt0365991,9.699965,5.706654
1061,nm14596321,Meghan Chou,\N,\N,production_designer,"tt27541884,tt11730020",6.810943,6.2607827
1062,nm2425840,Jennifer M. Soriano,\N,\N,miscellaneous,tt0133302,4.6725116,4.7597065
1063,nm1990362,Gigi Ciello,\N,\N,editorial_department,tt0086129,9.998506,5.9990554
1064,nm15051658,Richelle Berry,\N,\N,miscellaneous,\N,6.4371524,3.69366
1065,nm0959896,Gregorio Écija,\N,\N,actor,tt0051999,11.021798,4.981042
1066,nm7671581,Avelena Wijesundera,\N,\N,actress,tt4016454,8.883034,5.5174527
1067,nm0446750,Pat Kelly,\N,\N,miscellaneous,tt0104094,9.53393,0.47162637
1068,nm7936467,Jason Langellier,\N,\N,,tt2738038,9.236441,-0.123880915
1069,nm13308690,Melanie Vallaeys,\N,\N,,\N,5.116077,5.0750575
1070,nm1119781,Jorge Suárez Hernández,\N,\N,camera_department,"tt0217716,tt0305929,tt0410542",11.695329,4.4857264
1071,nm6259965,Paul Ure,\N,\N,producer,"tt10922128,tt26697886,tt2889036",10.583099,1.329727
1072,nm4658374,Mike Myers,\N,\N,special_effects,tt2004334,9.820802,1.8085915
1073,nm13680187,Alana Andrews,\N,\N,actress,tt15215512,4.692552,3.6452599
1074,nm14891699,Manuel Rodriguez,\N,\N,composer,tt27860534,12.046694,4.8794208
1075,nm11808754,Ali Hammadi,\N,\N,,tt0123338,10.665828,7.050961
1076,nm11810657,Mahir Ahmed,\N,\N,actor,tt12882950,10.557485,7.0672345
1077,nm5319998,Roger Schuster,\N,\N,actor,"tt0071032,tt0202206",10.989909,3.7593384
1078,nm9333215,Jasper Foley,\N,\N,actor,tt2375720,9.376033,1.2419674
1079,nm4243587,Kia Pakornchaikul,\N,\N,art_department,tt0765429,9.142459,6.879201
1080,nm10462842,Claudio De Angelis,\N,\N,miscellaneous,"tt3716344,tt3716398,tt2040484,tt3019718",10.8288965,4.42872
1081,nm12524997,Nicola Roberts,\N,\N,miscellaneous,tt0914837,8.347111,0.7643758
1082,nm2023017,John Clancey,\N,\N,writer,tt0478874,8.832817,0.9435894
1083,nm2314354,Rosie Hobbs,\N,\N,"miscellaneous,producer",tt0318220,5.558868,3.9602962
1084,nm1486934,Nguyen Tuong Huy,\N,\N,actor,tt0365894,6.871699,7.7291565
1085,nm13294720,Margaret Ross,\N,\N,producer,tt10289766,6.308152,3.3526933
1086,nm14917782,Han Chu,\N,\N,actor,tt27936506,7.5348353,7.752676
1087,nm11085435,Blue Butterfield,\N,\N,,tt11184428,7.221299,3.1015844
1088,nm12166219,Yago Catalinas Heredia,\N,\N,actor,\N,9.74878,5.828872
1089,nm8741271,Ben Powell,\N,\N,"director,cinematographer,editor",tt6473290,8.498373,1.2332553
1090,nm12956345,Sinan Demir,\N,\N,editor,"tt27328626,tt15465394,tt27369314",9.20138,6.822712
1091,nm9740502,Karola Meyer,\N,\N,"editorial_department,editor","tt0120964,tt0880906",7.578067,5.65973
1092,nm0237888,Johan van den Driessche,\N,\N,"producer,production_manager,location_management","tt26680050,tt0953318,tt2024519,tt0926762",9.42812,4.6477337
1093,nm5674062,Ke Ke Hayes,\N,\N,actress,tt2060879,8.5910225,0.65660757
1094,nm13476002,Jake Murray,\N,\N,camera_department,tt14636020,7.574754,0.33735546
1095,nm1166916,Gabriele Pennacchioli,\N,\N,"animation_department,director,art_department","tt0316590,tt0424095,tt0481499,tt9561862",10.599955,4.7397127
1096,nm7382102,Pinde,\N,\N,,tt4733196,9.847272,5.415003
1097,nm2448601,Alex Brown,\N,\N,actor,"tt2401866,tt1517630,tt1756799,tt0896811",11.741322,1.9390554
1098,nm15035164,Daiva Jurkonyte,\N,\N,miscellaneous,tt15289510,9.259622,6.136978
1099,nm12553607,Emmanouil Drakakis,\N,\N,actor,tt7436642,4.8644385,3.4181125
1100,nm3160572,Oscar Sanchez,\N,\N,art_department,tt0445935,11.805501,4.336155
1101,nm14621028,Adrian Lopez,\N,\N,,\N,11.973986,3.9940102
1102,nm8849937,Casey Bonanno,\N,\N,"actress,sound_department,art_department","tt6653868,tt6653032,tt27993268,tt7242980",7.5519824,1.6920322
1103,nm0644838,Koichi Ogura,\N,\N,actor,tt0200301,8.516901,7.1836495
1104,nm10863012,Tifanie Lyn,\N,\N,,\N,7.8386216,5.7265964
1105,nm8722681,Credric Maddox Jr.,\N,\N,actor,tt5574080,10.416455,1.7088225
1106,nm14817990,Paula Rosana Villani,\N,\N,producer,tt22014400,6.8540516,4.711304
1107,nm1339703,Gonzalo Pereira,\N,\N,actor,tt0185453,10.785967,4.9166307
1108,nm1558509,Peter Berger,\N,\N,actor,tt0062572,8.776287,2.2694793
1109,nm12580683,Tshepiso Seleke,\N,\N,miscellaneous,tt13432610,9.139188,6.2164025
1110,nm10920138,Michael Davidovich,\N,\N,,tt10820234,9.517696,1.9097501
1111,nm13532134,Madhumay,\N,\N,composer,"tt19179618,tt23809872",9.633423,7.095823
1112,nm2343100,Gerd Burmeister,\N,\N,,\N,9.252794,4.826868
1113,nm6467198,Emma Shelley,\N,\N,actor,tt3598914,5.053109,3.507678
1114,nm1893887,Ximena Molina,\N,\N,"producer,location_management,miscellaneous","tt0455387,tt27641158,tt9373836,tt15098572",11.940656,4.7201385
1115,nm9883072,Alexandr Kusch,\N,\N,actor,tt3326054,8.480931,5.1054416
1116,nm10189147,Matthew Vapniarek,\N,\N,miscellaneous,tt2850332,10.447868,1.1432006
1117,nm10855358,So'ell Stewart,\N,\N,,tt10676662,10.572662,0.9968527
1118,nm14903414,Stally,\N,\N,composer,\N,9.770571,7.2631288
1119,nm2827315,Mary B. Taylor,\N,\N,actress,tt0939639,6.6760073,1.2832876
1120,nm10406691,Zachary Lagano,\N,\N,sound_department,tt8839328,10.945555,-0.16256201
1121,nm10053242,Giles Barret,\N,\N,,\N,9.826698,1.5288968
1122,nm13858061,Caroline Doyle,\N,\N,,tt21309426,5.826735,3.497537
1123,nm1291891,Haxhi Dersha,\N,\N,"camera_department,producer,production_manager","tt0271814,tt0169584,tt0170408",8.877727,6.8341475
1124,nm12280592,Marcos,\N,\N,actor,tt10268700,11.647112,4.953768
1125,nm6345617,Sashi Kapoor,\N,\N,actor,"tt0377500,tt0266839,tt0141819,tt1286501",9.696746,7.777942
1126,nm5628148,Vebjørn Anvik Nilsen,\N,\N,actor,tt0276737,9.414038,4.8395696
1127,nm8883791,Kelly D'Angelo,\N,\N,miscellaneous,tt2445610,5.899997,2.8240385
1128,nm13145159,Giselle Camargo,\N,\N,,\N,7.193972,5.1761045
1129,nm14228226,Victoria Dima,\N,\N,actress,tt23574898,4.0814466,4.4830585
1130,nm4773592,Satyajit Puri,\N,\N,writer,tt1504687,9.352067,7.5562186
1131,nm14936231,Jonas Kolberg,\N,\N,music_department,\N,9.488666,3.3422682
1132,nm3100776,Sylviane Georges,\N,\N,animation_department,tt0072901,5.752849,4.340628
