,nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles,t-SNE Component 1,t-SNE Component 2
38,nm12349387,Mayuka Fujiwara,\N,\N,actress,"tt0184167,tt2352010",32.37307,29.353848
39,nm13508223,Alexandra Quashie-McDonald,\N,\N,actress,tt18955874,17.909666,-3.9805806
40,nm2395276,Dominique Pannell,\N,\N,actress,tt0864880,-15.002162,-6.190932
41,nm2318731,Stephanie A. Bello,\N,\N,"editorial_department,producer","tt0770796,tt0825483",1.8864119,-12.595082
42,nm9936564,Joshua Sophrin,\N,\N,producer,tt7986670,4.4161563,-20.859316
43,nm3101693,Doña Berta,\N,\N,,tt1276478,-25.624228,-1.602587
44,nm9732471,Minna Karppinen,\N,\N,miscellaneous,"tt8406934,tt8101390",8.025802,-0.18895161
45,nm5236725,Don Harwell,\N,\N,,tt2362456,-6.3256507,17.834036
46,nm9728137,Chae Kyung Lee,\N,\N,actress,"tt7094780,tt13310158,tt11691684,tt10620868",20.67184,0.8588131
47,nm12618191,Hardey Sharma,\N,\N,location_management,tt14742596,10.539787,28.868462
48,nm1509503,Wonchan Song,\N,\N,"visual_effects,director,animation_department","tt2463208,tt0848537,tt6443346,tt5814534",7.558406,1.4428037
49,nm1419768,Mandy Cheng,\N,\N,"production_designer,miscellaneous,animation_department","tt0892782,tt0481499,tt0479952,tt1446192",-24.39383,1.7528454
50,nm1955219,Alexandra Stafford,\N,\N,actress,"tt0464843,tt2172041,tt4779026",15.15263,-0.63487303
51,nm2596492,Anne Swan,\N,\N,actress,tt0062568,-53.288982,-0.3982185
52,nm11825837,Carl Schell,\N,\N,"art_department,miscellaneous","tt0845978,tt0788227,tt0397993",-25.841562,9.018295
53,nm3278458,Stephen Braunias,\N,\N,actor,"tt1602414,tt0970529",-9.876405,-28.98539
54,nm4826656,Kylie Lawrence,\N,\N,"production_manager,script_department,miscellaneous","tt1062156,tt1270850,tt1310385",-6.0885425,-23.263102
55,nm5554386,Jason Goodman,\N,\N,,\N,10.962068,-42.658157
56,nm5130596,Blaize Henry,\N,\N,music_department,tt2156032,0.7020565,-24.926064
57,nm6480556,Claudine Hébert,\N,\N,actor,"tt11829420,tt3716284",-5.9409447,-22.659513
58,nm1220889,A.M. Heck,\N,\N,production_manager,tt0219588,22.68752,7.4710712
59,nm11647932,Manoranjan Mandal,\N,\N,visual_effects,"tt5971474,tt5090568,tt1552211,tt10350922",27.976128,6.8359437
60,nm10276041,Tia Taylor,\N,\N,costume_department,"tt1657865,tt7137074",-41.99582,5.2698975
61,nm10827475,Gretel Arenas,\N,\N,actress,tt10446750,6.830386,-14.940691
62,nm2536759,Pierre Ruban,\N,\N,"actor,soundtrack","tt0953626,tt1885344",14.351545,-3.7813518
63,nm11045294,Mark Williams,\N,\N,music_department,tt7551844,-11.990698,34.23741
64,nm12261630,Talitha Clegg,\N,\N,actor,tt13828130,0.23733088,42.85608
65,nm14274644,Sasa Lukic,1996,\N,,tt12729982,-4.6591244,40.842037
66,nm12746400,Isreal Crockett,\N,\N,talent_agent,\N,-6.4405828,21.124231
67,nm0509921,Allie Light,\N,\N,"director,producer,editor","tt0102114,tt0191285,tt0109619,tt7239868",-0.8380249,-8.55321
68,nm7301996,Lisa Mikova,\N,\N,,tt4657834,11.725805,26.035551
69,nm14861198,Zhiyu Jin,\N,\N,camera_department,tt27660617,-4.9821267,-19.010511
70,nm6543756,Olivia Patterson,\N,\N,"actress,miscellaneous","tt4573516,tt3756776,tt16116480",26.346146,10.726818
71,nm9708199,Malcolm Henry,\N,\N,actor,tt7006612,5.6904416,-25.094044
72,nm4301459,Dato Ujmajuridze,\N,\N,"producer,director,actor","tt9061460,tt1833090,tt2734946,tt9081512",18.750315,15.30902
73,nm4932442,Dave Bobb,\N,\N,"actor,director,producer","tt7660850,tt11650492,tt9742936,tt1595859",-34.25013,16.085226
74,nm12016695,Regan Miller,\N,\N,actor,tt13356020,-26.27151,23.495096
75,nm4084367,Judy Airey,\N,\N,,\N,-16.425388,-15.676002
76,nm7312617,Armando Ramos,\N,\N,sound_department,tt4668376,-8.713506,-0.83259594
77,nm9016488,Chuck Fleckle,\N,\N,camera_department,tt0233033,-0.37263605,-21.935125
78,nm11301608,Shula Cooper,\N,\N,actress,tt11673848,-10.91782,20.92191
79,nm9515934,Dwayne Pierce,\N,\N,actor,tt7646406,24.674969,-15.301681
80,nm4808246,Kari Blinnikka,\N,\N,actor,tt1646131,12.776016,23.075241
81,nm4510931,Arturo Astorquiza,\N,\N,actor,tt1157631,9.973752,-7.6428285
82,nm3334985,Javier Gómez Navarro,1945,\N,,"tt3486416,tt0429293,tt0419321",-13.062251,13.12968
83,nm8543285,Lamia Al-Shwwier,\N,\N,"actor,camera_department","tt6487654,tt6179980",-14.057182,16.651066
84,nm11335123,Charity Price,\N,\N,actress,tt11749130,-50.075924,-8.739712
85,nm4595880,Duwane Taylor,\N,\N,,\N,-25.892906,7.526588
86,nm2135610,Daniel Inkeles,1985,\N,"producer,miscellaneous,director","tt0448694,tt1302011,tt1357433,tt15388610",26.335138,-7.3187633
87,nm2926138,John R. Gordon,\N,\N,"writer,producer,actor","tt1720229,tt0478079,tt0955306,tt3181920",46.43667,8.444229
88,nm13225162,José Schilder,\N,\N,,tt16453684,-8.131341,10.652596
89,nm2418753,Grazyna Szynkiewicz-Kruszewska,\N,\N,"director,actress,writer",tt0878686,19.649292,19.77772
90,nm13795582,Stefania Hernandez,\N,\N,art_department,tt12497188,14.954034,5.2178025
91,nm2210132,Frank J. De Meo,\N,\N,"editor,producer,director","tt12571532,tt0090497,tt4264758,tt0094416",21.240438,6.781596
92,nm7502900,Roland Kennedy,\N,\N,"location_management,production_manager,miscellaneous","tt9410034,tt14360728,tt10846772,tt15391472",-19.206184,16.860859
93,nm8359817,Dylan Adams,\N,\N,,\N,-6.4222393,30.687006
94,nm1436325,Sophie Limeul,\N,\N,"cinematographer,camera_department","tt7030016,tt0283756,tt5732804",20.773005,-10.1021185
95,nm7468959,Rosele Andrews,\N,\N,,tt4875830,0.7377606,19.73304
96,nm6440632,Daniel Rayher,\N,\N,actor,"tt5794706,tt3590064",25.557522,-11.935478
97,nm11563234,Steve Leeds,\N,\N,,tt11202888,-4.4564667,-30.779064
98,nm14823241,Bruno Cavalcanti,\N,\N,actor,tt27677955,-4.875213,20.424952
99,nm1879717,Anupam Das,\N,\N,"visual_effects,art_department","tt0405325,tt0368891,tt0436339,tt1663662",-15.282689,-38.687454
100,nm3932348,Kenneth Carabeo,\N,\N,actor,tt0843523,-3.1131926,4.3523383
101,nm13480941,Álvaro Torres,\N,\N,actor,tt18687728,-28.040516,-2.1472576
102,nm11473786,Patric Peter Concepción,\N,\N,publicist,\N,12.343606,-16.70948
103,nm8493788,Ben Montsho,\N,\N,"camera_department,sound_department","tt3726330,tt10990164",2.8819864,28.615871
104,nm6165113,Santiago,\N,\N,actor,tt10638894,-10.98395,-43.336464
105,nm7231180,Doug Van Zandt,\N,\N,camera_department,tt2795554,-27.277452,24.999022
106,nm1082968,Yasushi Hirai,\N,\N,actor,"tt0236167,tt0308827,tt0470132,tt0286090",9.305117,-6.554133
107,nm2661973,Beatrice LeCornu-Hamilton,\N,\N,,tt1035491,28.11229,-7.2326717
108,nm12661420,Alain Baillon,\N,\N,,tt0364158,14.664211,-15.132827
109,nm6408079,Thanapat Hongdumnoen,\N,\N,production_manager,tt1603808,30.513613,14.143928
110,nm4095023,David Dietrich,\N,\N,"actor,writer","tt2531836,tt2273878,tt1731679,tt2498566",-5.9084725,3.7903843
111,nm9516258,Josh Sheehan,\N,\N,"camera_department,cinematographer,miscellaneous","tt14164156,tt15565438,tt18468926,tt15422356",-24.231781,14.438378
112,nm12071291,Jazmine Ruiz-Carpio,\N,\N,actress,tt13476294,4.3133907,-15.292122
113,nm9639947,Calvin Prude,\N,\N,"director,writer,cinematographer",tt8027300,-12.1704855,-22.339838
114,nm2582443,Shaun Bowlby,\N,\N,camera_department,"tt2034031,tt1862079,tt2545692,tt3553976",-1.3108952,-10.8712435
115,nm9291790,Joshua Polanco,\N,\N,actor,tt22187176,35.731976,-5.535702
116,nm0076833,Bruna Berni,\N,\N,actress,tt0046677,-13.50544,33.840263
117,nm0053716,Marco Barboni,1952,\N,writer,"tt0102667,tt0095975,tt0085601,tt0087481",1.5835658,10.323513
118,nm8324955,Andy Karwoski,\N,\N,actor,"tt5893732,tt1717690",-19.845474,18.5381
119,nm2491526,Kelly Nunez,\N,\N,actress,tt0779719,-10.900574,23.457865
120,nm2083639,Néstor Marun,\N,\N,actor,tt0487506,-28.287643,-3.2043371
121,nm10689825,Aman,\N,\N,actor,tt8590992,-18.637526,-48.737972
122,nm9634855,Daniel Robbins,\N,\N,,\N,-0.21252725,17.062046
123,nm3045209,Julien Taillez,\N,\N,"visual_effects,editorial_department","tt1064964,tt16119284",7.296441,-13.903704
124,nm1871777,Frank Van Eeghen,\N,\N,camera_department,tt0119512,-19.281605,6.819935
125,nm13741523,Ophelia Bliadze,\N,\N,actress,tt20877264,0.40816298,0.8689182
126,nm14925413,Breno Lopez,\N,\N,actor,tt27985874,24.982552,40.434307
127,nm4470003,Matt McIntire,\N,\N,camera_department,tt6392240,-26.201025,19.87888
128,nm3279944,Steven Carlton Smith,\N,\N,"actor,sound_department","tt3150072,tt27094791",22.065397,-8.73189
129,nm3942931,Kory Smith,\N,\N,"art_department,camera_department,editor","tt1584730,tt2378688,tt1667079",-1.4082851,22.894436
130,nm5971029,Rory Maloney,\N,\N,"art_department,costume_department","tt5028586,tt3112738",-8.135011,12.928218
131,nm10585704,Dave Gleave,\N,\N,miscellaneous,"tt21814834,tt7437594",20.498102,25.391243
132,nm8314444,Bretten Lord,\N,\N,camera_department,tt2527336,5.663194,-32.97348
133,nm0191846,Amy Cummings,\N,\N,"art_department,actress","tt0814301,tt1699479,tt1702435",-33.06792,33.63671
134,nm8989846,Jerry White,\N,\N,actor,tt6879412,2.7604437,-36.6985
135,nm10298603,Chester Osborn,\N,\N,,"tt6262218,tt5221588",-27.791838,-19.921324
136,nm11545677,Graham Farr,\N,\N,,\N,-1.7578207,1.2918074
137,nm2310210,Jo-Anne Brown,\N,\N,,tt0818648,-53.25469,-0.50063753
138,nm14016038,Jorge Brea,\N,\N,executive,\N,-23.545801,-13.233448
139,nm1953176,Marianne Brix,\N,\N,camera_department,tt0464349,5.554198,-5.0966587
140,nm5353384,Jean François Fortou,\N,\N,,tt0381753,19.055283,-14.833924
141,nm12355744,Arbish Amarbaysaglan,\N,\N,"writer,director,producer",tt14130012,-10.023589,5.8152385
142,nm10842471,Ana Cruz,\N,\N,,tt10651234,-10.711206,3.4572954
143,nm0005478,Larenz Tate,1975,\N,"actor,producer,director","tt0350258,tt0375679,tt0107554,tt0119572",-23.08776,14.7389965
144,nm4043647,Terry Hill,\N,\N,sound_department,tt0060288,21.27592,-26.552069
145,nm5673186,Ozgur Serdar Altunoglu,\N,\N,"art_department,director,animation_department","tt4028474,tt15640002,tt2910426,tt10344386",9.281461,-14.44162
146,nm7449305,Patricia Moreau,\N,\N,actress,"tt4161538,tt4060762",-20.444885,-17.376043
147,nm12694180,Jason Bock,\N,\N,"visual_effects,miscellaneous",tt3691930,10.636642,-43.504898
148,nm4984428,Katarina Homolova,\N,\N,"writer,producer",tt2338003,14.009875,27.011833
149,nm1044906,Douglas Brinkley,1960,\N,"miscellaneous,writer","tt0293562,tt1493260,tt9139238,tt0407263",-7.867841,19.386992
150,nm9500308,Wendimagegn Burka,\N,\N,actor,tt6881396,27.19777,-15.332195
151,nm1463512,Marie-Michelle Garon,\N,\N,actress,"tt0221013,tt13521006,tt3015094,tt2297063",5.4282074,-2.4146936
152,nm9043377,Jenni Nylander,\N,\N,"director,writer,animation_department","tt17007274,tt6975678",-9.443686,13.754934
153,nm9088420,Simon Roffler,\N,\N,actor,"tt11024406,tt13551896,tt5896868,tt6276768",33.129436,-3.681392
154,nm14494244,Vivien Tenta,\N,\N,,\N,-12.116831,-4.057473
155,nm14495092,Massimo Marcelli,\N,\N,transportation_department,tt0423813,11.64031,7.454799
156,nm5159534,Preston Ewen,\N,\N,miscellaneous,"tt6513120,tt2056694,tt7316362,tt4269350",5.360502,4.9362373
157,nm12245937,Òscar González,\N,\N,"editor,producer,camera_department","tt13873296,tt26697631",5.9162865,11.17554
158,nm13344036,Tanja Belli,\N,\N,executive,\N,1.8589451,-12.618399
159,nm7466315,Sanjay Menon,\N,\N,"producer,writer,director","tt4872368,tt12959524,tt21625646,tt12959752",-25.966888,4.843167
160,nm1383220,David Finnigan,\N,\N,"miscellaneous,producer,production_manager","tt0348505,tt0900387,tt0419677,tt0365686",-29.992445,-14.583912
161,nm4338452,Christine Clare,\N,\N,actress,"tt2320109,tt10345880,tt0053494,tt4276624",4.392677,-28.415758
162,nm9500835,Adrian Hoffman,\N,\N,actor,tt0458490,-12.6325,-25.424292
163,nm9870212,Annika Heyer,\N,\N,art_department,"tt0339702,tt3921076",39.83008,-19.703716
164,nm10114288,Yashwanth,\N,\N,actor,"tt14783388,tt26750980,tt8983054",-18.1769,-47.718437
165,nm12047969,David Orona,\N,\N,production_designer,tt13427442,-25.731915,-14.980333
166,nm8606243,Patrick Day,\N,\N,actor,tt3153618,-13.270384,-17.264542
167,nm13071741,Babadzhan,\N,\N,actor,tt0189946,-5.1122527,-3.7536986
168,nm11410241,Sammie Jansen,\N,\N,,tt2211093,-12.842925,-4.9336047
169,nm1767625,Sam Webley,\N,\N,actor,"tt0388929,tt15568746",5.9761014,3.0576284
170,nm12926608,Ana Cárdenas,\N,\N,,\N,11.441202,14.040265
171,nm3796179,Pistapo,\N,\N,,tt1597043,-6.977711,10.110274
172,nm1022582,Javier López,\N,\N,"art_department,art_director,cinematographer","tt0118926,tt0337913,tt0266381,tt0293191",-29.952131,-0.06812502
173,nm3919954,Jake Slisz,\N,\N,stunts,tt1652335,-18.294325,33.803123
174,nm7478926,Katja Wiech,\N,\N,,tt1471868,-0.54294914,-23.157793
175,nm5648885,The Duelling Pianos,\N,\N,,tt1034201,28.331017,3.992837
176,nm2918471,Chip Hammack,\N,\N,actor,"tt0090423,tt0083413",-7.949152,14.895873
177,nm6700735,Jorge de las Heras,\N,\N,actor,tt3954370,25.328896,27.373795
178,nm4874333,Ambra Senatore,\N,\N,actress,"tt2207433,tt13730186",-38.374218,-1.9799801
179,nm8010143,Jake Stark,\N,\N,"director,writer,editor","tt5567380,tt21825280,tt14202250",-17.109266,24.137596
180,nm10174271,Baldev Debi Patwari,\N,\N,actor,tt8220706,16.202972,18.356318
181,nm8544576,Seryozha Komargalov,\N,\N,actor,tt0268183,5.2004175,16.501337
182,nm2803116,William Mccabe,\N,\N,"miscellaneous,actor,art_department","tt1276052,tt0390759,tt0235947",20.724693,36.46978
183,nm10793174,Seth Campbell,\N,\N,actor,tt10543746,-9.498269,37.936584
184,nm11684214,Michaela Rezová,\N,\N,art_department,tt12575856,11.430884,-4.716068
185,nm1219804,Rick Alexander,\N,\N,sound_department,"tt0084805,tt0105695,tt0093409,tt0074119",9.183054,9.170601
186,nm3921670,Raghava K.K.,1980,\N,"animation_department,art_director","tt1999958,tt4060938,tt1659273",-9.306622,34.037746
187,nm7177964,Majid Eddaikhane,\N,\N,"actor,writer",tt4510862,29.605255,-19.424387
188,nm3798029,Marie-José Courtois,\N,\N,assistant_director,tt1598613,37.482887,7.414572
189,nm2111491,Melanie Blake,\N,\N,actress,"tt1494027,tt0094484",29.327103,-27.165993
190,nm11657321,Matthew Topp,\N,\N,camera_department,tt0445138,-26.757095,30.832441
191,nm7648993,Arnaud Pailleret,\N,\N,actor,tt5079750,-10.636169,-1.7948127
192,nm3097337,Joe Palmer,\N,\N,producer,tt1242605,-1.2456023,32.53016
193,nm4639405,Michael Sealey,\N,\N,"actor,director,writer","tt6816530,tt2408710,tt0215392,tt2482556",-37.734886,-20.378487
194,nm6866830,Hayden Cherouny,\N,\N,actor,tt4146406,24.77843,15.929601
195,nm0677102,David Peterson,\N,\N,special_effects,"tt0133952,tt0115956,tt0325710,tt0134273",-28.091974,-13.695011
196,nm13357070,Miguel Perez Gil Burra,\N,\N,actor,"tt11603842,tt21879222",14.0523615,-2.1686106
197,nm1832288,Theo Bernados,\N,\N,actor,"tt0809517,tt0399989,tt0445140,tt0431573",1.0300416,-0.5438228
198,nm9499408,Ágnes Kerezsi,\N,\N,miscellaneous,tt2940476,22.215296,-0.98488396
199,nm12415232,Christophe Christ,\N,\N,,tt0465838,12.330222,-13.6904545
200,nm14133387,Niccolo Valentine,\N,\N,director,tt22752896,13.418132,-25.142044
201,nm4471908,Hu Xiaoming,\N,\N,actor,tt0956282,13.285511,15.976317
202,nm2347272,Tom Germain,\N,\N,sound_department,tt0839748,-22.969303,-34.081554
203,nm4846915,Michael Papo,\N,\N,actor,tt0077521,3.8039815,-10.195012
204,nm10227987,Larry Fairbanks,\N,\N,,\N,-13.330867,-7.637604
205,nm7885840,Giuseppina Loschiavo,\N,\N,actress,"tt5389664,tt6183848,tt9126132",15.009212,-12.717838
206,nm3607844,Marci Elliott,\N,\N,actor,tt1509757,-37.639675,-11.948109
207,nm0791098,William J. Sheldon,\N,\N,writer,"tt0046648,tt0047773,tt0055139",-17.600945,-13.919713
208,nm4562900,Morton Fishbein,\N,\N,"director,producer",tt0124521,-7.650939,29.947638
209,nm2771014,Greg Flannagan,\N,\N,"visual_effects,special_effects","tt0844653,tt4189022,tt1032751,tt0389722",-2.8305717,17.418015
210,nm2166572,Paula Haddock,\N,\N,"producer,writer","tt0756574,tt0958729",2.7198663,-23.28768
211,nm5940014,Maggie Chinchilla,\N,\N,"costume_department,costume_designer,miscellaneous","tt2364975,tt12304420,tt14223946,tt2494834",-7.455574,-2.2847455
212,nm13648360,Suzy O'Donnell,\N,\N,actress,tt0097819,-13.570398,27.734735
213,nm0185067,Jane Cox,\N,\N,actress,"tt0053494,tt0068069,tt0445008,tt1722623",-12.946585,-35.750774
214,nm11095454,George Mitchell,\N,\N,camera_department,tt11064762,-7.900097,-3.2991264
215,nm6526474,Justin Lundy,\N,\N,"actor,sound_department,miscellaneous","tt3955246,tt3759706",25.34127,-17.357412
216,nm5184017,José Dacosta Gomes,\N,\N,actor,tt0172027,-35.176884,26.853506
217,nm12969674,Denise VanWychen,\N,\N,,tt15492844,-3.3762002,-19.035555
218,nm12472144,Jayson Jones,\N,\N,actor,tt14398168,15.334168,-46.475857
219,nm10433327,Jose Lehdontie,\N,\N,actor,"tt9637176,tt15733338",24.636515,4.802317
220,nm15034147,Christopher Arnot,\N,\N,actor,tt28349475,10.497707,-14.785933
221,nm11088946,Joe Shanahan,\N,\N,,"tt11434812,tt11192520",-5.3322535,29.165354
222,nm11767654,Mahmoud Salah,\N,\N,"actor,writer,composer",tt12780782,-21.638292,10.568185
223,nm12768767,Caleb Newell,\N,\N,sound_department,tt15072020,-0.7057726,-23.217323
224,nm8236037,Javier Marín,\N,\N,,tt5828154,-30.001806,-0.08988914
225,nm7201762,Bram Bostyn,\N,\N,"producer,production_manager,miscellaneous","tt8089850,tt3826290,tt5882646,tt7433694",20.511103,33.87007
226,nm5434504,Paula Jo Johnson,\N,\N,"director,writer,producer",tt2585620,0.51019883,30.063728
227,nm10454411,Jacob Stone,\N,\N,sound_department,tt9730800,10.694018,30.80294
228,nm6703653,Hannah Thomas,\N,\N,"producer,miscellaneous,script_department","tt6213284,tt3622110,tt4805316,tt5258904",5.3115997,-40.45685
229,nm13404149,Robbie Odom,\N,\N,producer,tt18258932,-5.822972,-40.951733
230,nm13352439,Anita Mary,\N,\N,actress,tt17526486,7.306304,-40.215935
231,nm15066803,James Housego,\N,\N,,\N,-19.925316,-20.131203
232,nm10055226,Jiro Ishikawa,\N,\N,transportation_department,tt7844060,10.903701,16.08667
233,nm8021887,Lene Gölzner,\N,\N,"actress,director,camera_department","tt6593936,tt5515208",-19.003866,8.951172
234,nm12372791,Elsa de Ocampo,\N,\N,,tt1857431,-26.28526,-7.8081083
235,nm1574777,Marc Pivois,\N,\N,writer,tt0402431,-26.583166,-34.999596
236,nm15024657,Keylla Valença,\N,\N,producer,"tt28348759,tt28321393",-15.056667,1.4311792
237,nm10982787,Michel Parmelin,\N,\N,actor,tt0103031,-2.3194087,16.82424
238,nm12483257,Martha Lynch,\N,\N,,\N,-19.319876,20.084522
239,nm12210324,Mark Russell,\N,\N,,tt13794242,3.1633923,-45.8306
240,nm3481621,Brian Williams,1979,\N,,"tt0896893,tt0065323,tt1136193,tt0407423",-10.317174,-25.26888
241,nm4643880,Sarah Hass,\N,\N,actress,tt1985196,-32.671997,5.5628743
242,nm14315246,Anchana Heemmina,\N,\N,,tt24080904,-18.568428,-36.37033
243,nm12573307,Jane Diokpo,\N,\N,"director,writer,producer","tt27003917,tt14384360,tt15351880,tt21066720",11.630773,-11.286296
244,nm2391411,Catherine Betti,\N,\N,miscellaneous,tt0252431,20.683918,-19.40473
245,nm11493582,Annapurna Kreaden,\N,\N,costume_department,"tt5433138,tt3083016,tt5024912,tt7821582",13.163027,15.010367
246,nm13654890,Ziyu Xiang,\N,\N,visual_effects,"tt9695722,tt17639060",-26.036123,11.763314
247,nm10835432,Connor Tune,\N,\N,actor,tt5780484,-8.484724,16.74178
248,nm10827834,Ravi Kumar Pasupuleti,\N,\N,actor,tt10175726,13.098391,28.376698
249,nm12990934,Goddess Angelina,\N,\N,,tt5822916,16.848026,-23.818016
250,nm6427258,Octavio Raygoza,\N,\N,"director,cinematographer,editor","tt3667220,tt7325588",25.321657,-15.629957
251,nm12339336,Mary Scully,\N,\N,,\N,-9.229308,10.497221
252,nm8759533,Sara Quijano,\N,\N,actress,tt6501990,-10.865714,5.33002
253,nm0655495,Michael Packer,1960,\N,"actor,editor","tt0090178,tt0166794,tt0094525,tt0144938",11.131912,-48.710915
254,nm4293746,Rick Aerts,\N,\N,actor,tt1830615,-27.77358,17.428648
255,nm12329028,VC A,\N,\N,,\N,31.977276,0.18644299
256,nm7316235,Clare O'Neill,\N,\N,,tt4663128,-20.30451,15.521627
257,nm7515458,Mainda Dennis,\N,\N,miscellaneous,tt1843961,17.959133,-19.298471
258,nm13935172,E. Kapitta,\N,\N,cinematographer,"tt21843698,tt21741064",25.968761,2.2325988
259,nm11499438,Terry Hunter,\N,\N,,tt12148122,8.327779,-27.45631
260,nm8036050,Butcher Billy,\N,\N,,\N,8.534089,-17.18707
261,nm2882295,Chilliwack,\N,\N,soundtrack,"tt8461042,tt0086371,tt1456635,tt1087853",17.73432,-6.4810944
262,nm1970414,Abdel Biyaz,\N,\N,actor,tt0468102,36.56307,-17.54223
263,nm11576674,S. Kipperman,\N,\N,miscellaneous,tt1605753,35.35361,-11.115622
264,nm12149533,Sigrid Beate Edvardsen,\N,\N,,tt13650528,23.296267,-14.267708
265,nm7842293,Aiden Debono,\N,\N,actor,tt4328764,11.865177,-29.402567
266,nm1203847,Martin Pickles,\N,\N,"director,writer,animation_department","tt0907869,tt10073148,tt0325443,tt0475548",-8.880741,2.4703307
267,nm10686219,Jessica Navarro,\N,\N,,tt10313554,18.912077,-34.838238
268,nm11268341,John Relman,\N,\N,,tt0123338,47.48083,9.518525
269,nm6188299,Debbi Parks,\N,\N,composer,"tt3438762,tt0202196",1.5340998,-9.710763
270,nm4055961,Thomas Savoury,\N,\N,"director,editor,producer","tt4147774,tt15334432,tt9081866,tt11066864",8.471207,0.5899224
271,nm12294092,Roblox Legend,\N,\N,actress,tt13985916,6.888459,3.4358928
272,nm12818056,Jasmine Lopez,\N,\N,actress,tt15173986,24.96238,40.34518
273,nm12544056,Nicholas Kohnhorst,\N,\N,camera_department,tt14584712,1.2205632,-6.5819187
