,nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles,t-SNE Component 1,t-SNE Component 2
631,nm8794244,Dora Corso,\N,\N,,\N,-9.855133,10.374883
632,nm2682931,Carmen Gas,\N,\N,"director,writer,cinematographer",tt1046933,-15.443585,-9.049684
633,nm12181378,Mari Harutyunyan,\N,\N,,tt2119931,7.2180347,12.790591
634,nm6331162,Dave Durie,\N,\N,sound_department,"tt10949294,tt2334302,tt2952566,tt3426990",-34.039234,15.74874
635,nm2331680,Julie Hill Byers,\N,\N,miscellaneous,tt0197273,-11.814359,-5.0611806
636,nm9097591,Ultan Courtney,\N,\N,actor,tt7077828,42.942974,-10.106928
637,nm5079239,Madeleine MacKin,\N,\N,"actress,producer",tt2166168,15.005755,-0.018739384
638,nm2587963,Peter Curry,\N,\N,"actor,writer",tt0985651,-36.13226,-7.107179
639,nm10095049,Branden Simmons,\N,\N,camera_department,tt8942198,-2.8118389,14.734046
640,nm5706040,Dorota Golawska,\N,\N,actor,tt2364040,1.3630052,-7.304256
641,nm14448254,Cesar Lopez,\N,\N,"script_department,camera_department",tt24166504,24.973156,40.395515
642,nm2019523,Salamat,\N,\N,"soundtrack,miscellaneous","tt0337633,tt0319020",32.732494,-8.067969
643,nm6352086,David Wood,\N,\N,actor,tt3875282,-32.442608,-14.638099
644,nm3249594,Lordis Wileman,\N,\N,set_decorator,tt1342824,-0.21283966,8.4784775
645,nm13700686,Mark Miclat,\N,\N,art_department,tt2717558,5.4449515,4.7350817
646,nm0492833,Joel David Lawrence,\N,\N,"art_department,production_designer","tt0109439,tt0086197",15.0468645,-18.712404
647,nm8489335,El Rubio Charlie,\N,\N,actor,"tt6182664,tt7191980,tt5246792,tt6071158",18.644001,-17.266302
648,nm5089020,Mafalda Aleixo,\N,\N,"editorial_department,assistant_director,producer","tt22694970,tt13304884,tt2187392,tt17555654",-15.697257,-10.339719
649,nm14578574,Patricia Guerrero,\N,\N,actor,tt16437242,-8.274883,-13.517978
650,nm13409788,Kummer,\N,\N,,\N,12.387132,-8.880965
651,nm7714041,Jill Henritze,\N,\N,,\N,-14.953192,-1.166394
652,nm5003875,Amélie Djoheana,\N,\N,set_decorator,"tt3377476,tt2353989",9.535033,-22.629284
653,nm0933983,R.G. Wilson,\N,\N,"actor,cinematographer,special_effects","tt0144280,tt0092670,tt0088751,tt0210694",18.325676,27.67094
654,nm1148859,Annika Giesbert,\N,\N,art_department,tt0271717,39.829273,-19.737988
655,nm8864863,Charles Talbert,\N,\N,,\N,-0.053126685,3.826938
656,nm6620172,Matt Levin,\N,\N,,tt3205302,-9.355764,9.780921
657,nm3057403,Isabel Heissenberg,\N,\N,animation_department,tt0093251,10.922614,-12.519426
658,nm5861027,Charlène Dubreton,\N,\N,"art_department,set_decorator","tt3106806,tt3339338,tt6682676,tt4054004",17.623405,7.70063
659,nm12859347,Don Drust,\N,\N,actor,tt15093974,-17.457952,15.236861
660,nm3468447,Mark Geier,\N,\N,"producer,executive","tt1384356,tt2418584",-14.771384,31.806458
661,nm6261466,Roland Pfeiffer,\N,\N,cinematographer,tt3506582,-3.136858,-11.126643
662,nm7332288,Pedro Almanza,\N,\N,transportation_department,tt3296156,9.707597,25.161375
663,nm5387683,Steven Lange,\N,\N,actor,tt2464918,1.5784194,-17.619219
664,nm6020884,Katherine MK Mitchell,\N,\N,,\N,-6.8997054,-3.2226508
665,nm1217037,Leo Laue,\N,\N,actor,tt0327983,21.731667,9.600159
666,nm12307466,Jason Hawkins,\N,\N,camera_department,tt11826274,11.375732,-43.017025
667,nm11308927,Sai Khong Kham,\N,\N,producer,tt8998170,7.4679418,9.964848
668,nm13821185,Joe Atkinson,\N,\N,camera_department,tt3857092,1.4661295,26.264347
669,nm11241003,Françoise Montagnon,\N,\N,miscellaneous,tt0441059,15.649505,4.0602155
670,nm12795521,Shannon West,\N,\N,,tt7981228,-0.2381539,-47.72059
671,nm3195292,Giorgos Karahanidis,\N,\N,actor,"tt6001114,tt0368619",10.603101,-3.2713306
672,nm4516282,Pieter Kuyper,\N,\N,actor,tt0103551,12.643271,43.011612
673,nm14861774,Genesis Laboy,\N,\N,animation_department,tt27785310,2.047322,12.495154
674,nm14216408,Sarah Minchin,\N,\N,,tt0407361,-6.5696054,-3.30565
675,nm12754648,Stewart Reges,\N,\N,,tt0421311,-1.8937176,14.320221
676,nm7167079,Paul Simpson,\N,\N,camera_department,tt4225962,-23.212986,15.498028
677,nm1711903,Elisa Becker,1989,\N,actress,"tt0393354,tt0090440,tt0386327,tt0806910",-2.3605022,11.896306
678,nm10008223,Tre Thomas,\N,\N,,tt7894682,3.9372888,-40.01626
679,nm7969195,Nuria López,\N,\N,assistant_director,tt5516954,-28.637587,0.03083696
680,nm13096791,Chia Ying Tsai,\N,\N,composer,"tt15858676,tt15742308",-5.1267524,12.395957
681,nm0529380,Yelena Lyubchenko,\N,\N,editor,"tt0184080,tt0176788",15.387213,-1.5275658
682,nm5667537,Eleonora de Gray,\N,\N,"director,producer,writer","tt10560192,tt12428412,tt5365638,tt2907448",18.4706,-10.708218
683,nm2522654,Jake Magher,\N,\N,sound_department,"tt7460874,tt0985671,tt9747414,tt8210820",-19.739315,33.766994
684,nm7487807,Elvira Mulina,\N,\N,actress,tt4629032,21.698263,-15.64521
685,nm3428144,Dana Reik,\N,\N,"producer,production_manager","tt2032426,tt1413596,tt1693770",-0.8494775,-11.969825
686,nm2098507,Wendie D. Maples,\N,\N,actress,tt0476967,-9.662526,-19.097322
687,nm10957958,Dexter Estacio,\N,\N,miscellaneous,tt25147662,-13.388334,4.868168
688,nm9191284,Vincent Miller,\N,\N,"actor,assistant_director,producer","tt18077934,tt5579352,tt13375446,tt11749354",-2.8227537,3.1009064
689,nm6071690,Vishal Kunar,\N,\N,actor,tt2988272,11.963733,-8.270988
690,nm6735895,Mrs.Leprosy,\N,\N,"actress,producer",tt3995824,11.201541,-26.89542
691,nm6544530,Jesús García Lesta,\N,\N,"special_effects,miscellaneous",tt2227736,-26.982561,7.079296
692,nm11425977,Maude Martin Evers,\N,\N,,tt4690632,7.963871,-2.5919306
693,nm6172301,Craig Wilcox,\N,\N,,tt3421626,5.9582148,41.30908
694,nm1003179,Christopher Freeman,\N,\N,"art_director,art_department,camera_department","tt0247097,tt0287425,tt0425063,tt0199744",10.165719,-13.742108
695,nm5242897,Charlotte Isernhagen,\N,\N,actress,tt2367670,19.92891,-5.029483
696,nm5252647,Per Christian Fosse,\N,\N,,tt2378152,28.946156,-2.8034654
697,nm10509082,Nalinda Ranasinghe,\N,\N,music_department,tt9850084,20.90393,-7.2251496
698,nm0205602,Ursula Davis,\N,\N,actress,"tt0134747,tt0073871,tt0062946,tt0057280",-3.6680303,30.01421
699,nm13603405,Lydia Henry,1924,2005,,tt0094574,6.3831387,-24.670128
700,nm10663748,Lydia Hamel,\N,\N,make_up_department,tt10272208,7.4244413,-18.616661
701,nm3635671,Cora Flynn,\N,\N,miscellaneous,tt0199257,-22.368187,15.221594
702,nm9713738,Sam Holelin,\N,\N,manager,\N,24.038986,3.6240754
703,nm2804789,Jan Guffey,\N,\N,camera_department,tt0287263,6.9546266,23.932806
704,nm5559569,Rosie Hilal,\N,\N,actress,"tt4610084,tt3573598,tt12159738,tt4624330",-27.141426,2.7224636
705,nm0917815,William Weidner,\N,\N,writer,"tt0088526,tt0090535",16.713787,2.0265114
706,nm3813489,Vivek Singh,\N,\N,actor,tt1351650,-6.9442725,45.451496
707,nm8750387,Liant,\N,\N,actor,"tt9545904,tt6366854,tt6380556",-10.374985,-36.854805
708,nm3557557,Rory James Wood,\N,\N,"director,camera_department,editor","tt26599459,tt15812664,tt17519798,tt16258136",4.9756427,-12.251162
709,nm4357182,Raúl García El Tato,\N,\N,,tt0493099,-36.94559,-4.1738334
710,nm3126389,Jean-Pascal Cambiotti,\N,\N,miscellaneous,"tt1288483,tt1198083",-3.4238224,36.721813
711,nm1878616,Matthias Krauss,\N,\N,,tt0452591,-6.7332735,-14.155677
712,nm10876586,Tit Kwan Tsui,\N,\N,producer,tt3696086,8.052745,13.006923
713,nm10256847,Natalia-Jade Jonathan,\N,\N,actress,tt7192414,6.3321357,-20.921602
714,nm12038708,Sabrina Wine,\N,\N,,\N,23.522766,-11.27616
715,nm0851967,Andrew Taylor,1974,\N,visual_effects,"tt0119094,tt0120338,tt0120902",-42.078293,7.1805716
716,nm4631760,Daanaa Issa Kenyatta,\N,\N,actor,tt1995491,-5.88981,1.7179344
717,nm11842520,Liang Bai,\N,\N,assistant_director,tt9680630,-5.9179797,6.190663
718,nm6579977,Liz Hutchman,\N,\N,actress,tt3815118,19.626038,-27.017174
719,nm4473807,Kyle Daniels,\N,\N,actor,"tt3103180,tt1869767",-5.461968,27.972069
720,nm8875749,Barbara,\N,\N,actress,tt6693974,-9.314394,-48.154522
721,nm8102129,Jono,\N,\N,,tt5655934,-10.565983,-50.69124
722,nm12145083,Joe Reynolds,\N,\N,cinematographer,tt13640420,5.6845856,27.032719
723,nm3662215,Victor Oganov,\N,\N,,tt1534739,11.223018,18.480404
724,nm1260920,Kirsten Kunrath,\N,\N,composer,tt0316290,-0.84839636,-22.51734
725,nm9399368,Jenny Mackay,\N,\N,actress,tt7581174,-31.593344,-9.141212
726,nm4865007,Danilo Babovic,\N,\N,actor,"tt1933549,tt5922580,tt9861884",-29.455965,10.281025
727,nm9428257,José Manuel Vélez,\N,\N,"camera_department,script_department,art_department","tt25811154,tt7902978,tt14908748,tt7117966",1.7069097,10.198546
728,nm1154807,Debra Callabresi,\N,\N,"visual_effects,producer,production_manager","tt0500202,tt0188913,tt0145921,tt0182914",-11.728432,-16.470829
729,nm2956689,Sturgis Cuningham,\N,\N,soundtrack,tt1159722,13.463291,14.970128
730,nm4483628,Penny Kaela Bauer,\N,\N,"camera_department,director,producer",tt1946432,-31.039354,-9.278091
731,nm0350069,José C. Guzmán,\N,\N,actor,"tt0278289,tt0364672",-11.991071,16.221533
732,nm6567680,Mark Goncalves,\N,\N,actor,tt3801396,7.8886957,26.9195
733,nm2777895,James Andrew Brick,\N,\N,art_department,tt0420087,-1.9384844,-26.042439
734,nm6516296,Dylan Holderness,\N,\N,camera_department,tt3750460,29.52405,0.9044017
735,nm0374550,Stacie Heintze,\N,\N,"script_department,miscellaneous","tt0192335,tt0192526,tt0119632",30.831884,-9.765601
736,nm0376054,Gerardo Hemmer,1971,1995,actor,"tt0318984,tt0222600,tt0212653,tt0379810",26.735428,-21.657566
737,nm12625874,David Allen,\N,\N,visual_effects,"tt4779682,tt9561862",-26.949968,-16.531229
738,nm5864713,Martin Haberscheidt,\N,\N,actor,tt1998204,3.8769462,30.465748
739,nm14422981,Haruki Takei,\N,\N,actor,tt21353500,-37.032345,7.386336
740,nm11490065,Jason Manocchio,\N,\N,,tt0072584,11.616704,-41.365704
741,nm12274517,Harpreet Dhiman,\N,\N,"assistant_director,camera_department,script_department","tt26249690,tt13899610,tt12913686,tt15121860",-18.103378,-4.732951
742,nm9492846,Carson Wach,\N,\N,"set_decorator,art_department","tt8667604,tt7759306,tt10307856",27.867197,15.974977
743,nm6435340,Michael Anderson,\N,\N,"director,cinematographer",tt3674766,1.8476506,7.9120526
744,nm10922608,Kevin Lokey,\N,\N,actor,"tt0309152,tt10825916,tt21275544,tt14940390",-2.771116,-37.85993
745,nm15086228,Debadatta Pati,\N,\N,actor,tt28485990,10.808553,-16.923767
746,nm15034831,Kev Taneer,\N,\N,special_effects,tt28328452,26.688698,2.7922428
747,nm8386426,Patty General,\N,\N,producer,tt5996560,7.639581,-25.617546
748,nm5136514,Patricia K. Kuhl,\N,\N,,"tt0475203,tt2218466,tt6775008",-8.123599,-13.469592
749,nm3180385,Miriam Gago,\N,\N,,\N,8.734648,-22.334501
750,nm6457574,Eric Masse,\N,\N,visual_effects,"tt1877832,tt1247690",-36.361122,9.804993
751,nm13123825,Mary Beth Milo,\N,\N,make_up_department,tt15532712,-3.060548,-1.283281
752,nm1381656,Ivana Skalová,\N,\N,make_up_department,"tt0366291,tt0255443,tt3717252,tt5690810",0.91718376,-13.568629
753,nm2294869,Pamela Lyn Weiss,\N,\N,camera_department,tt0116041,19.289883,-11.945631
754,nm3129535,Greg Nelson,\N,\N,"camera_department,cinematographer","tt1279881,tt1782248,tt0480780,tt0407361",-43.43113,21.248327
755,nm14168418,Sara Chamorro,\N,\N,producer,tt22950172,-10.846552,5.177264
756,nm4380492,Adam Lee,\N,\N,"visual_effects,actor","tt1440129,tt1663662,tt4154756,tt0369610",22.514097,-34.249283
757,nm2146869,Satoru Nakamura,\N,\N,actor,tt0242952,14.513579,9.207669
758,nm13711695,Andreas Kersten,\N,\N,,\N,-0.387274,-24.665684
759,nm3767901,Pedro Fernandes,\N,\N,actor,"tt1562311,tt1562310",10.529806,25.491438
760,nm6152118,Bill Walton,\N,\N,,\N,-27.069107,18.564571
761,nm5473971,María José Molla,\N,\N,,tt1507012,-42.475998,25.498604
762,nm14672386,Arda Findikoglu,\N,\N,,tt27199854,25.478502,9.122285
763,nm10085102,Hirotake Nishi,\N,\N,miscellaneous,tt1112799,13.294883,10.564339
764,nm3808016,Kate Dobson,\N,\N,production_manager,tt1602032,-40.34138,19.377676
765,nm7527939,Lucy Connor Cope,\N,\N,actor,tt4952134,-14.500325,24.781641
766,nm0689534,David Pollecutt,1942,2001,"composer,music_department,soundtrack","tt0100256,tt0100771,tt3808936,tt2030343",19.953766,5.275131
767,nm15102856,Parker Cmeyla,\N,\N,"director,writer,cinematographer",\N,-10.034927,-23.798965
768,nm5170287,Adam Jellicorse,\N,\N,"manager,actor,director","tt2236256,tt2368418,tt3889944,tt2284842",8.230686,16.26662
769,nm13648595,Keisuke Shimada,\N,\N,producer,tt20197176,-17.768522,4.84947
770,nm14177860,Kachon Chan,\N,\N,,\N,-9.901577,28.904556
771,nm10436379,Olha Komanovska,\N,\N,actress,"tt9684016,tt9748464",19.314598,19.910418
772,nm12406512,James Findlay,\N,\N,sound_department,"tt14215506,tt7950264",-19.515532,-18.998137
773,nm11195116,Rita Cohen,\N,\N,,\N,-41.557037,-7.438108
774,nm3880187,Anjum Batra,1984,\N,actor,"tt1992138,tt7518786,tt1327035,tt1954206",-28.068306,5.7473254
775,nm1858875,Nobuyuki Hoshikawa,\N,\N,animation_department,tt0140647,-30.45641,-39.02866
776,nm7729693,Dag Album,\N,\N,,tt0735541,28.851595,2.3133166
777,nm5030759,Jo Wilkens,\N,\N,actor,tt2386187,-16.786146,7.47673
778,nm7806328,Budi,\N,\N,,"tt1326187,tt2304693",-17.227552,-48.55182
779,nm12122203,Nithila Goonetilleke,\N,\N,actor,tt7509568,8.207576,-9.02802
780,nm1099175,Tony Osso,\N,\N,"script_department,producer,miscellaneous","tt6599146,tt7125860,tt15466144,tt1120985",-26.886929,-4.0362
781,nm5882030,Rahn Broady,\N,\N,actor,"tt3332106,tt3125948",-23.414013,20.781996
782,nm3156895,Well Enough Folk Band,\N,\N,,\N,30.270302,0.89778554
783,nm9646018,Javier Lázaro,\N,\N,actor,tt0472642,-30.41731,-0.11650441
784,nm3181759,Antonio Nespereira,\N,\N,,tt0887532,17.09024,-1.6360815
785,nm3415368,Karel Sidla,\N,\N,actor,tt0280985,12.173844,-14.980906
786,nm9336496,Mark Staton,\N,\N,,\N,6.7605386,28.350857
787,nm7123796,Eratle Wang,\N,\N,"producer,director,writer","tt4449584,tt9573660,tt6537506,tt12107046",-13.181134,31.298895
788,nm1499104,Angela Fratto,\N,\N,actress,"tt0311284,tt0332343",22.152311,-9.844418
789,nm0464522,Jacek Koman,1956,\N,"actor,soundtrack","tt1034303,tt0206634,tt2103085,tt0203009",2.161032,-29.444784
790,nm0437126,Kazuhiko Kanayama,1967,\N,actor,"tt0269034,tt0114426,tt1526067,tt1285118",40.582897,0.80722857
791,nm2369058,Atsushi Yamashita,\N,\N,costume_department,tt0012631,9.022445,-7.0185547
792,nm14483067,Neeraj Gupta,\N,\N,,\N,-29.933723,8.789365
793,nm14363027,Paul Trenholme,\N,\N,miscellaneous,tt24578916,-5.3898435,2.1312695
794,nm4006751,Rangana Premaratne,\N,\N,actor,"tt7640884,tt3075984,tt7622498,tt7621106",15.224337,18.044382
795,nm12630889,Stephen Willsack,\N,\N,actor,tt14773930,-13.771206,-29.080603
796,nm8402105,Jim Taylor,\N,\N,actor,tt6019526,-43.40686,4.5583267
797,nm14836763,Emily Drew,\N,\N,,\N,4.473132,-31.022432
798,nm13169327,Ana Sraj,\N,\N,miscellaneous,"tt7462410,tt9794044",23.327642,7.855268
799,nm10205083,Zack Meggett,\N,\N,camera_department,tt8634576,-8.571332,26.68288
800,nm0836026,John Minton,1948,1995,actor,"tt1552964,tt0087718,tt0102005,tt0283816",47.579292,9.517508
801,nm2563577,Michael Leacock,\N,\N,camera_department,"tt0089604,tt0089305",-3.9909036,2.5573413
802,nm10639579,Aurélie Vatin,\N,\N,actress,"tt1101174,tt2936884,tt20848636",14.94387,-16.289454
803,nm11817445,Caroline Russell,\N,\N,art_department,tt12887408,3.4354978,-45.173332
804,nm6518869,Patxi Olaso,\N,\N,,\N,30.584124,-8.821935
805,nm3892589,Lloyd Austin,1953,\N,,"tt10573354,tt1623775,tt15404428,tt22525694",16.141266,-2.6222887
806,nm6417014,Mercedes Perez,\N,\N,,\N,-25.850676,-5.6293807
807,nm6224004,Jim Tam,\N,\N,writer,tt5214272,-43.573254,4.471478
808,nm8205773,Brian Evans,\N,\N,camera_department,tt0294032,-10.55065,-25.505976
809,nm5220090,James Majosey,\N,\N,,tt0465320,-0.4069356,-25.897598
810,nm8208004,Mr. Fish,\N,\N,,tt5797680,-18.01978,-40.542313
811,nm7118619,Nick Westgate,\N,\N,,tt1747437,13.69275,-4.8012714
812,nm5092016,Ferdinand Starmühlner,\N,\N,writer,tt28114998,5.137144,36.43425
813,nm13006158,Chief White Cloud,\N,\N,actor,"tt23135610,tt15567790",24.709047,0.29208317
814,nm8998371,Gene Jay Jaramillo,\N,\N,miscellaneous,"tt6736084,tt7314118,tt6887248",18.41375,4.121905
815,nm1732156,John Reef-Evans,\N,\N,actor,tt0425131,45.235012,9.113437
816,nm4723737,Kelley Brannon,\N,\N,"actress,writer,editor","tt3385704,tt6046942,tt2084959,tt10953232",-10.331852,22.909302
817,nm13198002,Jean-Michel Canovas,\N,\N,cinematographer,"tt15316252,tt15316282",18.005865,-14.64701
818,nm3927110,J.B. Luck,\N,\N,miscellaneous,tt0791342,-0.12665237,-32.138878
819,nm1910232,Karsten Ray,\N,\N,sound_department,"tt1119178,tt1082064,tt1282083,tt1144825",13.045271,-14.316125
820,nm13690531,Alba Muñoz Muldowney,\N,\N,,\N,1.4104835,15.6946
821,nm2714269,Susan Love Foster,\N,\N,"actress,miscellaneous","tt9071456,tt14230388,tt0212458,tt13833688",11.647227,3.019278
822,nm4723538,Richard Booth,\N,\N,sound_department,"tt2084908,tt2156586",29.98578,-34.88521
823,nm8474684,Nicolaj Foldager,\N,\N,transportation_department,tt2025899,13.809768,-2.7797232
824,nm7173045,Jade Gamlin,\N,\N,,\N,-26.78622,11.331308
825,nm4856391,FÄ±rat Dilbaz,\N,\N,manager,\N,14.078731,-3.1074104
826,nm1018979,Sabine Steincke,\N,\N,actress,"tt0090440,tt0075474,tt0289805,tt0806910",-3.7355149,17.411104
827,nm5846537,Laura Wedlake,\N,\N,"editorial_department,miscellaneous","tt9288740,tt9144004,tt12759778,tt11846996",9.339416,-20.36711
828,nm15061174,Emilia Ferreyra,\N,\N,actress,tt15061856,-4.7210107,-10.126708
829,nm12555643,Linda Payne,\N,\N,,tt8342862,-1.6545403,-2.3752081
830,nm13385077,Julia Candea,\N,\N,actress,tt15147804,-8.046381,-44.293495
831,nm2276101,L.S. Decker,\N,\N,camera_department,tt0808268,-22.96613,30.94036
832,nm13741274,Alejandro Torres,\N,\N,actor,tt20897090,12.988504,5.6973825
833,nm12529238,Fernando Tello,\N,\N,actor,tt11724300,-32.410366,-5.0513587
834,nm13869851,Rachelle Al-Kadamani,\N,\N,"producer,casting_department,production_manager","tt19399206,tt9052754,tt20873392,tt4495098",22.04913,-10.584956
835,nm9365886,Ablaye,\N,\N,"actor,writer","tt4576612,tt15469946",-12.118976,-47.663815
836,nm5254569,Sergio Ortiz,\N,\N,editor,"tt5742562,tt2377390",20.56154,-40.43735
837,nm5396344,Makula Mihály,\N,\N,"composer,music_department","tt2536780,tt2536708",-16.080284,0.5586219
838,nm11825913,Susana Neer,\N,\N,actor,tt11858968,-3.1274846,-21.117159
839,nm12560722,Ryder Ninaber,\N,\N,miscellaneous,tt14623762,-4.1351604,23.023191
840,nm0878502,Sebastian Twardosz,\N,\N,"producer,manager,director","tt0119934,tt0274844,tt0117060,tt0120755",24.242176,-3.3189294
841,nm12130960,Cait Stott,\N,\N,"actress,costume_department,producer","tt13609628,tt27798648,tt14865588",-21.126156,-3.2607715
842,nm7640309,Gurlal Singh,\N,\N,actor,tt3265542,-6.6073213,46.43271
843,nm2646098,Ade Adele Dende,\N,\N,"actor,director","tt1026976,tt1197553,tt1228781,tt1375694",0.27073494,-9.306648
844,nm4076409,Jiyong Kim,\N,\N,cinematographer,tt1724580,-15.389999,-25.725769
845,nm6319006,György Lukácsy,\N,\N,,tt26445625,0.4284392,-7.113731
846,nm2982052,Eagle Young,\N,\N,"actor,camera_department","tt2399876,tt1208711,tt1320390",-23.669989,-8.093877
847,nm0068663,Nigel Bellairs,1934,2003,actor,"tt0103498,tt0094525,tt5524714,tt1209236",12.1273155,-30.97248
848,nm3733704,Tisha French,1973,\N,actress,"tt0452046,tt2184339,tt14191916,tt2467372",-21.232239,3.140353
849,nm11529054,Charles McLachlan,\N,\N,,tt2230599,11.664321,4.576561
850,nm3314604,Mat Clancy,\N,\N,"composer,editor,sound_department","tt1377779,tt5982920",-13.667835,23.639742
851,nm7169285,Philip Tricker,\N,\N,"actor,miscellaneous",tt0224394,19.947813,-8.379289
852,nm13894818,Lee Fairy Ben-David,\N,\N,actor,tt21409506,2.4400423,-7.6205173
853,nm0729777,Angelo Rizieri,\N,\N,"actor,assistant_director,producer","tt0305102,tt0072874",18.307095,22.3108
854,nm8025446,Sidney Calvin,\N,\N,actor,tt0479609,9.772274,-25.575842
855,nm5951169,John Westmoreland,\N,\N,"art_department,sound_department","tt0071639,tt7441950",45.472237,9.1036415
856,nm14753621,Aashutosh Kumar,\N,\N,writer,\N,-4.1749187,43.0262
857,nm14129921,Scott Pennington,\N,\N,set_decorator,tt22640322,-3.9237425,19.458736
858,nm13916258,Okikiola Samuel,\N,\N,miscellaneous,tt21605100,18.62148,-17.019787
859,nm7581143,Kenneth Bielak,\N,\N,producer,tt4548682,-10.817151,-29.83861
860,nm14116266,Raymond Alfaro,\N,\N,,\N,9.1812315,30.269085
861,nm6604470,Rose Surnow,\N,\N,"writer,actor","tt4250806,tt3520376,tt11343708",15.667005,36.48869
862,nm1304003,Jimmy Amaro,\N,\N,music_department,tt0250892,-37.994762,-28.052797
863,nm9457139,Ambika Grover,\N,\N,assistant_director,"tt9495690,tt6972140,tt6455162,tt8672856",-3.9604034,-10.923809
864,nm3996363,John Kubiak,\N,\N,visual_effects,tt1318514,48.133965,8.306544
865,nm12299102,Syd Aneja,\N,\N,writer,tt13998470,-5.4912047,38.10151
866,nm8334335,Shreco Bakari,\N,\N,"actor,director,writer","tt5336934,tt22457118,tt21277980,tt7021508",-22.22868,7.2593346
867,nm5053702,Eleonora Fichera,\N,\N,costume_department,"tt4425200,tt1867101,tt0808151,tt0879870",18.534538,-10.562338
868,nm5927235,Jake Merriman,\N,\N,actor,tt3168732,-19.749228,33.75634
869,nm6318884,Jesse Wayne Fugua,\N,\N,transportation_department,tt3445404,14.455773,-16.201723
870,nm13210518,Jur Kunaver,\N,\N,camera_department,tt16351722,16.674915,-0.52254915
871,nm10487229,Nancy Zavala,\N,\N,"assistant_director,producer","tt12656192,tt4018478",-28.125933,-10.001227
872,nm11696271,Zhang Guan,\N,\N,composer,tt12605584,-1.5159032,40.963173
873,nm11057317,Izabela Wandzel,\N,\N,actress,tt0098513,10.400579,-0.31214312
874,nm14938150,Rob King,\N,\N,actor,tt27544281,-42.516624,-14.581542
875,nm4360870,Supah Ninjas,\N,\N,"camera_department,casting_director",tt1615925,-24.427076,3.417688
876,nm9297863,Andrew Feinberg,\N,\N,,"tt11615038,tt12031920,tt0476038,tt8019746",-42.278038,9.464292
877,nm12003394,Indie Pryce,\N,\N,,tt12023982,-27.769926,42.503323
878,nm9145161,Mei Tanaka,\N,\N,,tt7158934,2.5195708,18.690535
879,nm12031334,Manolis Manios,\N,\N,actor,tt13317230,-12.162898,5.855385
880,nm14854216,Jenna Kathleen,\N,\N,actor,tt27750841,22.2745,-30.718895
881,nm2809590,Brune Levresse,\N,\N,actor,tt1087885,23.403109,-6.322974
882,nm14866619,Isaac Hernandez Jaramillo,\N,\N,"director,cinematographer",tt27794103,18.36873,4.075023
883,nm11273401,Shayla Wegener,\N,\N,actress,tt10540562,13.814263,0.6577058
884,nm11086317,Madeline Barker,\N,\N,actor,tt22169420,14.29934,-21.54458
885,nm14997363,Nikolai Meierjohann,\N,\N,,\N,12.152234,20.614796
886,nm11243657,Bex Schuster,\N,\N,actress,tt11541148,7.384356,10.038665
887,nm13568070,Sydney Lynn Hendricks,\N,\N,"make_up_department,actress","tt21377252,tt27734191",19.155497,-3.5634668
888,nm12142795,Mi Young Kang,\N,\N,animation_department,"tt2591814,tt0366621",8.557966,-3.5560446
889,nm1375195,Cecilio Granada,\N,\N,,\N,-24.270788,-10.873206
890,nm14176328,Chiaki Mochida,\N,\N,animation_department,tt9894516,9.561575,-10.866529
891,nm3786602,José Ramón Alonso,\N,\N,animation_department,tt0471744,-28.0807,3.2327468
892,nm7180579,Alexandra Kießling,\N,\N,cinematographer,tt4513620,6.6429257,-12.185525
893,nm4439154,Andrea Miller,\N,\N,miscellaneous,tt0087830,-2.6626215,3.1754215
894,nm13819804,Sebastian Cerani,\N,\N,"writer,art_department,composer","tt21287278,tt21216128,tt23779720",23.792028,-3.2433608
895,nm6675453,Alana Pappas,\N,\N,actress,tt3576220,-28.437763,0.6258046
896,nm14814194,Ethan Dayton,\N,\N,miscellaneous,tt3993452,-33.89097,-30.334717
897,nm11087592,Sadanont Durongkaweroj,\N,\N,actor,"tt11189708,tt18259846,tt28298504,tt15850662",-16.566828,0.48451057
898,nm10170924,Annie Woods,\N,\N,writer,tt9082992,-2.1925666,-5.710384
899,nm13571709,Baby Cow,\N,\N,,\N,-27.337421,-6.556567
900,nm11554613,Eamonn Brown,\N,\N,art_department,"tt8103066,tt5191128",-23.551977,22.167013
901,nm7662875,Arturo Fdz,\N,\N,sound_department,tt5125970,10.012832,-8.270634
902,nm4651537,Ingrid Tschampke,\N,\N,costume_designer,tt0066419,6.214344,-25.690338
903,nm2939657,Elba Ruiz,\N,\N,costume_department,tt1180579,-23.416143,40.5175
904,nm5995502,Carla Elgert,\N,\N,"actress,director,camera_department","tt5903832,tt5883634,tt5435114,tt4143066",0.80879956,3.4713204
905,nm2240055,Tristan Stedham,\N,\N,actor,tt0493352,10.368019,-19.480984
906,nm3828583,Johan van den Camp,\N,\N,,tt1114745,38.954094,-16.035883
907,nm14558665,Jay Ransom,\N,\N,actor,tt26698806,23.84521,20.509678
908,nm8660692,Nathaniel Jaeger,\N,\N,special_effects,"tt3420504,tt10696784,tt2582782,tt3215824",21.153316,10.10865
909,nm2080684,Josh Bingham,\N,\N,miscellaneous,"tt0838158,tt0489344,tt0405034,tt0260831",-5.0674677,15.96516
910,nm11240552,Sin Dong-ryeok,\N,\N,actor,"tt5606538,tt14166656,tt13273826,tt12873628",28.575153,10.032585
