,nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles,completeName,t-SNE Component 1,t-SNE Component 2
0,nm2980671,Ehrenberg,1979,\N,"writer,director,assistant_director","tt0949401,tt2874566,tt1422019,tt0806910",Karlotta Ehrenberg,4.18324,-9.094978
1,nm3850300,James,\N,\N,"costume_department,costume_designer",tt1623172,Sara James,64.239006,-28.203426
2,nm0309567,Gates,1889,1948,"writer,script_department","tt0019813,tt0024366,tt0027628,tt0031715",Harvey Gates,45.217476,-81.81828
3,nm13116115,Birch,\N,\N,actor,\N,Logan Birch,69.16298,14.108911
4,nm14024913,Lichtenstein,\N,\N,actor,tt22004888,Jörg Lichtenstein,24.49233,38.94844
5,nm10320279,McGill,\N,\N,writer,tt9423914,Lyndon McGill,35.922718,-28.27219
6,nm11678392,,\N,\N,actress,"tt12561020,tt16538410",Taif,-16.61605,83.73294
7,nm8228368,Katzer,1973,\N,,"tt0799583,tt0759034,tt11416260,tt14857030",Catarina Katzer,3.500048,-1.4012396
8,nm6620780,Reinagel,\N,\N,actor,tt1699147,Joe Reinagel,2.619585,35.01275
9,nm0118306,Bucich,\N,\N,producer,tt0267490,Juan Bucich,15.837239,31.40929
10,nm4901328,Russell,\N,\N,actor,tt2242973,Woody Russell,31.543716,-74.81226
11,nm8654204,Vwambanji,\N,\N,camera_department,tt4667754,Musyani Vwambanji,-38.234955,44.609596
12,nm14324313,Machado,\N,\N,miscellaneous,\N,Vanice Machado,-43.897076,-52.909027
13,nm14649037,Bondoc,\N,\N,transportation_department,\N,Nelvin Bondoc,-23.460108,-21.878866
14,nm12730667,Donovan,\N,\N,actor,\N,Michael Donovan,23.895685,-68.36775
15,nm1987305,McGregor,1936,1990,composer,tt0151243,Chris McGregor,6.562448,-54.70578
16,nm14058034,Itthagarun,\N,\N,editor,tt22098382,Arnusitt Itthagarun,-37.025513,23.511953
17,nm1151497,Usher,\N,\N,cinematographer,tt0306452,Dennis Usher,79.93093,-19.45846
18,nm1995135,Marcos,\N,\N,producer,tt0337009,Nacho Marcos,-15.209892,-63.71472
19,nm11120794,Misita,\N,\N,actor,tt11258382,Borivoje Misita,-45.67559,45.2344
20,nm3248123,Blair,\N,\N,"actress,casting_department","tt5244636,tt1995474,tt8593252,tt8110640",Trisha Blair,2.6861646,-77.879745
21,nm1298941,de,1926,1993,"composer,cinematographer,soundtrack","tt0377177,tt0052246,tt0346610,tt0347049",Wolfgang de Gelmini,-2.8500931,70.35817
22,nm12486752,Saif,\N,\N,actor,tt2783416,Hani Saif,-50.77151,43.426456
23,nm12346612,López,\N,\N,,\N,Jaime López,-15.755271,-74.354324
24,nm8783227,Pereira,\N,\N,actor,tt5149108,Richard Pereira,-37.775864,-55.320885
25,nm6203901,Anrig,\N,\N,,\N,Melissa Anrig,34.167847,86.402245
26,nm6925403,Stone,\N,\N,actress,"tt5883952,tt5864030,tt8713922,tt7523066",Julia Stone,79.7353,11.433503
27,nm3614471,Labastida,\N,\N,art_department,tt0344499,Joselito Labastida,38.53574,35.907608
28,nm5471758,Hebler,\N,\N,actor,tt2573818,Alex Hebler,-6.782677,11.651134
29,nm5261392,Frett,\N,\N,"actor,production_manager","tt2386260,tt4317850,tt16610728",Anne Frett,3.3319726,20.40267
30,nm3398710,DeLuca,\N,\N,,\N,Cristina DeLuca,4.5391984,60.155514
31,nm4153218,,\N,\N,,\N,Popîzu,-17.030378,80.27567
32,nm8548019,Monteiro,\N,\N,camera_department,"tt0085098,tt0498441",Fernando Monteiro,-18.295755,-22.239452
33,nm14804618,Pettingill,\N,\N,camera_department,tt26687196,Ben Pettingill,41.494247,-4.5936904
34,nm13726053,Krol,\N,\N,executive,\N,Nicole Krol,-42.102505,21.997038
35,nm9745821,Polat,\N,\N,make_up_department,"tt12562262,tt5775012,tt7298590,tt7535900",Sibel Polat,-49.38406,-1.1005327
36,nm1374012,Stone,\N,\N,actor,tt0353917,Phil Stone,79.7353,11.433503
37,nm4970071,Maue,\N,\N,,\N,Hendrick Maue,-29.585487,36.00857
38,nm10348843,Fuller,\N,\N,miscellaneous,tt9487098,Timothy Fuller,55.351486,-62.72208
39,nm13135779,Smuidris,\N,\N,actor,"tt16123826,tt23847182",Gundars Smuidris,-5.8622484,23.776466
40,nm15093774,Ekinci,\N,\N,,\N,Sermin Ekinci,-49.7688,7.108698
41,nm5110967,Wolter,\N,\N,editor,"tt2212186,tt2212298",Inge Wolter,34.570152,28.884348
42,nm11207102,Hatanaka,\N,\N,,tt11302324,Hacchan Hatanaka,-46.810135,40.646023
43,nm6101321,Walker,\N,\N,actress,"tt3332382,tt1919148",Alex Walker,87.53588,-10.296174
44,nm11621988,Favre,\N,\N,"producer,assistant_director","tt0187385,tt0204643",Jacques Favre de Thierrens,18.727612,-24.250568
45,nm1953031,Rachwalski,\N,\N,visual_effects,tt0449040,Scott Rachwalski,-59.92563,8.879141
46,nm4615442,Lee,\N,\N,miscellaneous,tt0808357,Jessie Lee,50.766396,59.916615
47,nm3630562,Bem,\N,\N,miscellaneous,tt1346520,Samfprd. Bem,16.48517,37.78612
48,nm14293493,Peter,\N,\N,actor,tt23897176,Joe Peter Harry,52.759724,-52.045563
49,nm10743246,Elliott,\N,\N,,\N,Grant Elliott,16.143188,-81.717224
50,nm5578287,Louise,\N,\N,,tt2780220,Molly Louise Hudelson,61.86812,-9.138327
51,nm7714235,Jo,\N,\N,,\N,Martha Jo Murray,46.42676,7.839531
52,nm13563578,Grassi,\N,\N,,tt19488306,Giorgio Grassi,-23.469952,1.6742547
53,nm3608117,Blass,1984,\N,"composer,actor,make_up_department","tt4490118,tt2259946,tt3254832,tt2229499",Teddy Blass,19.59904,34.527313
54,nm12105283,Stuckert,\N,\N,,\N,Jacob Stuckert,51.74519,44.369205
55,nm5627757,Gil,\N,\N,camera_department,tt2815842,Sandra Gil Gijón,12.613274,-12.841678
56,nm5124932,Calderas,\N,\N,actress,tt2728240,Lissette Calderas,-9.306204,-25.169819
57,nm7417027,Chandler,\N,\N,,\N,Cara Chandler,28.619085,-76.17416
58,nm12457766,Grode,\N,\N,,\N,Jacob Grode,-9.815502,0.8365731
59,nm4839252,Ciukaj,\N,\N,,\N,Carol Ciukaj,-56.856617,22.071344
60,nm5227406,Takizawa,\N,\N,camera_department,tt2350790,Andrés Takizawa,-35.46938,47.37304
61,nm9519968,Sotheby,\N,\N,sound_department,tt7808852,Claude Sotheby,-49.43241,69.04368
62,nm12445307,Matthew,\N,\N,,\N,Aaron Matthew Cannon Panaligan,31.803228,-39.364445
63,nm8889474,Kasdorf,\N,\N,"assistant_director,camera_department",tt6719728,Ron Kasdorf,-41.462162,24.048609
64,nm12900843,Hector,\N,\N,,tt15348114,Spc Hector Barajas,-25.222067,-60.32461
65,nm14352881,Balfour,\N,\N,actor,tt18546296,Tarah-Mae Balfour,-5.2914653,-69.8074
66,nm1824344,Garcia,\N,\N,"actor,producer,director","tt0438255,tt6761236,tt0438509",Augusto Garcia,-23.04142,-80.86449
67,nm11752908,Thomas,\N,\N,,tt10583412,Sophie Thomas,27.164091,-93.180145
68,nm5659488,Francis,\N,\N,actor,tt1244031,H.G. Francis,56.30333,-50.859585
69,nm10662017,Sobti,\N,\N,actress,tt10270030,Hazel Sobti,-50.294956,-28.559052
70,nm11875915,Chesler,\N,\N,,\N,River Chesler,5.723876,1.1102163
71,nm2589515,Parsons,\N,\N,sound_department,"tt1477138,tt0865297,tt0989889,tt0857376",Andrew Parsons,30.12322,-81.541176
72,nm10982792,Fonteneaux,\N,\N,camera_department,tt10947462,James Fonteneaux,11.552878,3.6238952
73,nm12441529,Huhtaniemi,\N,\N,,tt14266052,Aino Huhtaniemi,-41.456837,37.22305
74,nm4163379,Tomita,\N,\N,,tt1412248,Rika Tomita,-36.20905,46.286423
75,nm5206240,Tirada,\N,\N,actress,"tt2106394,tt2631030",Stephanie Tirada,-16.803707,33.912376
76,nm14140008,Prichard,\N,\N,cinematographer,tt22779670,Jonathan Prichard,-46.627144,-9.717624
77,nm1639724,Hughes,\N,\N,sound_department,"tt4927934,tt11354258,tt0267157,tt0324692",Cliff Hughes,37.719944,-48.61079
78,nm8870490,Mack,\N,\N,producer,"tt13938106,tt6685544",Ken Mack,32.42883,-24.315914
79,nm1252678,Oh,\N,\N,producer,"tt0333416,tt0334348",Kyeong-bong Oh,31.168036,64.59279
80,nm0257173,Engelberg,\N,\N,actor,"tt0259796,tt0217177,tt0309912,tt0369400",Jacob Engelberg,3.9121644,-8.442493
81,nm11035930,Madison,\N,\N,director,"tt14716954,tt11058764",Paul Madison,51.053337,-12.12318
82,nm4475261,Gonfard,\N,\N,,\N,André Gonfard,0.13272795,51.674435
83,nm1874560,Tachibana,\N,\N,animation_department,"tt0298590,tt0376208",Naoyoshi Tachibana,-31.582008,45.512184
84,nm4552380,Kamale,\N,\N,"director,writer","tt1869253,tt20767882,tt20766186,tt5108764",Pravin Kamale,-48.074116,33.006645
85,nm5880146,Johnson,\N,\N,,tt1832727,Ron Johnson,67.80773,-39.941174
86,nm0990120,Warwick,1954,\N,,"tt0397681,tt0212693,tt0243689,tt6183700",Kevin Warwick,41.5748,-13.960731
87,nm10149316,parkinson,\N,\N,,\N,Audrey parkinson Bennett,-8.683389,-66.83457
88,nm8184802,Tolber,\N,\N,actress,tt5313994,Tiffanney Tolber,-95.18944,3.483385
89,nm2811765,Yasuhiko,\N,\N,miscellaneous,tt1130031,Saori Yasuhiko,-40.42523,56.846657
90,nm8066669,Murray,\N,\N,,"tt7092750,tt5226916",Joelle Murray,29.898895,-56.92009
91,nm14108925,Sholl,\N,\N,,\N,Sarah Sholl,21.418192,53.900005
92,nm7194083,van,\N,\N,actor,tt4527140,Richard van Huysum,-70.454506,-39.7058
93,nm12967594,Rizzo,\N,\N,actor,tt15356544,Steve Rizzo,-43.63318,-30.918957
94,nm13047350,Molinero,\N,\N,script_department,tt14908880,Laura Molinero,-21.939667,-19.861029
95,nm6013643,Andrade-Martina,\N,\N,"sound_department,composer,director","tt3153490,tt8425842,tt8372340,tt3257770",René Andrade-Martina,-6.226131,34.228058
96,nm13146114,Debro,\N,\N,actor,tt16123692,Chuck Debro,-3.8574514,65.541725
97,nm5564380,Perrine,\N,\N,actress,tt0440351,Ruth Perrine,11.484749,-7.3289394
98,nm6025446,Dunovan,\N,\N,"editor,editorial_department,visual_effects","tt5647002,tt11136638,tt2750930,tt18393774",James Dunovan,-12.060407,-39.842457
99,nm4200313,Somoza,\N,\N,"producer,director",tt1785668,Alejandro Somoza,-48.800987,71.2228
100,nm6070760,Lanmon,\N,\N,actress,tt3304520,Tiffanie Lanmon,40.167866,40.13266
101,nm4538171,Haverstock,\N,\N,,tt1984129,Linda Haverstock,-8.26802,-41.23636
102,nm1204571,Voonsri,\N,\N,actor,"tt26316587,tt27972387,tt0295145,tt28037264",Pakachon Voonsri,-69.96928,-22.39262
103,nm2659472,Nalbantis,\N,\N,,"tt1018846,tt1016143,tt1031819,tt1037948",Mihalis Nalbantis,-20.632189,54.264786
104,nm6118140,Yip,\N,\N,cinematographer,tt0098313,Wa-Sing Yip,17.072905,50.89485
105,nm13214642,Uppal,\N,\N,actor,tt16424744,Manjeet Uppal,-5.7672467,57.010998
106,nm1291289,Boucher,\N,\N,actor,tt0344697,D. Boucher,20.63257,24.191076
107,nm3565781,Sandoval,\N,\N,actress,"tt13437844,tt0439344,tt24016104,tt5868826",Estefanía Sandoval,-0.2724244,-17.663359
108,nm2847162,'Metal,\N,\N,miscellaneous,tt1100051,Jeremy 'Metal Jay' Lewis,65.98929,19.637089
109,nm6509956,Boudjok,\N,\N,"special_effects,make_up_department,actor","tt11105790,tt11883966,tt7048622,tt14384820",Elie Boudjok,19.744799,29.84009
110,nm0124048,Buschmann,\N,\N,actress,"tt0103558,tt0259142,tt0433515,tt0071079",Sabine Buschmann,-2.3580577,-11.96241
111,nm14396344,Formanes,\N,\N,writer,"tt25148870,tt22814698",Shea Formanes,-24.121876,-18.428135
112,nm4912088,Tenji,\N,\N,,"tt16030336,tt2230619",Ngima Tenji,-31.213545,42.221287
113,nm6047482,Scheithauer,\N,\N,"actor,visual_effects,director","tt3892922,tt3593698,tt5595168,tt2388771",Linus Scheithauer,-3.8622787,-4.682109
114,nm13438814,Das,\N,\N,"visual_effects,assistant_director,costume_department","tt18335948,tt19177674",Siddhant Das,-6.087509,61.80479
115,nm3003132,Khan,\N,\N,actor,"tt2040454,tt3175978,tt3319756",Akhtar Khan,-66.0444,58.319817
116,nm14935041,Wu,\N,\N,producer,\N,Jianbo Wu,19.713896,90.50361
117,nm3000565,Flamant,\N,\N,actress,"tt1328968,tt1952642,tt1379885,tt1789829",Lucy Flamant,5.7027054,14.297048
118,nm0847717,Hachirô,1940,1985,actor,"tt0089404,tt0226872,tt5668220,tt0076935",Tako Hachirô,-31.996456,56.49929
119,nm2926721,Stone,\N,\N,"costume_department,actress,costume_designer","tt2226519,tt2888334,tt10166602,tt1758830",Alana Stone,79.7353,11.433503
120,nm1867369,Barlett,\N,\N,costume_department,tt0363589,Marsha Barlett,36.33683,-9.046097
121,nm6349327,Cornsilk,\N,\N,"sound_department,camera_department",tt3579102,James Cornsilk,-14.614226,-26.949863
122,nm2204714,Fratinni,\N,\N,actress,tt0779967,Mirta Fratinni,-45.043888,-25.03861
123,nm14586081,Rodriguez,\N,\N,producer,tt21621872,Reinol Rodriguez,-28.791079,-68.510605
124,nm0450055,Kertesz,\N,\N,"art_department,miscellaneous","tt0084211,tt0082533",Stephan Kertesz,-57.50899,10.322724
125,nm14503679,Jackson,\N,\N,,\N,Deborah Jackson,66.986015,-33.687775
126,nm3094740,García,\N,\N,actor,tt0188405,Luis García Lawson,-22.442503,-81.26381
127,nm5884984,Pavlina,\N,\N,actor,"tt2009813,tt3128468",David Pavlina,-65.44706,4.3364697
128,nm5643286,Sloan,\N,\N,actress,tt4038936,Jaime Sloan,36.209187,-38.642357
129,nm5294219,Schaffer,\N,\N,music_department,tt2405730,Craig Schaffer,-4.3481445,-3.5044184
130,nm9214462,Barth,\N,\N,producer,tt7274448,Carolyn Barth,-19.026262,-34.70833
131,nm5521301,Taws,\N,\N,,tt1292218,Margaret Taws,-15.355251,40.79878
132,nm3623417,Jin,\N,\N,animation_department,tt0462538,Yoo Jin Park,19.856749,76.999825
133,nm12155669,God,\N,\N,,tt11363282,Lake God,45.233845,31.200132
134,nm1095294,Besták,1914,1994,actor,"tt0058424,tt0049548,tt0149675,tt0304447",Kamil Besták,-54.30419,15.007884
135,nm8931033,Stillson,\N,\N,actor,tt6119036,Henry Stillson,14.223616,-29.925602
136,nm7965146,Harrison,\N,\N,,\N,Trevor Harrison,38.760406,-52.421597
137,nm5948158,Thomas,\N,\N,sound_department,"tt0112197,tt0105935",Lori Thomas,27.014694,-93.49445
138,nm8630827,Lavery,\N,\N,actor,tt6315044,Livi Lavery,34.333824,42.228336
139,nm13728844,Williams,\N,\N,actor,\N,Travis Williams,44.121227,-75.93656
140,nm12276970,Bundesen,\N,\N,,\N,Joel Bundesen,-7.781114,18.233921
141,nm6692785,Anderson,\N,\N,,\N,Angie Anderson,12.728174,-60.87365
142,nm10414380,McGarrigle,\N,\N,miscellaneous,tt4319118,Aidan McGarrigle,29.34767,-18.879425
143,nm13524669,Ramos,\N,\N,miscellaneous,tt3205000,Rowena Ramos,-31.861141,-57.42864
144,nm0078540,Berwick,\N,\N,"actor,writer,director","tt0088751,tt0094512,tt11296186,tt0085937",Wayne Berwick,44.59883,-7.6883106
145,nm6356965,Cohen,\N,\N,producer,tt3595232,Jeremy Cohen,-3.3816826,-65.140465
146,nm13295509,Gonzalez,\N,\N,actress,tt17013798,Gemma Gonzalez,-26.49479,-77.56489
147,nm4174747,Caine,\N,\N,actor,tt1773323,Farius Caine,4.9547334,-37.16618
148,nm12204231,Reynolds,\N,\N,art_department,tt13779394,Brad Reynolds,17.757215,-72.77357
149,nm7733881,Buelow,\N,\N,miscellaneous,"tt11669950,tt5199588,tt5226436",Stephanie Buelow,15.566006,30.646183
150,nm8221346,McWilliams,\N,\N,,tt4023328,Glenn McWilliams,31.840246,-16.790321
151,nm2170638,J.,\N,\N,actor,tt0462285,Aaron J. Cross,66.35768,48.863525
152,nm8070794,Cunningham,\N,\N,actress,\N,Tracy Cunningham,45.201797,-64.50061
153,nm0709079,Ramsey,\N,\N,"camera_department,cinematographer,miscellaneous","tt3581652,tt7286456,tt3864056,tt3682448",Steve Ramsey,12.73135,-65.7472
154,nm14043974,Dwi,\N,\N,"animation_department,art_department",tt16023608,Bagas Dwi,-2.031442,72.27299
155,nm7705398,Ross,\N,\N,,\N,Daniel Ross,22.05653,-80.69176
156,nm3840544,Memelsdorff,\N,\N,music_department,tt0107259,Pedro Memelsdorff,-4.317511,-10.177362
157,nm13166273,Giæver,\N,\N,miscellaneous,"tt21981926,tt16266622",Markus Giæver Nordbye,1.1193334,-24.306442
158,nm7227286,Riza,\N,\N,,tt4562930,Ali Riza Aslan,-17.42138,21.764334
159,nm10785342,Looking,\N,\N,,\N,Electric Looking Glass,69.08901,35.63222
160,nm6935377,Pappolla,\N,\N,editor,tt4225270,Romain Pappolla,-45.31105,-5.670876
161,nm10392111,Goertz,\N,\N,,tt0487238,Stephan Goertz,3.1694117,51.979267
162,nm0133153,Campogalliani,1885,1974,"director,actor,writer","tt0032317,tt0035099,tt0025827,tt0030458",Carlo Campogalliani,-41.12068,-25.589485
163,nm11645592,Nascimento,\N,\N,art_department,tt12473774,Dani Nascimento,-34.954586,-20.433317
164,nm9388177,Stroup,\N,\N,assistant_director,"tt15120436,tt6774098",Jeremiah Stroup,-87.914635,15.705333
165,nm12211822,Volandt,\N,\N,miscellaneous,tt13606240,Ben Volandt,-69.64092,-27.10968
166,nm12122063,Rafi,\N,\N,,\N,Nuraussie Rafi,-49.34324,-25.337204
167,nm2140677,Gilbert,\N,\N,,tt0756680,Alex Gilbert,25.904776,-70.889046
168,nm3851146,Raffalli,\N,\N,actor,"tt6645154,tt27010036,tt5736758,tt1415255",Antoine Raffalli,-49.441063,-25.296402
169,nm9618103,Palmer,\N,\N,"assistant_director,actor,camera_department","tt7986658,tt14576528,tt14730414",Eric Palmer,48.590065,-61.186653
170,nm12587878,Storr,\N,\N,producer,tt14682422,Polly Storr,-86.108864,17.445168
171,nm8327816,Ehmedov,\N,\N,,tt5926116,Ellez Ehmedov,-77.553986,3.0845976
172,nm0335626,Grant,\N,\N,"camera_department,cinematographer,actor","tt0120162,tt0094057,tt0843363,tt0203452",Robin Grant,80.44767,-36.948997
173,nm5189901,Spencer,\N,\N,actress,"tt3729836,tt2306754",Sarah Spencer,54.942966,-33.38459
174,nm12131262,Reed,\N,\N,,tt0248647,Alison Reed,59.336624,-43.10897
175,nm10554590,Wayne,\N,\N,,tt0313106,Linda Wayne,34.335316,-38.08478
176,nm12567989,Bue,\N,\N,,tt14497240,Ylva Bue Forberg,14.332261,32.55758
177,nm5273796,Tschoegl,\N,\N,producer,tt2390540,Matt Tschoegl,-28.928944,49.638027
178,nm10325549,Palmieri,\N,\N,,tt0072584,Regina Palmieri,-51.546944,-25.997137
179,nm9679145,Rogers,\N,\N,"director,producer",tt8104486,Darryl Rogers,29.797781,-51.140232
180,nm0831191,Stojanov,\N,\N,"stunts,actor,location_management","tt2274648,tt1186830,tt1220198,tt1959563",Valentin Stojanov,-81.78161,13.746355
181,nm6721564,Tsuchiya,\N,\N,camera_department,tt3230162,Hisayuki Tsuchiya,-32.08881,48.692028
182,nm6653531,Lawson,\N,\N,"sound_department,miscellaneous","tt14539318,tt13138834,tt1524515,tt14308636",Sophie Lawson,34.956764,-64.60591
183,nm9594489,Roach,\N,\N,"camera_department,editor",tt5946922,Maximilian Roach,88.48942,-3.0009305
184,nm1916069,,\N,\N,,\N,Rajubhai,-14.924609,81.33369
185,nm0624870,Neira,1926,1986,actress,"tt0218614,tt0232669,tt0230706,tt0042983",Alicia Neira,-10.720131,52.250824
186,nm0598691,Monster,\N,\N,"producer,director,cinematographer","tt0309938,tt0227755,tt0493043,tt1160322",Ruud Monster,87.696434,-3.8551955
187,nm7623155,Gallo,\N,\N,"actor,composer",tt5076058,John Gallo,-27.4792,-76.13962
188,nm3484302,Hansen,\N,\N,cinematographer,tt0408267,Gary Hansen,2.483089,-39.365913
189,nm10290403,Isupova,\N,\N,,tt8819178,Natasha Isupova,-80.09889,6.1744714
190,nm15042415,Pomes,\N,\N,visual_effects,tt16253418,Anthony Pomes,-47.607,-7.6403027
191,nm0534788,Madelung,\N,\N,"production_designer,miscellaneous,art_department","tt0377432,tt1332059,tt13845652,tt9179230",Knirke Madelung,26.268274,51.193993
192,nm4902429,Su,\N,\N,miscellaneous,"tt2131554,tt2267146",Andy Su,-31.297253,64.063255
193,nm2016738,L.,\N,\N,actor,tt0373782,David L. Harding,38.86768,59.659767
194,nm4023536,Perrot,\N,\N,"director,cinematographer",tt1706503,Tony Perrot,-58.60752,-30.874027
195,nm1837729,Regina,\N,\N,actress,tt0446792,Audrey Regina,49.890278,-13.49307
196,nm12008803,Samael,\N,\N,costume_designer,tt6771136,Cy Samael,-32.84415,-1.9051454
197,nm11536884,Perumal,\N,\N,editor,"tt12269698,tt12229190,tt12234388",M.N. Perumal,-31.390606,-5.1061945
198,nm14226309,Weng,\N,\N,actor,tt23556794,Yi-Ching Weng,25.310421,82.17069
199,nm5460443,Vazquez,\N,\N,"director,cinematographer,editor","tt2621636,tt26763847,tt5510944",Paco Vazquez,-46.921185,-48.767223
200,nm15100358,Lopes,\N,\N,actor,tt28519010,Reinaldo Lopes,28.989403,54.234524
201,nm12106646,Wagner,\N,\N,,\N,Scarlet Wagner,-0.42992067,-54.27365
202,nm7495287,Hastings,\N,\N,,tt4900386,Anne Hastings,49.60154,-18.380445
203,nm7638587,Tyler,\N,\N,"editorial_department,miscellaneous","tt1233538,tt0142233,tt0251439,tt1073223",Brandon Tyler,74.07225,-24.788149
204,nm11553480,Dormu,\N,\N,actress,tt12212210,Afrah Dormu,53.691036,8.911955
205,nm0804579,Skogsberg,\N,\N,editorial_department,tt0118104,Annika Skogsberg,-35.660065,18.698595
206,nm15021357,Russo,\N,\N,actor,\N,Cameron Russo,2.906047,-57.19341
207,nm14706686,Ivan,\N,\N,editor,tt27368356,Jesus Ivan Guerrero,-72.64347,3.3183997
208,nm4200143,Jung,\N,\N,producer,tt1785461,Mee Jung,53.995106,63.347324
209,nm2725551,Collazo,\N,\N,"casting_department,casting_director","tt0462085,tt0280312,tt1587934,tt1029891",Mercedes Collazo,-38.951794,-30.21557
210,nm2155561,Revert,\N,\N,actor,tt0376550,Alfonso Revert,18.605095,57.976303
211,nm1030260,Jagielski,1963,\N,"actor,assistant_director,soundtrack","tt8855592,tt10340366,tt0293354,tt0095456",Wojciech Jagielski,-58.11286,6.8763146
212,nm2041729,Calder,\N,\N,"editor,editorial_department","tt20198526,tt0180360,tt13839444,tt5328368",Richard Calder,20.953863,-58.476746
213,nm13820061,Drift,\N,\N,actor,tt15223818,Yani Drift,-63.121887,-45.20823
214,nm4827798,Greene,\N,\N,actress,tt0335704,Barbara Greene,78.38578,30.861115
215,nm10425288,Adler,\N,\N,camera_department,tt0047163,Chuck Adler,-2.4721968,-41.047043
216,nm11238655,Zeleski,\N,\N,miscellaneous,tt11346194,Carolina Zeleski,-76.62715,-2.0125418
217,nm1759835,Afroz,1994,\N,actress,"tt3645014,tt15516446,tt21811062,tt7938368",Zoya Afroz,9.60306,56.76891
218,nm10953564,Tuettelmann,\N,\N,,\N,Joerg Tuettelmann,-18.083433,36.93018
219,nm2648937,D.,1986,\N,"art_department,set_decorator,miscellaneous","tt2838492,tt0427309,tt3130284,tt3499666",Antravian D. Carter,47.712475,80.55481
220,nm7120178,Emese,\N,\N,actor,tt4445256,Lóska Emese,1.9794533,28.378836
221,nm4070308,Kariya,\N,\N,,"tt2360608,tt2270006,tt1722641",Bryan Kariya,-37.012608,30.13618
222,nm14907437,Childs,\N,\N,sound_department,\N,Chris Childs,44.113876,65.22793
223,nm9424540,Kellerman,\N,\N,transportation_department,tt4572792,Zachary Kellerman,-9.696535,-57.710316
224,nm12544816,Legg,\N,\N,"director,writer,actress","tt14593166,tt14586282,tt22899408,tt22899846",Sarah Legg,21.002892,39.007484
225,nm7816768,Mantikan,\N,\N,"camera_department,producer","tt5300544,tt5936978",Regiana Mantikan,-9.412879,-11.004134
226,nm9967634,Bouillerot,\N,\N,producer,"tt9205646,tt8690530",Fabrice Bouillerot,19.41544,26.396025
227,nm0553530,Martinez,\N,\N,actress,"tt3581652,tt3185602,tt0082362,tt0110167",Feiga Martinez,-33.502884,-61.215523
228,nm12765599,Hunter,\N,\N,,tt0211178,Kyle Hunter,89.02081,-6.773407
229,nm11011238,Gray,\N,\N,miscellaneous,tt10950452,Kyhree Gray,82.765594,30.83953
230,nm9928397,Hargrove,\N,\N,actor,"tt9008084,tt8602128,tt0348894,tt10105762",Marty Hargrove,-0.5946966,10.345104
231,nm3024184,Tucker,\N,\N,sound_department,"tt0086896,tt0091165",Phil Tucker,63.338993,-47.931194
232,nm10213127,Paprocki,\N,\N,make_up_department,tt9178554,Sandy Paprocki,-64.0585,4.7769136
233,nm6736787,Valerio,\N,\N,actress,"tt3999268,tt1830464",Juno Valerio,-47.72121,-37.33302
234,nm2798830,Pajak,\N,\N,"sound_department,music_department","tt7422258,tt2357129,tt3262342,tt3737878",Jacek Pajak,-64.25128,4.5066953
235,nm10072314,Rodaway,\N,\N,,"tt8273006,tt0887237",Mark Rodaway,17.55261,-13.4035425
236,nm12097353,Salazar,\N,\N,actor,tt9451096,Lolo Salazar,-29.145567,-75.10137
237,nm13962162,McGradek,\N,\N,,tt8196018,John McGradek,28.679909,-15.461446
238,nm5656423,Barnes,\N,\N,art_department,tt2215373,Elvert Barnes,33.30565,-81.172165
239,nm11146228,Y.,\N,\N,miscellaneous,tt0052459,David Y. Titus,42.203247,71.71578
240,nm6282935,Klamfoth,\N,\N,,\N,Dick Klamfoth,-47.178593,29.609581
241,nm4563884,Kirley,\N,\N,actress,"tt6720172,tt0324084",Samantha Kirley,19.424543,-20.769728
242,nm4136023,,\N,\N,actor,tt0183635,Bilancia,-15.410088,83.09265
243,nm2836755,Markovec,\N,\N,costume_department,tt1130718,Ludwig Markovec,45.063248,24.537882
244,nm1053926,Cuinier,\N,\N,actor,tt0097902,David Cuinier,-28.13705,-29.580677
245,nm2727202,Junnila,\N,\N,music_department,"tt0944114,tt0437273,tt9814026",Katariina Junnila,46.127136,36.485226
246,nm14815048,Chavez,\N,\N,,\N,Carmen Chavez,-22.993479,-77.35482
247,nm2179787,Kelly,\N,\N,writer,tt0265581,Jack Kelly,50.4686,-30.391113
248,nm9265652,Cardarella,\N,\N,actor,tt6294278,John Cardarella,-30.091726,-22.136356
249,nm11983802,Jurkovic,\N,\N,,tt10071678,Mirko Jurkovic,-67.50408,0.37122428
250,nm9842121,Umesh,\N,\N,actor,tt8431072,Sindhanur Umesh,-15.702049,45.285164
251,nm5432406,Tolnai,\N,\N,actress,tt0891517,Sára Tolnai,-94.53978,2.8746748
252,nm14562311,Singh,\N,\N,camera_department,"tt10623524,tt14156154,tt21480388,tt11737772",Kulvir Singh,-69.08765,51.365223
253,nm12657503,Peter,\N,\N,,"tt0331130,tt0327260",Jens Peter Jensen,52.760036,-52.046013
254,nm2623564,Martin,\N,\N,actor,tt1010467,Courtney Martin,3.0374932,-87.77558
255,nm6118216,Fatta,\N,\N,"director,actor,writer",tt3364840,Alexandre Fatta,-3.6708593,36.198814
256,nm14546782,Sajtak,\N,\N,"camera_department,editor,producer","tt27626402,tt27161761,tt26083700",Daniel Sajtak,-59.643066,40.050385
