,nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles,completeName,t-SNE Component 1,t-SNE Component 2
1133,nm4136003,Baars,\N,\N,"soundtrack,actor,music_department","tt2963184,tt13743560,tt1642261,tt4778126",Ab Baars,-45.12513,-15.267589
1134,nm14673107,Milucky,\N,\N,actor,tt27200914,Conner Milucky,5.5853434,30.306705
1135,nm14723693,Feng,\N,\N,actress,tt27431061,Anna Feng,-21.022028,-38.315414
1136,nm8862625,Castellanos,\N,\N,miscellaneous,tt5791622,Brunilda Castellanos,64.191444,20.470201
1137,nm1719296,Lunder,1990,\N,actor,"tt0367403,tt0348913,tt0479821,tt1358963",Drew Lunder,-1.3631809,-12.648034
1138,nm4896698,Nuova,\N,\N,actor,tt2238817,La Nuova Musica,43.179543,-7.879319
1139,nm3636650,Ruiz,\N,\N,composer,tt1521005,Fernando Ruiz,65.32184,10.920827
1140,nm3884802,Seltzer,\N,\N,"visual_effects,director,writer","tt1258972,tt1562871,tt20195944,tt2493486",Dustin Seltzer,33.646656,4.405952
1141,nm4548532,Archibald,\N,\N,,tt1995239,Alexis Archibald,-22.433943,-53.732483
1142,nm4124723,Barcik,\N,\N,miscellaneous,"tt1456949,tt1744763",Scott Barcik,59.385418,-32.409557
1143,nm9641100,King,\N,\N,"actor,director,writer","tt9798118,tt9642264,tt8054566,tt8029544",Edward King Thompson,-63.54914,35.34403
1144,nm11654788,Sportiva,\N,\N,producer,tt12497524,La Sportiva,20.736109,20.257137
1145,nm0163343,Clancey,\N,\N,camera_department,"tt0120461,tt0165854,tt0114887,tt1646980",Robert Clancey,-47.263702,-46.162056
1146,nm13699684,Álvarez,\N,\N,visual_effects,tt6287174,Guillermo Álvarez,75.65819,-41.77914
1147,nm13683358,Avakian,\N,\N,miscellaneous,tt15831764,Palig Avakian,13.206051,11.543601
1148,nm2648285,Dong,\N,\N,miscellaneous,"tt0475925,tt1859618,tt0785018",Tammy Dong,13.112511,58.248203
1149,nm1145972,Nobin,\N,\N,composer,tt0312283,Christoffer Nobin,-17.631996,24.519537
1150,nm5255075,Holley,\N,\N,,\N,Erin Holley,-40.893024,4.7691903
1151,nm13519808,Anderson,\N,\N,"music_department,soundtrack","tt27442011,tt13718450",Benjamin Anderson,-75.077194,18.018713
1152,nm2770827,Cote,\N,\N,,tt1044485,Bro Cote Jr.,3.168074,3.989905
1153,nm4566736,Addona,\N,\N,actress,"tt2022482,tt2939424,tt2247021,tt3477416",Sandy Addona,18.376392,30.415462
1154,nm1455348,Newman,\N,\N,"editor,editorial_department","tt0058853,tt0056751,tt0058836,tt1741287",Les Newman,-42.91086,17.720432
1155,nm12224953,Reidenbaugh,\N,\N,,\N,Derrick Reidenbaugh,-31.174713,-40.03201
1156,nm4487235,Lewis,\N,\N,"director,actor,producer",tt1946402,Garrett Lewis,-77.166275,31.249832
1157,nm0000272,Ardant,1949,\N,"actress,director,writer","tt0401711,tt0283832,tt0086551,tt0127536",Fanny Ardant,-11.0419035,7.375401
1158,nm0306807,Gardinovacki,\N,\N,"assistant_director,production_manager,actress","tt0120070,tt1273202,tt0844286,tt0097223",Maja Gardinovacki,41.117386,-51.755318
1159,nm6965820,Walker,\N,\N,actress,tt1279024,Patricia Walker,-74.884605,26.096575
1160,nm14002914,Kalombo,\N,\N,actor,"tt22091106,tt15569124",Bruce Kalombo,12.329589,16.53347
1161,nm13552495,Hall,\N,\N,costume_department,tt14199590,Valeska Hall,-65.34587,10.109779
1162,nm13969028,Wharton,\N,\N,,tt2144515,Dennis Wharton,-22.87299,0.7267679
1163,nm14974595,Audley,\N,\N,sound_department,tt28188092,Joshua Audley,-43.213406,5.105005
1164,nm1152591,Crooks,\N,\N,actor,tt0236474,George Crooks,-41.381454,-16.337358
1165,nm7938156,Shayne,\N,\N,producer,tt4911408,Andrew Shayne,38.265182,60.367245
1166,nm14801421,Sagar,\N,\N,writer,tt27634275,Rajshree Sagar,36.78492,10.67516
1167,nm3279074,Richey,\N,\N,stunts,tt0261392,Kevin Richey,5.7953563,2.5603328
1168,nm12097457,Sengül,\N,\N,"miscellaneous,actress","tt14872600,tt13535584",Öykü Sengül,66.33541,-49.222054
1169,nm13597821,Stewie,\N,\N,,\N,Lavare Stewie Garrett,-50.000336,-7.855685
1170,nm0142142,Cartwright,\N,\N,art_department,tt0118929,Aidan Cartwright,-33.663723,11.021218
1171,nm13880067,Joy,\N,\N,,tt21363166,Jamila Joy Vergara,-50.363564,47.141773
1172,nm1969060,Murabayashi,\N,\N,actor,tt0467693,Fooh Murabayashi,51.93842,20.176796
1173,nm3193203,Delina,\N,\N,"camera_department,miscellaneous","tt2101393,tt7594584,tt7043534,tt15458236",Darry Delina,7.510324,25.1601
1174,nm4367366,Geddess,\N,\N,actor,tt1844059,Barry Geddess,20.039608,-31.41721
1175,nm11218639,Neumey,\N,\N,actor,tt3471592,Nolan Neumey,-16.84649,-0.43452966
1176,nm13039072,Hill,\N,\N,actress,tt15708520,Cherise Hill,-64.259,14.703434
1177,nm0167253,Clover,\N,\N,actress,tt0156409,Clotilde Clover,-44.653973,-46.80279
1178,nm7886800,Ashish,\N,\N,,tt5829996,Elsa Ashish,43.23889,41.55437
1179,nm0055212,Barlow,1958,2021,"actor,stunts","tt0283816,tt1529215,tt0261495,tt1552964",Barrymore Barlow,-1.4901309,-61.842155
1180,nm7737914,Barlow,\N,\N,assistant_director,tt5183002,Laura Barlow,-1.4900091,-61.84046
1181,nm5384872,Goswami,\N,\N,make_up_department,tt0366886,Sanjay Goswami,28.806051,-31.182066
1182,nm7521107,Cerverizzo,\N,\N,,tt0296434,Carolina Cerverizzo,29.21362,-7.6623206
1183,nm11407692,Littera,\N,\N,actor,tt4389006,Marco Littera,75.43459,3.72874
1184,nm5993529,Pennebaker,1984,\N,"miscellaneous,music_department,assistant_director","tt3898956,tt3903826,tt2327253",Boma Pennebaker,9.384091,-66.74161
1185,nm0610751,Mróz,1951,\N,"actor,writer","tt0095452,tt0105028,tt6038600,tt0093797",Ryszard Mróz,57.536472,-64.96249
1186,nm8106429,Vaz,\N,\N,writer,"tt10404556,tt13478626,tt26752958,tt5669154",Carlos Vaz Marques,20.99562,-15.785652
1187,nm6668406,Raggio,\N,\N,actor,"tt4335916,tt3903572,tt1789539",Jordan Raggio,15.067844,-1.9189225
1188,nm13022445,Mulligan,\N,\N,,tt0156201,Carrie Mulligan,3.3707857,-33.02523
1189,nm5450244,Skarratts,\N,\N,actor,tt2493206,Andy Skarratts,-15.273197,8.3789835
1190,nm11648836,Erwin,\N,\N,,tt12482516,Hans Erwin Wilczek,-22.91396,37.02523
1191,nm10675228,Abhijeet,\N,\N,assistant_director,tt10294928,S. Abhijeet,61.065144,40.33991
1192,nm5445555,Vargas,\N,\N,actress,tt2585214,Noelia Vargas,60.38251,-8.954691
1193,nm13833132,Music,\N,\N,music_department,tt13574578,GT Music,-54.34849,34.456665
1194,nm0360479,Hannon,\N,\N,actress,tt0038682,Marie Hannon,-33.009068,-53.59859
1195,nm10222942,D,\N,\N,,\N,John D Gates,-6.4744143,71.49137
1196,nm4527657,Cho,\N,\N,"visual_effects,animation_department","tt0844993,tt1545214",Kwangyeon Cho,-26.959873,58.452095
1197,nm7719986,Messiah,\N,\N,,\N,Lionel Messiah,14.788402,27.048122
1198,nm13233538,Evans,\N,\N,camera_department,"tt16867040,tt10692232",Richard Evans,-87.53703,-10.464132
1199,nm11506386,Alexander,\N,\N,,tt5170748,Annette Alexander,-77.99113,50.160736
1200,nm11548749,San,\N,\N,art_department,tt10973934,Guillermo San José,-35.15432,59.369453
1201,nm11551964,Sivam,\N,\N,actor,tt12015070,Karthikgan Sivam,55.763905,39.094418
1202,nm5412091,Clark,\N,\N,,\N,Sam Clark,-90.34808,8.323471
1203,nm14189344,Srikantappa,\N,\N,director,tt23135136,Santhosh Srikantappa,55.893333,38.43432
1204,nm4540767,Whiting,\N,\N,"producer,miscellaneous","tt2301118,tt1928807,tt13836422,tt15771980",Justin Whiting,-22.726145,1.0449936
1205,nm11097106,Black,\N,\N,miscellaneous,tt11208160,Patrick Black,-52.555637,29.36256
1206,nm11829320,Wachsmann,\N,\N,,"tt11666894,tt12437260",Nikolaus Wachsmann,-1.145203,-72.690475
1207,nm14576495,Larsen,\N,\N,,tt0138228,Jason Larsen,4.381251,-39.828575
1208,nm11787365,Dunn,\N,\N,actress,"tt13942292,tt12701190",Jayne Dunn,-21.577772,-26.790277
1209,nm5135835,Nkundabanyanga,\N,\N,actor,tt1176213,Jean-Paul Nkundabanyanga,37.242012,-14.6154175
1210,nm10251341,Glaser,1959,\N,,"tt0772564,tt8844344,tt1305639",Rüdiger Glaser,-29.155878,-7.2457976
1211,nm7119205,J.,\N,\N,miscellaneous,tt0305438,Nicholas J. Czerwinski,12.120416,101.172485
1212,nm7251836,Shih,\N,\N,,tt4592594,Jordan Shih,34.43832,58.25859
1213,nm8144619,Enkoji-Busch,\N,\N,actress,"tt5708320,tt21204572,tt11235470",Mariko Enkoji-Busch,9.338687,-74.91899
1214,nm11730218,Ingrassia,\N,\N,,tt2558662,Vito Ingrassia,-4.5476637,52.430164
1215,nm2953034,Peters,\N,\N,editorial_department,"tt0462160,tt1201588,tt0416185",Stephen Peters,44.77742,-25.295847
1216,nm7202864,Verzuh,\N,\N,producer,tt4536946,Michael Verzuh,-6.6685553,-69.25559
1217,nm0009260,Abramson,\N,\N,"producer,miscellaneous","tt0466976,tt0115418,tt0090497,tt0104732",Jody Abramson,-13.471971,36.730263
1218,nm5716851,Chouhan,\N,\N,"cinematographer,miscellaneous,art_director","tt6337910,tt4462984,tt4887106,tt6320538",Sourabh Chouhan,47.653225,39.014385
1219,nm9841855,Williams,\N,\N,actor,\N,Eduardo Williams,-75.32686,9.820127
1220,nm5178293,E.,\N,\N,assistant_director,tt2228040,Patrick E. Hall,13.804084,92.74846
1221,nm0454327,Kindred,1989,\N,"actor,miscellaneous","tt0119528,tt0266543,tt0301636,tt0258470",Oliver Kindred,-17.36986,17.860355
1222,nm0877109,Turin,\N,\N,actor,tt0090509,Mark Turin,22.345087,22.154573
1223,nm1280568,Nano,1927,1990,"cinematographer,director,writer","tt0351719,tt0351217,tt0351310,tt0351411",Jani Nano,39.41595,-7.9013824
1224,nm5650131,van,\N,\N,actor,tt1343092,Kieran van Bunnik,-41.05832,68.59922
1225,nm5529824,Lavender,\N,\N,actor,tt2719200,Kelly Lavender,-7.6764445,-10.309386
1226,nm13584275,Zhang,\N,\N,producer,tt19730042,Yafan Zhang,27.02292,58.088436
1227,nm14214745,Kuliasko,\N,\N,actress,tt0162076,Myriam Kuliasko,35.422787,-58.322727
1228,nm15000299,Shrivastav,2003,\N,"director,actor",tt15295490,Narendra Shrivastav,58.59397,38.509476
1229,nm4752547,Gregorio,\N,\N,writer,tt2099626,Lito Gregorio,-29.62562,39.929546
1230,nm13162823,Sohrab-Zadeh,\N,\N,actor,tt0259265,Bahaman Sohrab-Zadeh,28.72865,-37.32822
1231,nm5497510,Gant,\N,\N,actor,\N,Kenneth Gant,-5.301495,6.748549
1232,nm1066017,Mccarty,\N,\N,"set_decorator,miscellaneous","tt0241355,tt1435988",Marianne Mccarty,-2.94303,-27.09047
1233,nm4768911,Chastain,\N,\N,,\N,Tommy Chastain,10.653129,44.44714
1234,nm7535035,Andersson,\N,\N,,tt4906648,Peter Andersson,1.4432031,-39.07731
1235,nm0528059,Lykke,\N,\N,"producer,miscellaneous","tt14847138,tt0076722,tt0326464",Vibeke Lykke,5.736368,12.020449
1236,nm11433017,Kain,\N,\N,"visual_effects,editorial_department","tt6506264,tt9839038,tt10358022,tt9283920",Patrick Kain,-2.0427115,10.899812
1237,nm13403675,Butehorn,\N,\N,writer,"tt26598958,tt26598998,tt26599020,tt26598977",Phillip Butehorn,5.75928,-47.9889
1238,nm5987016,Peplinski,\N,\N,"miscellaneous,art_department,camera_department","tt6337910,tt3210118,tt10568174,tt2274648",Brenton Peplinski,2.5567229,8.0925665
1239,nm1921385,De,\N,\N,"miscellaneous,production_manager","tt0210344,tt0188997,tt0071442,tt0078801",Luciana De Pita,-37.319546,59.981163
1240,nm3147961,Testani,\N,\N,"visual_effects,animation_department","tt1538403,tt1855325,tt0499549,tt0472033",Danny Testani,6.3615522,26.30088
1241,nm7725245,Yalei,\N,\N,sound_department,tt5195782,Peng Yalei,41.89483,27.483738
1242,nm11003209,White,\N,\N,actor,tt10993862,Chris White,-52.545204,31.713308
1243,nm4126437,Perri,\N,\N,actor,tt1745889,Richard Perri,18.90471,22.160694
1244,nm11843386,,\N,\N,music_department,tt12660372,Belliraj,-48.148277,73.70632
1245,nm11570024,,\N,\N,,\N,Geovannisplace,-47.157646,73.09753
1246,nm8627274,Rosa,\N,\N,"set_decorator,director,writer","tt8609470,tt13311254,tt6305932",Emma Rosa Katharina Sauter,7.501774,2.4406228
1247,nm12769777,Cadenas,\N,\N,producer,tt15073298,Luis Cadenas,73.57766,-0.8733717
1248,nm1963184,Wentworth,1980,\N,"miscellaneous,assistant_director","tt0819714,tt1431181,tt0465616,tt1208818",Steve Wentworth,-45.523357,-36.08108
1249,nm6704447,Pozojevic,\N,\N,"cinematographer,camera_department,editorial_department","tt8493412,tt3839316,tt23156726,tt8737680",Antonio Pozojevic,42.99022,-46.77691
1250,nm1784824,San,\N,\N,actor,"tt0485047,tt0476179,tt0436812,tt0474349",Diego San Paolo,-35.211926,59.27899
1251,nm3379077,Spitler,\N,\N,,\N,Bing Spitler,-13.895523,-37.387024
1252,nm9812051,Chung-Melino,\N,\N,"producer,production_designer,art_director","tt13858868,tt14202352,tt20237152,tt14209564",Avery Chung-Melino,10.236252,-41.74163
1253,nm2158887,McFeat,\N,\N,actress,tt0106985,Stefanie McFeat,-63.705864,-49.50612
1254,nm14596660,Clifton,\N,\N,writer,tt21833288,Jamie Clifton,-47.518703,-43.917534
1255,nm12169796,Patocka,\N,\N,miscellaneous,tt11497256,Philemon Patocka,27.57112,21.31348
1256,nm3162348,Bird,\N,\N,"editor,editorial_department,actor","tt0839957,tt1969018,tt2083271,tt1754228",Jeremy Bird,-58.3402,23.49888
1257,nm8683023,Santana,\N,\N,actor,"tt19869024,tt6450794,tt4419864,tt6131414",Serge Santana,66.888695,3.1040645
1258,nm9017755,Manis,\N,\N,"actress,writer,producer","tt27730735,tt27732237,tt6322010,tt22863902",Anna Manis,-7.523549,24.969162
1259,nm4640165,Turan,\N,\N,actor,"tt1668056,tt6462806,tt7920978",Sinan Turan,22.701942,21.808355
1260,nm3649312,Paolillo,\N,\N,"producer,writer","tt1529635,tt3558270",Andrea Paolillo,-3.7406569,5.4266014
1261,nm7500242,Dreyfus-Schmidt,\N,\N,,"tt0476081,tt13909924,tt3764944",Corinne Dreyfus-Schmidt,-11.623004,-80.91295
1262,nm0816488,Spackman,1893,1981,"stunts,actor",tt0027308,Spike Spackman,-13.14032,-36.316833
1263,nm8068998,Norris,\N,\N,,tt5317382,Edward Norris,-4.7658806,10.811726
1264,nm3252119,Figueredo,\N,\N,"editor,miscellaneous","tt5376316,tt3015050,tt11422814,tt1344665",Eder Figueredo,81.27023,-12.872307
1265,nm5582904,Hirka,\N,\N,,"tt1364380,tt2409866",Vladimír Hirka,53.07265,-11.922222
1266,nm3014289,Woody,\N,\N,actor,tt1227185,Luis Woody Sanchez,-8.034127,13.214795
1267,nm5160201,Boonnak,\N,\N,location_management,tt0989622,Chayanit Boonnak,59.240078,-39.148117
1268,nm5562734,Angel,\N,\N,actor,tt1304146,Jose Angel Avila,-47.91461,45.296997
1269,nm3101655,Deane,\N,\N,"actress,art_department",tt1276982,Rachele Deane,-2.9962435,10.314294
1270,nm9520304,Al-Solrami,\N,\N,miscellaneous,tt1415290,Doaa Al-Solrami,64.632385,-36.09466
1271,nm11180814,Marshall,\N,\N,sound_department,tt8803252,Javaughn Marshall,-65.4532,4.319218
1272,nm2998983,Guan,\N,\N,art_director,tt0087057,Zhen-Dong Guan,18.981222,56.30108
1273,nm11413924,Dianala,\N,\N,art_department,tt11017646,Bryan Dianala,-16.045006,-24.047497
1274,nm8756873,Wells,\N,\N,actress,"tt8610286,tt5371566",Sydney Wells,-58.07837,-1.6891297
1275,nm11650723,Thomas,\N,\N,composer,tt12486004,Maree Thomas,-63.625935,42.513428
1276,nm12432803,Justice,\N,\N,actor,tt14317238,Vincent Justice,-66.473946,32.242847
1277,nm1057768,Schneider,\N,\N,writer,"tt0040051,tt0047756,tt0042167",Will Schneider,-18.29609,-79.36028
1278,nm9874252,Angle,\N,\N,,\N,Susan Angle,-9.075796,39.082214
1279,nm6915173,Palomino,\N,\N,"producer,production_designer,production_manager","tt4201754,tt4225410",Carla Palomino,1.3802131,28.875795
1280,nm7027063,Niyazmatova,\N,\N,,\N,Saodat Niyazmatova,28.044605,-42.71662
1281,nm1975667,Smith,\N,\N,actress,tt0469918,Beverly Smith,-71.59341,21.484917
1282,nm6240150,Ela,\N,\N,"director,writer",tt3487474,Mika Ela,5.7410374,13.334871
1283,nm0564659,McCall,1857,1942,actress,tt0163131,Lizzie McCall,-63.007,-47.84376
1284,nm3280780,Douglass,\N,\N,"cinematographer,camera_department,producer","tt2782224,tt1954645,tt2105020,tt1382548",Garry Douglass,-57.55595,9.356009
1285,nm9799972,Income,\N,\N,,\N,Disposable Income,-33.19533,46.68978
1286,nm1265743,Finnsdóttir,\N,\N,"writer,director,actress","tt0369601,tt0228917,tt0246370,tt0367827",Annette Finnsdóttir,23.851368,-75.673485
1287,nm6666539,Adakai,\N,\N,actor,"tt3625220,tt2073616",Wade Adakai,46.37661,12.871582
1288,nm5754081,Voß,\N,\N,,tt2089661,Robert Voß,-6.7685056,-69.2992
1289,nm7490985,Hinds,\N,\N,actress,tt4875960,Patty Hinds,-31.130669,-47.671757
1290,nm4048236,Leber,\N,\N,casting_director,tt1331323,Paul Leber,-9.4110365,-0.3846082
1291,nm10414510,Cynsurin,\N,\N,camera_department,tt6825024,Esther Cynsurin,18.054373,-54.249992
1292,nm14662660,Bénord,\N,\N,actor,tt27169606,Francisco-Pierre Bénord,11.694269,-48.573437
1293,nm6634751,Tadeu,\N,\N,music_department,tt2467752,Eduardo Tadeu,56.598236,-21.248194
1294,nm3326891,Meazzo,\N,\N,"actress,cinematographer","tt1376247,tt2316601",Alexandra Meazzo,35.449127,-22.943344
1295,nm0687482,Ploum,\N,\N,art_department,"tt0119448,tt0118604,tt0247303,tt0185284",Matthieu Ploum,10.388618,-13.008754
1296,nm4966940,Gallagher,\N,\N,"art_department,set_decorator","tt6928052,tt6708260,tt3449560,tt12965556",Fiona Gallagher,-19.313236,6.658366
1297,nm2187237,Charles,\N,\N,"director,actor,writer","tt7401582,tt0187782",Derek Charles Livingston,-66.09864,45.353527
1298,nm12754046,Dawis,\N,\N,"actor,writer,miscellaneous","tt21310660,tt13199052,tt9344042",Jerome Dawis,-24.764425,-29.993551
1299,nm2239466,D.,\N,\N,editor,tt0260216,Cynthia D. Baseman,4.354808,85.64074
1300,nm8601570,Adams,\N,\N,actress,tt6269730,Nicole Adams,-92.69875,14.733044
1301,nm12095522,Milhouse,\N,\N,miscellaneous,tt13406086,Robert Milhouse II,5.206187,30.260477
1302,nm2440282,Massa,\N,\N,miscellaneous,"tt0407390,tt0424627",Giovanni Massa,17.32805,30.678066
1303,nm9336513,Kanumalla,\N,\N,,\N,Ashok Kanumalla,55.753876,26.493124
1304,nm14914938,Love,\N,\N,miscellaneous,"tt27727074,tt12923656",Miriam Love Biyai,-52.870834,47.752262
1305,nm0735707,Rodríguez,\N,\N,actress,"tt0324173,tt10941280,tt8489512,tt0193038",Alcira Rodríguez,96.675575,-3.3052003
1306,nm5552626,Lange,\N,\N,transportation_department,"tt1187047,tt5029608,tt13710652,tt0806910",Armin Lange,-3.1754875,6.955612
1307,nm0338429,Greenaway,\N,1942,actor,"tt0024176,tt0258688,tt0020757,tt0017899",Arthur Greenaway,-50.317192,13.852206
1308,nm12574823,Pohjolainen,\N,\N,editorial_department,\N,Eira Pohjolainen,54.48696,-55.939037
1309,nm1076354,de,\N,\N,actor,"tt0183472,tt0048349,tt0052539,tt0047272",Eduardo de Santis,-30.537819,80.20748
1310,nm7955780,Mouzas,\N,\N,"sound_department,assistant_director","tt0176785,tt6632314",Lucas Mouzas,12.251753,-30.618689
1311,nm6096088,Cariño,\N,\N,,tt3341702,Aria Cariño,73.394005,-1.8459167
1312,nm7447284,Espinosa,\N,\N,writer,tt4847370,Roberto Espinosa,69.06417,5.546913
1313,nm5409389,Snyder,\N,\N,"producer,director,camera_department","tt2533334,tt5486314",Hunter Snyder,32.00246,6.258626
1314,nm5741992,Barsoumian,\N,\N,producer,tt2992932,Shahe Barsoumian,21.894747,-45.148483
1315,nm3992216,Fraga,\N,\N,actor,tt1584209,Marllos Fraga,13.215135,23.449965
1316,nm12138874,Holzhanner,\N,\N,,\N,Joy Holzhanner,-16.860132,-68.76739
1317,nm7558951,Holmdahl,\N,\N,,tt0478441,Victoria Holmdahl,-40.86539,-1.9387476
1318,nm7223822,Carghini,\N,\N,actor,tt1556087,Federico Carghini,21.218517,26.771051
1319,nm0197392,Daincourt,1876,1940,actress,"tt0259260,tt0018392,tt0139609",Ella Daincourt,13.018075,-22.69761
1320,nm0701329,N.,\N,\N,"stunts,actor,producer","tt1596346,tt0140282,tt11748366,tt5034838",Melvin N. Puu,17.901602,87.4273
1321,nm8375597,Budhasorn,\N,\N,actor,tt5953222,Prasert Budhasorn,8.818268,-55.18906
1322,nm14120581,Gill,\N,\N,costume_designer,tt22506682,Simmy Gill,18.265053,-29.491713
1323,nm8334460,Harris,\N,\N,assistant_director,tt5926322,Drew Harris,-85.526085,17.046232
1324,nm11044062,Suave,\N,\N,actor,tt0144473,Victor Suave,22.632204,49.908607
1325,nm12749508,,\N,\N,actor,tt10919240,Romeo,-14.437264,87.09036
1326,nm3158703,Betancourt,\N,\N,"writer,director,script_department","tt1305658,tt1450702,tt1569427",Mark Betancourt,74.028465,7.375279
1327,nm12530157,Keltie,\N,\N,actor,tt9138170,Rob Keltie,20.85725,2.9609313
1328,nm7511256,Beauchene,\N,\N,actor,tt4933728,Brent Beauchene,17.00453,-39.7788
1329,nm11668998,Cherbakov,\N,\N,assistant_director,tt12533410,Alexandre Cherbakov,33.006935,-48.052734
1330,nm8673663,Nabiev,\N,\N,actor,tt6142102,Salavat Nabiev,39.51014,-9.473244
1331,nm10908641,Rodriguez,\N,\N,camera_department,"tt2938464,tt10797172",Sonia Rodriguez,100.05985,-0.6187056
1332,nm13573785,Toulet,\N,\N,,\N,Floyd Toulet,15.578101,-19.095041
1333,nm1662809,Cuernos,\N,\N,producer,tt0417518,De Cuernos Al Abismo,81.80896,5.93444
1334,nm1542738,Moser,\N,\N,actor,"tt0407475,tt0194901,tt2261839,tt0396245",Karl Moser,2.5828915,-28.26426
1335,nm8129407,Antonozzi,\N,\N,actress,tt5705364,Sabrina Antonozzi,13.655527,33.74096
1336,nm2938748,Vlessidis,\N,\N,camera_department,tt0254042,Vasilis Vlessidis,22.314743,-16.081682
1337,nm11864753,Harrison-Ford,\N,\N,actor,tt0079383,Carl Harrison-Ford,-31.70333,-59.117844
1338,nm7761400,Buysschaert,\N,\N,"costume_department,costume_designer","tt2378179,tt5149650,tt16964750,tt7633550",Xavier Buysschaert,-0.6803836,-73.44229
1339,nm12340186,Stanford,\N,\N,,\N,Nicole Stanford,-52.767864,6.1751356
1340,nm0080668,Bianchi,\N,\N,actor,tt0067962,Toni Bianchi,3.2600324,-46.481167
1341,nm6667173,Boetger,\N,\N,actress,tt3901928,Amber Boetger,-10.9066,-40.446922
1342,nm9276236,Salcedo,\N,\N,"cinematographer,actor","tt7379688,tt9763142,tt11910054",Dylan Salcedo,77.858665,-2.9236012
1343,nm9717404,Nowinski,\N,\N,"miscellaneous,art_department,editorial_department","tt1601282,tt14379086,tt14378592,tt0441074",Grzegorz Nowinski,16.002735,9.777854
1344,nm10633067,Thanpure,\N,\N,actor,tt10212922,Yogesh Thanpure,30.73085,49.212772
1345,nm12119408,Weber,\N,\N,"director,writer",tt13584136,Alexandre Weber,-39.215202,-28.637495
1346,nm9146768,Justiniano,\N,\N,actor,tt7161784,Hugo Justiniano,-36.130013,26.578836
1347,nm4141880,Alvarez,\N,\N,editor,tt8761794,Ana Alvarez,65.034134,54.522137
1348,nm3175920,D.,\N,\N,sound_department,"tt0989618,tt0847204,tt2088933",Brian D. Carey,4.3554654,85.63878
1349,nm4937228,Riedesel,\N,\N,actress,tt2243587,Taylan Riedesel,33.937565,-2.9166367
1350,nm3085561,Vaes,\N,\N,actor,"tt0179034,tt0098883,tt0096597,tt0115189",Paul Vaes,-26.276217,7.324945
1351,nm6015924,Barca,\N,\N,producer,tt3159092,Pepe Barca,77.79461,-15.284686
1352,nm0003378,Coldwell,\N,\N,"cinematographer,camera_department","tt2310212,tt1477131,tt0310455,tt1652216",Tony Coldwell,-43.934082,13.76765
1353,nm4373944,Aikin,\N,\N,composer,tt1865385,Brandon Aikin,51.3813,-2.241618
1354,nm14590207,Coelho,\N,\N,,\N,David Coelho,53.8514,9.686003
1355,nm9576205,Halager,\N,\N,,tt7910012,Jonas Halager Søgaard,-31.718166,3.331703
1356,nm12530848,,\N,\N,actor,tt14552146,Kaushik,-41.091785,101.59607
1357,nm5622869,,\N,\N,art_department,tt2364616,Qudo,-41.091785,101.59607
1358,nm5765575,Altonen,\N,\N,composer,tt3014636,Audrey Altonen,-4.8472676,30.493713
1359,nm1777855,Johnson,\N,\N,miscellaneous,tt0272063,Karin Johnson,-82.33845,4.9317837
1360,nm5966418,Littlefield,\N,\N,"director,writer,producer",tt3208880,Russ Littlefield,-47.193436,17.273863
1361,nm1265015,Pushalkar,\N,\N,sound_department,"tt0058257,tt0049549,tt0052082,tt0067546",R.G. Pushalkar,56.27923,32.301434
1362,nm3436891,Andrews,\N,\N,actor,"tt2025547,tt1424480",Steve Andrews,-61.17766,1.617116
1363,nm0113920,Carlos,\N,\N,"writer,set_decorator",tt0091702,Juan Carlos Brown,76.998375,28.141523
1364,nm11387780,Carranza,\N,\N,editor,tt11880474,Uriel Carranza,55.13426,-5.230863
1365,nm13617350,Erdmann,\N,\N,actress,\N,Elisa Erdmann,2.2136388,-68.54028
1366,nm1519294,Ikonen,\N,\N,"director,producer","tt2949554,tt0391634",Antero Ikonen,51.60238,-54.785324
1367,nm12843251,,\N,\N,actor,tt14187980,NummerMan,-41.091785,101.59607
1368,nm6746610,Rosato,\N,\N,"sound_department,composer","tt4991812,tt4213840,tt7575118,tt8873674",Dan Rosato,72.58072,15.081856
1369,nm0114190,Brown,\N,\N,costume_department,"tt0081871,tt0078721,tt0087479,tt0081562",Marie Brown,-60.960846,29.72363
1370,nm9251446,Townley,\N,\N,"camera_department,director,producer","tt14476440,tt1445557,tt7325640,tt7325604",Peter Townley,-46.762638,4.3263516
1371,nm9114533,Davis,\N,\N,producer,tt7057386,Steve Davis,-94.672516,21.049902
1372,nm14214992,Bugade,\N,\N,visual_effects,tt12740760,Mahesh Bugade,-3.2783494,26.027308
1373,nm9803010,Shields,\N,\N,,tt0229912,Rita Shields,-60.5298,4.1104827
1374,nm2288475,Voigt,\N,\N,,tt0813646,Vilmos Voigt,-12.221497,-70.381134
1375,nm2985479,López,\N,\N,,"tt0441933,tt3243954,tt1394151,tt0460659",Roser López Espinosa,82.72768,-1.697935
1376,nm14645677,Levar,\N,\N,"actor,writer,camera_department","tt28536783,tt28152488,tt27552335,tt28208745",Marc Levar Mills,-24.065577,14.3566065
1377,nm3944965,Ilic,\N,\N,actor,tt1672111,Daniel Ilic,10.176486,8.415736
1378,nm9695426,Danek,\N,\N,"producer,miscellaneous,director","tt7344614,tt6966758,tt17824538",Zachary Danek,45.561768,-16.13437
