,nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles,completeName,t-SNE Component 1,t-SNE Component 2
41,nm14824578,Fernandez,\N,\N,producer,tt22014400,Carlos Fernandez,-21.399656,-40.99465
42,nm11063953,Schacht,\N,\N,,tt10087626,Robin Schacht,-15.48659,-75.63821
43,nm3956741,Melvin,\N,\N,actor,tt1671514,Oy Melvin,-17.974018,10.1168165
44,nm4941529,Kortemeyer,\N,\N,,"tt6988884,tt2292915",Blaine Kortemeyer,23.907898,-59.174503
45,nm7941018,Jolivet,\N,\N,sound_department,tt5479592,Vincent Jolivet,31.8322,-31.593615
46,nm1698660,Bitsue,\N,\N,actor,tt0421736,Charlie Bitsue,6.754569,-52.259
47,nm6549868,Lindström,\N,\N,actress,tt0471062,Jessica Lindström,20.236753,-78.9245
48,nm4165948,Mayer,\N,\N,,tt1764529,Mathew Mayer,3.2003236,-27.927576
49,nm3678614,Sabino,\N,\N,"miscellaneous,producer,production_manager","tt9312830,tt1542378,tt3101632,tt11153132",Jorge Sabino,6.171206,33.15921
50,nm2546460,Strauss,\N,\N,actor,tt0800044,Josh Strauss,-49.39345,-50.87798
51,nm9140153,Aaron,\N,\N,miscellaneous,tt4827290,Jenay Aaron,-61.168022,48.797092
52,nm6270972,Talbot,\N,\N,actor,tt3181920,Paul Talbot,-14.298633,27.868551
53,nm12627807,Kitkowski,\N,\N,"actor,set_decorator,transportation_department","tt14766454,tt22073786",Ryszard Kitkowski,-29.685091,14.811335
54,nm10982340,Sari,\N,\N,actor,"tt2735484,tt10940890",Onder Sari,37.20604,10.5255785
55,nm6925546,Kiriac,\N,\N,actor,"tt13755134,tt7784236,tt0460664,tt0806910",Jon Kiriac,30.292917,-55.80691
56,nm2206289,Hertzog,\N,\N,"art_director,production_designer","tt2120072,tt0783728",Ben Hertzog,-23.159971,-65.17335
57,nm6304031,Hull,\N,\N,"director,writer,camera_department",tt3548026,Hannah Hull,-35.56726,-52.712547
58,nm8131239,Thoma,\N,\N,actress,tt5707442,Ilvy Thoma,31.0258,50.43331
59,nm0471008,Kretz,\N,\N,actress,tt0050585,Maria Kretz,27.558182,-63.45593
60,nm8981121,Harris,\N,\N,actor,tt0929799,Richard Harris,-85.649,17.457844
61,nm2647381,Gola,\N,\N,actor,tt0478175,Patryk Gola,24.188654,-27.275183
62,nm0402527,Hunt,\N,\N,,\N,Lance Hunt,-69.61374,24.281857
63,nm2102474,,\N,\N,composer,tt0488323,Balimurphy,-16.047707,87.88135
64,nm3380140,Curte,\N,\N,transportation_department,tt0480251,Reginald Curte,-48.05352,-23.637846
65,nm2444528,Benchlikha,\N,\N,actor,"tt0891320,tt4382824",Mohamed Benchlikha,52.470814,-10.693777
66,nm11621134,Shinozaki,\N,\N,music_department,"tt9081300,tt14866060,tt13622982",Yuuki Shinozaki,47.329243,20.36068
67,nm0445919,Hoyt,\N,\N,actor,"tt0078638,tt0090481,tt0096483,tt1756857",James Hoyt Kelley,-26.808573,-67.54938
68,nm2403374,Burrekoven,\N,\N,"art_department,actor","tt0125644,tt0088517,tt1054580,tt0119389",Dirk Burrekoven,16.593468,-62.120422
69,nm10020270,Coelho,\N,\N,actress,"tt14830832,tt7106084,tt8595452,tt11017812",Hannah Coelho,53.86266,9.690935
70,nm7839492,Garner,\N,\N,,tt0123338,Cassandra Garner,-17.362696,4.607185
71,nm11836520,Stevens,\N,\N,actor,"tt12850216,tt14900738",Andrew Stevens Purdy,-58.816017,1.7345262
72,nm3613838,C.,\N,\N,"actor,director,writer","tt11585506,tt1510785,tt1703807,tt7808746",Sean C. Dwyer,4.9927864,100.77201
73,nm11034960,Saleh,\N,\N,actor,tt0808903,Anthony Saleh,40.68402,7.662401
74,nm3897669,Heijke,\N,\N,"actor,cinematographer",\N,Marijn Heijke,-26.92816,-68.30425
75,nm6640990,Bruguera,\N,\N,actor,tt0167625,José Bruguera,13.318461,-54.047714
76,nm12547577,Iquioussen,\N,\N,,tt1215594,Soufiane Iquioussen,73.38256,-26.575066
77,nm0867816,Toral,\N,\N,miscellaneous,tt0119567,Sergio Toral,16.815691,-7.8339167
78,nm12696791,Folmer,\N,\N,actress,tt14195824,Becca Folmer,-17.101265,-46.207172
79,nm11010510,Dowdy,\N,\N,actor,tt0411933,Joseph Dowdy,-22.68579,-30.271349
80,nm6373930,Gutteridge,\N,\N,cinematographer,tt3612444,Dennis Gutteridge,18.86946,-32.235573
81,nm11023145,Londin,\N,\N,actor,tt0414405,Richard Londin,4.903446,-13.895776
82,nm11809763,Mansuri,\N,\N,"director,animation_department","tt12881188,tt10469048",Aspak Mansuri,11.667213,-34.1165
83,nm8835655,Botha,\N,\N,actress,tt6616012,Melanie Botha,-6.7607107,19.544052
84,nm4813275,G.,\N,\N,,tt0182553,Buffalo G.,9.66783,93.71207
85,nm10157534,Schutte,\N,\N,"music_department,composer,soundtrack","tt22491458,tt8456190,tt7320482,tt13969640",Elben Schutte,-13.44348,-77.02042
86,nm10574501,Vincent,\N,\N,actor,tt10084094,Alex Vincent,19.793777,-16.078386
87,nm0425907,Johnson,1933,2017,"writer,actress","tt0058756,tt0073705",Nora Johnson,-82.33197,4.9292474
88,nm11398656,Bridgers,\N,\N,actress,tt11902980,Meghan Bridgers,5.8930025,-62.08711
89,nm5782993,Campbell,\N,\N,actor,tt3013214,Steve Campbell,-75.962654,-30.369421
90,nm0293961,Freixedo,1923,2019,miscellaneous,tt0268459,Salvador Freixedo,-17.391806,20.203718
91,nm2129512,Mehta,1925,2009,,\N,Tyeb Mehta,55.50278,46.282734
92,nm10817802,Melo,\N,\N,,\N,Sônia Melo,-17.743135,10.412687
93,nm13308284,Camilo,\N,\N,actress,tt17065440,Scarlet Camilo,64.89199,13.928539
94,nm0067797,Belfrage,\N,\N,miscellaneous,tt0112637,Tor Belfrage,-7.3837895,-57.704006
95,nm6135213,Magbuhat,\N,\N,miscellaneous,tt3386404,Lala Magbuhat,12.005154,26.652178
96,nm7850288,Jardine,\N,\N,visual_effects,"tt5122514,tt0837563,tt3612274,tt5574166",Jordan Jardine,24.967249,-21.003426
97,nm0803148,Sistiaga,\N,\N,cinematographer,"tt4959470,tt0118817",Gorka Sistiaga,65.53013,1.7548152
98,nm13095528,Hart,\N,\N,actor,tt15944522,Chris Hart,-65.20971,19.288712
99,nm7559056,Tucker,\N,\N,"actor,producer","tt4986808,tt4986928",Ryan Tucker,15.153,-8.451396
100,nm9360936,Sussman,\N,\N,"actor,sound_department,art_department","tt22497552,tt7538468",Alex Sussman,33.607307,0.16887338
101,nm3483792,Stuntmen,\N,\N,"actor,stunts,miscellaneous","tt0383438,tt0435795,tt0499033,tt5084496",Stallion Stuntmen,-32.02764,-22.15378
102,nm13202040,Lewis,\N,\N,,\N,Alaina Lewis,-79.20582,31.785246
103,nm9587009,Rutta,\N,\N,actor,tt7932670,Marvin Rutta,10.828798,-3.466424
104,nm0312814,Genevoix,1944,2012,"producer,actress","tt0353063,tt0073619,tt0099563,tt0099635",Sylvie Genevoix,-20.771875,8.854668
105,nm6633602,Barnett,\N,\N,actor,tt3866374,Finn Barnett,-62.638107,-5.187863
106,nm12816612,Bisht,\N,\N,,\N,Sagar Bisht,9.96385,-61.29334
107,nm6548544,Griffin,\N,\N,actress,"tt4959890,tt4392068,tt4769918,tt4596518",Marusia Griffin Lynn,-40.92384,-42.60664
108,nm1843727,Leach,\N,\N,actor,tt0133301,John Leach,-9.178112,-1.4871078
109,nm11043313,Tower,\N,\N,actor,tt3394674,Kyle Tower,13.879415,-8.673217
110,nm5459616,Tumasova,\N,\N,,\N,Viktoria Tumasova,34.49288,-44.14077
111,nm10902934,Semkiw,\N,\N,,tt10783828,Jurij Semkiw,29.388645,22.6475
112,nm5523273,Luque,\N,\N,,\N,Jaime Luque,67.482544,12.724508
113,nm4616644,Chen,\N,\N,casting_department,tt1071812,Zi Chen 'Miao Miao' Tang,-18.02572,-8.311097
114,nm5444818,Medvesek,\N,\N,art_department,"tt0077255,tt1181455",Tomislav Medvesek,25.635572,38.735874
115,nm4829109,Oinuma,\N,\N,producer,tt2154731,Takayuki Oinuma,48.031715,21.46506
116,nm11384645,Jamieson,\N,\N,miscellaneous,tt11045566,Nicole Jamieson,-53.67134,-7.485165
117,nm12460149,Jiekai,\N,\N,,tt6095264,Xiu Jiekai,22.660734,60.125114
118,nm11931144,Rarakos,\N,\N,,\N,Georgios-Theodoros Rarakos,10.635291,2.613471
119,nm1956294,Taylor,\N,\N,actress,tt0464703,Joan Taylor,-90.58518,39.209732
120,nm13962090,,\N,\N,actor,\N,Rana,-17.841225,87.58417
121,nm9771731,Roe,\N,\N,"director,actor,writer",tt2048745,Matt Roe,7.562285,0.45302382
122,nm5857545,Gaethje,1988,\N,actor,"tt17517432,tt3137940,tt11864802,tt27716694",Justin Gaethje,48.928,30.887623
123,nm4817101,Viskari,\N,\N,"art_department,make_up_department",tt1841745,Heidi Viskari,23.26851,-15.282894
124,nm13220463,de,\N,\N,,\N,Equipe de Enfermagem,-29.59757,79.501
125,nm10843504,Andersen,\N,\N,"actor,director,writer","tt15275852,tt10767140,tt15275826,tt15275798",Samantha Andersen,3.1868105,19.005308
126,nm3424731,Niemyjska,\N,\N,actress,tt0426154,Maria Niemyjska,39.438522,-67.25244
127,nm11815480,Larche,\N,\N,"director,writer,editor",tt12893514,Zach Larche,3.4973574,-14.891347
128,nm4046914,Manahan,\N,\N,miscellaneous,"tt1056433,tt2239866,tt2118570,tt2063008",Andie Manahan,-7.956127,25.653402
129,nm4734967,Nugent,\N,\N,"director,writer,cinematographer",tt2091279,Jonathan Nugent,43.194107,-9.594611
130,nm8660085,Gibbs,\N,\N,,tt6353818,Debbie Gibbs,17.307995,-33.11698
131,nm1250126,O'Connell,\N,\N,"miscellaneous,art_director","tt0447732,tt0491229,tt0981208,tt0417301",Bea O'Connell,-49.164368,-74.62346
132,nm0765831,Sasaki,1941,\N,actor,"tt0078435,tt0073756,tt0070085,tt0199680",Shunji Sasaki,38.94608,14.348358
133,nm0084310,Bissell,1913,1977,writer,"tt0047780,tt0050814",Richard Bissell,8.098722,-55.8046
134,nm13611341,Donnelly,\N,\N,miscellaneous,"tt0906840,tt16152056",Thomas Donnelly,-29.663588,-26.268196
135,nm13862640,,\N,\N,actress,tt15237162,Dhanuja,-14.698591,85.83227
136,nm11319508,Fakhreddine,\N,\N,actor,tt8267604,Ahmad Fakhreddine,30.813202,-38.31481
137,nm15115260,Cabrerra,\N,\N,casting_department,tt0386088,Glen Cabrerra,69.31542,-4.518014
138,nm13636201,Phillips,\N,\N,,\N,John Phillips,-79.21602,-10.497358
139,nm4824227,Ross,\N,\N,"location_management,miscellaneous,production_manager","tt0439572,tt6433880,tt2763304,tt6679794",Andy Ross,-74.02263,40.483063
140,nm0768445,Sayer,1912,1999,actress,"tt0019662,tt3884822",Hilda Sayer,32.965137,6.648221
141,nm6554070,Shi,\N,\N,,tt2857312,Shifu Shi Yan Xiu,34.544064,57.79385
142,nm11997891,Rees,\N,\N,actor,tt11166750,Aaron Rees,8.00632,1.0483212
143,nm1446793,Newmeyer,\N,\N,actor,tt0379783,Karl Newmeyer,-43.044464,17.84894
144,nm9242318,Spencer,\N,\N,,\N,Nick Spencer,30.808275,1.4755236
145,nm9053821,Whiteside,\N,\N,actress,tt5848644,Molly Whiteside,-22.69474,1.1365745
146,nm0995588,Mulcahy,\N,\N,producer,tt0150875,John Mulcahy,17.764553,-67.86946
147,nm3296729,Waterstone,\N,\N,miscellaneous,tt1299587,Olivia Waterstone,-44.729473,10.748037
148,nm13003407,King,\N,\N,executive,\N,Richard King,-63.651394,34.979233
149,nm10464766,Kara-France,1993,\N,,"tt3137940,tt25405730,tt4572042,tt8805450",Kai Kara-France,20.275654,7.1295543
150,nm8373721,Daub,\N,\N,director,tt5980926,Jason Daub,33.152237,35.823708
151,nm12026588,Depont,\N,\N,assistant_director,"tt27502334,tt21230686,tt11580394,tt14419668",Rose Depont,70.96417,24.269575
152,nm12602896,Kadhe,\N,\N,visual_effects,"tt10309902,tt5433138,tt2463208,tt6277462",Nachiket Kadhe,36.131348,-55.58623
153,nm2389210,Sandoval,\N,\N,actor,tt0781313,Marcelo Sandoval,14.274869,42.548206
154,nm3405800,Willis,\N,\N,"music_department,soundtrack","tt0396378,tt6086350",Dave Willis,-50.6001,-12.901033
155,nm13365936,Sakson,\N,\N,production_designer,tt17375086,Monika Sakson,40.58595,13.07461
156,nm11344632,Pennington,\N,\N,,\N,DeAuna Pennington,-27.004047,16.115866
157,nm13586897,,\N,\N,actress,tt15196514,Patricinha,-41.091785,101.59607
158,nm5116996,Garvin,\N,\N,camera_department,tt2214596,Michael Garvin,-17.247099,4.6861677
159,nm9418161,Youdan,\N,\N,actor,tt2977644,Joey Youdan,-12.030382,15.210772
160,nm0309537,Gates,\N,\N,actress,"tt0060028,tt0065317,tt0051247,tt0059991",Barbara Gates,20.334047,-26.980236
161,nm11433964,Clagett,\N,\N,actor,"tt10122486,tt10508446",Brice Clagett,-47.468613,-45.98155
162,nm9341300,Page,\N,\N,writer,tt7523044,Libby Page,-44.961414,37.745842
163,nm1924527,Evans,\N,\N,actor,tt0094484,Tony Evans,-87.53703,-10.464132
164,nm14497381,Estrella,\N,\N,sound_department,tt13635348,Rafael Estrella,75.07258,12.800127
165,nm3402399,Gilino,\N,\N,composer,tt1412507,Mark Gilino,6.286635,33.30339
166,nm8375690,Ando,\N,\N,,\N,Shoko Ando,3.2773259,17.858364
167,nm11830649,Virthe,\N,\N,,\N,Romain Virthe,22.015924,-16.055681
168,nm6961309,Dündar,\N,\N,actress,"tt1594918,tt4688048,tt10682186",Ayfer Dündar,65.86101,-50.57611
169,nm9394324,Veskioja,\N,\N,actor,tt0810920,Risto Veskioja,46.655323,-46.06037
170,nm12216065,Zaytseva,\N,\N,assistant_director,tt13802220,Zhanna Zaytseva,26.787807,-43.08104
171,nm3513984,Askin,\N,\N,actor,tt1467022,Keefe Askin,-11.650228,12.691138
172,nm9023749,Sohr,\N,\N,"director,camera_department,editor","tt4322510,tt3459380",Kirk Sohr,40.423325,9.624532
173,nm10608472,Alan,\N,\N,actor,tt9805274,Jason Alan Falls,-62.731686,56.454678
174,nm11302200,Livingston,\N,\N,actor,tt11674732,Wayne Livingston,-43.76684,20.927292
175,nm4089680,Cho,\N,\N,,\N,Sang-Youen Cho,-26.958496,58.451862
176,nm9526475,Kayamaba,\N,\N,actor,tt6213284,Richard Kayamaba,46.863686,7.5196495
177,nm5055121,Glick,\N,\N,camera_department,tt2155526,Ryan Glick,-29.157875,-7.90552
178,nm0004555,Murch,1943,\N,"sound_department,editor,editorial_department","tt0078788,tt0071360,tt0066434,tt0116209",Walter Murch,3.6459453,-26.820065
179,nm13591294,Leyers,\N,\N,actress,tt19768274,Luca Leyers,-1.4639595,-14.085376
180,nm0012998,Ageeva,1965,\N,actress,"tt0089675,tt0102244,tt0108474,tt0179186",Inna Ageeva,-19.526573,19.969969
181,nm1689724,Esteban,\N,\N,actress,tt0374225,Amalia Esteban,67.67753,-1.78845
182,nm9957156,Harris,\N,\N,,\N,Simon Harris,-86.4624,16.957918
183,nm5959255,Morales,\N,\N,sound_department,tt3187054,Shanaya Morales,75.02696,19.25084
184,nm12252682,Scaman,\N,\N,,\N,Sam Scaman,25.236376,0.8405159
185,nm4343443,Menné,\N,\N,camera_department,tt1850330,Kali Menné,1.3218857,-31.664938
186,nm7077938,Terrebone,\N,\N,composer,tt4387134,Matthew Terrebone,21.758015,23.996288
187,nm8632225,Golod,\N,\N,,\N,Tom Golod,24.170631,-32.12015
188,nm14836824,Kirby,\N,\N,,\N,Tom Kirby,30.214598,-56.930824
189,nm2824179,Labrador,\N,\N,"director,writer","tt2044885,tt1133568",Napoleon Labrador,-1.0021428,24.960325
190,nm1976314,Morris,\N,\N,actor,tt0462069,Roy Morris Sr.,-5.536797,44.809277
191,nm12699693,Teff,\N,\N,actor,tt13229084,Tony Teff,-9.112569,4.077742
192,nm1138494,Van,1948,2008,editor,tt0310943,Els Van den Abeele,-40.655083,62.644585
193,nm0444555,Keeling,1911,1987,actor,"tt0163475,tt0423210,tt0071001,tt0054518",Kenneth Keeling,-13.314842,-1.7338157
194,nm12291841,Aykan,\N,\N,"art_director,set_decorator",tt0313588,Saner Aykan,27.834665,35.522232
195,nm5414776,Apostolov,1988,\N,"actor,producer,director","tt6546272,tt2802018,tt3630506,tt5176716",Stefan Apostolov,35.53307,-44.463478
196,nm8807389,Kids,\N,\N,,\N,Pei Kids,-51.375496,25.160658
197,nm11070432,Sabah,\N,\N,actress,"tt11821916,tt11152668,tt11646204,tt13211958",Sarika Sabah,38.24568,26.044954
198,nm9859345,,\N,\N,cinematographer,tt8456722,Shadowbrood,-14.06774,86.18932
199,nm4252101,Sotelo,\N,\N,"actor,assistant_director,miscellaneous","tt2958480,tt1472007,tt5691474",Adrian Sotelo,68.02249,4.2419024
200,nm0875308,Hiro,1969,\N,"make_up_department,special_effects,visual_effects","tt0133152,tt4555426,tt0421715,tt6394270",Kazu Hiro,39.76327,20.026796
201,nm7817662,Xu,\N,\N,actor,tt2115388,Guangjun Xu,26.487444,62.762928
202,nm0625185,Nelson,\N,\N,actor,"tt0041061,tt0043238,tt0056777,tt1339219",Robert Nelson,40.769123,-5.8149233
203,nm5282465,Flanagan,\N,\N,,"tt3220124,tt0976188",Bill Flanagan,-26.770565,-19.28018
204,nm14776469,Rebekah,\N,\N,,\N,Rachel Rebekah Eadie,21.4369,2.752159
205,nm2891285,Kovac,1954,2019,miscellaneous,tt1164615,Philip Kovac,44.78612,-42.247704
206,nm12211860,Swann,\N,\N,actor,tt13881580,Allan Swann Stuart,-35.92182,-10.652662
207,nm3501194,Monske,\N,\N,writer,tt0143058,Lydia Monske,5.703963,-29.561945
208,nm14936945,Mumford,\N,\N,actress,tt27933594,Riley Mumford,1.6862419,-29.022966
209,nm2336288,Waszczuk,\N,\N,"assistant_director,production_designer","tt0093534,tt1269716",Ewa Waszczuk,39.87555,-73.51558
210,nm3968646,Rodríguez,\N,\N,,tt0774513,Raquel Rodríguez,96.993355,-3.4375103
211,nm12807523,Korn,\N,\N,producer,tt15151156,Vladi Korn,14.290519,5.5045176
212,nm0638920,Nyutstumo,1958,2017,actress,"tt0271315,tt0172160,tt5664668,tt4973284",Anne Nyutstumo,37.76555,-13.333514
213,nm5434663,Juan,\N,\N,,tt0407419,Fernando Juan Cruz,32.345936,29.330025
214,nm0747591,Rozgonyi,1955,\N,"director,producer,script_department","tt0097719,tt0108827,tt2295781,tt1056473",Ádám Rozgonyi,37.65904,-67.6031
215,nm8957481,Gaytan,\N,\N,actress,tt0362443,Karla Gaytan Quezada,23.998316,20.736475
216,nm9625171,,\N,\N,,"tt26471427,tt26458799,tt26453725,tt4558034",Tucor,-48.912212,72.24599
217,nm1960643,Birch,\N,\N,actress,tt0423155,Sheila Birch,-37.410748,5.331039
218,nm0575455,Medeiros,\N,\N,actor,tt0116291,Manuel Medeiros Ferreira,60.563408,13.514711
219,nm4399780,Brunette,\N,\N,"miscellaneous,actor","tt7587890,tt5114356,tt1730767,tt4834206",Peter Brunette,5.2564993,-54.522194
220,nm7490549,Jones,\N,\N,"cinematographer,editor,producer","tt6937856,tt4837164,tt4906262",Justin Jones,-78.49746,14.439762
221,nm5764493,K.V.,\N,\N,actor,tt2606554,Roopesh K.V.,8.131254,96.18749
222,nm3413492,Cusato,\N,\N,"director,producer,writer","tt1433248,tt4004366,tt1595600,tt9474900",Jason Cusato,72.26661,-2.8736913
223,nm1538084,Bruno,\N,\N,camera_department,tt0397132,Wan Bruno Due Annesen,4.9854784,-54.243805
224,nm9545646,Simmons,\N,\N,"producer,actor,writer","tt15367792,tt16058076,tt15839306,tt15463616",Rondell Simmons,-26.963005,-42.21863
225,nm14721533,Mbah,\N,\N,actress,"tt27651222,tt27427329,tt27436785,tt27437423",Nadine Mbah,19.875584,17.654818
226,nm0331687,Gosslar,\N,\N,actor,"tt0072360,tt0168313,tt0316949,tt0131686",Hanns Gosslar,20.3082,-31.68174
227,nm4016536,Kunieda,\N,\N,composer,tt1703130,Manabu Kunieda,35.286575,-13.922025
228,nm4206543,Leuschen,\N,\N,actor,tt1786503,Dillion Leuschen,-7.4906197,-70.46421
229,nm6385055,Vassiliadis,\N,\N,miscellaneous,tt3624464,Ioannis Vassiliadis,43.092075,-54.97487
230,nm4845917,Gordo,\N,\N,"composer,music_department","tt1935074,tt2729314",Ricardo Gordo,22.83712,-34.02811
231,nm0734177,Rock,\N,\N,"miscellaneous,production_manager,art_department","tt0167190,tt0300471,tt0370263,tt0280486",Lenka Rock,-54.2957,35.1863
232,nm10298581,Monet,\N,\N,actress,tt6433034,Ms. Monet,-19.650478,33.626156
233,nm11132894,Bánszky,\N,\N,miscellaneous,tt8738020,Gyula Bánszky,58.590103,-66.577965
234,nm0646871,Oliver,1975,\N,"writer,composer,producer","tt1563697,tt2217996,tt3229786,tt0273002",Jamie Oliver,-41.31803,-6.4762793
235,nm5636913,Hill,\N,\N,,"tt5768460,tt2814858",Stuart Hill,-64.02495,14.393888
236,nm8878492,Adam,\N,\N,"cinematographer,camera_department",tt6698688,Mark Adam Goldstein,-64.68076,51.451836
237,nm10028120,Barnwell,\N,\N,editor,tt8800982,Allan Barnwell,-62.042774,-5.46577
238,nm11201954,Baracho,\N,\N,cinematographer,tt11441986,Renata Baracho,68.33839,15.484835
239,nm13873084,Thomas,\N,\N,,\N,Rachael Thomas,-63.624527,42.51066
240,nm6029865,Miranda,\N,\N,actor,"tt5109344,tt2478856,tt8548052,tt1454713",Andrea Miranda,58.085384,58.46645
241,nm9297218,The,\N,\N,actor,tt0046617,Dennis The Menace,-35.215458,43.201183
242,nm6836843,Kolaj,\N,\N,,\N,Gjovalin Kolaj,51.589207,-11.972538
243,nm4615119,Hoffman,\N,\N,actress,tt1986072,Wictoria Hoffman,-27.386827,-62.700455
244,nm0880381,Ulbrich,1910,1991,"writer,producer,actor","tt0055418,tt0062607,tt0054939,tt0038206",Walter Ulbrich,-12.738505,-67.95607
245,nm12426812,Nimchuar,\N,\N,actress,tt13393728,Punyarak Nimchuar,40.262993,-12.701737
246,nm0550854,M.,\N,\N,camera_department,"tt0098206,tt0082340,tt0082495,tt0072317",Drain M. Marshall,3.7440345,91.36699
247,nm1855144,Nugent,\N,\N,,tt0369100,Kareem Nugent,43.194107,-9.594611
248,nm8764470,Xinjie,\N,\N,miscellaneous,tt6448084,Kang Xinjie,24.11872,61.280483
249,nm9585596,Jin,\N,\N,stunts,tt6871634,Chengzhu Jin,11.072082,60.496143
250,nm10138430,Fialho,\N,\N,writer,tt9032310,Luma Fialho,58.440414,2.561008
251,nm12965061,Lopez,\N,\N,"writer,assistant_director,camera_department","tt13805836,tt18548756,tt15484254",Danielle Lopez,-0.02989691,-10.332867
252,nm0132426,Campbell,1949,2020,"actor,miscellaneous","tt10293406,tt3205376,tt0760329,tt0360717",Eddie Campbell,-75.59729,-30.271238
253,nm7463802,Plüschke,\N,\N,actress,tt4869252,Franziska Plüschke,-3.8468359,-79.57998
254,nm15072240,Dieubon,\N,\N,actor,tt4726640,Génesté Dieubon,-11.158294,-4.524978
