,nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles,completeName,UMAP Component 1,UMAP Component 2
120,nm11220317,Aguinaga,\N,\N,"cinematographer,producer",tt11482142,Agustine Aguinaga,-1.374557,2.3409696
121,nm0401586,Hultberg,\N,\N,actress,"tt0090288,tt0145036",Jeanette Hultberg,0.3519771,-0.34857014
122,nm4282679,González,\N,\N,,\N,Esteban González,5.1436157,-6.0472994
123,nm7872697,Zmuda,\N,\N,"art_department,miscellaneous","tt4048942,tt1901024,tt8649186,tt6445414",Wieslaw Zmuda,-4.601299,0.9188407
124,nm8542505,Wellington,\N,\N,,tt6003246,Laura Wellington,2.9010956,-2.975084
125,nm2304640,Iwase,\N,\N,actor,"tt1309387,tt0184925",Takeshi Iwase,-0.70410985,0.39391524
126,nm1662381,Dalata,\N,\N,actress,tt0410542,Yeniset Dalata,-0.6908543,1.2810286
127,nm6673832,Schmidt,\N,\N,"camera_department,actor,producer","tt3652478,tt2928538,tt26343957",Conner Schmidt,0.21036172,-4.8543677
128,nm5973477,Barnes,\N,\N,visual_effects,tt3214488,Aaron Barnes,4.3418794,-0.8036475
129,nm10665398,Chrzanowski,\N,\N,actor,"tt1094354,tt11549698,tt6425794",Adam Chrzanowski,-2.3273704,-1.3951931
130,nm10505315,Henderson,\N,\N,miscellaneous,tt0098740,Lori Henderson,4.516838,-4.028557
131,nm10256338,Stephens,\N,\N,sound_department,"tt18304852,tt7737224,tt7866320,tt9822960",Kerry Stephens,5.1777167,-4.9393787
132,nm6135139,Wojsznis,\N,\N,"costume_department,production_designer",tt3386266,Samantha Wojsznis,1.5047027,0.8740985
133,nm6793087,White,\N,\N,actress,tt4060758,Maddie White,-14.500365,-3.4343657
134,nm10453841,Lee,\N,\N,miscellaneous,tt0083079,Alma Lee,-11.983995,-11.113226
135,nm13241643,Corinn,\N,\N,"actress,production_manager","tt25204680,tt16590966,tt21964908",Julia Corinn Coffey,-4.323215,-1.4184216
136,nm6825433,Sandfoss,\N,\N,"editor,sound_department","tt15763270,tt4097116",Joe Sandfoss,2.5376463,-1.1357738
137,nm0224605,Diamond,\N,\N,"location_management,miscellaneous,writer","tt1139328,tt0360009,tt0375679,tt0488120",David Diamond,2.5849075,-0.8556535
138,nm8993444,Direnzo,\N,\N,actor,tt6889536,Keith Direnzo,-1.9962537,2.0298731
139,nm1284525,Suyama,1937,\N,"miscellaneous,writer,producer","tt0137287,tt0068792,tt0159925,tt0294211",Satoshi Suyama,-3.2968872,1.4474754
140,nm1929854,Lane,\N,\N,miscellaneous,tt0330212,Matthew Lane,3.358429,-1.4362688
141,nm4093840,Hyatt,\N,\N,,\N,Alan Hyatt,-5.2128105,1.8852017
142,nm12024848,Pisca,\N,\N,"director,cinematographer,editor",tt13373800,André Pisca,-1.6203805,-0.21257403
143,nm5260370,Fernández,\N,\N,visual_effects,"tt1764625,tt1907709,tt1521736",Roberto Fernández,7.954173,-8.956636
144,nm1534377,Washington,\N,\N,"actress,director","tt4852436,tt0395478,tt1560701,tt8883956",Barbara Washington,3.516054,-2.7079964
145,nm6665429,Akigami,\N,\N,,tt3900090,Tom Akigami,-2.5330856,0.8139705
146,nm8171996,Black,\N,\N,,tt3109150,Jim Black,-14.460027,-3.3983572
147,nm8009755,Dobesová,\N,\N,costume_department,"tt0384754,tt1038097",Eva Dobesová,-1.4089913,-1.2573093
148,nm13784392,Enerud,\N,\N,actor,"tt13569418,tt21093840",Marcus Enerud,-1.7151955,1.862479
149,nm5519116,Betteridge,\N,\N,animation_department,tt2639268,James Betteridge,3.2335222,-3.897607
150,nm9378710,,\N,\N,writer,tt7567192,Ru,1.8657516,19.972029
151,nm9224850,Cristina,\N,\N,,tt7230272,Adriana Cristina Ferreira Bertolini,-8.151723,2.4540958
152,nm1743928,Oberlis,\N,\N,art_department,tt0210065,Alexander Oberlis,-1.5606931,1.2164739
153,nm14906108,Hoffman,\N,\N,camera_department,tt27905807,Alex Hoffman,-1.049519,-2.963749
154,nm13547691,Bell,\N,\N,,tt0211178,Keith Bell,-7.1641617,-15.417179
155,nm14403553,Washington,\N,\N,,\N,Briana Washington,3.5189466,-2.7202609
156,nm8898558,Cavero,\N,\N,"art_department,assistant_director,camera_department","tt5546156,tt5190056,tt1639462,tt28491344",Naira Cavero,-0.572142,1.2592263
157,nm10155272,,\N,\N,cinematographer,tt9025352,Shashank,2.0192585,20.092077
158,nm13213805,Berge,\N,\N,miscellaneous,tt16420750,John Berge,-1.2348857,-2.3728557
159,nm14639376,Rodriguez,\N,\N,,\N,Jason Rodriguez,7.84747,-8.84952
160,nm6685027,Woodruff,\N,\N,actor,tt3511170,Jason Woodruff,1.2442083,-0.9200078
161,nm14153586,Fitzgerald,\N,\N,,tt22854842,James Fitzgerald,4.156097,-4.035884
162,nm7084624,Hakala,\N,\N,actor,tt1724525,Pauli Hakala,1.1920588,1.2583582
163,nm6957462,Norwood,\N,\N,,\N,Tim Norwood,2.2658806,-4.831258
164,nm13633785,Lewis,\N,\N,camera_department,tt18344832,Sheldon Lewis II,1.3501767,-10.491938
165,nm9941366,Endo,\N,\N,visual_effects,"tt4433646,tt1232831",Masato Endo,-1.5417987,1.637573
166,nm3182310,Lingus,\N,\N,"miscellaneous,actress","tt0409830,tt0283621,tt0306713",Constance Lingus,1.3706157,-0.23542847
167,nm1961005,Grant,\N,\N,actor,"tt0818804,tt1835995,tt0486664,tt0772764",Mike Grant,5.965302,-1.6344424
168,nm13703400,Von,\N,\N,visual_effects,"tt9419884,tt10857160,tt10857164,tt9140554",Taralyn Von der Linden,-0.7655124,-3.4759095
169,nm1123695,Antoine,\N,\N,"actor,composer","tt0319007,tt0112874",Daniel Antoine,-0.26630056,-3.6416607
170,nm13869495,Corbitt,\N,\N,actor,tt21205006,Stitch Corbitt,-4.3566723,-1.4630648
171,nm1439158,Paul,\N,\N,actress,"tt0337970,tt8081180",Rosalind Paul,1.2723352,-6.152333
172,nm14405926,Valderrama,\N,\N,,\N,Gachi Valderrama Munoz,-2.2255635,2.351433
173,nm5265525,Coles,\N,\N,,\N,Adam Coles,3.6534154,-4.7682886
174,nm1475912,Ward,\N,\N,actress,tt0352864,Nadia Ward,1.0549198,-5.385306
175,nm10929571,Williams,\N,\N,miscellaneous,"tt17488538,tt7661390,tt3520692,tt14153878",Anthony Williams,18.791029,-9.521921
176,nm10142818,Rao,\N,\N,producer,tt9038270,Aditya Rao,-3.1044457,-4.150228
177,nm14833419,Nortje,\N,\N,,tt26695344,Marc Nortje,-1.9761536,2.009182
178,nm7587277,Kubík,\N,\N,production_manager,"tt0232995,tt0324273,tt0138683",Vladimír Kubík,-3.6174555,-0.38368216
179,nm9093950,Choi,\N,\N,composer,tt7084872,Juyoung Choi,-5.3001666,3.7083476
180,nm7014473,Sherman,\N,\N,actor,tt2361632,Brett Sherman,2.3553665,-1.9085752
181,nm1662656,Vitanovská,1955,\N,actress,"tt0138296,tt3764336,tt3560604,tt0416364",Eliska Vitanovská,-2.6317687,-0.5857648
182,nm11621172,Hahalyak,\N,\N,casting_department,"tt3596174,tt26217622,tt11833388,tt15057532",Brett Hahalyak,1.1617591,1.3045794
183,nm12000414,Lynn,\N,\N,actress,tt13315398,Amy Lynn Williams,2.4832342,-3.402283
184,nm12210401,Rankine,\N,\N,actor,"tt11860336,tt12551800",Javien Rankine,1.5046332,-4.920606
185,nm14968059,Akhmetova,\N,\N,art_department,tt1934365,Veronika Akhmetova,-2.5931735,0.4263571
186,nm1956649,Kim,\N,\N,"camera_department,cinematographer,producer","tt13745850,tt6710474,tt6320628,tt1698008",Edwin Kim,-6.7284927,2.5189
187,nm0509931,Light,\N,\N,actress,tt0088979,Ginny Light,1.1023118,-0.51602
188,nm9184886,Starkey,\N,\N,producer,tt7227468,Carolyn Starkey,0.6786469,-0.38711533
189,nm4998102,Hoey,\N,\N,actor,"tt7833238,tt6633390,tt7708662,tt8512394",Cameron Hoey,0.63103414,-0.19458902
190,nm11923864,Prosyannikov,\N,\N,cinematographer,"tt13151568,tt14338562,tt27599829",Dmitrii Prosyannikov,-2.474742,-0.21504004
191,nm6140287,Thompson,\N,\N,actress,tt3272150,Dayna Thompson,18.761007,-9.551815
192,nm13243707,,\N,\N,,\N,Jega,2.0301259,20.088978
193,nm11328494,Haykal,\N,\N,producer,tt11735416,Mary Haykal,0.12260705,-0.700732
194,nm9726316,McIndoe,\N,\N,camera_department,"tt2261227,tt5758778,tt3794354,tt1241317",Alan McIndoe,-6.395196,0.61097443
195,nm9073814,Gilliams,\N,\N,actress,tt7031338,Kendra Gilliams,3.3602824,-3.3024557
196,nm9177857,Calo,\N,\N,camera_department,tt6339370,Frank Calo,-1.68922,1.2531503
197,nm9330878,Rhinehart,\N,\N,actor,tt0125449,Stuart Rhinehart,0.5331063,2.8056393
198,nm0910757,Wanda,\N,\N,actress,tt0093694,Boni Wanda,0.9737439,-4.2481384
199,nm8564329,Rinaldi,\N,\N,actor,"tt6221866,tt7727956",Robson Rinaldi,-1.1587843,-1.7924905
200,nm12561507,Byeol,\N,\N,camera_department,tt11382150,Han Byeol Jang,1.4137352,10.828505
201,nm8018369,Kent,\N,\N,,tt5576332,Daryl Kent,6.798213,-4.067046
202,nm14242769,Hirales,\N,\N,actor,tt14176542,Francisco Hirales,1.008135,0.89760435
203,nm0096088,Borde,1911,2000,producer,"tt0173961,tt0081088,tt0088047,tt0079965",Seymour Borde,-2.633184,-2.723571
204,nm2405742,Michael,\N,\N,"miscellaneous,actor","tt0406097,tt0864360,tt1270110,tt1015460",Taylor Michael,12.745915,-2.1503007
205,nm11842556,Oneal,\N,\N,actor,tt12967998,Christian Oneal,-2.8328502,-2.4704883
206,nm9353391,López,\N,\N,,\N,Lara López,-2.035632,-8.783784
207,nm1566295,Violet,\N,\N,actor,tt0270688,S.U. Violet,-14.23722,-3.385945
208,nm3492140,J.,\N,\N,,\N,Dorothy J. Noe,-3.633756,8.567258
209,nm2969648,Patláné,\N,\N,miscellaneous,tt0108827,Ágnes Patláné Simon,-0.7017636,0.8064016
210,nm7837046,Olsen,\N,\N,actor,"tt5632224,tt5317316,tt11818408,tt3155720",Nic Olsen,2.2263439,-4.0761724
211,nm7769513,Rosen,\N,\N,,\N,Mike Rosen,4.5221543,-3.3756304
212,nm3306246,Huanca,\N,\N,actor,tt1267378,William Huanca Pimac,-0.514707,1.6341218
213,nm11054015,Driga,\N,\N,miscellaneous,tt11115182,Daniel Driga,0.8397763,0.42333642
214,nm6416811,Moody,\N,\N,miscellaneous,"tt5932330,tt3657676",Nick Moody,1.5223548,-0.66839236
215,nm1183647,Nguyen,\N,\N,"actor,miscellaneous","tt0100049,tt0091766",Jo Nguyen,-5.298013,3.7051406
216,nm10672935,Tcherkezian,\N,\N,producer,tt10290280,Roland Tcherkezian,-2.9587464,0.20605001
217,nm6461298,Guilbault,\N,\N,"composer,set_decorator","tt3452020,tt3477762,tt3699180",Guillaume Guilbault,-1.2403818,2.9760401
218,nm6121784,Clarke,\N,\N,actor,tt2466346,Richie Clarke,1.0294285,-6.3871346
219,nm7066083,Miles,\N,\N,transportation_department,tt2212008,Emile Miles,2.2591598,-0.110351816
220,nm3470261,Catt,\N,\N,actress,tt1443338,Peggy Catt,-0.81619287,-0.36683822
221,nm10296990,Bernhardt,\N,\N,actor,tt9369864,Jim Bernhardt,-0.49827272,-2.8580127
222,nm11762654,Golovine,\N,\N,miscellaneous,"tt22794720,tt11027164",C'Dale Golovine,-4.6453123,-1.9099257
223,nm13738443,Conger,\N,\N,,\N,Jordan Conger,-0.4665465,-1.3262562
224,nm13660047,Wright,\N,\N,"assistant_director,location_management","tt15483452,tt20158394,tt13683866",Luke Wright,4.3518653,-4.6348
225,nm1497467,Biederman,\N,\N,actress,tt0338466,Sherry Biederman,-1.8676465,-0.16042028
226,nm13912966,Battershell,\N,\N,,\N,Ken Battershell,-1.3856533,0.055495318
227,nm2363001,,\N,\N,"music_department,soundtrack","tt1308015,tt0816258,tt1451409,tt0920457",Naveen,2.1532037,20.242165
228,nm14608335,Soroka,\N,\N,camera_department,tt26420895,Yevhenii Soroka,-3.4744132,2.446631
229,nm4861985,Kaiton,\N,\N,miscellaneous,tt1988313,Nelson Kaiton,1.8806367,0.38998842
230,nm14663944,Benedict,\N,\N,writer,tt27172526,Paul Benedict Rowan,1.3888278,-2.22203
231,nm5523199,Woodford,\N,\N,actor,tt2708038,Cory Woodford,1.9983149,0.38005534
232,nm5812490,Jeremy,\N,\N,stunts,tt1335975,Anas Jeremy,2.5256345,-3.795213
233,nm1599672,Geoffrey,\N,\N,camera_department,tt0374312,Robert Geoffrey Whitmore,1.6263943,-3.9067862
234,nm5054933,Small,1901,2005,,"tt2287037,tt12872840",Connie Small,1.4384574,0.13101357
235,nm6752189,Miceli,\N,\N,"camera_department,producer,actor","tt11976486,tt11972640,tt7790264,tt15359636",Jesse Miceli,-1.4343745,0.53259426
236,nm0812901,Solenn,\N,\N,actress,"tt0059131,tt0058419,tt0074153",Virginie Solenn,-1.0286181,-0.30952018
237,nm6199127,Underwood,\N,\N,actor,"tt3449254,tt7621006",Iris Underwood,-8.101073,2.7270606
238,nm7412475,Nielsen,\N,\N,actress,tt4700726,Brikelle Nielsen,4.2537684,-4.449833
239,nm5516973,Fox,\N,\N,sound_department,tt0199248,Eric Fox,-4.2042027,4.5350323
240,nm12883176,Hongsuwan,\N,\N,actress,"tt0277558,tt12262116,tt0470313,tt10151070",Natvara Hongsuwan,-5.1280704,3.3317957
241,nm3529894,Rohleder,\N,\N,,tt1465494,Quirin Rohleder,-3.3318167,0.0379567
242,nm0457868,Kivett,1943,2022,"writer,costume_department,miscellaneous","tt1643266,tt0072666",Ron Kivett,-3.9444587,-0.43510848
243,nm5689332,Chambert,\N,\N,set_decorator,tt0074142,Jacques Chambert,-0.7090843,-0.3527497
244,nm4776394,Haduska,\N,\N,actor,tt2071466,John Haduska,-2.3169444,-0.74698716
