,nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles,completeName,UMAP Component 1,UMAP Component 2
2097,nm4876089,Christopher,\N,\N,editorial_department,tt2076820,Jason Christopher Davis,7.4137383,-6.1878123
2098,nm5001027,Aslani,\N,\N,writer,tt2358899,Bita Aslani,-3.2478557,2.6723912
2099,nm6182566,Cuella,\N,\N,"visual_effects,actor,animation_department","tt8385148,tt10228134,tt7214954,tt2274648",Adrián Cuella,-0.9784601,1.5231111
2100,nm10389308,Smith,\N,\N,miscellaneous,tt9578356,Cody Smith,3.6090205,-12.495809
2101,nm7264443,Thompson,\N,\N,,\N,Dan Thompson,18.766445,-9.546292
2102,nm14081230,Moss,\N,\N,actress,tt12216460,Kalyea Moss,0.20905022,-4.859768
2103,nm2073547,Stettner,\N,\N,producer,tt0055714,Fred Stettner,-0.44966882,-0.7235572
2104,nm4455949,Lu,\N,\N,producer,tt1929278,Yang Lu,0.501023,1.1095876
2105,nm7374838,Berman,\N,\N,,\N,Stuart Berman,0.22093986,-4.836373
2106,nm11062030,A.,\N,\N,art_department,tt4960934,Ulf A. Neelsen,-7.1847124,-8.853775
2107,nm10022625,Anferova,\N,\N,actress,tt8788658,Maria Anferova,-2.851083,1.6479616
2108,nm0582215,Messinger,\N,\N,writer,tt0035170,Lillie Messinger,-0.32314876,-1.4849048
2109,nm11276695,Ya,\N,\N,actor,tt11616558,Kam Ya Barber,-4.7518206,-3.2250452
2110,nm0878902,Tyler,\N,\N,actress,tt0163898,Sheri Tyler,12.745909,-2.1502275
2111,nm8545293,Gilbert,\N,\N,art_department,tt6189372,Bert Gilbert,1.6470809,-5.4683375
2112,nm12193153,Day,\N,\N,"writer,producer",tt13749868,Stephen Day,2.126744,-0.2541735
2113,nm8714690,White,\N,\N,miscellaneous,tt6432250,John White,-14.474574,-3.4096954
2114,nm3207903,Garcia,\N,\N,"editor,editorial_department","tt1318025,tt1326827,tt1971325,tt6735416",Enric Garcia,16.915754,-3.659557
2115,nm13452208,Alatas,\N,\N,actor,"tt18379288,tt28102367,tt14403244,tt13392542",Asyafriena Alatas,-2.3276947,1.2268649
2116,nm2391438,P.,\N,\N,sound_department,"tt1339071,tt0810986",Raul P. Wilde,7.84078,1.6928877
2117,nm1989385,Dorji,\N,\N,"actor,writer","tt7577748,tt2023401,tt6997210,tt1024857",Gyem Dorji,-1.4117664,-1.2465096
2118,nm8485809,Reggae,\N,\N,miscellaneous,tt0991344,Gary Reggae,-0.9689675,1.5781646
2119,nm2702784,Wall,\N,\N,actor,tt0841925,Peter Wall,2.8822744,-0.26131865
2120,nm7173021,Kinoshita,\N,\N,actor,tt4505634,Mitsuko Kinoshita,-2.084253,0.37747195
2121,nm14949031,Tavit,\N,\N,,\N,Luder Tavit Sahagian,-0.79018724,-0.37455356
2122,nm5080106,Awad,\N,\N,actor,tt2179528,Karin Awad,-2.6221008,1.335586
2123,nm13631898,D'souza,\N,\N,actor,"tt3368222,tt22353310",Alexander D'souza,6.044323,-6.7521067
2124,nm1517658,Herforth,\N,\N,actor,tt0276583,Marc Herforth,-1.7062057,-1.3798809
2125,nm7054110,Attaway,\N,\N,actor,"tt2797352,tt4219130,tt3158246,tt0388629",Major Attaway,-1.8055271,1.3623443
2126,nm8863453,Smith,\N,\N,miscellaneous,tt4034228,Edward Smith,3.626311,-12.505378
2127,nm7388562,Minter,\N,\N,,tt4035976,Brian Minter,-0.14706561,-1.2546155
2128,nm3221053,Yepes,\N,\N,"art_department,production_designer","tt2402529,tt0101464,tt0285823,tt0985694",George Yepes,-4.747971,-3.2469854
2129,nm13213372,Pilozzi,\N,\N,miscellaneous,"tt14351082,tt1462764,tt13932304",Lauretta Pilozzi,-1.5565149,-0.3580518
2130,nm13205612,Hunter,\N,\N,,\N,Nelson Hunter,1.6049079,-1.4661156
2131,nm2505446,Merkle,\N,\N,miscellaneous,tt0486531,Jennifer Merkle,-0.27188605,1.5608426
2132,nm5115528,Montalvo,\N,\N,miscellaneous,tt0392353,Angeles Montalvo,-0.47328642,2.0157142
2133,nm14896161,Douma,\N,\N,,\N,Leendert Douma,-1.3286175,-1.270185
2134,nm5697706,Belcher,\N,\N,,\N,Chris Belcher,-1.889309,-1.961216
2135,nm3971567,Tao,\N,\N,actor,tt0913968,Sheng Tao Zhang,-5.435035,3.1972024
2136,nm13844745,Vyalikova,\N,\N,actress,tt0262033,O. Vyalikova,-2.561344,2.2310212
2137,nm6168701,Hawladar,\N,\N,production_manager,tt3083962,Biswajit Hawladar,1.1972005,1.2746845
2138,nm4314041,Manser,\N,\N,actor,tt1839592,Philipp Manser,-0.74497473,-1.3123806
2139,nm5102793,Maggiato,\N,\N,,tt2150044,Paul Maggiato,-1.3655263,0.87148994
2140,nm9642568,Rose,\N,\N,"actress,miscellaneous",tt7364168,Callie Rose Deets,2.421467,-0.40295318
2141,nm0576320,Megido,\N,\N,miscellaneous,tt0210666,Begoña Megido,-1.6019895,0.35128844
2142,nm13937226,Moore,\N,\N,miscellaneous,tt9742392,Jason Moore,-11.41917,0.16084853
2143,nm8112201,Hüfner,1983,\N,,"tt0286393,tt3446082,tt0397208,tt6453184",Tatjana Hüfner,0.33553565,-0.4354113
2144,nm4420352,Martinovic,\N,\N,,tt1895583,Sveto Martinovic Bajica,-2.6648698,-1.171421
2145,nm4136311,Brown,\N,\N,,tt1442170,Charmaine Brown,18.881792,4.1082196
2146,nm9034891,Hirschburg,\N,\N,costume_department,tt6952540,Kacey Hirschburg,-0.41362473,-2.7639613
2147,nm8680351,Zepeda,\N,\N,actor,"tt7666724,tt10440412,tt14212142,tt7438912",Gil Zepeda,-4.5453024,0.896537
2148,nm10844441,Piçarra,\N,\N,,tt4965190,André Piçarra,-1.1126294,0.71181375
2149,nm11589181,Pantazi,\N,\N,actor,tt0169707,Nuty Pantazi,-3.1688938,-1.9007928
2150,nm1684249,Rijnders,\N,\N,,\N,Ton Rijnders,-1.1510593,-1.7396203
2151,nm2862341,Theo,\N,\N,actor,"tt0098819,tt0090440,tt0313287",Ernst Theo Richter,0.1261107,-2.5446692
2152,nm9699162,McKenna,\N,\N,camera_department,tt7841916,Tom McKenna,0.6393211,-5.3777027
2153,nm3784228,Livai,\N,\N,,tt1590932,Cheif Livai,-2.4921055,0.57227093
2154,nm11392305,López,\N,\N,"director,cinematographer,editor","tt11893260,tt16385932",José López Pizarro,-2.0212858,-8.796767
2155,nm1869503,Ozan,\N,\N,,"tt1312081,tt0454603",Pepe Ozan,-2.7249506,1.1907194
2156,nm11027841,Strickland,\N,\N,"director,editor",tt11051494,Matt Strickland,2.7219532,1.4663395
2157,nm1176123,Milward,\N,\N,transportation_department,"tt1465522,tt0388795,tt0134618,tt0316356",Bruce Milward,-1.5642178,-0.9007843
2158,nm0704001,Quinn,\N,\N,"location_management,costume_department,miscellaneous","tt0918940,tt0416320,tt1638355,tt1631867",Sue Quinn,0.84492105,-4.2491426
2159,nm5862990,Burns,\N,\N,art_department,"tt2406026,tt1865740",Trey Burns,-6.1069937,-2.1951923
2160,nm7222805,Broussard,\N,\N,"actor,miscellaneous","tt10986222,tt28129746,tt4557942,tt6574448",Paul Broussard,-0.5573331,-2.0574586
2161,nm12725805,Leal,\N,\N,actor,tt14972072,Lupe Leal,0.6485642,-2.3111527
2162,nm0364077,Harrell,\N,\N,"director,actor,writer",tt0159642,Adam Harrell,1.3899013,1.0454466
2163,nm0010741,Adams,\N,\N,sound_department,"tt0212671,tt1155056,tt0103241,tt8806524",Andrew Adams,3.2660341,-8.765322
2164,nm1887439,Huston,1944,\N,actress,tt0054570,Carla Huston,0.43021438,-0.28627345
2165,nm10819919,DeGraaf,\N,\N,actor,tt1833874,Tom DeGraaf,1.2999263,10.6552515
2166,nm6126978,Bruce,\N,\N,music_department,tt3342184,Bird Bruce,3.6427011,-12.520922
2167,nm13809293,Bagarolo,\N,\N,"director,cinematographer",tt21194762,Manuel Bagarolo,-0.6306241,1.3382663
2168,nm12257073,Salminen,\N,\N,,\N,Antti Salminen,-0.6504211,1.2039943
2169,nm2153969,Teitel,\N,\N,"miscellaneous,producer,writer","tt0321019,tt0478078,tt1104227,tt1252593",Ellen Teitel,-1.0107957,2.884707
2170,nm13497543,Perez,\N,\N,transportation_department,tt18766206,Victor Perez,-2.1152875,-8.23214
2171,nm9219674,Haynie,\N,\N,casting_department,tt7272272,Chrissy Haynie,0.17410362,-0.76120913
2172,nm9437832,Richardson,\N,\N,"writer,producer",tt7662016,David Richardson,2.8317642,-10.056764
2173,nm12804241,,\N,\N,actor,tt14418234,Mohit,2.0745997,20.14783
2174,nm7445224,Aguilar,\N,\N,miscellaneous,tt3014910,Irene Aguilar,-1.3254241,2.4730783
2175,nm6356570,Lory,1956,\N,actress,"tt6444548,tt6467418,tt13357944,tt4657718",Sabrina Lory,-4.6090207,-2.7471328
2176,nm9542453,LivRyte,\N,\N,actor,tt10100780,Ryan LivRyte,-3.8075368,-2.1280549
2177,nm0733435,Robsahm,1964,\N,"producer,director,actor","tt0209296,tt0285566,tt6304046,tt10370710",Thomas Robsahm,0.33788875,-1.8298746
2178,nm13272885,Pongwanichsuk,\N,\N,writer,"tt21318610,tt26345924,tt26345683,tt16078250",Pimsirin Pongwanichsuk,-1.7619407,-0.7689061
2179,nm14266960,Lim,\N,\N,actor,tt23643602,Sean Lim,2.0068724,-0.4981533
2180,nm2384232,Hallinan,\N,\N,"camera_department,editor,director","tt0094416,tt1337599,tt2070789,tt5171984",Perry Hallinan,2.999804,0.02348969
2181,nm7502490,Lyon,\N,\N,producer,"tt2401502,tt13044058,tt4086660",Rachel Lyon,2.7331223,-2.6605768
2182,nm12607312,Cingil,\N,\N,,\N,Erkan Cingil,-1.9522086,1.5781881
2183,nm6104311,Joyner,\N,\N,"producer,director,writer","tt5323284,tt5213790,tt3349724",Ryne Joyner,-0.24092333,-1.4487164
2184,nm2613626,Maginnis,\N,\N,actress,"tt1002466,tt0988035",Tara Maginnis,-1.204595,0.8867841
2185,nm4014634,Martin,\N,\N,"camera_department,miscellaneous","tt3062618,tt2012653",Anthony Martin,-5.0460467,-6.753082
2186,nm0273265,Fernández,\N,\N,"cinematographer,camera_department,director","tt0080579,tt0257735,tt0257791",Luis Fernández Dura,7.961758,-8.963892
2187,nm13040843,Wein,\N,\N,miscellaneous,"tt9055008,tt7660850,tt17492148",Devin Wein,0.1155534,-1.6734629
2188,nm5298727,Schrattbauer,\N,\N,composer,tt2427888,Michael Schrattbauer,-1.6708,-3.241275
2189,nm0293800,Freihart,1933,\N,"actor,writer,assistant_director","tt0057172,tt0088114,tt1305700,tt0056156",Alex Freihart,0.5122081,2.4196053
2190,nm3897634,Diaz,\N,\N,writer,tt1650045,Paka Diaz,-1.5230225,-7.593897
2191,nm2067326,Henne,\N,\N,"miscellaneous,art_department,production_designer","tt0484573,tt0411545,tt1082876,tt0831280",Lauren Henne,-0.117567696,-0.4823631
2192,nm8012123,Windmüller,\N,\N,"composer,sound_department",tt5149612,David Windmüller,1.9174713,-1.2616789
2193,nm14659107,Gilbert,\N,\N,,\N,Adam Gilbert,1.6546012,-5.461524
2194,nm9097838,Torres,\N,\N,actor,tt5957734,Jair Torres,-3.5916958,-9.997903
2195,nm8154846,Bleu,\N,\N,make_up_department,tt5735224,Celena Bleu,-2.0704134,-2.5285997
2196,nm12293251,May,\N,\N,assistant_director,tt13983330,Stone May,-8.668718,1.0070072
2197,nm10238113,Vera,\N,\N,,\N,Héctor Vera,-1.746669,0.5063028
2198,nm1750948,Loma,\N,\N,actor,tt0279646,Samir Loma,-4.507769,-2.6650662
2199,nm8926091,Bomber,\N,\N,art_department,tt6522392,Barry Bomber Woodall,1.8066543,-1.0738561
2200,nm8781797,McLaughlin,\N,\N,producer,tt6533968,Robert McLaughlin,2.0749826,-6.2154484
2201,nm11750450,Hae-Song,\N,\N,actor,"tt7094780,tt11827694,tt10220588,tt10826064",Jang Hae-Song,1.5659426,-3.3959787
2202,nm11772977,Barrette,\N,\N,animation_department,tt3742988,David Barrette Wardana,0.32544905,0.65685093
2203,nm0355197,Halil,\N,\N,"camera_department,cinematographer","tt0270053,tt4020156,tt0121744,tt0278500",Dogan Halil,-0.6557764,-1.6942481
2204,nm14770703,Baker-Donahee,\N,\N,actor,tt26471313,Brody Baker-Donahee,4.34621,-4.5022936
2205,nm6952145,Santiago,\N,\N,actress,tt4247684,Sandra Santiago,3.0560923,-2.3131342
2206,nm14284520,Jatin,\N,\N,producer,tt10233718,Chaudhary Jatin,-2.947151,0.7804773
2207,nm2953238,Jou,\N,\N,actor,tt1201600,Jeffrey Jou,-2.5401895,0.97262555
2208,nm7330869,Slater,\N,\N,soundtrack,tt0200379,Terry Slater,1.8720762,-4.15294
2209,nm7011303,Fahmy,\N,\N,actress,"tt10023172,tt6953076,tt10039524,tt6846432",Shahira Fahmy,0.3026972,2.1113145
2210,nm12406207,Bretz,\N,\N,make_up_department,tt14147254,Taylor Bretz,-2.2813008,-1.1513947
2211,nm3424238,Pacheco,\N,\N,actress,"tt4501736,tt7044076,tt3869446,tt4979584",Roxy Pacheco,-1.3348944,2.150626
2212,nm7489968,Little,\N,\N,,"tt21613984,tt0096636",Chera Little,1.491837,0.12896372
2213,nm12781212,Tsukishima,\N,\N,actress,"tt14272628,tt13622982,tt13851952",Mayumi Tsukishima,-2.9896963,0.39576897
2214,nm9578480,Teseo,\N,\N,actor,tt7907216,Nicolò Teseo,-1.0294138,2.8336775
2215,nm4659003,O'Brien,\N,\N,,tt1326194,Chris O'Brien,0.7374131,-5.588478
2216,nm13008014,Kumar,\N,\N,camera_department,"tt4340180,tt5289170,tt12969078,tt9496212",Amit Kumar,-4.001276,-5.1674075
2217,nm10525213,Triebs,\N,\N,,tt0373880,Stefanie Triebs,-4.354965,-1.4921165
2218,nm3361849,Thompson,\N,\N,"writer,miscellaneous","tt5438216,tt0108780",Steve Thompson,18.766651,-9.546076
2219,nm6334134,Hauser,\N,\N,"writer,music_department",tt3574864,Alisa Hauser,1.2674847,1.3209999
2220,nm2748595,DeSade,\N,\N,actress,tt0126864,Helene DeSade,1.284465,10.626181
2221,nm13071884,Ellner,\N,\N,actor,tt15789310,David Ellner,-0.6318301,3.5382926
2222,nm6391404,Faison,\N,\N,"actress,location_management","tt3630992,tt4451410",Eda Faison,-0.009981734,-1.8545574
2223,nm15075925,Hensey-Lovett,\N,\N,,tt28021981,Joan Hensey-Lovett,0.3205916,-0.50297517
2224,nm4233970,Araucto,\N,\N,"producer,actor,editor","tt2312390,tt1715332,tt1801127,tt5679596",Rennie Araucto,-2.1774879,0.99689525
2225,nm2265624,Francis,1980,\N,"actor,producer,director","tt0119008,tt1416343,tt0811094,tt1233306",Joe Francis,-0.12429236,-3.6712008
2226,nm13066198,Pripalda,\N,\N,actress,tt15772288,Ameilia Pripalda,-2.1687584,-0.28443182
2227,nm14581816,See,\N,\N,actress,tt4721442,Delvina See,-4.7612095,-2.7803185
2228,nm9377711,Reid,\N,\N,,\N,Bee Reid,0.4148387,-8.327446
2229,nm9087203,Hood,\N,\N,,\N,Michael Hood,2.2799475,-1.957296
2230,nm3180390,Pryor,1977,\N,"actor,stunts","tt1210781,tt1281313,tt1308758,tt1303678",David Pryor,-0.1309272,-0.9327823
2231,nm11277903,Koubi,\N,\N,,\N,Sylvie Koubi,-3.3979132,-0.7441862
2232,nm11027595,Gamrasni,\N,\N,actor,tt10066522,Nathy Gamrasni,-5.296845,-0.4280129
2233,nm11907125,Fleming,\N,\N,,\N,Terry Fleming,3.5595596,-3.3659322
2234,nm8149659,Himonoya,\N,\N,actor,tt4316050,Karei Himonoya,-1.7252015,-1.3008574
2235,nm6808502,Gifford,\N,\N,"production_designer,visual_effects,art_department","tt6881158,tt16154056,tt7050084,tt13983670",Rossi Gifford,1.9196686,-6.6052117
2236,nm11579826,Sommavilla,\N,\N,actress,tt0153324,Patrizia Sommavilla,-3.473989,2.4438455
2237,nm14368569,Mamatov,\N,\N,animation_department,tt21105566,Anvar Mamatov,-0.99877274,0.703656
2238,nm10604757,Lenk,\N,\N,actress,"tt0444925,tt10149982",Baby Lenk,-2.119831,-0.33188826
2239,nm4920303,Sable,\N,\N,actress,"tt4616526,tt14585434,tt8591668,tt4863998",Sadie Sable,1.248298,-1.3508842
2240,nm12870488,Toscanini,\N,\N,,\N,Cia Toscanini,-2.7711694,2.0390794
2241,nm6488863,O'Brien,\N,\N,"costume_department,miscellaneous,costume_designer","tt2699128,tt4422836,tt14153080,tt2149175",Jennifer O'Brien,0.69273925,-5.606945
2242,nm13327997,Evsen,\N,\N,actor,tt17338868,Kamuran Evsen,-1.0108854,-2.8616266
2243,nm5011118,T.,\N,\N,producer,tt2008602,Michael T. Connell,-5.6309934,-2.7910478
2244,nm12943374,Egerer-Sifkovits,\N,\N,,\N,Silvia Egerer-Sifkovits,-2.6396992,1.4907621
2245,nm0242588,Dunn,\N,\N,actor,tt0083731,Henry Dunn,-7.044551,-5.0756946
2246,nm3805564,,\N,\N,"actress,talent_agent",tt0294250,Sandi,1.9675205,20.03453
2247,nm5923790,Biron,\N,\N,assistant_director,tt1715730,Jean-Philippe Biron,-1.8381842,-0.02804813
2248,nm9308941,Tandy,\N,\N,actor,tt7441556,Kyle Tandy,-0.43713492,0.54515415
2249,nm4319479,Ormes,\N,\N,visual_effects,"tt0458339,tt1386703,tt1979320,tt0401729",Elaine Ormes,-1.6210649,1.9630046
2250,nm3268889,Sines,\N,\N,actress,tt1132528,Ashlyn Sines,1.5135407,-0.9444905
2251,nm9790712,Ventura,\N,\N,actress,tt0242195,Debora Ventura,7.8755364,-8.877039
2252,nm3370984,Mutru,\N,\N,actor,"tt1188998,tt1286650",Tuomo Mutru,-2.3184636,4.179331
2253,nm1498375,Akwa-Asare,\N,\N,actress,tt0372814,Bellinda Akwa-Asare,-2.187807,0.8701198
2254,nm10963702,Snoussi,\N,\N,,\N,Dhelia Snoussi,-2.0136428,1.5132166
2255,nm3461064,Green,\N,\N,actor,tt0992911,Damian Green,-14.075274,-3.404578
2256,nm1380928,Mensah,\N,\N,actress,tt0366453,Rona Mensah,-1.4901674,-1.2986317
2257,nm9884418,Levassor,\N,\N,producer,tt8507368,Thomas Levassor,-0.05959394,-0.98070824
2258,nm9719399,Wallace,\N,\N,actress,tt8180370,Deseree Wallace,-0.42430726,-4.43004
2259,nm9772304,Gharib,\N,\N,miscellaneous,tt8220360,Ahmed Gharib,-4.9569845,-0.07452496
2260,nm0411584,Istrate,1951,\N,actress,"tt0108677,tt0089209,tt0150482,tt0103969",Rada Istrate,-2.5608404,0.82430375
2261,nm5477513,Amii,\N,\N,,tt2526642,Shin Amii,-1.8391579,0.67923146
2262,nm9258279,Law,\N,\N,script_department,"tt7347240,tt0110874",Yu-Keung Law,4.163232,-2.4613678
2263,nm8919702,Gouldstone,\N,\N,camera_department,tt6733172,Sian Gouldstone,-16.925415,-3.9861877
2264,nm8161483,Erica,\N,\N,actress,tt5743182,Christine Erica Sudiacal,0.48683837,-4.1134534
2265,nm7547769,Paul,\N,\N,make_up_department,"tt5150140,tt4973106",Samuel Paul,1.2765288,-6.1645646
2266,nm4915518,Thorpe,\N,\N,actor,tt2244875,Gareth Thorpe,2.8944159,-3.9559188
2267,nm14221732,Cole,\N,\N,"art_department,composer,music_department",tt23488882,Owain Cole,3.6526704,-4.7631555
2268,nm3539534,Baysinger,\N,\N,actress,tt1472593,Lauren Baysinger,-0.6803228,-2.7103333
2269,nm12618852,Majid,\N,\N,actress,tt14751242,Lamia Majid,-2.008033,0.37293038
2270,nm9639501,Fraser,\N,\N,art_director,"tt8508734,tt8005176,tt4131496,tt8972256",Matt Fraser,2.3634794,-4.2300105
2271,nm1534493,Lehner,\N,\N,assistant_director,tt0074707,Friedrich Lehner,-2.6345794,-3.2751555
2272,nm13986649,Rodwell,\N,\N,actor,\N,Camille Rodwell,2.318301,-2.761059
2273,nm5496950,Torres,\N,\N,actress,tt2662774,Nuria Torres,-3.5915215,-9.998283
2274,nm11397994,Vellani,\N,\N,actress,tt11808282,Sabrina Vellani,-3.417333,-2.7785223
2275,nm8908498,,\N,\N,,\N,Territory,1.9302385,20.032667
2276,nm9691362,Garcia,\N,\N,camera_department,tt5620962,Rene Garcia,16.920393,-3.6554515
2277,nm14474970,Stich,\N,\N,actor,tt26305573,Cody Stich,2.819388,1.4504871
2278,nm6484014,René,\N,\N,"actor,director,writer","tt21271946,tt4542538,tt3719716,tt6139344",J. René Guerra,1.3241767,10.920265
2279,nm10282005,Sage,\N,\N,animation_department,tt6558352,Clarrise Sage,0.052892737,-1.385695
2280,nm3026483,Kyle,1946,\N,,tt0284767,Dolly Kyle Browning,1.2994058,-4.2326417
2281,nm1079192,Calley,\N,\N,transportation_department,tt0119349,Matt Calley,0.8610203,-0.03314377
2282,nm8059221,Boyle,1969,2016,,\N,Tom Boyle,2.3121986,-4.7393007
2283,nm14397722,Kostadinov,\N,\N,actor,tt0088635,Khristo Kostadinov,-3.29282,-0.70726985
2284,nm10432183,Fragé,\N,\N,,tt9670466,Joze Fragé,-0.098135084,0.11633646
2285,nm14786464,Bouaid,\N,\N,transportation_department,tt6146586,Said Bouaid,-2.6478822,-2.6988008
2286,nm4587809,Yuste,\N,\N,,tt0424702,Ángel Yuste,-2.0677392,0.28688222
2287,nm1012375,Török-Illyés,1977,\N,"actress,producer,writer","tt8743262,tt5537614,tt0269500,tt6150000",Orsolya Török-Illyés,0.59440225,-0.17957745
2288,nm11962386,Rousselot,\N,\N,"writer,actor",tt13238458,Gilles Rousselot,-3.4341984,0.20319968
2289,nm12952059,Srinivasa,\N,\N,,\N,Raghavan Srinivasa,-2.0904095,0.03202033
2290,nm5617035,Franta,\N,\N,,tt1364380,Roman Franta,-0.15146375,-3.3840907
2291,nm10128778,'Sassee',\N,\N,,tt6067388,Latonya 'Sassee' Walker,-3.2719316,1.9000449
2292,nm8993759,Peel,\N,\N,miscellaneous,tt6872634,Micah Peel,0.7055748,0.34812197
2293,nm11138460,Taillefer,\N,\N,,tt0431577,Billy Taillefer,-0.863953,-1.7457925
2294,nm10985646,Pyatt,\N,\N,actress,"tt24329486,tt10950250",Lily Pyatt,-5.1124535,1.7841772
2295,nm3296688,Azizov,\N,\N,actor,"tt10309212,tt1364200,tt4112690",Azizaga Azizov,-2.3993495,-4.0501804
2296,nm10314469,van,\N,\N,actor,tt0096597,Sam van Dalen,-13.572189,5.417523
2297,nm7503272,Ajomaa,\N,\N,producer,tt4948054,Petri Ajomaa,-2.256935,0.63116074
2298,nm8156059,Thi,\N,\N,animation_department,tt0295152,Hoang Thi Ngoc Huyen,0.32777864,1.963912
2299,nm11425701,Famolari,\N,\N,editorial_department,tt2759626,Justin Famolari,0.22922045,2.157375
2300,nm1867131,Cho,\N,\N,"music_department,soundtrack","tt0382304,tt0450287,tt5591792,tt0450286",Toshihiro Cho,0.23687844,0.46935326
2301,nm3020539,Pancorvo,\N,\N,actress,tt0956056,Bertha Pancorvo,-3.1649446,-1.9240087
2302,nm0041603,Audley,1899,\N,actor,"tt0033095,tt0033365,tt0034299,tt0033467",Michael Audley,0.8981136,-2.2296727
2303,nm12415915,Nielson,\N,\N,camera_department,tt14265704,Nathan Nielson,-3.040155,0.8576893
2304,nm11885186,Sifuba,\N,\N,camera_department,tt13058008,Sive Sifuba,-2.4444346,1.5459961
2305,nm11930843,Piecyk,\N,\N,,tt9860892,Willi Piecyk,-2.386146,-0.2136637
2306,nm1267695,Bazillou,\N,\N,camera_department,tt0113054,Patrick Bazillou,-2.5424602,-2.1178782
2307,nm9647753,Abdulla,\N,\N,"director,writer,actor","tt14076364,tt9332664,tt8033704,tt15091444",Anwar Abdulla,-2.1007493,-4.31834
2308,nm3975305,Matsukubo,\N,\N,"art_department,miscellaneous","tt1928177,tt1520368",Jeff Matsukubo,-1.6856263,0.11119214
2309,nm3644861,Stephen,\N,\N,,"tt1136193,tt1661338,tt1542828,tt0407423",Scott Stephen,-5.0295305,-6.739213
2310,nm8447361,Stewart-Green,\N,\N,make_up_department,"tt1632701,tt8115460,tt5171438",Sueann Stewart-Green,2.0516224,-6.231596
2311,nm6455957,Tiffin,\N,\N,,\N,Ryan Tiffin,-0.4841515,1.2423865
2312,nm11551793,Carlos,\N,\N,location_management,tt9625664,Juan Carlos Zarate,-1.7019366,-7.7575955
2313,nm2140188,Lopez,\N,\N,costume_designer,tt0408961,Jessica Lopez,-2.0344398,-8.788089
2314,nm3742294,Kayyalackakam,\N,\N,producer,tt0292277,Kuruvila Kayyalackakam,-2.600708,0.30155915
2315,nm11888852,Chan,\N,\N,special_effects,tt1266149,Taksing Chan,-4.6228647,2.7607005
2316,nm2238105,Thomas,\N,\N,composer,tt0796351,Abin Thomas,7.3881593,-6.197794
2317,nm0020992,W.,\N,\N,"actor,producer",tt0155747,Robert W. Allen,2.0770702,0.9249244
2318,nm10984481,Sophath,\N,\N,,\N,Rita Sophath,-3.4845743,2.4700172
2319,nm12036018,Sreenivasan,\N,\N,assistant_director,tt13397944,Jana Sreenivasan,-3.248325,1.1805148
2320,nm1337539,Pulcini,\N,\N,miscellaneous,tt0356153,Monica Pulcini,-1.6780771,-1.5652806
2321,nm0247219,Earl,\N,\N,miscellaneous,"tt0190281,tt0289328,tt0236921",Becci Earl,2.3915708,-4.664594
2322,nm4291266,Barbery,\N,\N,actor,tt0412540,Curtis Barbery,0.8203059,-0.04817405
2323,nm2103525,Hofman-Frethem,\N,\N,actress,tt0462285,Amanda Hofman-Frethem,0.47522667,-0.27621564
2324,nm10106020,Owens,\N,\N,,tt8966634,Yolanda Owens,3.0661268,-5.744281
2325,nm5677943,Chefitz,\N,\N,writer,"tt4491354,tt2923324",Josh Chefitz,-1.2620691,-2.335228
2326,nm0779868,Scott,1922,2004,actor,"tt0052440,tt0055657,tt0179219,tt0088210",Tony Scott,4.711295,-9.14154
2327,nm3013455,Rogalla,\N,\N,miscellaneous,tt0473440,Jill Rogalla,-3.4033766,0.20309444
2328,nm5913053,Ya,\N,\N,actor,tt3154820,Ya Ya,-4.7797995,-3.202739
2329,nm5163033,J.,\N,\N,camera_department,tt0287342,Timothy J. Smith,-3.625402,8.552226
2330,nm10354318,Carvalho,\N,\N,make_up_department,tt9501520,Carina Carvalho Feijoeiro,-1.0398177,1.7510799
2331,nm1213088,Harvánek,\N,\N,actor,"tt0184030,tt0159876",Zdenék Harvánek,1.2201957,1.2695137
2332,nm13200880,Amaleke,\N,\N,actress,tt14429000,Andrée Amaleke,-2.4011476,1.417703
2333,nm9156551,Tuzun,1990,\N,"editor,director,writer","tt23311212,tt11697748,tt23397936,tt20205236",Göksel Tuzun,-1.770422,1.8681784
2334,nm3893798,Townsend,\N,\N,,tt1623775,Steven Townsend,1.7616371,-5.464552
2335,nm2075095,Grødum,\N,\N,art_department,tt0209072,Linda Grødum,-1.4170119,-2.1543393
2336,nm9007472,Milburn,\N,\N,casting_director,tt6678086,Georgie Milburn,-1.5494546,-0.9093987
2337,nm9432376,Haye,\N,\N,"miscellaneous,director,actor","tt13798316,tt9010328,tt11686258,tt14167256",D.J. Haye,0.033929385,-0.66275465
2338,nm8159211,Bourne,\N,\N,,tt5740738,Debra Bourne,0.020068465,-2.737784
2339,nm11378688,Matata,\N,\N,production_manager,tt11857602,Hakana Matata,-1.4512457,0.65117717
2340,nm12250348,Boulos,\N,\N,,\N,James Boulos,-2.622647,-2.706499
2341,nm13232934,von,\N,\N,actress,tt16271554,Elina von Lerber,-0.74926615,-3.4716818
2342,nm4546238,Baretton,\N,\N,camera_department,"tt3062096,tt9252468,tt6320628,tt9603212",Jacopo Baretton,0.13665155,-1.046197
2343,nm3636443,Levesque,\N,\N,make_up_department,tt0416449,Jim Levesque,-0.49111775,0.15089998
