,nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles,completeName,UMAP Component 1,UMAP Component 2
2643,nm12674116,Hutchinson,\N,\N,camera_department,tt2118626,Rohan Hutchinson,12.735839,4.141401
2644,nm5510212,Phillips,\N,\N,actress,tt2677336,Karen Phillips,3.394474,-10.36005
2645,nm6982696,Rivard,\N,\N,actor,tt4168502,Anthony Rivard,12.179028,8.75193
2646,nm6762903,Nagpal,\N,\N,,\N,Sarab Nagpal,15.157895,5.9676313
2647,nm9877927,Dixon,\N,\N,actor,tt8495156,La'Mar Dixon,8.659678,5.4817767
2648,nm3943189,Laze,\N,\N,"assistant_director,director,writer","tt12877022,tt11651804,tt2988978,tt8551646",Benart Laze,9.205852,6.7553444
2649,nm7383758,Atkinson,\N,\N,,tt0407361,Alison Atkinson,12.0166445,5.706277
2650,nm1147502,Taylor,\N,\N,"miscellaneous,production_manager","tt0400036,tt0184292,tt0098876,tt0343230",Frank Taylor,13.566451,-12.839411
2651,nm7397882,Balatbat,\N,\N,"assistant_director,casting_department","tt22803370,tt4780142",Paolo Balatbat,12.813223,7.3486137
2652,nm1758909,Eubank,\N,\N,actor,tt0431879,Jimmy Eubank,12.450868,7.4190307
2653,nm9340325,Kwan,\N,\N,actor,tt0201143,Hurst Kwan,13.377546,5.4986005
2654,nm11189374,Ding,\N,\N,actor,tt11413642,Zhixuan Ding,8.800211,5.330234
2655,nm9093768,Fuentes,\N,\N,actress,tt7070676,Lola Fuentes,10.54744,9.860264
2656,nm8860033,Rohrbach,\N,\N,actress,"tt5724164,tt12654824",Jillian Rohrbach,11.781875,3.3959827
2657,nm14034811,Levin,\N,\N,actress,tt22035030,Madeleine Levin,9.381948,6.6760964
2658,nm14151342,Lindqvist,\N,\N,miscellaneous,tt16291040,Hanna Lindqvist,11.591634,5.3028574
2659,nm2395614,Arancibia,\N,\N,actress,tt0781313,Esmeralda Arancibia,10.73022,9.258505
2660,nm2575085,Green,\N,\N,"actor,producer","tt2322176,tt1935863,tt1241016,tt0976127",Gabriel Green,11.065973,-2.1077874
2661,nm2744038,Lyons,\N,\N,actress,tt1086366,Rachel Lyons,10.282331,5.539204
2662,nm6834774,Ital,\N,\N,"cinematographer,director,camera_department","tt8363366,tt4453522,tt4110140,tt4437074",Tracer Ital,10.741877,8.114092
2663,nm3923241,Manninen,\N,\N,miscellaneous,tt0237971,Vesa Manninen,13.716842,9.48228
2664,nm1723265,Zotta,\N,\N,writer,tt0184623,Ovidiu Zotta,12.824861,7.9723215
2665,nm13209911,Abrigo,\N,\N,miscellaneous,tt14507336,Pyper Abrigo,11.233925,9.346663
2666,nm12169019,Nasser,\N,\N,,\N,Suraida Nasser,15.441671,5.84292
2667,nm7351303,Luis,\N,\N,"director,writer,cinematographer",tt4679310,José Luis Calles,10.685385,8.666582
2668,nm8292298,Piazza,1947,\N,,"tt0229171,tt6341050,tt5788902,tt9814854",Osvaldo Piazza,12.101491,9.458568
2669,nm11320581,Conlinn,\N,\N,,\N,Carollyne Conlinn,9.670501,6.468425
2670,nm4072525,Whackers,\N,\N,soundtrack,"tt1397244,tt1267328,tt0197520",The Whackers,11.1668825,5.9239798
2671,nm10134176,Tant,\N,\N,"location_management,transportation_department",tt7122766,Austin Tant,12.680618,6.2447515
2672,nm13668487,Campbell,\N,\N,actor,tt20245636,Jack Campbell,18.343473,4.156342
2673,nm5179530,George,\N,\N,art_department,tt1492959,Sam George,9.193883,-3.8673196
2674,nm14670908,Vanderplate,\N,\N,cinematographer,\N,Jordan Vanderplate,11.810182,8.773472
2675,nm8318416,Rose,\N,\N,actress,"tt5849000,tt5915980",Veronica Rose,10.117447,-2.7958076
2676,nm11013055,Bieringer,\N,\N,make_up_department,tt0479846,Miriam Bieringer,8.086037,7.2607274
2677,nm12517321,Dar,\N,\N,actor,\N,Adi Dar,9.582083,-2.101769
2678,nm3077404,Feather,\N,\N,miscellaneous,tt0108711,Michael Feather,11.504157,4.5325303
2679,nm5588742,Macián,\N,\N,miscellaneous,tt2615824,Noelia Macián Villach,10.248692,10.557231
2680,nm4238027,Zawadka,\N,\N,"actor,stunts","tt1287566,tt1684935,tt1271995",Michal Zawadka,15.075208,8.73571
2681,nm12193655,White,\N,\N,actor,\N,Gabe White,10.73826,-2.4426544
2682,nm6838048,Villoslada,\N,\N,,tt3185620,Pablo Villoslada,10.74186,9.548841
2683,nm13128488,Zhao,\N,\N,actor,tt16113002,Yuliang Zhao,15.10626,3.8569539
2684,nm7378244,Kapper,\N,\N,,tt2402569,Brian Kapper,13.089001,5.903971
2685,nm1919101,Zangen,\N,\N,"editorial_department,production_manager",tt0461108,Itamar Zangen,12.868399,8.05119
2686,nm12111852,Abdelmoniem,\N,\N,animation_department,tt13568930,Ahmed Abdelmoniem,13.335505,6.605767
2687,nm8097259,Cristabal,\N,\N,actor,tt0454165,Milo Cristabal,9.8554735,9.405325
2688,nm10254041,Rodgers,\N,\N,,\N,Pennye Rodgers,11.242448,8.010673
2689,nm10739086,F.,\N,\N,producer,tt10430870,Robert F. Groff Jr.,-1.005055,-5.6727285
2690,nm14656896,Hitzner,\N,\N,,\N,Florian Hitzner,12.221408,4.0849676
2691,nm4841842,Momoi,\N,\N,actress,"tt2418952,tt10815776,tt2170337",Sanae Momoi,14.038047,9.210597
2692,nm5485895,Hrkalovic,\N,\N,miscellaneous,tt2636826,Nina Hrkalovic,13.390673,7.878819
2693,nm14629602,Amjad,\N,\N,"actor,director,writer","tt27116964,tt21406596,tt23118212,tt27169603",Syed Amjad Hussain,14.587567,6.5757294
2694,nm11013477,Philippe,\N,\N,miscellaneous,tt10980544,Karl Philippe Hannon,9.793291,8.364611
2695,nm5512749,Bustorff,\N,\N,,\N,Inès Bustorff,8.245673,7.3379273
2696,nm13984471,Bell,\N,\N,,tt21914658,Mariana Bell,9.591151,3.4301372
2697,nm6650620,Perry,\N,\N,script_department,tt3873790,Olson Perry,10.109408,6.1036735
2698,nm2796578,Fisher,\N,\N,camera_department,tt2625536,Hannah Fisher,12.284433,11.153025
2699,nm2761568,Johannes,\N,\N,actor,tt0459913,Hans Johannes Kark,14.444641,6.8695354
2700,nm9524677,Adamson,\N,\N,producer,tt7128100,Annie Adamson,11.406466,5.937846
2701,nm5397120,Terenzi,\N,\N,actress,tt0874688,Cinzia Terenzi,12.5815735,6.329339
2702,nm8506896,Sanchez,\N,\N,,tt1839337,Michael Sanchez,14.537524,8.140031
2703,nm14819696,Bosch,1450,1516,art_department,tt0293496,Hieronymus Bosch,7.657474,7.5490565
2704,nm14026895,Nguyen,\N,\N,,tt2173023,Phuc-Vinh Nguyen,14.6807375,3.4944298
2705,nm0284984,Fontanes,1962,\N,"director,producer,writer","tt0138500,tt0208218,tt0289772,tt0839775",Lori Fontanes,10.3557205,8.19289
2706,nm6066591,Battaglia,\N,\N,"miscellaneous,art_department","tt0303575,tt0120493,tt1971351,tt1179658",Anthony Battaglia,8.371788,7.4469233
2707,nm2161434,Trautmann,\N,\N,"camera_department,cinematographer,miscellaneous","tt1042974,tt1814672,tt0428289,tt1132607",Magali Trautmann,11.321796,4.201428
2708,nm2732927,de,\N,\N,actress,tt0477126,Maike de Haan,4.761305,25.10839
2709,nm3884092,Hristou,\N,\N,,\N,Androulla Hristou,12.821521,4.7949953
2710,nm11981709,Davis,\N,\N,"writer,music_department","tt5481010,tt13458126",Beverly Davis,0.17917202,-2.134116
2711,nm7705578,Carser,\N,\N,,tt0165064,Harry Carser,9.472833,9.244631
2712,nm0495846,Lebouvier,\N,\N,"set_decorator,art_department","tt6823148,tt10366206,tt0112366,tt6190050",Alain Lebouvier,9.062383,7.5645514
2713,nm14800037,Wright,\N,\N,,\N,Christian Wright,13.123723,2.4797971
2714,nm14773635,Alarcón,\N,\N,,tt27532225,Ricardo Alarcón,10.389003,9.531041
2715,nm12810123,Mendes,\N,\N,actor,tt1736628,Romeo Mendes,10.76263,9.745168
2716,nm11224945,Schmiedecke,\N,\N,,"tt0926267,tt1162315,tt0465852",Mario Schmiedecke,11.333614,3.3994231
2717,nm7227511,Elias,\N,\N,"editor,editorial_department,producer","tt27649770,tt4563168,tt13877496,tt9686730",Matt Elias,11.082609,7.508145
2718,nm10314326,Seyfried,1960,\N,,"tt4086660,tt0382491,tt27190752",Friederike Seyfried,14.58696,7.761899
2719,nm2558139,Dean,\N,\N,"director,writer,visual_effects",tt0969650,Jeremy Dean,10.254664,-4.0841713
2720,nm4328661,Higuero,\N,\N,,tt0371487,Teo Higuero,10.205111,9.665907
2721,nm8705117,Finch,\N,\N,,\N,Alexander Finch,12.25147,11.0946
2722,nm5650260,Mahalow,\N,\N,actor,tt2232404,Peter Mahalow,13.811065,6.4885187
2723,nm8708355,Indergand,\N,\N,assistant_director,tt0067281,Martin Indergand,13.634236,7.1393695
2724,nm12490655,,\N,\N,writer,tt2283208,Missak,-11.377338,12.50823
2725,nm14600804,Murphy,\N,\N,miscellaneous,"tt12484098,tt12544006",Tarija Murphy,14.6853485,2.0628092
2726,nm14560511,Suttles,\N,\N,camera_department,tt22244768,Devin Suttles,14.635839,7.863826
2727,nm11542213,Park,\N,\N,animation_department,tt10105392,Chulyoung Park,16.859184,-0.59196395
2728,nm7119969,Baranowski,\N,\N,actress,tt4444954,Lily Baranowski,10.723435,6.9539475
2729,nm11065178,Green,\N,\N,actress,"tt17320300,tt22014000",Paris Green,11.065836,-2.1162918
2730,nm2330472,Siebrecht,\N,\N,script_department,"tt0800131,tt0490081,tt0935110,tt8415820",Julia Siebrecht,11.667467,3.5944333
2731,nm6648612,Irma,\N,\N,"actress,producer","tt3868602,tt12487230",'Luna' Irma Hermoso,9.403263,4.8768277
2732,nm9685861,Jiménez,\N,\N,producer,tt8115994,Javier Jiménez,10.336528,10.490639
2733,nm5888291,Talbot,\N,\N,,tt0439376,Elisabeth Talbot,11.121126,6.4212494
2734,nm5277090,Novella,\N,\N,,tt2033667,Eric Novella,15.305794,5.8471475
2735,nm5043164,MacCuish,\N,\N,,tt0262955,Mrs. MacCuish,4.718572,8.280667
2736,nm11356948,Williams,\N,\N,,\N,Ace Williams,5.472268,-2.866613
2737,nm15005457,Kamshibaev,\N,\N,director,tt28275727,Dauren Kamshibaev,13.682725,7.178922
2738,nm9074255,Dunn,\N,\N,,tt7032570,Dylan Dunn,9.092482,5.532945
2739,nm9880926,David,\N,\N,,\N,Edward David Gil,9.680099,-3.5194223
2740,nm8221719,Ángel,\N,\N,assistant_director,tt0415421,Miguel Ángel Esteve,10.113199,10.241356
2741,nm1264360,Cheong,\N,\N,visual_effects,"tt0293725,tt0401410,tt0365847,tt1857797",Yiu Cheong Wong,13.669629,4.384339
2742,nm11863118,Polenakis,\N,\N,,\N,Foivos Polenakis,12.079778,7.065943
2743,nm7312292,Macinanti,\N,\N,actress,tt4591008,Venere Macinanti,4.794222,8.281631
2744,nm7966313,Tooney,\N,\N,actress,"tt5929202,tt5473040",Suzanne Tooney,12.198843,5.997267
2745,nm0028110,Adragna,\N,\N,actor,tt0116647,James Adragna,13.003701,8.252143
2746,nm3603252,Yong,\N,\N,"producer,director,actor","tt1507283,tt24215446,tt2918872,tt24225212",Kee Yong Pin,14.131036,4.218068
2747,nm0275065,Ferry,\N,\N,miscellaneous,tt0259811,Alexandra Ferry,12.256871,11.073459
2748,nm5487122,Lesnick,\N,\N,"writer,producer,camera_department","tt8231798,tt8231926,tt8236594,tt8359514",E.J. Lesnick,11.261007,5.217884
2749,nm0266301,Apaumut,\N,\N,"music_department,actor","tt0328121,tt0129694,tt0115418,tt0114148",James Apaumut Fall,13.923291,6.596455
2750,nm8147903,Boyle,\N,\N,"actor,director,writer","tt14300336,tt10004368,tt11558094,tt5984744",Paul Boyle,7.731088,7.3877344
2751,nm7386474,Aguirre,\N,\N,actor,tt4767548,Diego Aguirre,10.485355,9.665675
2752,nm0818122,Spencer,\N,\N,special_effects,tt0082558,Steven Spencer,15.267827,8.202714
2753,nm11180604,Hua,\N,\N,"writer,producer,director",tt12397176,Chuck Hua,13.009869,4.497194
2754,nm14286449,Negru,\N,\N,,tt23856714,Agron Negru,12.814612,8.972068
2755,nm11611684,Nicholas,\N,\N,stunts,tt0107763,Alex Nicholas,10.940263,6.5487003
2756,nm0791997,Sheppard,\N,\N,,tt0364151,Tom Sheppard,11.984904,4.775338
2757,nm12978627,Drapela,\N,\N,visual_effects,tt10937180,Cat Drapela,8.994239,5.4955683
2758,nm7635025,Rusu,\N,\N,,\N,Niculina Rusu,12.944343,9.203649
2759,nm10238525,Aji,\N,\N,visual_effects,"tt18436986,tt9435162,tt10994712,tt10090058",Satrio Aji Ariwijaya,12.982987,6.765764
2760,nm14475722,Reed,\N,\N,,\N,Samantha Reed,12.395213,8.708882
2761,nm3791046,Wallman,\N,\N,miscellaneous,tt0077534,James Wallman,15.804729,0.49199343
2762,nm5981231,Dickey,\N,\N,,\N,Bill Dickey,8.819439,5.4727216
2763,nm6505746,Antonio,\N,\N,script_department,tt3740616,José Antonio Tovar Chacón,10.939474,7.9722905
2764,nm4487976,Hasson,1995,\N,"actress,soundtrack","tt3811906,tt6160506,tt1912398,tt2355844",Maddie Hasson,12.733229,4.365781
2765,nm14324762,Ivanova,\N,\N,production_designer,"tt24218658,tt24217782,tt26693304",Tamara Ivanova,13.712696,7.0105557
2766,nm8740056,Gordienko,\N,\N,miscellaneous,tt6462028,Maksim Gordienko,9.998455,7.6543794
2767,nm7081157,Rojano,\N,\N,make_up_department,tt2799596,Roza Rojano,12.145505,8.685097
2768,nm10400379,Augustine,\N,\N,actor,"tt9178972,tt10079690,tt21249560",Akil Augustine,10.318545,5.825886
2769,nm12097988,Philips,\N,\N,,tt2829712,Dan Philips,3.3945549,-10.359961
2770,nm0268801,Fasulino,1965,\N,"writer,director,producer","tt0475765,tt3400046,tt0282363,tt1738295",Cristina Fasulino,12.180217,10.83377
2771,nm0854658,Tempesti,\N,\N,costume_designer,tt0201314,Berta Tempesti,12.907892,9.198873
2772,nm3341616,Guerrero,\N,\N,,\N,Demesio Guerrero,10.346686,9.361326
2773,nm1243046,G.,\N,\N,"cinematographer,editor,actor","tt2463534,tt7626792,tt8391306,tt0274509",David G. Smith,-1.2689527,-4.133684
2774,nm7902026,Cediel,\N,\N,"composer,music_department,soundtrack","tt12441216,tt5436508,tt3014910",Pablo Cediel,9.564789,9.296348
2775,nm2663927,Al,\N,\N,,tt0380960,Hasan Al,9.710639,-2.29112
2776,nm7635479,Rany,\N,\N,"costume_department,make_up_department,costume_designer","tt5785990,tt19367194,tt5049258,tt18948502",Adhe Rany,12.34185,8.461778
2777,nm7027470,Davis,\N,\N,"sound_department,miscellaneous","tt8119438,tt4323780",Skeeter Davis,0.17839801,-2.13508
2778,nm3245159,Kmonvatin,\N,\N,location_management,tt0405061,Nopadon Kmonvatin,13.543593,7.124701
2779,nm10252803,Premdeep,\N,\N,actor,tt7997932,Bs Premdeep,11.39481,6.292511
2780,nm10627287,Cairns,\N,\N,"costume_department,costume_designer","tt22015938,tt0944947",Chris Cairns,9.049473,9.3280525
2781,nm3081609,Bosma,\N,\N,costume_department,"tt1265963,tt0221736",J. Bosma,8.250871,7.7359347
2782,nm3047905,Crane,\N,\N,miscellaneous,tt0821638,Marina Crane,9.276039,6.349518
2783,nm1836853,Hearst,1917,1998,,\N,Catherine Hearst,12.54726,4.053484
2784,nm0224445,Dia,1912,1976,"director,writer,assistant_director","tt0253677,tt0231126,tt0342054,tt0373085",Ahmed Dia El Din,8.849902,5.3945045
2785,nm13206673,Claudio,\N,\N,sound_department,"tt16397792,tt14988918",Jose Claudio,10.352927,6.8004317
2786,nm2193345,Augustine,\N,\N,miscellaneous,tt0293509,Adrian Augustine,10.311181,5.7803345
2787,nm9774378,Cullen,\N,\N,actress,tt4189022,Grace Cullen,9.047723,9.308369
2788,nm0644887,Oh,\N,\N,miscellaneous,"tt0161185,tt0115086,tt0118359",Joanne Oh,9.538646,-2.12632
2789,nm10869202,Dean,\N,\N,producer,tt10709394,Owen Dean,10.181456,-3.9350283
2790,nm8560575,Heath,\N,\N,"miscellaneous,editorial_department",tt4063096,Linda Heath,11.965334,4.6601553
2791,nm1868379,R.,\N,\N,actor,tt0294703,John R. Flanagan,-1.3819443,-4.191946
2792,nm14627303,Jones,\N,\N,,tt27002406,Jesse Jones,11.820563,-5.607856
2793,nm4875293,Elsa,\N,\N,actress,tt2185431,Jova Elsa Cruz,9.881969,-3.0119421
2794,nm0878119,Turson,\N,\N,actor,"tt0099664,tt0124193",Pierre Turson,10.071582,5.376649
2795,nm0487138,Lante,\N,\N,actress,tt0046250,Diane Lante,9.431819,7.2912884
2796,nm0762401,Sandström,1966,\N,"costume_designer,costume_department,make_up_department","tt0101920,tt15216170,tt2188741,tt0109218",Nina Sandström,12.484493,5.3268223
2797,nm13070902,Tuhkala,\N,\N,actor,tt13371266,Aamos Tuhkala,13.318035,8.564765
2798,nm13105554,Körte,\N,\N,,tt6856940,Laura Körte,11.6714735,3.2785761
2799,nm10256569,Martens,\N,\N,art_department,tt9265518,Ellen Martens,5.7188535,5.1458187
2800,nm4735703,van,\N,\N,cinematographer,tt2091420,Malachi van Nice,24.178453,-3.0804346
2801,nm0862567,Tibblin,\N,\N,"sound_department,editorial_department,miscellaneous","tt0099959,tt0095418,tt0096184,tt0097473",Zsa-Zsa Tibblin,12.493884,7.7553864
2802,nm13954177,Rancourt,\N,\N,,\N,Ken Rancourt,12.17249,8.593613
2803,nm13241166,Hinson,\N,\N,,\N,Carman Hinson,12.319882,4.6668177
2804,nm0100522,Bouzereau,1962,\N,"producer,director,writer","tt3420504,tt1139328,tt1692486,tt0083866",Laurent Bouzereau,9.074498,7.9101863
2805,nm3794260,Kogami,\N,\N,animation_department,tt1081667,Yamanori Kogami,14.615745,5.403784
2806,nm12132635,Sztuk,\N,\N,actress,tt13607832,Aleksandra Sztuk,4.2661214,6.0627513
2807,nm12053221,,\N,\N,,\N,Santosh,-14.904452,-4.0761
2808,nm9474411,Islas,\N,\N,actress,"tt5259966,tt10540362,tt2551294,tt1831897",María Islas,12.343052,7.7233872
2809,nm4889898,Speckner,\N,\N,"actor,miscellaneous",tt2078759,Stuart Speckner,11.306201,4.6768656
2810,nm9877973,Price,\N,\N,camera_department,"tt3747572,tt6889090",Dave Price,10.423604,-2.7240293
2811,nm5960214,Keefe,\N,\N,miscellaneous,tt3203382,Christina Keefe,11.379096,-4.2662854
2812,nm1686103,Moore,1965,\N,"actor,producer",tt3724858,Nathan Moore,13.339491,-4.413641
2813,nm6352482,Ostermann,\N,\N,miscellaneous,tt0405022,Fabian Ostermann,12.027369,7.720988
2814,nm0157638,Chiloux,\N,\N,actress,"tt0309636,tt0402999,tt0241423,tt0167556",Véronique Chiloux,13.5970955,5.0372195
2815,nm14959906,Porthouse,\N,\N,actor,tt28114734,John Porthouse,12.298897,10.0373335
2816,nm0113673,Brown,\N,\N,"camera_department,writer,director","tt0251392,tt0183759,tt0135953,tt0426855",Guillermo Brown,12.805533,-3.1980147
2817,nm14127919,Corredor,\N,\N,miscellaneous,tt15463246,Álvaro Corredor,10.127883,9.795869
2818,nm11779369,Petrone,\N,\N,,\N,Karen Petrone,12.233397,9.797868
2819,nm13108406,Hempel,\N,\N,"actress,miscellaneous","tt27641765,tt13486352",Yasmina Hempel,12.682979,4.1860976
2820,nm1824335,Fuhler,\N,\N,actor,tt0361800,Thomas Fuhler,11.598963,3.000284
2821,nm2424280,Chiaramida,\N,\N,actor,tt0883368,Domenico Chiaramida,13.641263,5.061787
2822,nm0099632,Bouma,\N,\N,actor,tt0087060,Yuri Bouma,8.7524605,7.857966
2823,nm14989445,Bader,\N,\N,music_department,tt28237928,Rahel Bader,7.964581,7.5234737
2824,nm1897525,Couturier,\N,\N,miscellaneous,tt0091089,Nicolas Couturier,9.386714,7.9192758
2825,nm12027083,Schwerdtner,\N,\N,,"tt0465838,tt0926267",Heike Schwerdtner,11.286349,3.5253263
2826,nm1063327,Kapp,1936,2006,"actor,soundtrack",tt0104756,Richard Kapp,12.98926,5.761814
2827,nm11373894,Dipakbhai,\N,\N,,\N,Jaykumar Dipakbhai Rabari,15.611838,7.2711535
2828,nm11763651,Maggi,\N,\N,actor,tt12768912,Nicholas Maggi,13.904136,9.618778
2829,nm3531358,Simek,\N,\N,actor,"tt2040466,tt1209319",Stepan Simek,14.453283,7.805741
2830,nm13078046,Mays,\N,\N,"miscellaneous,director,actor","tt21807030,tt28324805,tt15807074,tt20250028",Cameron Mays,13.976689,9.724346
2831,nm12877463,Castendijk,\N,\N,miscellaneous,tt7295378,Caroline Castendijk,10.625486,8.467205
2832,nm6460728,Miranda,\N,\N,actor,"tt3698334,tt3800870",Nuno Miranda,11.929643,7.862195
2833,nm3285729,Allison,\N,\N,actor,tt1367360,Brady Allison,12.177689,5.74038
2834,nm8664793,Walenzyk,\N,\N,director,tt3632996,Markus Walenzyk,11.857577,7.0956516
2835,nm6661104,Trebenko,\N,\N,camera_department,tt0450519,Vladimir Trebenko,11.1350975,5.7247934
2836,nm14172169,Otunla,\N,\N,actress,tt23011928,Sewa Otunla,12.314045,7.880058
2837,nm3944721,Greene,\N,\N,producer,tt1672182,Jerry Greene,11.173847,-2.0265887
2838,nm14282048,Elías,\N,\N,miscellaneous,tt15092772,Oriol Elías Pujol,10.401721,9.96283
2839,nm0649426,Orbán,1901,1971,actress,"tt0040020,tt0244625,tt0040859,tt0030432",Viola Orbán,10.919745,9.374601
2840,nm8369929,Luis,\N,\N,writer,"tt1857431,tt5459382",Jose Luis Sampedro,11.528914,6.587501
2841,nm1844362,Burke,\N,\N,"camera_department,cinematographer,visual_effects","tt1820166,tt1083954,tt4612286,tt1143154",Kevin Burke,11.548825,6.204932
2842,nm3933206,Wardrop,\N,\N,actor,tt1496864,Jason Wardrop,11.545764,6.2016697
2843,nm7463714,Scott,\N,\N,,\N,Greg Scott,10.235201,-4.040717
2844,nm2550850,Kurtz,\N,\N,editor,"tt0824283,tt0775507,tt0155876,tt0221458",Joe Kurtz,11.580053,6.198064
2845,nm2870949,Quizon,\N,\N,actress,"tt0841166,tt0496980,tt0482059",Josie Quizon,11.5594845,6.344305
2846,nm7719992,Bronbsboet-Toptomygen,\N,\N,,\N,Feofan Bronbsboet-Toptomygen,10.81874,7.416818
2847,nm9489467,Dulova,1995,\N,actress,"tt7386462,tt15530186,tt7336468,tt6845324",Anna Dulova,11.784957,6.633943
2848,nm8573027,Barve,\N,\N,"miscellaneous,location_management,assistant_director","tt6063090,tt3107288,tt6134100,tt4903242",Rohit Barve,11.547413,6.247886
2849,nm3305640,Fotopoulos,\N,\N,"composer,actor,assistant_director","tt1368152,tt1433354,tt1456884,tt1449259",Dimitris Fotopoulos,11.682142,6.465516
2850,nm2359586,Lee,1939,\N,,tt0327483,Don Lee Blackburn,15.119211,-0.090594016
2851,nm3531506,Gratsiou,\N,\N,miscellaneous,tt1089586,Nafsika Gratsiou,12.738507,7.3327394
2852,nm4786992,Diaz,\N,\N,"actor,director,producer","tt2791026,tt3397608,tt2106316",Sebastian Diaz,9.14689,5.613799
2853,nm12649757,Kelly,\N,\N,"camera_department,actor","tt15450188,tt11958198",Olajuwan Kelly,9.652047,-4.984252
2854,nm1885042,Jorge,\N,\N,,\N,Vivian Jorge,11.104932,9.050244
2855,nm8179418,Irfan,\N,\N,"director,actor,editor","tt14888984,tt13677650,tt5535522",M. Irfan,14.509846,6.57919
2856,nm9105840,Spang-Hanssen,\N,\N,"music_department,soundtrack",tt2520772,Simon Spang-Hanssen,12.339813,3.9831185
2857,nm2268040,Wakaki,\N,\N,visual_effects,"tt0475258,tt0823537,tt0823538,tt0395265",Norihiko Wakaki,14.515828,5.512621
2858,nm8129295,Kemeid,\N,\N,,tt5705274,Olivier Kemeid,12.422012,6.3173213
2859,nm14060743,Zales,\N,\N,actor,tt0272337,Pierre Zales,11.952721,6.65594
2860,nm14835211,Ademola,\N,\N,actress,tt2787024,Jenny Ademola,14.2191,6.227654
2861,nm10652378,Camacho,\N,\N,make_up_department,tt5941692,Karla Camacho,10.60327,8.6333475
2862,nm12188066,Elias,\N,\N,actress,"tt0077076,tt0940902,tt23747074,tt23059472",Anouk Elias,10.97208,7.5733457
2863,nm12606649,L.,\N,\N,transportation_department,"tt23558280,tt3016748,tt1405406,tt12585076",Jack L. Herrin,-2.8783324,-1.8479598
2864,nm0737357,Rogobete,\N,\N,"script_department,assistant_director,set_decorator","tt0076490,tt0237440,tt0236631,tt0150577",Grigorita Rogobete,9.032952,7.368458
2865,nm4286169,Bozanic,\N,\N,art_director,tt0180771,Vladislav Bozanic,8.343291,7.7629123
2866,nm2082566,Grant,\N,\N,"director,writer,producer","tt0485560,tt3497082,tt12638884,tt1773216",Trevor Grant,10.260867,-3.5366058
2867,nm10181851,Smith,\N,\N,make_up_department,tt8806742,Khamilia Smith,12.352043,-4.555641
2868,nm14125386,Harris,\N,\N,music_department,tt22652860,Nicois Harris,11.522533,-6.2783747
2869,nm5559491,Notaro,\N,\N,,\N,Biachi Notaro,12.2911825,5.9078584
2870,nm8384276,White,\N,\N,director,tt5994514,Hannah White,10.7329445,-2.4603102
2871,nm13622230,Titulaer,\N,\N,cinematographer,tt19878536,Tom Titulaer,12.503905,6.381945
2872,nm8557074,Antwi-Donkor,\N,\N,,tt3170910,Brenda Antwi-Donkor,13.610832,7.2385097
2873,nm3531364,Helena,1983,\N,actress,"tt3242936,tt1781724,tt1267060,tt2887114",Maria Helena Chira,11.7300415,5.6282597
2874,nm5027973,Challas,\N,\N,actor,tt2294617,George Challas,13.428792,5.10862
2875,nm5672897,Romeo,\N,\N,"producer,director,writer",tt2915214,Colectivo Romeo,12.313423,8.617
2876,nm6613772,Carpani,\N,\N,composer,tt3846426,Gabriele Carpani,9.815221,8.962052
2877,nm6406285,Tuyen,\N,\N,actor,tt3646838,Mong Tuyen,14.597063,3.6263678
2878,nm3817034,Rend,\N,\N,sound_department,tt0124818,Anthony Rend,12.326893,8.491141
2879,nm7578173,Milosevic,\N,\N,"cinematographer,editorial_department","tt19385812,tt4964962",Milos Milosevic,11.321163,6.800039
2880,nm11821071,,\N,\N,stunts,tt12820482,John,25.220106,-3.4271183
2881,nm10801628,MawlaMostafizur,\N,\N,actor,tt10560034,Shaymol MawlaMostafizur Noor,14.000546,7.194859
2882,nm6123813,,\N,\N,,\N,Damion,25.219303,-3.4263983
2883,nm12133813,Sheeran,\N,\N,actor,tt13614392,Red Sheeran,11.587821,6.240221
2884,nm13301852,Mankal,\N,\N,actor,tt17048712,Khaled Mankal,15.458805,7.119101
2885,nm4249482,Trakas,\N,\N,"director,writer,assistant_director","tt1808496,tt3338702,tt2559324,tt3030970",Jonathan Trakas,11.707793,6.4459043
2886,nm5884149,Redmon,\N,\N,,tt3127680,Rob Redmon,11.55076,6.243662
2887,nm8167330,Silkin,\N,\N,"composer,sound_department",tt5750398,Alexandr Silkin,11.543255,6.1292243
2888,nm12000925,Dar,\N,\N,art_department,tt10395672,Israel Dar,9.44574,-2.1691427
2889,nm11147814,Stubbe,\N,\N,actor,"tt0396637,tt0806910",Jesko Stubbe,10.433762,3.8176003
2890,nm4589033,Appolonia,\N,\N,actor,tt2040413,Luisetti Appolonia,9.709073,6.984855
2891,nm8961511,Christon,\N,\N,,tt1331516,John Christon,10.765978,5.193576
2892,nm7287572,James,\N,\N,actress,"tt4629638,tt11523198,tt7670194",Lila James,25.876352,2.9612234
2893,nm3220261,Alcantara,\N,\N,"actor,stunts","tt0309694,tt0479722,tt10050274,tt15214296",Herman Alcantara,10.303341,9.466527
2894,nm6134960,Ivanovs,\N,\N,,\N,Juris Ivanovs,13.637506,7.3266935
