,nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles,completeName,UMAP Component 1,UMAP Component 2
141,nm6554070,Shi,\N,\N,,tt2857312,Shifu Shi Yan Xiu,16.772139,5.415171
142,nm11997891,Rees,\N,\N,actor,tt11166750,Aaron Rees,12.336712,8.559029
143,nm1446793,Newmeyer,\N,\N,actor,tt0379783,Karl Newmeyer,10.738169,4.7250032
144,nm9242318,Spencer,\N,\N,,\N,Nick Spencer,15.249515,8.185485
145,nm9053821,Whiteside,\N,\N,actress,tt5848644,Molly Whiteside,11.109769,5.898802
146,nm0995588,Mulcahy,\N,\N,producer,tt0150875,John Mulcahy,13.496105,9.925501
147,nm3296729,Waterstone,\N,\N,miscellaneous,tt1299587,Olivia Waterstone,10.607657,5.235
148,nm13003407,King,\N,\N,executive,\N,Richard King,8.706803,-4.3233886
149,nm10464766,Kara-France,1993,\N,,"tt3137940,tt25405730,tt4572042,tt8805450",Kai Kara-France,13.185952,5.950499
150,nm8373721,Daub,\N,\N,director,tt5980926,Jason Daub,12.944968,6.6248355
151,nm12026588,Depont,\N,\N,assistant_director,"tt27502334,tt21230686,tt11580394,tt14419668",Rose Depont,9.895103,6.7677684
152,nm12602896,Kadhe,\N,\N,visual_effects,"tt10309902,tt5433138,tt2463208,tt6277462",Nachiket Kadhe,13.676407,6.891405
153,nm2389210,Sandoval,\N,\N,actor,tt0781313,Marcelo Sandoval,11.334256,5.7368994
154,nm3405800,Willis,\N,\N,"music_department,soundtrack","tt0396378,tt6086350",Dave Willis,10.688858,4.8421464
155,nm13365936,Sakson,\N,\N,production_designer,tt17375086,Monika Sakson,14.449446,7.8340454
156,nm11344632,Pennington,\N,\N,,\N,DeAuna Pennington,10.519132,5.6648803
157,nm13586897,,\N,\N,actress,tt15196514,Patricinha,-9.3759575,2.1583438
158,nm5116996,Garvin,\N,\N,camera_department,tt2214596,Michael Garvin,10.482059,6.8413997
159,nm9418161,Youdan,\N,\N,actor,tt2977644,Joey Youdan,12.143522,5.398065
160,nm0309537,Gates,\N,\N,actress,"tt0060028,tt0065317,tt0051247,tt0059991",Barbara Gates,10.135799,7.3832483
161,nm11433964,Clagett,\N,\N,actor,"tt10122486,tt10508446",Brice Clagett,10.001219,6.911048
162,nm9341300,Page,\N,\N,writer,tt7523044,Libby Page,10.317769,-2.5070593
163,nm1924527,Evans,\N,\N,actor,tt0094484,Tony Evans,11.509257,15.465689
164,nm14497381,Estrella,\N,\N,sound_department,tt13635348,Rafael Estrella,10.640567,9.153869
165,nm3402399,Gilino,\N,\N,composer,tt1412507,Mark Gilino,10.849336,7.0771556
166,nm8375690,Ando,\N,\N,,\N,Shoko Ando,11.976271,7.115094
167,nm11830649,Virthe,\N,\N,,\N,Romain Virthe,11.757179,8.7208605
168,nm6961309,Dündar,\N,\N,actress,"tt1594918,tt4688048,tt10682186",Ayfer Dündar,13.68319,8.126554
169,nm9394324,Veskioja,\N,\N,actor,tt0810920,Risto Veskioja,13.444182,8.153952
170,nm12216065,Zaytseva,\N,\N,assistant_director,tt13802220,Zhanna Zaytseva,13.469766,7.397086
171,nm3513984,Askin,\N,\N,actor,tt1467022,Keefe Askin,11.812532,5.628981
172,nm9023749,Sohr,\N,\N,"director,camera_department,editor","tt4322510,tt3459380",Kirk Sohr,14.382692,7.3767195
173,nm10608472,Alan,\N,\N,actor,tt9805274,Jason Alan Falls,9.766922,-3.5117424
174,nm11302200,Livingston,\N,\N,actor,tt11674732,Wayne Livingston,10.880795,5.669865
175,nm4089680,Cho,\N,\N,,\N,Sang-Youen Cho,9.510391,-1.6989738
176,nm9526475,Kayamaba,\N,\N,actor,tt6213284,Richard Kayamaba,13.992706,6.27736
177,nm5055121,Glick,\N,\N,camera_department,tt2155526,Ryan Glick,10.324361,6.4075007
178,nm0004555,Murch,1943,\N,"sound_department,editor,editorial_department","tt0078788,tt0071360,tt0066434,tt0116209",Walter Murch,13.916171,9.418825
179,nm13591294,Leyers,\N,\N,actress,tt19768274,Luca Leyers,9.390542,6.877451
180,nm0012998,Ageeva,1965,\N,actress,"tt0089675,tt0102244,tt0108474,tt0179186",Inna Ageeva,10.915077,6.702321
181,nm1689724,Esteban,\N,\N,actress,tt0374225,Amalia Esteban,10.626114,9.537304
182,nm9957156,Harris,\N,\N,,\N,Simon Harris,11.522748,-6.2800236
183,nm5959255,Morales,\N,\N,sound_department,tt3187054,Shanaya Morales,15.676059,4.3648505
184,nm12252682,Scaman,\N,\N,,\N,Sam Scaman,11.025023,7.5042605
185,nm4343443,Menné,\N,\N,camera_department,tt1850330,Kali Menné,13.787303,9.644131
186,nm7077938,Terrebone,\N,\N,composer,tt4387134,Matthew Terrebone,11.972897,7.5303392
187,nm8632225,Golod,\N,\N,,\N,Tom Golod,10.154895,7.629026
188,nm14836824,Kirby,\N,\N,,\N,Tom Kirby,13.431072,5.9338446
189,nm2824179,Labrador,\N,\N,"director,writer","tt2044885,tt1133568",Napoleon Labrador,11.460042,6.713142
190,nm1976314,Morris,\N,\N,actor,tt0462069,Roy Morris Sr.,15.69747,4.347892
191,nm12699693,Teff,\N,\N,actor,tt13229084,Tony Teff,11.516991,6.2922864
192,nm1138494,Van,1948,2008,editor,tt0310943,Els Van den Abeele,9.174243,-2.5828435
193,nm0444555,Keeling,1911,1987,actor,"tt0163475,tt0423210,tt0071001,tt0054518",Kenneth Keeling,11.64053,5.1433315
194,nm12291841,Aykan,\N,\N,"art_director,set_decorator",tt0313588,Saner Aykan,11.936368,7.9389496
195,nm5414776,Apostolov,1988,\N,"actor,producer,director","tt6546272,tt2802018,tt3630506,tt5176716",Stefan Apostolov,13.643269,7.5581656
196,nm8807389,Kids,\N,\N,,\N,Pei Kids,10.598452,-2.100155
197,nm11070432,Sabah,\N,\N,actress,"tt11821916,tt11152668,tt11646204,tt13211958",Sarika Sabah,12.937484,6.479269
198,nm9859345,,\N,\N,cinematographer,tt8456722,Shadowbrood,-11.341869,12.474653
199,nm4252101,Sotelo,\N,\N,"actor,assistant_director,miscellaneous","tt2958480,tt1472007,tt5691474",Adrian Sotelo,10.923556,9.416687
200,nm0875308,Hiro,1969,\N,"make_up_department,special_effects,visual_effects","tt0133152,tt4555426,tt0421715,tt6394270",Kazu Hiro,13.916664,5.210267
201,nm7817662,Xu,\N,\N,actor,tt2115388,Guangjun Xu,15.29732,3.5829754
202,nm0625185,Nelson,\N,\N,actor,"tt0041061,tt0043238,tt0056777,tt1339219",Robert Nelson,15.644288,5.702394
203,nm5282465,Flanagan,\N,\N,,"tt3220124,tt0976188",Bill Flanagan,9.717968,7.0053144
204,nm14776469,Rebekah,\N,\N,,\N,Rachel Rebekah Eadie,12.842128,5.7709336
205,nm2891285,Kovac,1954,2019,miscellaneous,tt1164615,Philip Kovac,13.338174,7.9419646
206,nm12211860,Swann,\N,\N,actor,tt13881580,Allan Swann Stuart,11.746241,5.2435555
207,nm3501194,Monske,\N,\N,writer,tt0143058,Lydia Monske,14.022621,9.357615
208,nm14936945,Mumford,\N,\N,actress,tt27933594,Riley Mumford,13.976974,9.624783
209,nm2336288,Waszczuk,\N,\N,"assistant_director,production_designer","tt0093534,tt1269716",Ewa Waszczuk,15.18768,8.84271
210,nm3968646,Rodríguez,\N,\N,,tt0774513,Raquel Rodríguez,-4.605967,-6.027021
211,nm12807523,Korn,\N,\N,producer,tt15151156,Vladi Korn,13.070338,5.872072
212,nm0638920,Nyutstumo,1958,2017,actress,"tt0271315,tt0172160,tt5664668,tt4973284",Anne Nyutstumo,14.892635,6.066841
213,nm5434663,Juan,\N,\N,,tt0407419,Fernando Juan Cruz,14.3055935,6.9705105
214,nm0747591,Rozgonyi,1955,\N,"director,producer,script_department","tt0097719,tt0108827,tt2295781,tt1056473",Ádám Rozgonyi,14.930667,8.635048
215,nm8957481,Gaytan,\N,\N,actress,tt0362443,Karla Gaytan Quezada,12.229544,7.418262
216,nm9625171,,\N,\N,,"tt26471427,tt26458799,tt26453725,tt4558034",Tucor,-14.919654,-4.091291
217,nm1960643,Birch,\N,\N,actress,tt0423155,Sheila Birch,10.019837,5.2547803
218,nm0575455,Medeiros,\N,\N,actor,tt0116291,Manuel Medeiros Ferreira,11.141032,8.658196
219,nm4399780,Brunette,\N,\N,"miscellaneous,actor","tt7587890,tt5114356,tt1730767,tt4834206",Peter Brunette,7.9333863,7.503795
220,nm7490549,Jones,\N,\N,"cinematographer,editor,producer","tt6937856,tt4837164,tt4906262",Justin Jones,11.811151,-5.599837
221,nm5764493,K.V.,\N,\N,actor,tt2606554,Roopesh K.V.,-1.3943684,-3.9340892
222,nm3413492,Cusato,\N,\N,"director,producer,writer","tt1433248,tt4004366,tt1595600,tt9474900",Jason Cusato,10.175136,9.08102
223,nm1538084,Bruno,\N,\N,camera_department,tt0397132,Wan Bruno Due Annesen,8.0068035,7.6470304
224,nm9545646,Simmons,\N,\N,"producer,actor,writer","tt15367792,tt16058076,tt15839306,tt15463616",Rondell Simmons,14.574282,7.9986434
225,nm14721533,Mbah,\N,\N,actress,"tt27651222,tt27427329,tt27436785,tt27437423",Nadine Mbah,13.666651,9.074928
226,nm0331687,Gosslar,\N,\N,actor,"tt0072360,tt0168313,tt0316949,tt0131686",Hanns Gosslar,10.032141,7.4883833
227,nm4016536,Kunieda,\N,\N,composer,tt1703130,Manabu Kunieda,14.095366,6.1957507
228,nm4206543,Leuschen,\N,\N,actor,tt1786503,Dillion Leuschen,11.582532,3.5737793
229,nm6385055,Vassiliadis,\N,\N,miscellaneous,tt3624464,Ioannis Vassiliadis,12.93431,7.3614807
230,nm4845917,Gordo,\N,\N,"composer,music_department","tt1935074,tt2729314",Ricardo Gordo,10.134913,7.7070603
231,nm0734177,Rock,\N,\N,"miscellaneous,production_manager,art_department","tt0167190,tt0300471,tt0370263,tt0280486",Lenka Rock,10.630981,-2.715464
232,nm10298581,Monet,\N,\N,actress,tt6433034,Ms. Monet,10.410873,6.060823
233,nm11132894,Bánszky,\N,\N,miscellaneous,tt8738020,Gyula Bánszky,4.2787576,6.050544
234,nm0646871,Oliver,1975,\N,"writer,composer,producer","tt1563697,tt2217996,tt3229786,tt0273002",Jamie Oliver,11.327557,5.2331114
235,nm5636913,Hill,\N,\N,,"tt5768460,tt2814858",Stuart Hill,25.431221,8.98862
236,nm8878492,Adam,\N,\N,"cinematographer,camera_department",tt6698688,Mark Adam Goldstein,9.8271055,-3.5561898
237,nm10028120,Barnwell,\N,\N,editor,tt8800982,Allan Barnwell,9.838371,4.340035
238,nm11201954,Baracho,\N,\N,cinematographer,tt11441986,Renata Baracho,10.754788,8.582724
239,nm13873084,Thomas,\N,\N,,\N,Rachael Thomas,9.176412,-3.9698856
240,nm6029865,Miranda,\N,\N,actor,"tt5109344,tt2478856,tt8548052,tt1454713",Andrea Miranda,11.936544,7.821746
241,nm9297218,The,\N,\N,actor,tt0046617,Dennis The Menace,9.779103,-2.4520953
242,nm6836843,Kolaj,\N,\N,,\N,Gjovalin Kolaj,13.11025,8.362239
243,nm4615119,Hoffman,\N,\N,actress,tt1986072,Wictoria Hoffman,12.399459,4.0372195
244,nm0880381,Ulbrich,1910,1991,"writer,producer,actor","tt0055418,tt0062607,tt0054939,tt0038206",Walter Ulbrich,11.328463,4.305979
245,nm12426812,Nimchuar,\N,\N,actress,tt13393728,Punyarak Nimchuar,15.096212,6.094583
246,nm0550854,M.,\N,\N,camera_department,"tt0098206,tt0082340,tt0082495,tt0072317",Drain M. Marshall,-9.377204,-4.0441027
247,nm1855144,Nugent,\N,\N,,tt0369100,Kareem Nugent,15.353219,5.8123283
248,nm8764470,Xinjie,\N,\N,miscellaneous,tt6448084,Kang Xinjie,14.79718,4.013125
249,nm9585596,Jin,\N,\N,stunts,tt6871634,Chengzhu Jin,14.268538,4.673891
250,nm10138430,Fialho,\N,\N,writer,tt9032310,Luma Fialho,11.651236,10.047955
251,nm12965061,Lopez,\N,\N,"writer,assistant_director,camera_department","tt13805836,tt18548756,tt15484254",Danielle Lopez,9.346905,7.2018566
252,nm0132426,Campbell,1949,2020,"actor,miscellaneous","tt10293406,tt3205376,tt0760329,tt0360717",Eddie Campbell,18.291082,4.1949058
253,nm7463802,Plüschke,\N,\N,actress,tt4869252,Franziska Plüschke,11.70216,3.3109155
254,nm15072240,Dieubon,\N,\N,actor,tt4726640,Génesté Dieubon,11.519666,4.054042
255,nm4837346,Adams,\N,\N,,\N,Yolanda Adams,0.15803604,-1.4477812
256,nm9414921,Larson,\N,\N,actor,"tt9652586,tt7627790",Brad Larson,9.353298,6.6370864
257,nm2671534,Heuser,\N,\N,composer,tt1038679,Bernhard Heuser,11.951813,4.5798264
