,nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles,completeName,UMAP Component 1,UMAP Component 2
837,nm5563205,Derkachov,\N,\N,actor,tt0337898,M. Derkachov,7.304856,10.008139
838,nm6298753,Hipsz,\N,\N,actor,tt2766800,Lucasz Hipsz,9.252406,6.107724
839,nm8980578,de,\N,\N,,tt6870334,Bo de Peña,15.949966,6.1080017
840,nm14478029,Franck,\N,\N,actor,tt0198054,Fernand Franck,8.796885,5.4605794
841,nm2161761,Kelly,\N,\N,miscellaneous,tt0432649,Marty Kelly,9.167302,0.8325972
842,nm11473677,Altimeyer,\N,\N,actress,"tt14256384,tt5341056",Erika Altimeyer,6.654016,6.8230367
843,nm11256521,Ruben,\N,\N,"visual_effects,camera_department","tt10567444,tt10731100",Benedikt Ruben Müller,5.18793,2.5516284
844,nm14240909,Bevensee,\N,\N,camera_department,"tt23643582,tt23581746",Jonathan Bevensee Morgan,10.618379,5.1655293
845,nm4170745,Priest,\N,\N,"actress,miscellaneous",tt1772390,Leah Priest,10.361561,3.0053675
846,nm2945734,Brown,\N,\N,miscellaneous,tt0166123,Brad Brown,9.745765,-8.375129
847,nm9772480,Medina,\N,\N,actor,tt8278300,Luis Medina,9.104694,4.0840807
848,nm2786597,Jungclas,\N,\N,costume_department,tt1110214,Dan Jungclas,8.785204,6.4485073
849,nm14398049,Paksoglou,\N,\N,actor,tt25154528,Dimitris Paksoglou,7.63265,8.689618
850,nm2565138,Dahis,\N,\N,production_manager,tt0497641,Goldi Dahis Gatt,10.118118,6.5348706
851,nm2750365,Saal,\N,\N,miscellaneous,tt1087812,Emmanuelle Saal,5.0232787,8.415264
852,nm2267819,Emel,\N,\N,"camera_department,sound_department,miscellaneous","tt1640707,tt0451201,tt0870105",Maurice Emel Wright,6.306508,6.603918
853,nm14421636,Delbridge,\N,\N,actor,tt25401492,Dan Delbridge,7.7882643,3.8904166
854,nm9771902,Ambrose,\N,\N,director,tt8277748,David Ambrose,5.0640397,1.7724593
855,nm2294546,Fox,\N,\N,"visual_effects,director,actor","tt6281944,tt2252984,tt0877512,tt6782460",Joel Fox,9.173505,4.328063
856,nm13695631,Ochs,\N,\N,sound_department,tt20411900,Ethan Ochs,5.843029,0.037761614
857,nm7197599,Marshall,\N,\N,"costume_department,costume_designer","tt14097180,tt5938042,tt5471472,tt3924186",Danielle Marshall,4.7788496,-3.7857256
858,nm6223333,Rigoni,\N,\N,producer,tt3471234,Giulia Rigoni,8.857383,8.144841
859,nm11072193,Caruso,\N,\N,,\N,Ashley Caruso,9.69298,7.943117
860,nm11612166,Lam,\N,\N,,\N,William Lam,6.783786,14.794709
861,nm5281805,Lichter-Marck,\N,\N,writer,tt2405372,Rose Lichter-Marck,5.280715,5.476201
862,nm8618724,Gilchrist,\N,\N,producer,tt6292234,Carrie Gilchrist,7.7824607,5.984808
863,nm1823081,Schinegger,\N,\N,,"tt0443741,tt7000540",Christa Schinegger,4.921146,6.001442
864,nm13657548,Weeda,\N,\N,,tt14605692,Hans Weeda,7.3658423,7.628519
865,nm2413390,Garaot,\N,\N,"actress,art_director,costume_designer","tt2891228,tt0874313,tt1454912",Lucía Garaot,8.0922365,6.574397
866,nm11867136,Thomas,\N,\N,,\N,Monica Thomas,-13.499644,7.855199
867,nm6784130,Sáenz,\N,\N,,\N,Conchita Sáenz,4.946757,8.365147
868,nm3193719,Rhody,\N,\N,actor,tt1321402,Matt Rhody,6.9932146,4.4794664
869,nm9656864,Thumthae,\N,\N,cinematographer,tt8059904,Teerut Thumthae,3.609273,6.5945563
870,nm8329098,Beville,\N,\N,actress,tt3603104,Stacy Beville,10.608564,5.1362176
871,nm4405367,Asensi,\N,\N,composer,tt1883401,David Asensi,7.8604283,8.176933
872,nm13699677,A.,\N,\N,"visual_effects,animation_department,art_department",tt6287174,Eddie A. Sánchez,29.49552,1.1512922
873,nm0207524,De,1955,2016,"cinematographer,camera_department,director","tt0111887,tt0089370,tt0089153,tt0105391",Peter De Bont,15.947924,6.0867553
874,nm0174818,Lou,\N,\N,"production_manager,miscellaneous","tt0187614,tt0119559,tt0112600",Mary Lou Conlin,9.502058,5.8726716
875,nm6274976,Burani,\N,\N,transportation_department,tt1979320,Andrea Burani,6.8920975,6.180127
876,nm5335299,Obara,\N,\N,animation_department,"tt1401113,tt9231098",Akiko Obara,6.0083704,10.276698
877,nm15070411,Bessell,\N,\N,art_department,tt0118401,Chris Bessell,10.61544,5.1575184
878,nm8150156,Rueffler,\N,\N,"production_manager,miscellaneous","tt5729154,tt7106414",Merle Rueffler,7.3416095,6.21353
879,nm14509447,Vix,\N,\N,,\N,Jenn Vix,8.439363,9.502736
880,nm12857965,Lancit,\N,\N,"writer,producer",tt15253472,Cecily Lancit,8.907406,6.3040037
881,nm10452958,Archambault,\N,\N,location_management,tt9056822,Kevin Archambault,5.8621354,6.0422945
882,nm11397173,Nabella,\N,\N,actress,tt11907088,Ika Nabella,6.294787,7.854623
883,nm10980742,Hughes,\N,\N,actress,"tt16713274,tt28022899,tt10619448",Lorna Hughes,4.0114245,0.1616849
884,nm9778966,Cleary,\N,\N,actor,tt4693232,Tony Cleary,7.2771273,4.664284
885,nm2972371,Meglic,\N,\N,"actor,soundtrack","tt5161028,tt1213124",Tomi Meglic,7.4592323,7.171981
886,nm5618160,Almering,\N,\N,cinematographer,"tt2961048,tt2829202,tt2974166,tt3230124",John Almering,6.4506507,6.3739266
887,nm10929050,Onkinen,\N,\N,costume_department,tt10839846,Elina Onkinen,6.1127615,8.885906
888,nm2493997,R.,\N,\N,transportation_department,tt0829193,Stanley R. Sims,-10.1567135,3.2508602
889,nm7056884,Wyland,\N,\N,actress,"tt7129030,tt4361186",Sonya Wyland,6.5569706,4.606624
890,nm4525568,Boone,\N,\N,miscellaneous,tt0775470,Liza Boone,7.9832,3.3251672
891,nm11479218,Fatt,\N,\N,actress,tt0290794,Annemarie Fatt,7.2178726,7.1182117
892,nm8551347,Braica,\N,\N,transportation_department,tt6205710,Dan Braica,8.557468,7.2761683
893,nm0475432,Kupcinet,1941,1963,actress,"tt0052472,tt0054033,tt0055674,tt0054542",Karyn Kupcinet,5.8518014,8.576734
894,nm5767892,Schercinger,\N,\N,actor,"tt18228920,tt3017470",Nikolas Schercinger,4.9764833,5.937647
895,nm9311419,Veble,\N,\N,,tt7446690,Andrej Veble,8.968335,9.964521
896,nm0287177,Forte,\N,\N,"actress,writer,director","tt1178186,tt8802706,tt0181978,tt1520866",Sophie Forte,0.1834384,1.9166647
897,nm6793123,Vega,\N,\N,"camera_department,cinematographer,visual_effects","tt5246394,tt4673528,tt4791756,tt5516346",Christian Vega,0.59758013,18.297194
898,nm7665218,Piettro,\N,\N,miscellaneous,"tt0271894,tt0165001",Paul Piettro,8.231214,8.578111
899,nm9599789,Edge,\N,\N,"director,editor,producer",tt7953588,Scott Edge,-2.6603014,-0.8577196
900,nm4784984,Josephy,\N,\N,"producer,casting_department","tt3967068,tt3463360,tt1497563",Allison Josephy Key,5.634977,2.6970134
901,nm3735610,Hirano,\N,\N,animation_department,"tt1945730,tt1685401,tt4869896,tt3874528",Yuichi Hirano,4.288996,7.2585554
902,nm6621954,Bradsher,\N,\N,miscellaneous,tt3831004,Wyatt Bradsher,6.643629,5.356515
903,nm14263975,Snuk,\N,\N,,tt11274898,Liane Snuk,6.6512623,10.449517
904,nm6437237,Navarro,\N,\N,"miscellaneous,production_manager,art_department","tt15788548,tt4902964,tt4718304,tt13089270",Heather Navarro,9.627512,-1.4364506
905,nm3242200,Kanelopoulou,\N,\N,miscellaneous,tt1018846,Maria Kanelopoulou,7.697578,9.027841
906,nm13090769,Secadron,\N,\N,actor,tt11316964,Alian Secadron,5.2796383,7.7654724
907,nm8603038,Savarese,\N,\N,,\N,Neesa Savarese,8.9996605,7.6402206
908,nm1011854,Orrgård-Solén,\N,\N,actress,tt0289380,Alexandra Orrgård-Solén,8.017167,9.032815
909,nm12871608,Peers,\N,\N,actor,tt0120990,Toby Peers,8.432063,6.2119317
910,nm5706843,Wainraihgt,\N,\N,,"tt4938522,tt0480313,tt0480316,tt3686692",Rodrigo Wainraihgt,6.194466,8.988071
911,nm10740686,Frelatre,\N,\N,actor,tt7062722,Eden Frelatre,7.892749,5.6599727
912,nm0185184,Cox,\N,\N,actress,"tt0069991,tt0159167",Patricia Cox,5.765833,1.3112473
913,nm6330725,Grimes,\N,\N,,\N,Maurice Grimes,5.8352146,1.2876544
914,nm4896579,Prince,\N,\N,,\N,Pat Prince,9.749349,2.783112
915,nm5237286,Merkulova,1979,\N,"director,writer,producer","tt13322726,tt2934404,tt6829828,tt8900172",Natasha Merkulova,7.45806,10.189702
916,nm13263504,Perkins,\N,\N,actor,tt14221508,Bryson Perkins,6.495902,-1.7321897
917,nm0707605,Rakos,\N,\N,"producer,miscellaneous","tt2025682,tt0245850",Andrew Rakos,7.549188,6.937764
918,nm0745336,Rothwell,\N,\N,"actress,producer,miscellaneous","tt0279600,tt0428390,tt0407362,tt0375210",Amber Rothwell,4.470223,4.9170947
919,nm4881012,Nielsdottir,\N,\N,"soundtrack,composer","tt2214807,tt0808285",Sigridur Nielsdottir,5.9694424,7.4459715
920,nm6185447,Stein,\N,\N,,\N,Brett Stein,4.603335,5.182933
921,nm3150585,Agerwala,\N,\N,music_department,tt0496319,Arjun Agerwala,4.5534873,8.8921995
922,nm12099210,Scott,\N,\N,"actor,writer","tt16654110,tt16655046,tt13539706",Edison Scott,16.450071,-6.8274484
923,nm10060380,,\N,\N,,tt8870164,Bassfzz,-1.7142106,23.881931
924,nm6309859,Davis,\N,\N,,tt3553302,Chuck Davis,26.408379,6.758246
925,nm9579226,Codi,\N,\N,actress,\N,Cassie Codi,9.498333,7.859472
926,nm9502884,Lau,\N,\N,"actress,camera_department",tt7675044,Jasmine Lau,6.7588105,14.808644
927,nm10376538,Lee,\N,\N,composer,tt8672818,Su Lee Ming,-6.2993937,12.143243
928,nm12308182,Hewitson,\N,\N,,\N,Catrina Hewitson,4.9159765,6.444512
929,nm4673250,Honeywell,1990,\N,"camera_department,cinematographer,art_department","tt1972591,tt5523010,tt1935859,tt4703048",Joel Honeywell,6.208884,3.5521824
930,nm6391985,Pellé,\N,\N,actor,tt3146360,Michel Pellé,8.327163,8.714021
931,nm5947940,Mortensen,\N,\N,actor,tt3102360,Peiter Mortensen,7.4296823,7.8019443
932,nm6835177,Il,\N,\N,actor,tt1175031,Yoho Il,8.502821,3.8675523
933,nm5369766,Moore,\N,\N,actor,tt2170325,Larry Moore,-3.4489594,-7.9019475
934,nm0941423,Woreth,\N,\N,"director,writer,actor","tt0120563,tt0102599,tt6190050,tt0284904",Eric Woreth,6.6961017,4.9407735
935,nm9897171,Talwar,\N,\N,,\N,Alexandra Talwar,6.3072343,9.177012
936,nm10577082,Flavelle,\N,\N,actress,tt9214260,Bianca Flavelle,7.9007645,5.608164
937,nm3209214,Woods,\N,\N,composer,tt1329428,Simon Woods,8.495214,4.5388684
938,nm7219160,Gendreau,\N,\N,,tt4067972,Rick Gendreau,8.545726,5.830972
939,nm6862410,Ribeiro,\N,\N,camera_department,tt0206501,David Ribeiro,8.483776,7.4134684
940,nm4962570,Pentecost,\N,\N,assistant_director,tt2316897,Lee Pentecost,8.182812,8.910003
941,nm9866722,Hoshi,\N,\N,actress,tt8473430,Miyuki Hoshi,4.372555,7.2639217
942,nm5822866,Zampelli,\N,\N,actress,"tt5228730,tt10056512,tt3074008,tt9386290",Rachel Zampelli,8.445316,9.622605
943,nm1883006,Toumanian,\N,\N,"art_department,visual_effects","tt0112642,tt26474883,tt0300828,tt0454903",Curt Toumanian,10.311308,9.026792
944,nm1775314,Coral,\N,\N,actor,"tt0434066,tt0783857",Michael Coral,8.088917,7.3994417
945,nm1563607,Lundh,\N,\N,"actor,director,writer","tt1605783,tt11527562,tt6740146,tt8961508",Daniel Lundh,5.6750445,6.7855835
946,nm15084223,Wang,\N,\N,editorial_department,\N,Yuhan Wang,3.2777817,-6.6276608
947,nm13082980,Lemoine,\N,\N,producer,tt15709108,Caroline Lemoine,9.41862,5.5054097
948,nm0007884,Abbey,\N,\N,"location_management,art_department,editorial_department","tt11847842,tt2321549,tt4536768,tt4068576",Sarah Abbey,7.8007326,3.6926227
949,nm6327901,Zharikova,\N,\N,,tt0123338,Natalia Zharikova,7.787849,10.509618
950,nm13788213,Gupta,\N,\N,actress,tt3911870,Payal Gupta,3.1063623,9.755126
951,nm9052342,Johnson,\N,\N,,\N,Sally Johnson,20.052868,16.62455
952,nm8783974,Hoyles,\N,\N,costume_department,"tt4016454,tt2140663,tt2193021,tt11192306",Joshua Hoyles,4.2914963,6.668395
953,nm13922951,Jackson,\N,\N,,\N,Cue Jackson,4.7391963,-3.8185112
954,nm7658556,Gillin,\N,\N,"actress,production_designer","tt4684268,tt24166504",Lori Gillin,7.7478943,4.7862687
955,nm3152057,Saez,\N,\N,animation_department,tt0242599,Carmen Saez de Ibarra,4.980548,8.315803
956,nm2824433,Bom,\N,\N,,tt0383119,Charlotte Bom,6.603805,5.9914746
957,nm14603835,Rodriguez,\N,\N,art_department,"tt17001504,tt6722802,tt13453138",Isaac Rodriguez Terma,10.712146,-2.4081209
958,nm1659216,Snyder,\N,\N,"actor,producer,director","tt5828846,tt4677438,tt1555383,tt0092325",Sasha Snyder,5.545095,-1.4418756
959,nm2729949,Santos,1973,\N,"editor,editorial_department,miscellaneous","tt0491687,tt4305162,tt10714776,tt0117773",Steven Santos,0.18870798,1.7786231
960,nm6563189,Starfalck,\N,\N,,\N,Annica Starfalck,5.392124,7.8673854
961,nm6450633,Dreiling,\N,\N,producer,tt3689230,Cat Dreiling,6.305536,6.111064
962,nm8818479,Ríos,\N,\N,"art_director,costume_designer","tt6594290,tt5026428",Malinali Ríos,0.33309567,1.3440337
963,nm11155144,Nair,\N,\N,,tt11333584,Ariya Nair,3.8174703,7.800683
964,nm1706600,Campbell,\N,\N,"actor,camera_department","tt0404543,tt1001330",Andy Campbell,6.252396,0.59562844
965,nm11430341,Pottiger,\N,\N,"actress,composer",tt2231058,Vanessa Pottiger,7.763992,8.69239
966,nm10259954,Bum,\N,\N,animation_department,"tt4608596,tt0331744,tt0275137",Hang Bum Jo,7.617318,5.173754
967,nm5588237,Serra,\N,\N,art_department,tt0345185,Marc Serra,11.698321,7.4428124
968,nm8592010,Zorko,\N,\N,actor,tt3674454,Alan Zorko,8.081259,10.588348
969,nm12221113,,\N,\N,"director,writer,producer",tt13819800,CaptainPhresh,-1.770754,23.91881
970,nm13584025,Basu,\N,\N,actor,tt19722464,Sanjay Basu,7.0639844,7.382479
971,nm5682952,MioMio,\N,\N,actor,tt2925892,DJ MioMio,5.8611236,9.382453
972,nm11870768,Simon,\N,\N,miscellaneous,tt9526036,Johannes Simon,16.450857,-6.828282
973,nm12125941,Pountain,\N,\N,"director,writer,cinematographer","tt13808606,tt13581294,tt13599044",Drew Pountain,8.299505,8.816102
974,nm0870796,Tramoth,\N,\N,actor,"tt27950020,tt0290879,tt27991665,tt0099005",Yanee Tramoth,7.266656,6.6214476
975,nm8266928,Koller,\N,\N,actor,tt5860944,Maike Koller,5.780453,8.001353
976,nm5445555,Vargas,\N,\N,actress,tt2585214,Noelia Vargas,0.8287533,-0.58232415
977,nm10619729,Muhoza,\N,\N,"editorial_department,sound_department",tt10177972,Liane Muhoza Mutaganzwa,6.962062,7.122902
978,nm11710305,Laird,\N,\N,music_department,tt12269174,Jeno Laird,7.0947037,1.602639
979,nm13868671,Schettini,\N,\N,,\N,Vincenzo Schettini,8.839984,8.190268
980,nm11980010,Ferson,\N,\N,,tt0279573,Mike Ferson,7.676284,5.480364
981,nm6251847,Braver,\N,\N,actor,"tt3502172,tt5561936,tt12413932",Matt Braver,9.803993,3.9768796
982,nm11666579,Cooney,\N,\N,actor,tt0086918,James Cooney,10.119547,7.3456197
983,nm10787428,Tench,\N,\N,camera_department,tt0371794,Colin Tench,6.499981,9.063395
984,nm0971698,Williams,\N,\N,editor,tt0283995,M.A. Williams,8.1976795,-4.9098973
985,nm6537837,Black,\N,\N,camera_department,tt3771898,Dani Black,2.0083199,11.714842
986,nm4950301,Free,\N,\N,actress,"tt3622334,tt14196552,tt2176354,tt2302691",Arielle Free,8.223033,4.938557
987,nm10612929,Dowler,\N,\N,,\N,Robert Dowler,5.798136,5.6174808
988,nm3198679,Martin,\N,\N,music_department,"tt1015999,tt0865907",Kristie Martin,17.449982,-1.7486141
989,nm5511270,Fazzio,\N,\N,actress,tt2693650,Martha Fazzio,8.050845,5.915084
990,nm7852908,Nevedrov,\N,\N,actor,"tt0356761,tt3069614,tt0104481,tt3326054",Valeriy Nevedrov,7.536039,10.085236
991,nm13081653,Carter,\N,\N,miscellaneous,"tt2235759,tt14792896",Stephen Carter,4.756522,2.1402745
992,nm3338682,Pape,\N,\N,"cinematographer,director,camera_department","tt5844634,tt3131452,tt2331482,tt1386627",Stefan Pape,8.311636,8.964565
993,nm1495622,Iwamoto,\N,\N,actress,"tt0387776,tt0112166,tt0255108",Yumiko Iwamoto,5.873627,9.356721
994,nm2461179,Ossian,\N,\N,"visual_effects,location_management,miscellaneous","tt11320192,tt1496025,tt9812474,tt11655202",Håkan Ossian,6.225535,10.2939005
995,nm0021911,Almgren,\N,\N,actress,"tt1650048,tt0118564,tt0429573,tt5834426",Susan Almgren,6.5922756,7.243564
996,nm4747567,Brownell,\N,\N,camera_department,tt2097347,Jarod Brownell,3.6751869,5.020011
997,nm10528650,Parran,\N,\N,,tt2873866,J.D. Parran,8.729701,8.863584
998,nm9208692,Anuntapong,\N,\N,editor,tt7263590,Pakorn Anuntapong,11.681508,6.040187
999,nm4869122,Kitter,\N,\N,,\N,Mitch Kitter,5.8313413,8.29368
1000,nm4279641,Foltz,\N,\N,actor,tt1824238,Jordan Foltz,7.547888,5.6206994
1001,nm13198761,,\N,\N,,\N,Chico,-1.8349411,23.779327
1002,nm14834510,Furman,\N,\N,actress,tt27698660,Sofia Furman,7.773765,5.628005
1003,nm12685619,Gates,\N,\N,actor,tt14882756,Alyx Gates,8.322399,-4.735216
1004,nm0347249,Guilty,\N,\N,actor,tt0063413,Joseph Guilty,9.740976,3.8131812
1005,nm10252959,Thigpen,\N,\N,stunts,tt9265624,Sam Thigpen,3.585026,6.509553
1006,nm1333729,Domination,\N,\N,actress,"tt0321780,tt3529612,tt1821635,tt12747898",Marti Domination,9.557665,3.6911223
1007,nm0680041,Philipponeau,\N,\N,camera_department,"tt2310393,tt0152930,tt0113362,tt1309388",Jacques Philipponeau,8.481346,5.764473
1008,nm4632919,Luceñera,\N,\N,actress,tt1989582,Lucy Luceñera,8.665283,7.7395926
1009,nm8868674,Dodt,\N,\N,animation_department,tt6563910,Satujiwa Dodt Asmoro,9.503919,6.541147
1010,nm0545703,Marcie,\N,\N,"producer,director,cinematographer","tt15778100,tt0162975,tt0298140,tt0953440",Florent Marcie,9.012453,2.448211
1011,nm7877615,Jensen,\N,\N,"miscellaneous,art_department","tt5271120,tt4604058",Camille Jensen,4.9386663,4.057089
1012,nm11068359,Boyias,\N,\N,,\N,Coula Boyias,8.271697,7.0987415
1013,nm11210085,Sullivan,\N,\N,actress,tt10520218,Caroline Sullivan,6.921814,0.40785095
1014,nm7023025,Takagaki,\N,\N,"animation_department,art_department,art_director","tt2507174,tt10468596,tt1739212,tt2549540",Maria Takagaki,6.162856,9.482207
1015,nm3308063,Montgomery,\N,\N,,"tt12682354,tt0460950",Ben Montgomery,7.978245,3.2416046
1016,nm6259792,Gonzalez,\N,\N,actor,tt2449810,Justin Gonzalez,0.8576324,-0.69803566
1017,nm14506698,O'Neil,\N,\N,make_up_department,\N,Sophie O'Neil,5.8865733,-0.07407345
1018,nm13391663,Hurtaut,\N,\N,"miscellaneous,art_department","tt18224642,tt27538341",Florian Hurtaut,6.9458747,6.887913
1019,nm7578091,McKinnon,\N,\N,"actor,sound_department","tt5016338,tt25403418",Lucas McKinnon,6.742542,3.230139
1020,nm0963013,Malzone,\N,\N,,\N,Jennifer Malzone,7.9673586,7.4350123
1021,nm15028934,Lea,\N,\N,actress,tt28330510,Debbie Lea Young,8.073755,5.0612607
1022,nm4617147,Leon,\N,\N,location_management,tt1967607,Carlos Leon,0.6511403,2.403807
1023,nm10965848,Binder,\N,\N,actress,"tt22299528,tt21074596,tt0450923",Petra Binder,5.998647,5.4422307
1024,nm3371709,Ramos,\N,\N,miscellaneous,tt0439706,Bouchard Ramos,0.1520234,1.7885953
1025,nm6664225,Hung,\N,\N,cinematographer,tt3899004,Colleen Hung,7.4905972,4.972459
1026,nm11976438,Lefrançois,\N,\N,actor,\N,David Lefrançois,9.392229,5.526417
1027,nm4683690,Bork,\N,\N,actress,tt2063875,Zsuzi Bork,6.9840865,5.786202
1028,nm14378976,Miguel,\N,\N,producer,tt25026554,Juan Miguel Cortés,0.7701551,2.3518417
1029,nm2776678,Åsbø,\N,\N,"camera_department,cinematographer,producer","tt0177446,tt0977206,tt28227465,tt3332240",Runar Åsbø,5.4291134,4.7541485
1030,nm14817822,Vives,\N,\N,producer,tt22014400,Maria Vives,8.433683,9.611843
1031,nm10382104,Walters,\N,\N,,\N,Larry Walters,26.208225,6.5591717
1032,nm12782788,Reddy,\N,\N,actor,tt8080982,Varshith Reddy,3.4360647,9.561126
1033,nm4198320,Bláha,1947,\N,"actor,soundtrack","tt0362295,tt0065052,tt8830548,tt0124096",Karel Bláha,6.992041,7.796903
1034,nm5498000,Smith,\N,\N,,\N,Cynthia Smith,24.224245,-3.3265798
1035,nm12728764,Miller,\N,\N,actress,tt14973042,Ashia Miller,6.7525487,-15.653911
1036,nm14493611,Sharipova,\N,\N,production_designer,tt22444780,Alsu Sharipova,7.405027,10.041876
1037,nm7207639,Fetrat,\N,\N,"director,writer,cinematographer",tt4541706,Sadaf Fetrat,7.7982793,5.517494
1038,nm7194670,Bergan,\N,\N,actor,tt4527594,Claire Bergan,5.0260744,4.696317
1039,nm11254891,Herrera,\N,\N,stunts,"tt9701670,tt5057054,tt8560918",Bibiana Herrera,-0.31663468,1.8122387
1040,nm11279562,Sakkijha,\N,\N,camera_department,"tt12513844,tt11388504",Fares Sakkijha,4.8188334,8.75897
1041,nm6651388,Sandberg,\N,\N,actress,"tt3887030,tt4467616",Anna Sandberg,5.160232,5.306586
1042,nm6695541,Trang,\N,\N,,tt3921366,Thu Trang Nguyen,6.635015,9.199978
1043,nm0259676,Ernshaw,1900,1992,art_department,tt0172202,William Ernshaw,5.946234,6.3438077
1044,nm0418820,Jaros,\N,\N,sound_department,"tt0401448,tt0190217,tt0189541,tt3149538",Stan Jaros,7.695631,8.584855
1045,nm2786745,Himeno,\N,\N,actor,tt1105356,Guy Himeno,4.565056,7.387566
1046,nm10001706,John,1913,\N,,\N,Blind John Davis,5.289744,3.37028
1047,nm13684737,Sidhu,\N,\N,"production_manager,producer","tt14888342,tt22045080,tt15979440",Lovejot Sidhu,4.7937536,8.972245
1048,nm10646944,Anderson,\N,\N,director,tt10240942,Bob Anderson,3.1747115,-8.460363
1049,nm14078434,Webber,\N,\N,art_department,tt22265166,Brian Webber,6.006377,-0.92529386
1050,nm0702564,Pütsep,1898,1960,actor,"tt0212569,tt1519458",Eduard Pütsep,7.4396996,7.002457
1051,nm5620014,Pipkin,\N,\N,"actor,production_manager",tt2834764,Chase Pipkin,7.202524,8.915575
1052,nm4017581,Kabede,\N,\N,actor,tt1169272,Yadesse Kabede,5.631056,8.416319
1053,nm2376243,Bouffier,1951,\N,,"tt0470977,tt0833903,tt0439369,tt0327382",Volker Bouffier,7.072255,5.7286816
1054,nm0165743,Clayton,\N,\N,actress,"tt0147770,tt1212418,tt0424797,tt0331559",Lynn Clayton,7.9854474,3.2256653
1055,nm1416543,Orellana,\N,\N,actress,tt0374908,Ludmila Orellana,6.107036,10.322418
1056,nm10687599,Vallu,\N,\N,director,tt10319310,Balu Vallu,8.582893,9.408929
1057,nm3648643,Despi,\N,\N,"editorial_department,visual_effects,producer","tt1529324,tt1853549,tt0828445,tt1987163",Ivan Despi,8.80914,6.2237377
1058,nm2437195,Bloomstone,\N,\N,producer,tt0133302,Susan Bloomstone,7.9021993,4.1123433
1059,nm7069580,Aliaga,\N,\N,writer,tt4378178,Andrea Aliaga Masó,6.368418,8.516168
1060,nm3832712,Botha,\N,\N,"art_director,art_department,production_manager","tt9419976,tt19865004,tt1610394,tt3057894",Nadine Botha,7.343596,7.7491302
1061,nm13934431,Chheda,\N,\N,visual_effects,tt13314558,Pujan Chheda,4.7752175,7.197303
1062,nm6845901,Boutwell,\N,\N,"art_department,set_decorator,art_director","tt5798112,tt4411392,tt4122574,tt5298930",Claire Boutwell,7.0438814,4.0352216
1063,nm8082916,Montgomery,\N,\N,producer,tt5648116,Anson Montgomery,7.980607,3.2198524
1064,nm5667029,Grégoire,\N,\N,"director,writer,producer",tt2906924,Arnaud Grégoire,8.59496,5.7239084
1065,nm1331423,Truesdale,\N,\N,actor,tt0289992,Noah Truesdale,7.7368107,3.8589973
1066,nm0022862,Altit,\N,\N,"art_department,art_director,editorial_department","tt9845564,tt0185125,tt0118819,tt2372251",José Altit,6.6949577,7.022319
1067,nm4466169,Gordan,\N,\N,miscellaneous,tt0098740,Marshall Gordan III,10.870789,5.8632326
1068,nm11494994,Feuillet,\N,\N,"director,writer",tt12137942,Clément Feuillet,7.8754673,5.5636206
1069,nm14080999,Hilgemann,\N,\N,,tt0780515,Lukas Hilgemann,4.2322187,6.824644
1070,nm4902928,Shirazi,\N,\N,assistant_director,tt2234011,Masume Shirazi,5.3428636,9.110307
1071,nm0768202,D.,\N,\N,"camera_department,editor,talent_agent","tt0211883,tt0192906,tt0364829,tt0402701",Peter D. Sawyer,20.879599,5.2824135
1072,nm13919956,Kumar,\N,\N,composer,tt21615300,Alok Kumar,3.2222867,9.6831
1073,nm1493093,Jankovic,\N,\N,"camera_department,cinematographer","tt0220584,tt0200345,tt0199239,tt0200368",Miomir Jankovic,7.180301,9.614948
1074,nm10643365,Clemens,\N,\N,producer,tt10233838,Natalya Clemens,8.135676,-4.848037
1075,nm9806019,Johnson,\N,\N,"director,cinematographer",tt8351134,Michael Johnson,20.052828,16.624508
1076,nm13174565,Gazzina,\N,\N,composer,tt16288788,Alberto Gazzina,8.676948,7.435913
1077,nm8540694,Yuan,\N,\N,miscellaneous,tt6083388,Zengchan Yuan,3.3563135,-6.181823
1078,nm8403631,Slover,\N,\N,,tt16287264,Jeannette Slover,5.1309137,7.7517314
1079,nm11489823,Leday,\N,\N,actress,tt12124518,Verroni Leday,-1.7834576,6.31269
1080,nm1404215,Mónaco,\N,\N,actor,"tt15657520,tt0372578,tt15909848",Pablo Mónaco,8.401876,4.4704757
1081,nm4136990,Aberle,\N,\N,"music_department,sound_department","tt1661846,tt1964684,tt2512310,tt4356850",Hank Aberle,6.467148,6.9986267
1082,nm4684371,Cannon,\N,\N,"actor,assistant_director",tt2057380,Jake Cannon,6.4647913,1.098697
1083,nm3621934,Roe,\N,\N,,tt1480326,Eoin Roe,5.446851,0.49428502
1084,nm11056126,A.,\N,\N,,\N,Julie A. Martrin,29.480072,1.1667379
1085,nm1923779,Spencer,\N,\N,"director,writer,cinematographer","tt1723774,tt0482458,tt1523291,tt0461011",Russ Spencer,5.4837255,1.8568454
1086,nm11605486,Michalak,\N,\N,actor,tt12380188,Olivier Michalak,7.055304,8.442418
1087,nm12070059,Dunn,\N,\N,camera_department,tt13439014,Patrick Dunn,6.054294,-2.7679288
1088,nm12280277,Yi,\N,\N,animation_department,tt0877335,Hyang Yi Kim,3.1598146,-6.1202254
1089,nm3397179,Fernández,\N,\N,"set_decorator,art_department","tt1029656,tt1076950,tt1153059,tt4546290",Nereida Fernández,-1.5463063,1.8242761
