,nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles,completeName,UMAP Component 1,UMAP Component 2
51,nm7714235,Jo,\N,\N,,\N,Martha Jo Murray,7.7291355,9.227528
52,nm13563578,Grassi,\N,\N,,tt19488306,Giorgio Grassi,8.155787,8.070655
53,nm3608117,Blass,1984,\N,"composer,actor,make_up_department","tt4490118,tt2259946,tt3254832,tt2229499",Teddy Blass,6.786744,5.994906
54,nm12105283,Stuckert,\N,\N,,\N,Jacob Stuckert,7.4491963,5.044372
55,nm5627757,Gil,\N,\N,camera_department,tt2815842,Sandra Gil Gijón,7.799832,6.031146
56,nm5124932,Calderas,\N,\N,actress,tt2728240,Lissette Calderas,8.36911,6.991548
57,nm7417027,Chandler,\N,\N,,\N,Cara Chandler,6.8452826,-2.5336025
58,nm12457766,Grode,\N,\N,,\N,Jacob Grode,5.8202176,5.965116
59,nm4839252,Ciukaj,\N,\N,,\N,Carol Ciukaj,6.361119,9.017512
60,nm5227406,Takizawa,\N,\N,camera_department,tt2350790,Andrés Takizawa,6.101281,9.432994
61,nm9519968,Sotheby,\N,\N,sound_department,tt7808852,Claude Sotheby,6.149046,11.331591
62,nm12445307,Matthew,\N,\N,,\N,Aaron Matthew Cannon Panaligan,5.4353237,2.1334784
63,nm8889474,Kasdorf,\N,\N,"assistant_director,camera_department",tt6719728,Ron Kasdorf,5.411979,7.649601
64,nm12900843,Hector,\N,\N,,tt15348114,Spc Hector Barajas,0.06232876,2.8596225
65,nm14352881,Balfour,\N,\N,actor,tt18546296,Tarah-Mae Balfour,6.361388,1.8269036
66,nm1824344,Garcia,\N,\N,"actor,producer,director","tt0438255,tt6761236,tt0438509",Augusto Garcia,8.652631,-2.6958547
67,nm11752908,Thomas,\N,\N,,tt10583412,Sophie Thomas,-13.50014,7.8557644
68,nm5659488,Francis,\N,\N,actor,tt1244031,H.G. Francis,9.001684,5.081055
69,nm10662017,Sobti,\N,\N,actress,tt10270030,Hazel Sobti,8.589632,8.243351
70,nm11875915,Chesler,\N,\N,,\N,River Chesler,5.14162,6.090652
71,nm2589515,Parsons,\N,\N,sound_department,"tt1477138,tt0865297,tt0989889,tt0857376",Andrew Parsons,6.841691,-2.534131
72,nm10982792,Fonteneaux,\N,\N,camera_department,tt10947462,James Fonteneaux,8.375655,5.9274282
73,nm12441529,Huhtaniemi,\N,\N,,tt14266052,Aino Huhtaniemi,6.2510743,8.983634
74,nm4163379,Tomita,\N,\N,,tt1412248,Rika Tomita,6.192793,9.337536
75,nm5206240,Tirada,\N,\N,actress,"tt2106394,tt2631030",Stephanie Tirada,6.7725487,9.075722
76,nm14140008,Prichard,\N,\N,cinematographer,tt22779670,Jonathan Prichard,8.23647,8.927614
77,nm1639724,Hughes,\N,\N,sound_department,"tt4927934,tt11354258,tt0267157,tt0324692",Cliff Hughes,4.009874,0.16311194
78,nm8870490,Mack,\N,\N,producer,"tt13938106,tt6685544",Ken Mack,6.8518167,3.62731
79,nm1252678,Oh,\N,\N,producer,"tt0333416,tt0334348",Kyeong-bong Oh,1.2456388,6.5530787
80,nm0257173,Engelberg,\N,\N,actor,"tt0259796,tt0217177,tt0309912,tt0369400",Jacob Engelberg,5.177644,5.380004
81,nm11035930,Madison,\N,\N,director,"tt14716954,tt11058764",Paul Madison,8.173627,3.529693
82,nm4475261,Gonfard,\N,\N,,\N,André Gonfard,10.872657,5.8663063
83,nm1874560,Tachibana,\N,\N,animation_department,"tt0298590,tt0376208",Naoyoshi Tachibana,6.537519,9.255433
84,nm4552380,Kamale,\N,\N,"director,writer","tt1869253,tt20767882,tt20766186,tt5108764",Pravin Kamale,5.2173676,8.5766945
85,nm5880146,Johnson,\N,\N,,tt1832727,Ron Johnson,20.052832,16.624485
86,nm0990120,Warwick,1954,\N,,"tt0397681,tt0212693,tt0243689,tt6183700",Kevin Warwick,7.982047,3.8113985
87,nm10149316,parkinson,\N,\N,,\N,Audrey parkinson Bennett,5.2165966,4.5752525
88,nm8184802,Tolber,\N,\N,actress,tt5313994,Tiffanney Tolber,10.352173,9.079081
89,nm2811765,Yasuhiko,\N,\N,miscellaneous,tt1130031,Saori Yasuhiko,5.1389303,9.703639
90,nm8066669,Murray,\N,\N,,"tt7092750,tt5226916",Joelle Murray,12.831195,0.03964851
91,nm14108925,Sholl,\N,\N,,\N,Sarah Sholl,5.565194,6.7376432
92,nm7194083,van,\N,\N,actor,tt4527140,Richard van Huysum,0.61857074,18.276985
93,nm12967594,Rizzo,\N,\N,actor,tt15356544,Steve Rizzo,8.942367,8.399471
94,nm13047350,Molinero,\N,\N,script_department,tt14908880,Laura Molinero,8.07777,7.626186
95,nm6013643,Andrade-Martina,\N,\N,"sound_department,composer,director","tt3153490,tt8425842,tt8372340,tt3257770",René Andrade-Martina,9.150544,8.56803
96,nm13146114,Debro,\N,\N,actor,tt16123692,Chuck Debro,15.796815,6.155194
97,nm5564380,Perrine,\N,\N,actress,tt0440351,Ruth Perrine,8.583271,5.572206
98,nm6025446,Dunovan,\N,\N,"editor,editorial_department,visual_effects","tt5647002,tt11136638,tt2750930,tt18393774",James Dunovan,5.782488,4.024585
99,nm4200313,Somoza,\N,\N,"producer,director",tt1785668,Alejandro Somoza,6.160015,11.293059
100,nm6070760,Lanmon,\N,\N,actress,tt3304520,Tiffanie Lanmon,8.961501,6.3131948
101,nm4538171,Haverstock,\N,\N,,tt1984129,Linda Haverstock,4.695467,6.773744
102,nm1204571,Voonsri,\N,\N,actor,"tt26316587,tt27972387,tt0295145,tt28037264",Pakachon Voonsri,8.75494,9.502838
103,nm2659472,Nalbantis,\N,\N,,"tt1018846,tt1016143,tt1031819,tt1037948",Mihalis Nalbantis,6.285069,7.781907
104,nm6118140,Yip,\N,\N,cinematographer,tt0098313,Wa-Sing Yip,5.837238,6.805566
105,nm13214642,Uppal,\N,\N,actor,tt16424744,Manjeet Uppal,6.8555813,5.1398525
106,nm1291289,Boucher,\N,\N,actor,tt0344697,D. Boucher,6.9713225,5.701401
107,nm3565781,Sandoval,\N,\N,actress,"tt13437844,tt0439344,tt24016104,tt5868826",Estefanía Sandoval,6.093767,5.6271133
108,nm2847162,'Metal,\N,\N,miscellaneous,tt1100051,Jeremy 'Metal Jay' Lewis,8.22419,4.905274
109,nm6509956,Boudjok,\N,\N,"special_effects,make_up_department,actor","tt11105790,tt11883966,tt7048622,tt14384820",Elie Boudjok,6.96222,5.816081
110,nm0124048,Buschmann,\N,\N,actress,"tt0103558,tt0259142,tt0433515,tt0071079",Sabine Buschmann,5.394339,5.753006
111,nm14396344,Formanes,\N,\N,writer,"tt25148870,tt22814698",Shea Formanes,7.8547482,6.7185974
112,nm4912088,Tenji,\N,\N,,"tt16030336,tt2230619",Ngima Tenji,6.432483,9.184503
113,nm6047482,Scheithauer,\N,\N,"actor,visual_effects,director","tt3892922,tt3593698,tt5595168,tt2388771",Linus Scheithauer,4.9204073,6.0171547
114,nm13438814,Das,\N,\N,"visual_effects,assistant_director,costume_department","tt18335948,tt19177674",Siddhant Das,10.178547,6.42108
115,nm3003132,Khan,\N,\N,actor,"tt2040454,tt3175978,tt3319756",Akhtar Khan,3.149013,9.011576
116,nm14935041,Wu,\N,\N,producer,\N,Jianbo Wu,2.0477505,8.417309
117,nm3000565,Flamant,\N,\N,actress,"tt1328968,tt1952642,tt1379885,tt1789829",Lucy Flamant,7.8939,5.597359
118,nm0847717,Hachirô,1940,1985,actor,"tt0089404,tt0226872,tt5668220,tt0076935",Tako Hachirô,4.365186,7.2727213
119,nm2926721,Stone,\N,\N,"costume_department,actress,costume_designer","tt2226519,tt2888334,tt10166602,tt1758830",Alana Stone,-2.6773994,-0.8673417
120,nm1867369,Barlett,\N,\N,costume_department,tt0363589,Marsha Barlett,8.307987,7.0039997
121,nm6349327,Cornsilk,\N,\N,"sound_department,camera_department",tt3579102,James Cornsilk,5.9468665,7.8116894
122,nm2204714,Fratinni,\N,\N,actress,tt0779967,Mirta Fratinni,8.683122,8.052026
123,nm14586081,Rodriguez,\N,\N,producer,tt21621872,Reinol Rodriguez,10.699581,-2.3992434
124,nm0450055,Kertesz,\N,\N,"art_department,miscellaneous","tt0084211,tt0082533",Stephan Kertesz,6.647327,9.75483
125,nm14503679,Jackson,\N,\N,,\N,Deborah Jackson,4.7351236,-3.8150458
126,nm3094740,García,\N,\N,actor,tt0188405,Luis García Lawson,8.65816,-2.6829977
127,nm5884984,Pavlina,\N,\N,actor,"tt2009813,tt3128468",David Pavlina,7.931146,9.577315
128,nm5643286,Sloan,\N,\N,actress,tt4038936,Jaime Sloan,6.670186,1.1174947
129,nm5294219,Schaffer,\N,\N,music_department,tt2405730,Craig Schaffer,4.859415,6.030669
130,nm9214462,Barth,\N,\N,producer,tt7274448,Carolyn Barth,8.901754,8.377526
131,nm5521301,Taws,\N,\N,,tt1292218,Margaret Taws,6.885747,8.929257
132,nm3623417,Jin,\N,\N,animation_department,tt0462538,Yoo Jin Park,3.4539113,-6.0059447
133,nm12155669,God,\N,\N,,tt11363282,Lake God,9.475323,4.778502
134,nm1095294,Besták,1914,1994,actor,"tt0058424,tt0049548,tt0149675,tt0304447",Kamil Besták,5.998669,8.403393
135,nm8931033,Stillson,\N,\N,actor,tt6119036,Henry Stillson,5.859844,4.083633
136,nm7965146,Harrison,\N,\N,,\N,Trevor Harrison,7.5023246,2.6944628
137,nm5948158,Thomas,\N,\N,sound_department,"tt0112197,tt0105935",Lori Thomas,-13.499501,7.8551373
138,nm8630827,Lavery,\N,\N,actor,tt6315044,Livi Lavery,9.145135,5.7861514
139,nm13728844,Williams,\N,\N,actor,\N,Travis Williams,8.210979,-4.9032273
140,nm12276970,Bundesen,\N,\N,,\N,Joel Bundesen,5.88778,6.233721
141,nm6692785,Anderson,\N,\N,,\N,Angie Anderson,3.1739037,-8.463165
142,nm10414380,McGarrigle,\N,\N,miscellaneous,tt4319118,Aidan McGarrigle,6.7123117,3.1403902
143,nm13524669,Ramos,\N,\N,miscellaneous,tt3205000,Rowena Ramos,0.12070885,1.7851269
144,nm0078540,Berwick,\N,\N,"actor,writer,director","tt0088751,tt0094512,tt11296186,tt0085937",Wayne Berwick,7.931394,3.6642888
145,nm6356965,Cohen,\N,\N,producer,tt3595232,Jeremy Cohen,4.045909,4.587637
146,nm13295509,Gonzalez,\N,\N,actress,tt17013798,Gemma Gonzalez,0.85724914,-0.69732094
147,nm4174747,Caine,\N,\N,actor,tt1773323,Farius Caine,4.8822002,1.3507704
148,nm12204231,Reynolds,\N,\N,art_department,tt13779394,Brad Reynolds,5.4302926,-1.6002848
149,nm7733881,Buelow,\N,\N,miscellaneous,"tt11669950,tt5199588,tt5226436",Stephanie Buelow,6.7092333,5.817182
150,nm8221346,McWilliams,\N,\N,,tt4023328,Glenn McWilliams,6.8295884,3.1057305
151,nm2170638,J.,\N,\N,actor,tt0462285,Aaron J. Cross,15.441285,19.491652
152,nm8070794,Cunningham,\N,\N,actress,\N,Tracy Cunningham,4.980722,0.68684775
153,nm0709079,Ramsey,\N,\N,"camera_department,cinematographer,miscellaneous","tt3581652,tt7286456,tt3864056,tt3682448",Steve Ramsey,11.215909,-3.6849418
154,nm14043974,Dwi,\N,\N,"animation_department,art_department",tt16023608,Bagas Dwi,15.951488,6.0924582
155,nm7705398,Ross,\N,\N,,\N,Daniel Ross,7.45972,0.6754684
156,nm3840544,Memelsdorff,\N,\N,music_department,tt0107259,Pedro Memelsdorff,5.228287,6.152735
157,nm13166273,Giæver,\N,\N,miscellaneous,"tt21981926,tt16266622",Markus Giæver Nordbye,5.5393295,4.880046
158,nm7227286,Riza,\N,\N,,tt4562930,Ali Riza Aslan,7.8193765,7.0802608
159,nm10785342,Looking,\N,\N,,\N,Electric Looking Glass,9.397853,3.8546767
160,nm6935377,Pappolla,\N,\N,editor,tt4225270,Romain Pappolla,8.247737,9.04324
161,nm10392111,Goertz,\N,\N,,tt0487238,Stephan Goertz,10.790661,5.8156343
162,nm0133153,Campogalliani,1885,1974,"director,actor,writer","tt0032317,tt0035099,tt0025827,tt0030458",Carlo Campogalliani,8.874809,8.034125
163,nm11645592,Nascimento,\N,\N,art_department,tt12473774,Dani Nascimento,9.048852,7.7103724
164,nm9388177,Stroup,\N,\N,assistant_director,"tt15120436,tt6774098",Jeremiah Stroup,2.7692337,7.1535344
165,nm12211822,Volandt,\N,\N,miscellaneous,tt13606240,Ben Volandt,8.576677,9.663295
166,nm12122063,Rafi,\N,\N,,\N,Nuraussie Rafi,8.136067,8.194281
167,nm2140677,Gilbert,\N,\N,,tt0756680,Alex Gilbert,6.962502,0.4034461
168,nm3851146,Raffalli,\N,\N,actor,"tt6645154,tt27010036,tt5736758,tt1415255",Antoine Raffalli,8.455422,8.217297
169,nm9618103,Palmer,\N,\N,"assistant_director,actor,camera_department","tt7986658,tt14576528,tt14730414",Eric Palmer,3.957291,-2.4330459
170,nm12587878,Storr,\N,\N,producer,tt14682422,Polly Storr,2.7849536,7.158025
171,nm8327816,Ehmedov,\N,\N,,tt5926116,Ellez Ehmedov,7.380399,10.2276745
172,nm0335626,Grant,\N,\N,"camera_department,cinematographer,actor","tt0120162,tt0094057,tt0843363,tt0203452",Robin Grant,8.029053,-1.7326558
173,nm5189901,Spencer,\N,\N,actress,"tt3729836,tt2306754",Sarah Spencer,5.487785,1.8682113
174,nm12131262,Reed,\N,\N,,tt0248647,Alison Reed,15.330699,0.8598003
175,nm10554590,Wayne,\N,\N,,tt0313106,Linda Wayne,6.89421,-0.104408
176,nm12567989,Bue,\N,\N,,tt14497240,Ylva Bue Forberg,6.524483,6.282482
177,nm5273796,Tschoegl,\N,\N,producer,tt2390540,Matt Tschoegl,6.480907,9.188025
178,nm10325549,Palmieri,\N,\N,,tt0072584,Regina Palmieri,8.661439,8.302546
179,nm9679145,Rogers,\N,\N,"director,producer",tt8104486,Darryl Rogers,5.5445747,0.3318407
180,nm0831191,Stojanov,\N,\N,"stunts,actor,location_management","tt2274648,tt1186830,tt1220198,tt1959563",Valentin Stojanov,7.272751,10.170277
181,nm6721564,Tsuchiya,\N,\N,camera_department,tt3230162,Hisayuki Tsuchiya,6.1855717,9.392887
182,nm6653531,Lawson,\N,\N,"sound_department,miscellaneous","tt14539318,tt13138834,tt1524515,tt14308636",Sophie Lawson,6.062668,-1.1839685
183,nm9594489,Roach,\N,\N,"camera_department,editor",tt5946922,Maximilian Roach,7.849431,1.6130877
184,nm1916069,,\N,\N,,\N,Rajubhai,-1.7344749,23.874752
185,nm0624870,Neira,1926,1986,actress,"tt0218614,tt0232669,tt0230706,tt0042983",Alicia Neira,6.273568,7.5969667
186,nm0598691,Monster,\N,\N,"producer,director,cinematographer","tt0309938,tt0227755,tt0493043,tt1160322",Ruud Monster,10.478658,2.5816371
187,nm7623155,Gallo,\N,\N,"actor,composer",tt5076058,John Gallo,-0.4897407,1.7337655
188,nm3484302,Hansen,\N,\N,cinematographer,tt0408267,Gary Hansen,4.814365,4.0582547
189,nm10290403,Isupova,\N,\N,,tt8819178,Natasha Isupova,7.59946,9.844128
190,nm15042415,Pomes,\N,\N,visual_effects,tt16253418,Anthony Pomes,8.395514,8.820521
191,nm0534788,Madelung,\N,\N,"production_designer,miscellaneous,art_department","tt0377432,tt1332059,tt13845652,tt9179230",Knirke Madelung,5.119988,8.531841
192,nm4902429,Su,\N,\N,miscellaneous,"tt2131554,tt2267146",Andy Su,5.096485,7.835197
193,nm2016738,L.,\N,\N,actor,tt0373782,David L. Harding,6.6291585,15.070725
194,nm4023536,Perrot,\N,\N,"director,cinematographer",tt1706503,Tony Perrot,9.850115,9.199011
195,nm1837729,Regina,\N,\N,actress,tt0446792,Audrey Regina,8.137464,3.6012783
196,nm12008803,Samael,\N,\N,costume_designer,tt6771136,Cy Samael,5.476758,7.833129
197,nm11536884,Perumal,\N,\N,editor,"tt12269698,tt12229190,tt12234388",M.N. Perumal,7.557623,7.7190194
198,nm14226309,Weng,\N,\N,actor,tt23556794,Yi-Ching Weng,2.6399329,8.1995125
199,nm5460443,Vazquez,\N,\N,"director,cinematographer,editor","tt2621636,tt26763847,tt5510944",Paco Vazquez,8.936312,8.704036
200,nm15100358,Lopes,\N,\N,actor,tt28519010,Reinaldo Lopes,9.071253,6.4378376
201,nm12106646,Wagner,\N,\N,,\N,Scarlet Wagner,4.2505145,3.7255561
202,nm7495287,Hastings,\N,\N,,tt4900386,Anne Hastings,7.6244545,2.9329348
203,nm7638587,Tyler,\N,\N,"editorial_department,miscellaneous","tt1233538,tt0142233,tt0251439,tt1073223",Brandon Tyler,21.582922,2.18476
204,nm11553480,Dormu,\N,\N,actress,tt12212210,Afrah Dormu,6.7369733,7.970217
205,nm0804579,Skogsberg,\N,\N,editorial_department,tt0118104,Annika Skogsberg,5.49194,7.3880963
206,nm15021357,Russo,\N,\N,actor,\N,Cameron Russo,7.687102,9.944431
207,nm14706686,Ivan,\N,\N,editor,tt27368356,Jesus Ivan Guerrero,7.533926,10.255956
208,nm4200143,Jung,\N,\N,producer,tt1785461,Mee Jung,-4.180946,7.635204
209,nm2725551,Collazo,\N,\N,"casting_department,casting_director","tt0462085,tt0280312,tt1587934,tt1029891",Mercedes Collazo,9.773399,7.4217706
210,nm2155561,Revert,\N,\N,actor,tt0376550,Alfonso Revert,7.189685,6.182229
211,nm1030260,Jagielski,1963,\N,"actor,assistant_director,soundtrack","tt8855592,tt10340366,tt0293354,tt0095456",Wojciech Jagielski,6.967332,9.644065
212,nm2041729,Calder,\N,\N,"editor,editorial_department","tt20198526,tt0180360,tt13839444,tt5328368",Richard Calder,5.3594084,-1.639861
213,nm13820061,Drift,\N,\N,actor,tt15223818,Yani Drift,1.8644316,0.7474251
214,nm4827798,Greene,\N,\N,actress,tt0335704,Barbara Greene,3.7434154,5.2620625
215,nm10425288,Adler,\N,\N,camera_department,tt0047163,Chuck Adler,4.426595,4.0994053
216,nm11238655,Zeleski,\N,\N,miscellaneous,tt11346194,Carolina Zeleski,7.8210707,10.483718
217,nm1759835,Afroz,1994,\N,actress,"tt3645014,tt15516446,tt21811062,tt7938368",Zoya Afroz,8.99813,6.4470387
218,nm10953564,Tuettelmann,\N,\N,,\N,Joerg Tuettelmann,6.949882,8.7337475
219,nm2648937,D.,1986,\N,"art_department,set_decorator,miscellaneous","tt2838492,tt0427309,tt3130284,tt3499666",Antravian D. Carter,20.883364,5.2790895
220,nm7120178,Emese,\N,\N,actor,tt4445256,Lóska Emese,6.3471437,6.6311946
221,nm4070308,Kariya,\N,\N,,"tt2360608,tt2270006,tt1722641",Bryan Kariya,6.266165,8.822319
222,nm14907437,Childs,\N,\N,sound_department,\N,Chris Childs,5.8757124,3.595797
223,nm9424540,Kellerman,\N,\N,transportation_department,tt4572792,Zachary Kellerman,4.8225164,5.5754004
224,nm12544816,Legg,\N,\N,"director,writer,actress","tt14593166,tt14586282,tt22899408,tt22899846",Sarah Legg,6.09635,6.02993
225,nm7816768,Mantikan,\N,\N,"camera_department,producer","tt5300544,tt5936978",Regiana Mantikan,6.9589677,6.837293
226,nm9967634,Bouillerot,\N,\N,producer,"tt9205646,tt8690530",Fabrice Bouillerot,7.017475,5.6785088
227,nm0553530,Martinez,\N,\N,actress,"tt3581652,tt3185602,tt0082362,tt0110167",Feiga Martinez,-0.59371763,1.7733208
228,nm12765599,Hunter,\N,\N,,tt0211178,Kyle Hunter,10.880909,2.3406267
229,nm11011238,Gray,\N,\N,miscellaneous,tt10950452,Kyhree Gray,1.2422578,-3.1485326
230,nm9928397,Hargrove,\N,\N,actor,"tt9008084,tt8602128,tt0348894,tt10105762",Marty Hargrove,4.365451,7.0905976
231,nm3024184,Tucker,\N,\N,sound_department,"tt0086896,tt0091165",Phil Tucker,4.3635097,3.1898546
232,nm10213127,Paprocki,\N,\N,make_up_department,tt9178554,Sandy Paprocki,7.7007,9.545107
233,nm6736787,Valerio,\N,\N,actress,"tt3999268,tt1830464",Juno Valerio,8.961306,8.192741
234,nm2798830,Pajak,\N,\N,"sound_department,music_department","tt7422258,tt2357129,tt3262342,tt3737878",Jacek Pajak,7.745845,9.561
235,nm10072314,Rodaway,\N,\N,,"tt8273006,tt0887237",Mark Rodaway,7.602741,4.59219
236,nm12097353,Salazar,\N,\N,actor,tt9451096,Lolo Salazar,10.608186,-2.3031147
237,nm13962162,McGradek,\N,\N,,tt8196018,John McGradek,6.7814107,3.1414142
238,nm5656423,Barnes,\N,\N,art_department,tt2215373,Elvert Barnes,5.926601,-2.2399757
239,nm11146228,Y.,\N,\N,miscellaneous,tt0052459,David Y. Titus,20.69383,5.3992925
240,nm6282935,Klamfoth,\N,\N,,\N,Dick Klamfoth,5.6329913,8.202149
241,nm4563884,Kirley,\N,\N,actress,"tt6720172,tt0324084",Samantha Kirley,5.406976,7.357368
242,nm4136023,,\N,\N,actor,tt0183635,Bilancia,-1.7092948,24.024942
243,nm2836755,Markovec,\N,\N,costume_department,tt1130718,Ludwig Markovec,7.413754,9.704479
244,nm1053926,Cuinier,\N,\N,actor,tt0097902,David Cuinier,9.830919,7.501446
245,nm2727202,Junnila,\N,\N,music_department,"tt0944114,tt0437273,tt9814026",Katariina Junnila,7.4304957,8.933793
246,nm14815048,Chavez,\N,\N,,\N,Carmen Chavez,-0.456211,1.6608237
247,nm2179787,Kelly,\N,\N,writer,tt0265581,Jack Kelly,9.154286,0.84449774
248,nm9265652,Cardarella,\N,\N,actor,tt6294278,John Cardarella,9.267146,7.6802015
249,nm11983802,Jurkovic,\N,\N,,tt10071678,Mirko Jurkovic,7.206603,9.711191
250,nm9842121,Umesh,\N,\N,actor,tt8431072,Sindhanur Umesh,7.1976213,8.330934
251,nm5432406,Tolnai,\N,\N,actress,tt0891517,Sára Tolnai,10.303187,9.032829
252,nm14562311,Singh,\N,\N,camera_department,"tt10623524,tt14156154,tt21480388,tt11737772",Kulvir Singh,3.7015057,9.851361
253,nm12657503,Peter,\N,\N,,"tt0331130,tt0327260",Jens Peter Jensen,1.7433203,14.724316
254,nm2623564,Martin,\N,\N,actor,tt1010467,Courtney Martin,17.449768,-1.7487187
255,nm6118216,Fatta,\N,\N,"director,actor,writer",tt3364840,Alexandre Fatta,7.745131,7.5794544
256,nm14546782,Sajtak,\N,\N,"camera_department,editor,producer","tt27626402,tt27161761,tt26083700",Daniel Sajtak,4.983548,8.584646
