,nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles,completeName,t-SNE Component 1,t-SNE Component 2
1975,nm5229104,Rowan,\N,\N,actor,tt2353986,Chris Rowan,39.218273,-39.961807
1976,nm3960689,Lannoo,\N,\N,,tt1677692,Marie Lannoo,16.093782,38.83138
1977,nm3185420,Parker,\N,\N,,"tt1632441,tt0407424,tt0065323",Ervin Parker,57.68198,-62.27076
1978,nm7886758,Combassere,\N,\N,actress,tt0470277,Zalissa Combassere,-29.768696,18.505934
1979,nm5027570,Ousterhout,\N,\N,,"tt0206501,tt0446099,tt12287720",Robert Ousterhout,-53.626774,15.694598
1980,nm2959814,Benabe,\N,\N,"producer,camera_department,miscellaneous","tt2812712,tt0795174,tt1773442,tt7471750",Patricia Benabe,3.6256647,11.959216
1981,nm0260884,Espert,1935,\N,"actress,miscellaneous,soundtrack","tt0996918,tt0452244,tt0115462,tt0093436",Núria Espert,-46.209255,16.313175
1982,nm12970995,Lucas,\N,\N,costume_department,"tt12847022,tt15445056,tt10545704,tt21249808",Léna Lucas,80.24609,0.09010009
1983,nm5987681,Yu,\N,\N,writer,tt0209099,Ru-Shi Yu,-58.778248,57.653732
1984,nm10972503,Menninger,\N,\N,actress,tt10933438,Margaret Menninger,-31.02061,-15.630411
1985,nm7698236,Ellington,\N,\N,,\N,Terrie Ellington,39.105778,-54.654945
1986,nm3547089,Boye,\N,\N,actress,"tt0479700,tt0088580,tt1024932,tt2104386",Andie Boye,-35.301167,26.865599
1987,nm11211662,Garrett,\N,\N,camera_department,tt8693898,Luke Garrett,51.43242,-49.6853
1988,nm8261058,Madera,\N,\N,"miscellaneous,costume_department,set_decorator","tt5941692,tt6439748,tt13646460,tt9760260",Santiago Madera,-32.46067,34.190205
1989,nm2324301,Dunbar,1965,\N,actor,"tt0798692,tt1180348,tt22037876,tt5193358",Nick Dunbar,25.814362,-45.691044
1990,nm5197530,Hickey,\N,\N,miscellaneous,tt0105000,Neil Hickey,-55.406555,-12.45479
1991,nm7419922,Li-Paz,\N,\N,actress,tt4814028,Bronwen Li-Paz,51.803253,13.071583
1992,nm12060277,Boluk,\N,\N,actor,tt5732752,Dawid Boluk,-17.840103,-2.1654441
1993,nm2260721,Jones,\N,\N,actress,tt0469691,Sharon Jones,40.705074,-88.540245
1994,nm1794286,Andersson,\N,\N,actor,tt0095372,Oskar Andersson,10.4704685,-12.816843
1995,nm9130324,Gray,\N,\N,,tt5737432,Jonathan Gray,-62.846718,-54.73935
1996,nm5715359,Dunlap,\N,\N,miscellaneous,tt1791504,Nellie Dunlap,-0.5344038,-10.172978
1997,nm11629114,Anderson,1975,\N,"actor,producer","tt0959543,tt0321013",Andy Anderson,46.444622,-38.832188
1998,nm12376756,Holzer,\N,\N,,tt6959292,Hans Holzer,-43.924286,-18.547022
1999,nm7048676,Clarke,\N,\N,,"tt0887983,tt0476081,tt4952142,tt0364154",Stephen Clarke,50.07735,-60.525467
2000,nm3182477,Vang,\N,\N,"actor,animation_department","tt0318251,tt1344734,tt3334746,tt4012666",Christian Vang,-21.506744,-84.43251
2001,nm14677071,Sen,\N,\N,sound_department,tt27164348,Harshit Sen,31.74696,40.988068
2002,nm2020685,Waterreus,\N,\N,actor,tt0111887,Jeroen Waterreus,-26.987177,-56.568428
2003,nm12382450,Privott,\N,\N,,tt0133302,Scott Privott,-18.15749,20.38363
2004,nm5447118,Volynine,\N,\N,miscellaneous,tt2603468,Vlad Volynine,-42.738865,61.88806
2005,nm3766098,Hukins,\N,\N,actor,tt1576389,Chris Hukins,-46.98909,-11.735812
2006,nm6958822,Sveaas,\N,\N,actress,"tt4256612,tt6150660,tt5697572",Clemmie Sveaas,6.072843,32.41377
2007,nm1976993,Tau,\N,\N,"art_department,camera_department","tt0302528,tt7564342",Frans Tau,67.97482,16.483608
2008,nm0533598,Mackintosh,\N,\N,music_department,tt0179182,Robert Mackintosh,-2.5370457,-32.999573
2009,nm3361534,Macaulay,\N,\N,actress,tt0186833,Janet Macaulay,28.01613,27.191597
2010,nm2467268,Cole,\N,\N,miscellaneous,tt0083452,Glenn Cole,22.810665,-48.177517
2011,nm3134178,Cooquia,\N,\N,actor,tt0263681,Roger Cooquia,-73.02802,-2.910167
2012,nm9192617,Kraut,\N,\N,actress,tt2081374,Rebecca Kraut,-18.475214,59.383247
2013,nm4918062,Wilton,\N,\N,"cinematographer,actress,camera_department","tt2326085,tt9444348,tt2262357,tt2717262",Binita Wilton,17.572918,-55.191624
2014,nm8499606,Brown,\N,\N,miscellaneous,tt0470761,Taylor Brown,-63.41379,-61.183296
2015,nm9599911,Haden,\N,\N,,tt4028214,Steve Haden,-53.530598,1.0125414
2016,nm4357784,Gorgevic,\N,\N,"producer,visual_effects","tt2396459,tt2069100,tt7051528,tt1562401",Milivoje Gorgevic,3.7143636,18.834217
2017,nm3617472,Wolding,\N,\N,actress,"tt2230314,tt5910810,tt1912943,tt0806010",Michele Wolding,-38.417557,-6.7147703
2018,nm7570842,Bell,\N,\N,actress,tt0352198,Belinda Bell,-2.326103,-83.54548
2019,nm11894487,Bay,\N,\N,actress,tt9770150,Roxanne Bay,28.77459,-17.063017
2020,nm13724522,,\N,\N,actress,tt20154090,Cyrana,28.199842,100.390656
2021,nm8331292,Asanza,\N,\N,"actress,art_director",tt5929840,Carolina Asanza,6.920167,42.255596
2022,nm14820928,McDonnell,\N,\N,,\N,Steven McDonnell,30.496956,-59.052555
2023,nm8778475,Jatiya,\N,\N,,\N,Soraya Jatiya Rodríguez,26.125124,50.77822
2024,nm3418009,McCord,\N,\N,composer,tt1424445,Aaron McCord,-41.748173,-76.292564
2025,nm10418650,Uhrmacher,\N,\N,,tt0296464,Hildegard Uhrmacher,-43.579037,-1.683936
2026,nm9621303,Gunalp,\N,\N,actress,"tt3521192,tt7115656,tt6536562,tt5768632",Fatma Gunalp,-43.323215,-31.540937
2027,nm13406704,Salamida,\N,\N,actor,"tt18263848,tt27009925,tt20247904",JC Salamida,6.9801607,36.216812
2028,nm3246947,Baur,\N,\N,"director,cinematographer,editor","tt1351270,tt1521752",Kelly Baur,-11.059666,0.59467673
2029,nm8606611,Borovic,\N,\N,,\N,Jed Borovic,-14.860711,-0.68743
2030,nm3925771,Rymer,\N,\N,actor,tt1661905,April Rymer,17.973255,-9.837037
2031,nm12117223,De,\N,\N,,\N,Prithwiraj De,-76.60617,21.721684
2032,nm0736195,Young,\N,\N,,tt0159876,Adam Young Roe,-57.389164,-66.337845
2033,nm0609251,Mosur,\N,\N,actor,tt0244695,Marcin Mosur,-74.05245,-30.066935
2034,nm11589076,Arruda,\N,\N,,tt12282764,Joanne Arruda,3.1003249,48.03958
2035,nm2589220,Cartwright,\N,\N,,tt0350436,Rob Cartwright,39.480106,-45.76309
2036,nm2541283,Cagan,\N,\N,miscellaneous,tt0101787,Kris Cagan,-16.24494,51.16487
2037,nm9454783,Campeau,\N,\N,music_department,tt4443658,Brian Campeau,0.0021646232,-29.057299
2038,nm11544835,Milenky,\N,\N,,\N,Joe Milenky,-43.098064,-28.98778
2039,nm14012914,Quaas,\N,\N,producer,tt21980298,Ken Quaas,40.01167,55.120335
2040,nm1156253,Romero,\N,\N,actor,tt0299041,Fernando Romero Romero,50.68964,2.9515622
2041,nm9115830,Broekhuizen,\N,\N,actor,tt5667244,Jim Broekhuizen,11.050212,35.70367
2042,nm10716584,Enoksen,\N,\N,,\N,Torrey Enoksen,-43.524105,19.062687
2043,nm14567179,Westervelt,\N,\N,,\N,Steven Westervelt,-23.332733,-63.655903
2044,nm15098297,the,\N,\N,art_department,\N,Jaida the Creator,-83.042625,38.455666
2045,nm6060003,Delcellier,\N,\N,"actress,producer","tt4058770,tt5334802,tt23851526,tt23985634",Kristin Delcellier,-76.863235,10.616643
2046,nm0042063,Aull,\N,\N,make_up_department,"tt0277434,tt0325980,tt0170016,tt0114436",Jane Aull,17.909792,12.185544
2047,nm3362418,Southern,\N,\N,,"tt1390433,tt8983586,tt0139803,tt8360140",Matthews Southern Comfort,-23.133532,-68.0824
2048,nm14093918,Ramoran,\N,\N,,\N,Joefrey Ramoran,50.89906,30.929344
2049,nm3338038,Winshall,\N,\N,camera_department,tt1357524,Aaron Winshall,-38.03426,-4.5221496
2050,nm10148611,,\N,\N,,tt3721626,Katrix,-0.5104309,112.30663
2051,nm8985594,Case,\N,\N,,\N,Jared Case,-79.66793,32.72653
2052,nm2672321,Mykkänen,\N,\N,"actor,camera_department",tt0467756,Joonas Mykkänen,39.899063,48.544712
2053,nm10486261,Dzieniszewski,\N,\N,costume_department,"tt7605088,tt0401039",Bogdan Dzieniszewski,0.7442091,1.6286819
2054,nm4989034,Jamadagni,\N,\N,,\N,H.S. Jamadagni,44.532436,27.306278
2055,nm10251641,Kowalski,\N,\N,transportation_department,"tt12877334,tt6712374",Michal Kowalski,29.608028,-41.87969
2056,nm9749402,Hermes,\N,\N,actress,"tt11126460,tt6506346,tt8506500,tt9547420",Kim Hermes,79.59405,12.903648
2057,nm2381063,Diemand-Hartz,\N,\N,actress,"tt0343303,tt0352112,tt0896574,tt0297174",Mercè Diemand-Hartz,23.394112,-18.227348
2058,nm13512994,Hegamin,\N,\N,,tt0072584,Joya-Dean Hegamin,-38.141575,9.044329
2059,nm0267243,Fares,1948,\N,actor,"tt1570966,tt1108850,tt0269389,tt0339230",Jan Fares,-64.24456,-44.828526
2060,nm11415048,Pena-Ariet,\N,\N,miscellaneous,tt10843712,Megan Pena-Ariet,49.084145,5.9405856
2061,nm10619735,Leach,\N,\N,,tt10182516,Ava Leach,6.3436728,-61.08049
2062,nm5296968,McCormack,\N,\N,miscellaneous,tt0120813,Charlie McCormack,-40.43912,-76.08535
2063,nm10078957,Hilmer,\N,\N,,"tt4968358,tt6953638",Norman Hilmer,-53.706863,-13.659516
2064,nm9913701,Dravo,\N,\N,actor,"tt27861981,tt27867072,tt8420476",Nicolas Dravo Houenou,-60.529984,14.828451
2065,nm8006265,Miranda,\N,\N,make_up_department,tt10161708,Teresa Miranda,81.60519,-8.704969
2066,nm9027675,Michelowski,\N,\N,"actor,editor,producer","tt6949804,tt7925234",Jean-Luc Michelowski,-1.1344857,-1.8287054
2067,nm10954330,Hezemans,1997,\N,,"tt0949793,tt6834214",Loris Hezemans,-39.934673,9.651416
2068,nm5212786,Orantes,\N,\N,"actor,camera_department","tt3237112,tt2332324",Alan Orantes,-22.006048,30.854746
2069,nm6658342,Roumégoux,\N,\N,"miscellaneous,assistant_director","tt4842522,tt3072988,tt11126994,tt4346362",Mathieu Roumégoux,-2.7371788,38.57608
2070,nm8177855,W.,\N,\N,,"tt5722072,tt26746481",Douglas W. Herndon,-78.044846,54.676723
2071,nm10724572,Placinta,\N,\N,transportation_department,tt10385004,Arcadie Placinta,-60.212536,26.0543
2072,nm13933740,Damianova,\N,\N,"animation_department,art_department",tt21734000,Evgenia Damianova,-13.826054,26.581118
2073,nm12846219,Porombka,\N,\N,"sound_department,music_department","tt14419426,tt15223810",Jonas Porombka,-22.953035,8.190252
2074,nm3296608,W.,\N,\N,actor,tt0782080,Rodolfo W. Antonino,-78.0454,54.679504
2075,nm4545626,Diaz,\N,\N,actress,"tt3091778,tt3107288,tt1822469,tt2222848",Caitlin Diaz,65.62637,5.0616984
2076,nm5543322,Geller,\N,\N,"camera_department,miscellaneous,producer","tt3168154,tt5354872,tt2672180,tt2799140",Mickey Geller,0.6555634,-18.403288
2077,nm4894848,Saguchi,\N,\N,miscellaneous,tt1568632,Hiroshi Saguchi,9.069742,-7.910687
2078,nm10761002,Jones,\N,\N,,tt1763858,Tracy Jones,40.49046,-88.37148
2079,nm6936911,Conley,\N,\N,,tt0476038,Byron Conley,-7.6683297,-30.258938
2080,nm12651472,Takano,2006,\N,,"tt12611052,tt1271997,tt1172112",Mahiro Takano,18.187622,46.98434
2081,nm6092289,J.,\N,\N,actor,tt3337306,Thomas J. Feeney Jr.,-2.1938748,-66.182
2082,nm3515306,Fuentebella,\N,\N,visual_effects,tt1462562,Jeff Fuentebella,-67.7027,30.934092
2083,nm4428677,Biazon,\N,\N,"producer,production_manager","tt5053464,tt1907762",Ryan Biazon,23.650309,47.62235
2084,nm1256756,Charreyron,\N,\N,"director,art_director,assistant_director","tt1374990,tt0364970,tt6531888,tt0877105",Antoine Charreyron,31.500671,0.39796513
2085,nm12608312,Laraquente,\N,\N,,\N,Ericka Laraquente,56.219765,10.7216425
2086,nm10547527,Wenman,\N,\N,cinematographer,tt10020568,John Wenman,-19.684465,-30.569773
2087,nm10342957,Sipe,\N,\N,actor,tt6143798,Bruce Sipe,4.9660444,-0.007920788
2088,nm13561809,Pena,\N,\N,actor,tt19423614,Justino Pena Pepenadores,49.061626,5.917788
2089,nm13786002,O'Grady,\N,\N,actor,tt1760967,John O'Grady,39.155037,-28.54023
2090,nm7160789,Duncan,\N,\N,actor,tt4490202,Michelle Duncan,69.73085,-40.185337
2091,nm2330545,Pozharskaya,\N,\N,producer,tt0112460,Lyudmila Pozharskaya,-6.7639117,10.931234
2092,nm7902957,Laguna,\N,\N,,\N,Alba Laguna,48.97966,14.867387
2093,nm11862695,Soliman,\N,\N,"producer,miscellaneous","tt14068318,tt13219018,tt13014140,tt14160934",Taíla Soliman,-10.590167,-22.543657
2094,nm13125432,Elliott,\N,\N,,\N,Che Elliott,50.18686,-53.117374
2095,nm8733966,Stolzenberg,\N,\N,art_department,tt2103282,Lennart Stolzenberg,-65.90318,-18.054188
2096,nm9431869,Lee,\N,\N,"sound_department,miscellaneous","tt7600396,tt7599200,tt3280730,tt3162004",Jiho Lee,49.651543,76.68766
2097,nm4876089,Christopher,\N,\N,editorial_department,tt2076820,Jason Christopher Davis,31.95509,-80.46763
2098,nm5001027,Aslani,\N,\N,writer,tt2358899,Bita Aslani,-37.655117,48.381054
2099,nm6182566,Cuella,\N,\N,"visual_effects,actor,animation_department","tt8385148,tt10228134,tt7214954,tt2274648",Adrián Cuella,41.436623,4.2480736
2100,nm10389308,Smith,\N,\N,miscellaneous,tt9578356,Cody Smith,72.18903,-68.092964
2101,nm7264443,Thompson,\N,\N,,\N,Dan Thompson,62.665882,-62.88192
2102,nm14081230,Moss,\N,\N,actress,tt12216460,Kalyea Moss,-20.367348,-59.680637
2103,nm2073547,Stettner,\N,\N,producer,tt0055714,Fred Stettner,-56.007446,-18.671614
2104,nm4455949,Lu,\N,\N,producer,tt1929278,Yang Lu,-50.991627,23.03568
2105,nm7374838,Berman,\N,\N,,\N,Stuart Berman,43.41097,-35.082466
2106,nm11062030,A.,\N,\N,art_department,tt4960934,Ulf A. Neelsen,-84.48752,46.71519
2107,nm10022625,Anferova,\N,\N,actress,tt8788658,Maria Anferova,-33.337444,49.372738
2108,nm0582215,Messinger,\N,\N,writer,tt0035170,Lillie Messinger,-32.908035,-15.31875
2109,nm11276695,Ya,\N,\N,actor,tt11616558,Kam Ya Barber,-60.682625,57.44461
2110,nm0878902,Tyler,\N,\N,actress,tt0163898,Sheri Tyler,11.996828,-94.40332
2111,nm8545293,Gilbert,\N,\N,art_department,tt6189372,Bert Gilbert,64.3007,-51.431206
2112,nm12193153,Day,\N,\N,"writer,producer",tt13749868,Stephen Day,-57.767246,-30.282774
2113,nm8714690,White,\N,\N,miscellaneous,tt6432250,John White,-62.44526,-51.327282
2114,nm3207903,Garcia,\N,\N,"editor,editorial_department","tt1318025,tt1326827,tt1971325,tt6735416",Enric Garcia,70.25828,5.697342
2115,nm13452208,Alatas,\N,\N,actor,"tt18379288,tt28102367,tt14403244,tt13392542",Asyafriena Alatas,3.9937432,43.457443
2116,nm2391438,P.,\N,\N,sound_department,"tt1339071,tt0810986",Raul P. Wilde,-69.71943,59.198303
2117,nm1989385,Dorji,\N,\N,"actor,writer","tt7577748,tt2023401,tt6997210,tt1024857",Gyem Dorji,-58.177414,5.6801953
2118,nm8485809,Reggae,\N,\N,miscellaneous,tt0991344,Gary Reggae,-29.730335,-50.52622
2119,nm2702784,Wall,\N,\N,actor,tt0841925,Peter Wall,-16.300314,-53.39185
2120,nm7173021,Kinoshita,\N,\N,actor,tt4505634,Mitsuko Kinoshita,22.469065,42.014187
2121,nm14949031,Tavit,\N,\N,,\N,Luder Tavit Sahagian,9.270183,-3.0132046
2122,nm5080106,Awad,\N,\N,actor,tt2179528,Karin Awad,12.960722,71.866745
2123,nm13631898,D'souza,\N,\N,actor,"tt3368222,tt22353310",Alexander D'souza,53.496815,-15.620542
2124,nm1517658,Herforth,\N,\N,actor,tt0276583,Marc Herforth,-41.742207,7.325757
2125,nm7054110,Attaway,\N,\N,actor,"tt2797352,tt4219130,tt3158246,tt0388629",Major Attaway,-38.439697,36.59835
2126,nm8863453,Smith,\N,\N,miscellaneous,tt4034228,Edward Smith,74.23271,-62.74414
2127,nm7388562,Minter,\N,\N,,tt4035976,Brian Minter,-23.470158,-18.240683
2128,nm3221053,Yepes,\N,\N,"art_department,production_designer","tt2402529,tt0101464,tt0285823,tt0985694",George Yepes,-59.236874,56.66307
2129,nm13213372,Pilozzi,\N,\N,miscellaneous,"tt14351082,tt1462764,tt13932304",Lauretta Pilozzi,8.0090475,9.420032
2130,nm13205612,Hunter,\N,\N,,\N,Nelson Hunter,4.069256,-36.679546
2131,nm2505446,Merkle,\N,\N,miscellaneous,tt0486531,Jennifer Merkle,-22.808313,27.064125
2132,nm5115528,Montalvo,\N,\N,miscellaneous,tt0392353,Angeles Montalvo,38.549595,9.442682
2133,nm14896161,Douma,\N,\N,,\N,Leendert Douma,-58.43067,5.286819
2134,nm5697706,Belcher,\N,\N,,\N,Chris Belcher,-18.096237,-7.7488546
2135,nm3971567,Tao,\N,\N,actor,tt0913968,Sheng Tao Zhang,40.66058,70.50556
2136,nm13844745,Vyalikova,\N,\N,actress,tt0262033,O. Vyalikova,-41.553352,63.76162
2137,nm6168701,Hawladar,\N,\N,production_manager,tt3083962,Biswajit Hawladar,-47.56989,40.007618
2138,nm4314041,Manser,\N,\N,actor,tt1839592,Philipp Manser,-31.051418,-15.535987
2139,nm5102793,Maggiato,\N,\N,,tt2150044,Paul Maggiato,31.93422,21.664919
2140,nm9642568,Rose,\N,\N,"actress,miscellaneous",tt7364168,Callie Rose Deets,-42.587532,-40.973076
2141,nm0576320,Megido,\N,\N,miscellaneous,tt0210666,Begoña Megido,29.235786,21.141588
2142,nm13937226,Moore,\N,\N,miscellaneous,tt9742392,Jason Moore,63.45555,-80.08262
2143,nm8112201,Hüfner,1983,\N,,"tt0286393,tt3446082,tt0397208,tt6453184",Tatjana Hüfner,-46.42047,-15.631118
2144,nm4420352,Martinovic,\N,\N,,tt1895583,Sveto Martinovic Bajica,2.8297129,4.594091
2145,nm4136311,Brown,\N,\N,,tt1442170,Charmaine Brown,-62.288773,-61.462296
2146,nm9034891,Hirschburg,\N,\N,costume_department,tt6952540,Kacey Hirschburg,12.925138,-30.081682
2147,nm8680351,Zepeda,\N,\N,actor,"tt7666724,tt10440412,tt14212142,tt7438912",Gil Zepeda,6.4119687,80.160095
2148,nm10844441,Piçarra,\N,\N,,tt4965190,André Piçarra,15.370015,25.689175
2149,nm11589181,Pantazi,\N,\N,actor,tt0169707,Nuty Pantazi,-5.8364563,53.70932
2150,nm1684249,Rijnders,\N,\N,,\N,Ton Rijnders,-45.450993,-2.282252
2151,nm2862341,Theo,\N,\N,actor,"tt0098819,tt0090440,tt0313287",Ernst Theo Richter,-39.950592,-32.248158
2152,nm9699162,McKenna,\N,\N,camera_department,tt7841916,Tom McKenna,34.33737,-35.346558
2153,nm3784228,Livai,\N,\N,,tt1590932,Cheif Livai,-29.908314,51.119373
2154,nm11392305,López,\N,\N,"director,cinematographer,editor","tt11893260,tt16385932",José López Pizarro,75.53587,-0.051466357
2155,nm1869503,Ozan,\N,\N,,"tt1312081,tt0454603",Pepe Ozan,10.158151,53.295967
2156,nm11027841,Strickland,\N,\N,"director,editor",tt11051494,Matt Strickland,-66.52977,-21.614958
2157,nm1176123,Milward,\N,\N,transportation_department,"tt1465522,tt0388795,tt0134618,tt0316356",Bruce Milward,17.923487,-2.42145
2158,nm0704001,Quinn,\N,\N,"location_management,costume_department,miscellaneous","tt0918940,tt0416320,tt1638355,tt1631867",Sue Quinn,8.549255,104.37642
2159,nm5862990,Burns,\N,\N,art_department,"tt2406026,tt1865740",Trey Burns,-41.11973,-58.346382
2160,nm7222805,Broussard,\N,\N,"actor,miscellaneous","tt10986222,tt28129746,tt4557942,tt6574448",Paul Broussard,-20.04913,-9.829411
2161,nm12725805,Leal,\N,\N,actor,tt14972072,Lupe Leal,39.000874,-11.231415
2162,nm0364077,Harrell,\N,\N,"director,actor,writer",tt0159642,Adam Harrell,-30.098188,-58.673717
2163,nm0010741,Adams,\N,\N,sound_department,"tt0212671,tt1155056,tt0103241,tt8806524",Andrew Adams,33.107212,-85.78876
2164,nm1887439,Huston,1944,\N,actress,tt0054570,Carla Huston,-46.58566,-13.974961
2165,nm10819919,DeGraaf,\N,\N,actor,tt1833874,Tom DeGraaf,-72.70951,19.46055
2166,nm6126978,Bruce,\N,\N,music_department,tt3342184,Bird Bruce,70.664734,-72.50053
2167,nm13809293,Bagarolo,\N,\N,"director,cinematographer",tt21194762,Manuel Bagarolo,22.062416,25.77412
2168,nm12257073,Salminen,\N,\N,,\N,Antti Salminen,8.675792,35.891407
2169,nm2153969,Teitel,\N,\N,"miscellaneous,producer,writer","tt0321019,tt0478078,tt1104227,tt1252593",Ellen Teitel,-32.88604,16.741333
2170,nm13497543,Perez,\N,\N,transportation_department,tt18766206,Victor Perez,58.00238,-3.5872486
2171,nm9219674,Haynie,\N,\N,casting_department,tt7272272,Chrissy Haynie,-15.390188,-30.482523
2172,nm9437832,Richardson,\N,\N,"writer,producer",tt7662016,David Richardson,36.101517,-64.68407
2173,nm12804241,,\N,\N,actor,tt14418234,Mohit,-5.6624303,106.55529
2174,nm7445224,Aguilar,\N,\N,miscellaneous,tt3014910,Irene Aguilar,-11.960499,40.918457
2175,nm6356570,Lory,1956,\N,actress,"tt6444548,tt6467418,tt13357944,tt4657718",Sabrina Lory,-57.372597,51.402046
2176,nm9542453,LivRyte,\N,\N,actor,tt10100780,Ryan LivRyte,-30.018124,51.410557
2177,nm0733435,Robsahm,1964,\N,"producer,director,actor","tt0209296,tt0285566,tt6304046,tt10370710",Thomas Robsahm,-6.1159215,-48.74446
2178,nm13272885,Pongwanichsuk,\N,\N,writer,"tt21318610,tt26345924,tt26345683,tt16078250",Pimsirin Pongwanichsuk,-15.807588,15.375125
2179,nm14266960,Lim,\N,\N,actor,tt23643602,Sean Lim,-88.46628,32.83655
2180,nm2384232,Hallinan,\N,\N,"camera_department,editor,director","tt0094416,tt1337599,tt2070789,tt5171984",Perry Hallinan,-10.541387,-53.140526
2181,nm7502490,Lyon,\N,\N,producer,"tt2401502,tt13044058,tt4086660",Rachel Lyon,-8.747027,-68.10452
2182,nm12607312,Cingil,\N,\N,,\N,Erkan Cingil,-7.706745,22.533209
2183,nm6104311,Joyner,\N,\N,"producer,director,writer","tt5323284,tt5213790,tt3349724",Ryne Joyner,-35.25386,-17.405775
2184,nm2613626,Maginnis,\N,\N,actress,"tt1002466,tt0988035",Tara Maginnis,32.342304,21.677696
2185,nm4014634,Martin,\N,\N,"camera_department,miscellaneous","tt3062618,tt2012653",Anthony Martin,4.2441883,-90.377884
2186,nm0273265,Fernández,\N,\N,"cinematographer,camera_department,director","tt0080579,tt0257735,tt0257791",Luis Fernández Dura,59.290688,-10.163431
2187,nm13040843,Wein,\N,\N,miscellaneous,"tt9055008,tt7660850,tt17492148",Devin Wein,-23.129185,-14.778161
2188,nm5298727,Schrattbauer,\N,\N,composer,tt2427888,Michael Schrattbauer,-82.03818,-11.747668
2189,nm0293800,Freihart,1933,\N,"actor,writer,assistant_director","tt0057172,tt0088114,tt1305700,tt0056156",Alex Freihart,-59.111702,30.38084
2190,nm3897634,Diaz,\N,\N,writer,tt1650045,Paka Diaz,65.62142,5.06417
2191,nm2067326,Henne,\N,\N,"miscellaneous,art_department,production_designer","tt0484573,tt0411545,tt1082876,tt0831280",Lauren Henne,-15.085037,-20.488798
2192,nm8012123,Windmüller,\N,\N,"composer,sound_department",tt5149612,David Windmüller,-49.962395,-60.565132
2193,nm14659107,Gilbert,\N,\N,,\N,Adam Gilbert,64.300446,-51.43124
2194,nm9097838,Torres,\N,\N,actor,tt5957734,Jair Torres,56.100735,4.3306594
2195,nm8154846,Bleu,\N,\N,make_up_department,tt5735224,Celena Bleu,-10.894779,-4.351416
2196,nm12293251,May,\N,\N,assistant_director,tt13983330,Stone May,-22.334667,69.36098
2197,nm10238113,Vera,\N,\N,,\N,Héctor Vera,85.22175,-9.413477
2198,nm1750948,Loma,\N,\N,actor,tt0279646,Samir Loma,-56.06884,50.05798
2199,nm8926091,Bomber,\N,\N,art_department,tt6522392,Barry Bomber Woodall,-33.02166,-20.431087
2200,nm8781797,McLaughlin,\N,\N,producer,tt6533968,Robert McLaughlin,19.197775,-59.837296
2201,nm11750450,Hae-Song,\N,\N,actor,"tt7094780,tt11827694,tt10220588,tt10826064",Jang Hae-Song,-30.141253,-48.486134
2202,nm11772977,Barrette,\N,\N,animation_department,tt3742988,David Barrette Wardana,25.573063,-59.11612
2203,nm0355197,Halil,\N,\N,"camera_department,cinematographer","tt0270053,tt4020156,tt0121744,tt0278500",Dogan Halil,-10.89772,-38.16013
2204,nm14770703,Baker-Donahee,\N,\N,actor,tt26471313,Brody Baker-Donahee,18.592113,-56.043056
2205,nm6952145,Santiago,\N,\N,actress,tt4247684,Sandra Santiago,49.83605,9.574784
2206,nm14284520,Jatin,\N,\N,producer,tt10233718,Chaudhary Jatin,26.987555,50.528934
2207,nm2953238,Jou,\N,\N,actor,tt1201600,Jeffrey Jou,-1.9351021,33.025257
2208,nm7330869,Slater,\N,\N,soundtrack,tt0200379,Terry Slater,32.42219,-41.761284
2209,nm7011303,Fahmy,\N,\N,actress,"tt10023172,tt6953076,tt10039524,tt6846432",Shahira Fahmy,-60.293724,36.60636
2210,nm12406207,Bretz,\N,\N,make_up_department,tt14147254,Taylor Bretz,26.95124,15.2386675
2211,nm3424238,Pacheco,\N,\N,actress,"tt4501736,tt7044076,tt3869446,tt4979584",Roxy Pacheco,40.216377,12.450335
2212,nm7489968,Little,\N,\N,,"tt21613984,tt0096636",Chera Little,-54.935852,-36.04084
2213,nm12781212,Tsukishima,\N,\N,actress,"tt14272628,tt13622982,tt13851952",Mayumi Tsukishima,15.499262,48.544296
2214,nm9578480,Teseo,\N,\N,actor,tt7907216,Nicolò Teseo,-33.35739,17.868525
2215,nm4659003,O'Brien,\N,\N,,tt1326194,Chris O'Brien,39.86573,-30.169596
2216,nm13008014,Kumar,\N,\N,camera_department,"tt4340180,tt5289170,tt12969078,tt9496212",Amit Kumar,62.7523,37.376396
2217,nm10525213,Triebs,\N,\N,,tt0373880,Stefanie Triebs,-20.435907,39.905632
2218,nm3361849,Thompson,\N,\N,"writer,miscellaneous","tt5438216,tt0108780",Steve Thompson,62.767445,-62.602768
2219,nm6334134,Hauser,\N,\N,"writer,music_department",tt3574864,Alisa Hauser,-49.848186,38.714745
2220,nm2748595,DeSade,\N,\N,actress,tt0126864,Helene DeSade,-75.8477,17.493572
2221,nm13071884,Ellner,\N,\N,actor,tt15789310,David Ellner,-53.407402,7.8154697
2222,nm6391404,Faison,\N,\N,"actress,location_management","tt3630992,tt4451410",Eda Faison,-1.3752558,-16.366978
2223,nm15075925,Hensey-Lovett,\N,\N,,tt28021981,Joan Hensey-Lovett,-8.449764,-33.008396
2224,nm4233970,Araucto,\N,\N,"producer,actor,editor","tt2312390,tt1715332,tt1801127,tt5679596",Rennie Araucto,8.622501,47.410255
