,nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles,completeName,t-SNE Component 1,t-SNE Component 2
57,nm6014103,Lewer,\N,\N,costume_designer,tt3700542,Emma Lewer,-29.852074,-18.971968
58,nm13248626,Bendaraviciene,\N,\N,,tt16682696,Lina Bendaraviciene,-27.889269,30.946745
59,nm1995974,Coca,\N,\N,writer,"tt10048028,tt0375401,tt26455895,tt0470636",Jordi Coca,73.944046,6.2828765
60,nm1600828,Nielsson,\N,\N,"director,writer,sound_department","tt1641626,tt4143306,tt13648222,tt1858593",Camilla Nielsson,-1.2863004,63.052986
61,nm5666867,Hylton,\N,\N,actress,tt2906776,Mara Hylton,-25.525414,-34.976974
62,nm2254594,Matei,\N,\N,"assistant_director,script_department,miscellaneous","tt0130178,tt0072620,tt0173704,tt0082385",Laura Matei,8.170543,17.432642
63,nm5778321,Martínez,\N,\N,,tt1525594,Belén Martínez,64.73129,-7.915926
64,nm3689049,Jean,\N,\N,stunts,tt1199099,Franck Jean Guillaume,37.01266,-16.813358
65,nm10073775,,\N,\N,,tt8805450,Asihati,21.234936,90.35338
66,nm2625315,Wallin,\N,\N,actor,tt0173387,Christian Wallin,-17.600355,-26.164661
67,nm4591524,Duos,\N,\N,soundtrack,tt0423776,The Duos,-2.6020539,68.616356
68,nm5130042,Burke,\N,\N,,tt0409579,Thomas Burke,46.55774,-33.377632
69,nm3993027,María,\N,\N,miscellaneous,"tt1408430,tt6014022,tt2700330,tt7296380",Luz María Escobar,81.95246,-13.440744
70,nm7679061,Berthoud,\N,\N,actress,tt1093078,Marinella Berthoud,5.13709,-26.209667
71,nm8432230,Bessi,\N,\N,production_designer,"tt12153836,tt6021384",Barbara Bessi,-28.43628,38.557934
72,nm12662788,Ardoin,\N,\N,,tt10952558,Nanette Ardoin,1.7699753,47.28471
73,nm10748454,Militsopoulos,\N,\N,,tt8306696,Dimitris Militsopoulos,18.437202,-0.30563462
74,nm14536926,Lind,\N,\N,,tt1610259,Cecilia Lind,-19.298237,-34.318027
75,nm1888155,Boone,\N,\N,actor,tt0383760,Jericho Boone,8.138431,-53.81516
76,nm1175735,Issovits,1977,\N,actor,"tt1640216,tt0263503",István Issovits,-9.016062,6.9348054
77,nm7067170,Kemppainen,\N,\N,,tt4374536,Doug Kemppainen,20.730473,-19.828465
78,nm10705211,Velázquez,\N,\N,sound_department,tt10358874,Miguel Velázquez,62.691196,0.39564094
79,nm13513027,,\N,\N,actor,"tt19178738,tt18989494",ThisIsChris9,17.860828,95.57626
80,nm14933273,James,\N,\N,actor,\N,Austin James Kettelhut,12.337673,-86.61906
81,nm10881743,Hirose,\N,\N,assistant_director,tt7896952,Kiyoshi Hirose,-52.46256,-13.008727
82,nm3898354,Agolli,\N,\N,miscellaneous,tt1504508,Korab Agolli,-43.164978,-39.120995
83,nm3799140,Kalima,\N,\N,actor,tt1598635,Felix Kalima,28.940283,42.852135
84,nm9927520,Nelson,\N,\N,"actor,writer",tt8599694,Drew Nelson,24.694,-55.74955
85,nm7399985,Harris,\N,\N,actress,tt2352722,Mayia Harris,22.04099,-68.02896
86,nm5170201,Rozario,\N,\N,miscellaneous,tt1535612,Peter Rozario,-2.3470285,38.74566
87,nm0184004,Courval,1942,\N,"actress,writer","tt0072307,tt0092588,tt0279578,tt0238330",Nathalie Courval,-74.36862,-4.715261
88,nm3690084,Steinhoff,1977,\N,"producer,director,writer","tt2023742,tt18250444,tt3645208,tt18110702",Alexander Steinhoff,-0.7898344,-21.091877
89,nm1185909,Pabst,\N,\N,production_manager,"tt0320143,tt1099990",Frank Pabst,-9.459618,26.37037
90,nm10933757,Dodson,\N,\N,camera_department,tt8545328,Lee Dodson,-1.8361076,-16.439835
91,nm2808600,Taylor,\N,\N,actress,"tt0088580,tt0875149,tt1587000,tt5226698",Jane Taylor,56.132122,-88.90127
92,nm10962584,Zecchin,\N,\N,sound_department,tt10918722,Guilherme Zecchin,-5.8137374,19.99807
93,nm0674084,Perkins,1857,1925,actor,"tt0011563,tt0186319,tt0008852,tt0008756",Walter Perkins,45.5407,-68.50595
94,nm9481143,Olsson,\N,\N,editor,"tt5930882,tt8333696,tt14689828",Hanna Olsson,6.4583282,-13.32708
95,nm8001123,Wagner,\N,\N,sound_department,tt3715438,Jonathan Wagner,9.380832,-15.067951
96,nm0296280,Frolick,\N,\N,actor,tt0210628,Michael Frolick,-59.90824,31.99349
97,nm8937490,Akinmurele,\N,\N,"writer,camera_department,sound_department","tt6804078,tt7235956,tt10364214",Lumi Akinmurele,-55.081554,27.078384
98,nm1194161,Connolly,\N,\N,actress,"tt1988386,tt0108709,tt1566940,tt0323832",Olivia Connolly,32.30371,-35.742764
99,nm0448217,Kennedy,\N,\N,actress,tt0040479,Mattie Kennedy,53.34944,-40.48272
100,nm3290709,H.,\N,\N,actor,"tt1356951,tt1804897",John H. Seitz,-84.02612,52.052734
101,nm3107503,Holm,\N,\N,actor,tt1279945,Joel Holm,9.263672,-70.29022
102,nm10210554,Cohan,\N,\N,soundtrack,tt8559562,Bob Cohan,-72.98465,-5.4986825
103,nm12616739,Jenosky,\N,\N,producer,tt14724276,Jacqueline Jenosky,87.983536,-12.625772
104,nm5799309,Jones,\N,\N,"miscellaneous,actor","tt2261391,tt8303474,tt3320276,tt1617661",Wes Jones,40.885986,-88.69357
105,nm11916749,Karim,\N,\N,producer,tt13136756,James Karim Walker,51.138374,-4.069041
106,nm7554052,Daughtery,\N,\N,,tt2402569,Jeremy Daughtery,-47.62305,-33.286163
107,nm5313510,Caponigro,\N,\N,miscellaneous,tt2443204,Don Caponigro,20.839739,23.034018
108,nm6748512,van,\N,\N,"actress,make_up_department","tt13674472,tt8435362,tt5815286,tt6550372",Samantha van Tetering,-18.449844,-82.05216
109,nm14991872,Göpfert,\N,\N,producer,"tt21097902,tt22015782,tt21087522,tt22336786",Anna Göpfert,-43.259323,54.63177
110,nm3208051,McGee,\N,\N,,tt1329170,Pam McGee,26.393478,-71.78037
111,nm8629077,Rey,\N,\N,,\N,Erica Rey,60.13503,-24.572245
112,nm0375682,Helmer,\N,\N,actress,"tt0058897,tt1258242,tt0430244,tt1587142",Gertrude Helmer,-35.328342,-28.479914
113,nm13787435,Cheehan,\N,\N,"miscellaneous,producer","tt19396042,tt18379384,tt16240286",Faith Cheehan,2.0709486,-5.89319
114,nm13098262,Liang,\N,\N,writer,"tt15867078,tt15867178",Li Liang,43.342587,58.41984
115,nm13328434,de,\N,\N,,tt8925242,Nick de Bois,-78.39816,21.669806
116,nm1794380,Baadila,1979,\N,actor,"tt1930391,tt13729220,tt6503672,tt2773732",Fauzi Baadila,-10.504861,1.8697752
117,nm8073753,Keiji,\N,\N,actor,tt4161358,Mr. Keiji,15.966756,60.619255
118,nm14960375,Trotman,\N,\N,editor,"tt11958610,tt11116780",Adam Trotman,-30.797972,7.238118
119,nm13469350,Roberts,\N,\N,,\N,Jade Roberts,51.5053,-44.519352
120,nm11220317,Aguinaga,\N,\N,"cinematographer,producer",tt11482142,Agustine Aguinaga,-10.750271,41.444958
121,nm0401586,Hultberg,\N,\N,actress,"tt0090288,tt0145036",Jeanette Hultberg,-46.05539,-14.904649
122,nm4282679,González,\N,\N,,\N,Esteban González,67.54996,-4.4513483
123,nm7872697,Zmuda,\N,\N,"art_department,miscellaneous","tt4048942,tt1901024,tt8649186,tt6445414",Wieslaw Zmuda,10.567772,79.298164
124,nm8542505,Wellington,\N,\N,,tt6003246,Laura Wellington,2.2883925,-49.268112
125,nm2304640,Iwase,\N,\N,actor,"tt1309387,tt0184925",Takeshi Iwase,-34.89628,25.743118
126,nm1662381,Dalata,\N,\N,actress,tt0410542,Yeniset Dalata,14.235193,19.295986
127,nm6673832,Schmidt,\N,\N,"camera_department,actor,producer","tt3652478,tt2928538,tt26343957",Conner Schmidt,4.7470016,-64.28556
128,nm5973477,Barnes,\N,\N,visual_effects,tt3214488,Aaron Barnes,52.18766,-74.35099
129,nm10665398,Chrzanowski,\N,\N,actor,"tt1094354,tt11549698,tt6425794",Adam Chrzanowski,0.020873457,2.4261198
130,nm10505315,Henderson,\N,\N,miscellaneous,tt0098740,Lori Henderson,22.041405,-64.42083
131,nm10256338,Stephens,\N,\N,sound_department,"tt18304852,tt7737224,tt7866320,tt9822960",Kerry Stephens,29.4499,-88.61317
132,nm6135139,Wojsznis,\N,\N,"costume_department,production_designer",tt3386266,Samantha Wojsznis,-37.629974,-0.19005749
133,nm6793087,White,\N,\N,actress,tt4060758,Maddie White,-62.397312,-50.963833
134,nm10453841,Lee,\N,\N,miscellaneous,tt0083079,Alma Lee,49.738842,77.68315
135,nm13241643,Corinn,\N,\N,"actress,production_manager","tt25204680,tt16590966,tt21964908",Julia Corinn Coffey,-74.09552,-5.2694974
136,nm6825433,Sandfoss,\N,\N,"editor,sound_department","tt15763270,tt4097116",Joe Sandfoss,-11.242373,-44.52748
137,nm0224605,Diamond,\N,\N,"location_management,miscellaneous,writer","tt1139328,tt0360009,tt0375679,tt0488120",David Diamond,-11.520675,-49.788067
138,nm8993444,Direnzo,\N,\N,actor,tt6889536,Keith Direnzo,-61.089993,21.864187
139,nm1284525,Suyama,1937,\N,"miscellaneous,writer,producer","tt0137287,tt0068792,tt0159925,tt0294211",Satoshi Suyama,19.580322,54.952114
140,nm1929854,Lane,\N,\N,miscellaneous,tt0330212,Matthew Lane,-10.630442,-61.51656
141,nm4093840,Hyatt,\N,\N,,\N,Alan Hyatt,30.779055,77.07529
142,nm12024848,Pisca,\N,\N,"director,cinematographer,editor",tt13373800,André Pisca,6.794561,9.881395
143,nm5260370,Fernández,\N,\N,visual_effects,"tt1764625,tt1907709,tt1521736",Roberto Fernández,59.605824,-10.09332
144,nm1534377,Washington,\N,\N,"actress,director","tt4852436,tt0395478,tt1560701,tt8883956",Barbara Washington,-19.163364,-68.04188
145,nm6665429,Akigami,\N,\N,,tt3900090,Tom Akigami,5.3938646,51.556072
146,nm8171996,Black,\N,\N,,tt3109150,Jim Black,-59.577934,-53.143883
147,nm8009755,Dobesová,\N,\N,costume_department,"tt0384754,tt1038097",Eva Dobesová,-59.933533,4.870884
148,nm13784392,Enerud,\N,\N,actor,"tt13569418,tt21093840",Marcus Enerud,-43.66304,19.366983
149,nm5519116,Betteridge,\N,\N,animation_department,tt2639268,James Betteridge,-9.484075,-43.832096
150,nm9378710,,\N,\N,writer,tt7567192,Ru,27.914951,110.783325
151,nm9224850,Cristina,\N,\N,,tt7230272,Adriana Cristina Ferreira Bertolini,79.11966,-10.23047
152,nm1743928,Oberlis,\N,\N,art_department,tt0210065,Alexander Oberlis,-23.8698,23.720758
153,nm14906108,Hoffman,\N,\N,camera_department,tt27905807,Alex Hoffman,4.484524,-67.520584
154,nm13547691,Bell,\N,\N,,tt0211178,Keith Bell,-2.3260438,-83.54695
155,nm14403553,Washington,\N,\N,,\N,Briana Washington,-19.163668,-68.04194
156,nm8898558,Cavero,\N,\N,"art_department,assistant_director,camera_department","tt5546156,tt5190056,tt1639462,tt28491344",Naira Cavero,40.16387,-1.4213601
157,nm10155272,,\N,\N,cinematographer,tt9025352,Shashank,0.17644002,108.89581
158,nm13213805,Berge,\N,\N,miscellaneous,tt16420750,John Berge,12.845849,-11.222712
159,nm14639376,Rodriguez,\N,\N,,\N,Jason Rodriguez,62.968487,-13.197557
160,nm6685027,Woodruff,\N,\N,actor,tt3511170,Jason Woodruff,-26.342659,-31.751436
161,nm14153586,Fitzgerald,\N,\N,,tt22854842,James Fitzgerald,28.572996,-72.91235
162,nm7084624,Hakala,\N,\N,actor,tt1724525,Pauli Hakala,-46.20071,39.935837
163,nm6957462,Norwood,\N,\N,,\N,Tim Norwood,15.421812,-49.925545
164,nm13633785,Lewis,\N,\N,camera_department,tt18344832,Sheldon Lewis II,45.423008,-58.11158
165,nm9941366,Endo,\N,\N,visual_effects,"tt4433646,tt1232831",Masato Endo,-35.604454,34.171986
166,nm3182310,Lingus,\N,\N,"miscellaneous,actress","tt0409830,tt0283621,tt0306713",Constance Lingus,46.780186,35.00388
167,nm1961005,Grant,\N,\N,actor,"tt0818804,tt1835995,tt0486664,tt0772764",Mike Grant,-9.553273,-94.47392
168,nm13703400,Von,\N,\N,visual_effects,"tt9419884,tt10857160,tt10857164,tt9140554",Taralyn Von der Linden,-12.844063,-83.798706
169,nm1123695,Antoine,\N,\N,"actor,composer","tt0319007,tt0112874",Daniel Antoine,35.89082,-18.855042
170,nm13869495,Corbitt,\N,\N,actor,tt21205006,Stitch Corbitt,-75.30073,-4.596051
171,nm1439158,Paul,\N,\N,actress,"tt0337970,tt8081180",Rosalind Paul,72.61233,-50.971764
172,nm14405926,Valderrama,\N,\N,,\N,Gachi Valderrama Munoz,23.426758,9.842289
173,nm5265525,Coles,\N,\N,,\N,Adam Coles,22.456778,-48.420433
174,nm1475912,Ward,\N,\N,actress,tt0352864,Nadia Ward,24.86233,-43.169846
175,nm10929571,Williams,\N,\N,miscellaneous,"tt17488538,tt7661390,tt3520692,tt14153878",Anthony Williams,48.247795,-78.59346
176,nm10142818,Rao,\N,\N,producer,tt9038270,Aditya Rao,60.462505,34.612072
177,nm14833419,Nortje,\N,\N,,tt26695344,Marc Nortje,-5.463049,68.03462
178,nm7587277,Kubík,\N,\N,production_manager,"tt0232995,tt0324273,tt0138683",Vladimír Kubík,-19.966581,56.19182
179,nm9093950,Choi,\N,\N,composer,tt7084872,Juyoung Choi,39.654972,73.74169
180,nm7014473,Sherman,\N,\N,actor,tt2361632,Brett Sherman,6.4967494,-57.8257
181,nm1662656,Vitanovská,1955,\N,actress,"tt0138296,tt3764336,tt3560604,tt0416364",Eliska Vitanovská,-0.6207052,12.779814
182,nm11621172,Hahalyak,\N,\N,casting_department,"tt3596174,tt26217622,tt11833388,tt15057532",Brett Hahalyak,-46.785656,40.26362
183,nm12000414,Lynn,\N,\N,actress,tt13315398,Amy Lynn Williams,10.808666,-49.426495
184,nm12210401,Rankine,\N,\N,actor,"tt11860336,tt12551800",Javien Rankine,22.524036,-33.518147
185,nm14968059,Akhmetova,\N,\N,art_department,tt1934365,Veronika Akhmetova,6.29677,51.031418
186,nm1956649,Kim,\N,\N,"camera_department,cinematographer,producer","tt13745850,tt6710474,tt6320628,tt1698008",Edwin Kim,64.542564,56.47752
187,nm0509931,Light,\N,\N,actress,tt0088979,Ginny Light,-52.14262,-49.932327
188,nm9184886,Starkey,\N,\N,producer,tt7227468,Carolyn Starkey,-11.636038,-29.397928
189,nm4998102,Hoey,\N,\N,actor,"tt7833238,tt6633390,tt7708662,tt8512394",Cameron Hoey,-48.944813,-19.622578
190,nm11923864,Prosyannikov,\N,\N,cinematographer,"tt13151568,tt14338562,tt27599829",Dmitrii Prosyannikov,-10.184939,18.508223
191,nm6140287,Thompson,\N,\N,actress,tt3272150,Dayna Thompson,62.791946,-62.67979
192,nm13243707,,\N,\N,,\N,Jega,-5.094138,102.72722
193,nm11328494,Haykal,\N,\N,producer,tt11735416,Mary Haykal,18.51479,50.175037
194,nm9726316,McIndoe,\N,\N,camera_department,"tt2261227,tt5758778,tt3794354,tt1241317",Alan McIndoe,-36.233578,-74.20681
195,nm9073814,Gilliams,\N,\N,actress,tt7031338,Kendra Gilliams,8.118148,-70.59023
196,nm9177857,Calo,\N,\N,camera_department,tt6339370,Frank Calo,6.032269,22.611681
197,nm9330878,Rhinehart,\N,\N,actor,tt0125449,Stuart Rhinehart,-11.704806,-10.440093
198,nm0910757,Wanda,\N,\N,actress,tt0093694,Boni Wanda,81.09346,-29.83857
199,nm8564329,Rinaldi,\N,\N,actor,"tt6221866,tt7727956",Robson Rinaldi,-47.78076,-2.0888019
200,nm12561507,Byeol,\N,\N,camera_department,tt11382150,Han Byeol Jang,-76.955666,25.737038
201,nm8018369,Kent,\N,\N,,tt5576332,Daryl Kent,-13.6225605,-88.59865
202,nm14242769,Hirales,\N,\N,actor,tt14176542,Francisco Hirales,-52.487156,-12.026803
203,nm0096088,Borde,1911,2000,producer,"tt0173961,tt0081088,tt0088047,tt0079965",Seymour Borde,-18.386805,-0.3194797
204,nm2405742,Michael,\N,\N,"miscellaneous,actor","tt0406097,tt0864360,tt1270110,tt1015460",Taylor Michael,8.642326,-91.31064
205,nm11842556,Oneal,\N,\N,actor,tt12967998,Christian Oneal,-59.96189,-2.3842442
206,nm9353391,López,\N,\N,,\N,Lara López,75.51325,-0.05658793
207,nm1566295,Violet,\N,\N,actor,tt0270688,S.U. Violet,-57.59657,-55.612835
208,nm3492140,J.,\N,\N,,\N,Dorothy J. Noe,-2.2598817,-66.093605
209,nm2969648,Patláné,\N,\N,miscellaneous,tt0108827,Ágnes Patláné Simon,9.147876,4.329164
210,nm7837046,Olsen,\N,\N,actor,"tt5632224,tt5317316,tt11818408,tt3155720",Nic Olsen,44.913452,-64.06439
211,nm7769513,Rosen,\N,\N,,\N,Mike Rosen,25.802322,-75.908104
212,nm3306246,Huanca,\N,\N,actor,tt1267378,William Huanca Pimac,43.18137,4.044298
213,nm11054015,Driga,\N,\N,miscellaneous,tt11115182,Daniel Driga,-60.6228,16.279612
214,nm6416811,Moody,\N,\N,miscellaneous,"tt5932330,tt3657676",Nick Moody,-47.377396,-64.47459
215,nm1183647,Nguyen,\N,\N,"actor,miscellaneous","tt0100049,tt0091766",Jo Nguyen,42.83847,73.28197
216,nm10672935,Tcherkezian,\N,\N,producer,tt10290280,Roland Tcherkezian,12.9399395,47.75442
217,nm6461298,Guilbault,\N,\N,"composer,set_decorator","tt3452020,tt3477762,tt3699180",Guillaume Guilbault,18.301422,-6.5101924
218,nm6121784,Clarke,\N,\N,actor,tt2466346,Richie Clarke,50.07769,-60.525818
219,nm7066083,Miles,\N,\N,transportation_department,tt2212008,Emile Miles,-34.910023,-86.57226
220,nm3470261,Catt,\N,\N,actress,tt1443338,Peggy Catt,9.117796,-2.7117698
221,nm10296990,Bernhardt,\N,\N,actor,tt9369864,Jim Bernhardt,10.133641,-24.478859
222,nm11762654,Golovine,\N,\N,miscellaneous,"tt22794720,tt11027164",C'Dale Golovine,-44.723007,54.03636
223,nm13738443,Conger,\N,\N,,\N,Jordan Conger,-33.0123,-12.641573
224,nm13660047,Wright,\N,\N,"assistant_director,location_management","tt15483452,tt20158394,tt13683866",Luke Wright,36.099586,-56.601723
225,nm1497467,Biederman,\N,\N,actress,tt0338466,Sherry Biederman,5.129142,-6.5620847
226,nm13912966,Battershell,\N,\N,,\N,Ken Battershell,44.577957,22.699167
227,nm2363001,,\N,\N,"music_department,soundtrack","tt1308015,tt0816258,tt1451409,tt0920457",Naveen,9.099685,100.57523
228,nm14608335,Soroka,\N,\N,camera_department,tt26420895,Yevhenii Soroka,-40.856106,44.156673
229,nm4861985,Kaiton,\N,\N,miscellaneous,tt1988313,Nelson Kaiton,53.434643,50.595512
230,nm14663944,Benedict,\N,\N,writer,tt27172526,Paul Benedict Rowan,7.657837,-38.184124
231,nm5523199,Woodford,\N,\N,actor,tt2708038,Cory Woodford,-27.311865,-31.993876
232,nm5812490,Jeremy,\N,\N,stunts,tt1335975,Anas Jeremy,74.47652,-57.394608
233,nm1599672,Geoffrey,\N,\N,camera_department,tt0374312,Robert Geoffrey Whitmore,48.456505,-46.032467
234,nm5054933,Small,1901,2005,,"tt2287037,tt12872840",Connie Small,-55.19878,-36.166763
235,nm6752189,Miceli,\N,\N,"camera_department,producer,actor","tt11976486,tt11972640,tt7790264,tt15359636",Jesse Miceli,24.33035,34.79894
236,nm0812901,Solenn,\N,\N,actress,"tt0059131,tt0058419,tt0074153",Virginie Solenn,13.930114,34.82088
237,nm6199127,Underwood,\N,\N,actor,"tt3449254,tt7621006",Iris Underwood,27.389614,-47.936176
238,nm7412475,Nielsen,\N,\N,actress,tt4700726,Brikelle Nielsen,47.081207,-26.853573
239,nm5516973,Fox,\N,\N,sound_department,tt0199248,Eric Fox,81.55289,21.292118
240,nm12883176,Hongsuwan,\N,\N,actress,"tt0277558,tt12262116,tt0470313,tt10151070",Natvara Hongsuwan,46.14133,71.35169
241,nm3529894,Rohleder,\N,\N,,tt1465494,Quirin Rohleder,-21.781038,21.242685
242,nm0457868,Kivett,1943,2022,"writer,costume_department,miscellaneous","tt1643266,tt0072666",Ron Kivett,-18.316706,64.178116
243,nm5689332,Chambert,\N,\N,set_decorator,tt0074142,Jacques Chambert,-7.1619062,-55.18123
244,nm4776394,Haduska,\N,\N,actor,tt2071466,John Haduska,-58.689022,9.92509
245,nm4499791,Caleo-Green,\N,\N,miscellaneous,"tt10535904,tt10540442,tt1540133",Clarissa Caleo-Green,2.0742462,-92.3457
246,nm2798305,Maret,\N,\N,"miscellaneous,animation_department","tt1118516,tt2006120,tt1772792,tt3467114",Daniel Maret III,11.633953,-2.8182027
247,nm7817665,Hempstone,\N,\N,,tt0123338,Smith Hempstone,-63.816353,-35.74392
248,nm6123129,Robelo,\N,\N,actress,tt3253658,Raquel Robelo,-20.981634,27.777718
249,nm2660305,F.,\N,\N,"cinematographer,editor",tt0127877,Mario F. Newill,-66.98679,37.09954
250,nm7951592,Torres,\N,\N,"camera_department,sound_department","tt5498034,tt5597850",Edmundo Torres,56.378395,4.2670336
