,nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles,completeName,t-SNE Component 1,t-SNE Component 2
40,nm7180036,Mendes,\N,\N,actress,tt4571138,Alexandra Mendes,-26.403606,-59.650883
41,nm13113785,Williams,\N,\N,,tt0090493,CoSandra Williams,23.129614,34.180286
42,nm6712249,Damasceno,\N,\N,"cinematographer,producer","tt3967300,tt3967270",Mateus Damasceno,-19.244392,-57.319588
43,nm2096924,Cherise,\N,\N,actress,"tt8101948,tt0454517",Sahra Cherise,25.570898,-28.389788
44,nm3632560,Robles,\N,\N,"actress,soundtrack","tt0427377,tt0065798,tt0266980",Delba Robles,-28.058569,-51.217228
45,nm0359101,Hamshere,1946,\N,"camera_department,actor,soundtrack","tt0113189,tt0346156,tt0121766,tt0096446",Keith Hamshere,-51.705643,14.132177
46,nm13100179,Jadhav,\N,\N,actor,tt15875928,Anand Jadhav,8.206052,-68.429726
47,nm1693869,Horiuchi,\N,\N,actor,tt0409548,Yoshinori Horiuchi,30.58111,-48.667957
48,nm8900427,Lee,1992,\N,actress,"tt10006526,tt6061336,tt6800994,tt7817662",Addison Lee,66.97139,-17.013367
49,nm9697040,Marino,\N,\N,miscellaneous,tt5620962,Stacy Marino,-25.053925,-38.875645
50,nm7442413,Coulibaly,\N,\N,,tt4809740,Djelika Coulibaly,3.5646038,-42.041267
51,nm11060763,Audi,\N,\N,actress,tt11131838,Monica Audi Falu,-3.5633457,31.762777
52,nm5019121,Semley,\N,\N,"writer,miscellaneous,script_department","tt4836266,tt10036104,tt14155414,tt17516478",John Semley,4.147839,16.649467
53,nm10015071,Fanning,\N,\N,,\N,Adam Fanning,25.60648,18.811766
54,nm1070458,,\N,\N,actress,"tt0260804,tt0318318,tt0273742,tt0301874",Thumbelina,0.34611768,70.062515
55,nm9829264,Baycon,\N,\N,actor,tt5293828,Bonz Baycon,-20.756819,12.0012
56,nm1664023,Alvarez,\N,\N,camera_department,"tt5133238,tt0436455,tt0425548,tt1562458",Audrey Alvarez,-40.45767,-47.86104
57,nm5015766,Morel,\N,\N,actress,tt2369021,Lola Morel,-35.38931,-66.56171
58,nm10158457,Aden,\N,\N,actor,\N,Mowhaa Aden,40.167427,-4.1618276
59,nm14987135,Chulu,\N,\N,actress,\N,Betty Chulu,10.498983,-41.190556
60,nm10236613,Ramírez,\N,\N,actress,tt8993120,Daniela Ramírez,-45.38754,-35.51602
61,nm9500500,,\N,\N,,\N,LaTrina,0.17980899,71.80503
62,nm13788071,Eye,\N,\N,actress,\N,Odd Eye Circle,-9.666517,44.88707
63,nm12182366,Najeeb,\N,\N,actor,tt0327682,Ahmad Najeeb,0.27840975,-53.33246
64,nm3331756,Wallace,\N,\N,art_department,tt1380877,Hayley Wallace,30.074171,33.872818
65,nm9467854,Hodges,\N,\N,actress,tt7292306,Saylor Hodges,30.551706,27.189281
66,nm8220622,Valdes,\N,\N,,\N,David Valdes,-29.834015,-40.463688
67,nm5757754,Roxas,\N,\N,actor,tt1320422,Mamerto Roxas,-25.866737,-42.90979
68,nm11937116,Darden,\N,\N,music_department,tt0162811,Tabbi Darden,0.8807814,38.9295
69,nm6636209,Ware,\N,\N,"camera_department,actor,sound_department","tt8363732,tt4066000,tt3458596,tt4115890",Kyle Ware,59.961815,29.680506
70,nm9762889,Geistman,\N,\N,,tt2925730,James Geistman,-61.552155,11.091966
71,nm1342881,Lõrincz,1957,\N,actress,"tt19722656,tt14903018,tt10360860,tt0185534",Katalin Lõrincz,-29.269596,16.683004
72,nm11812366,Leiva,\N,\N,actor,tt9139660,Alejandra Leiva,-43.29853,-42.29031
73,nm11398862,Phillips,\N,\N,special_effects,"tt8022928,tt14967618,tt20172906,tt10183988",Eric Phillips,13.76205,32.22868
74,nm6920303,Board,\N,\N,,tt4207070,C. Board,-8.467603,28.579218
75,nm11941930,pal,\N,\N,actor,"tt15134202,tt10098288,tt6334874,tt6950450",Vinod pal Singh Raghuwanshi,29.58943,-9.350911
76,nm10270027,Toussaint,\N,\N,,tt7958424,Tanguy Toussaint,4.294114,-30.43133
77,nm12678956,Birtles,\N,\N,actor,tt1359465,Stephen Birtles,15.45156,12.933455
78,nm4318126,Lane,\N,\N,actor,tt1503783,Ben Lane,52.548817,38.683468
79,nm7648827,Sanders,\N,\N,actress,tt5106920,Carol Sanders,27.210344,43.50355
80,nm2605755,Nagai,\N,\N,producer,"tt0950692,tt4246364,tt1421379,tt9877852",Keiko Nagai,30.196741,-51.725117
81,nm8714256,Claes,\N,\N,actor,tt6431910,Milo Claes,-14.001923,2.4833844
82,nm12276375,Robinson,\N,\N,,\N,Marc Robinson,21.292112,26.897257
83,nm11306488,Beckerman,\N,\N,casting_department,tt5254196,Rosemary Beckerman,11.195334,-3.5662293
84,nm11282406,San,\N,\N,actor,tt5105308,Daniel San,-15.566114,-49.119923
85,nm9883836,Sunrise,\N,\N,,tt0083646,The Sunrise Senior Drum and Bugle Corps,-21.211239,24.800758
86,nm0695353,Prates,\N,\N,cinematographer,"tt10866230,tt14496588,tt4818474,tt3830532",Ricardo Prates,-19.543829,-59.5294
87,nm11630797,Belton,\N,\N,assistant,\N,Malika Belton,8.7648,23.35673
88,nm0884928,Valle,1957,\N,actress,"tt0257293,tt0420449,tt13055302,tt1062775",Malu Valle,-25.085722,-51.21609
89,nm9494490,Chojnacki,\N,\N,"miscellaneous,sound_department","tt4917308,tt7762728",Alex Chojnacki,-11.499111,-8.860399
90,nm12800506,Keogh,\N,\N,actor,"tt15307480,tt14408466",Lydia Keogh,25.67733,3.3891768
91,nm7931724,Walker,\N,\N,"editorial_department,producer","tt5258904,tt7613210",Tim Walker,41.633827,43.444305
92,nm1578897,Dingas,\N,\N,actor,tt0113241,Jack Dingas,-71.28358,22.64618
93,nm12897956,,\N,\N,editor,tt15341744,Ashok,0.17980899,71.80503
94,nm7769576,Martini,\N,\N,costume_department,tt3112840,Ashley Martini,-18.196125,-29.732363
95,nm0534159,Macomber,\N,\N,actress,"tt0058616,tt0063960",Debbie Macomber,10.975228,22.082935
96,nm7231526,Everett,\N,\N,actor,tt4568314,Lawrence Everett,5.6341786,30.841196
97,nm8340080,Ricci,\N,\N,make_up_department,tt5937836,Roberto Ricci,-15.666748,-31.518467
98,nm8538493,Rukh,\N,\N,,\N,Lala Rukh,-3.865877,-61.732014
99,nm1597516,Yildiz,\N,\N,,tt0114669,Christina Yildiz,-38.712803,-17.306374
100,nm0327579,Gonzales,\N,\N,actor,tt0120094,Ronald Gonzales,-31.019669,-48.10241
101,nm5833936,Cook,\N,\N,"writer,producer","tt5342014,tt3085778",Lonz Cook,55.96436,48.465923
102,nm1399480,Vasiliadou,\N,\N,make_up_department,"tt0220311,tt1288433,tt0263677,tt0263579",Maroula Vasiliadou,-36.154636,4.318065
103,nm4593290,Bora,\N,\N,"actress,sound_department","tt2043793,tt2298186",Jane Bora Choi,6.43216,-59.655796
104,nm6364092,Romeo,\N,\N,"actor,miscellaneous","tt3594784,tt4657082",Michele Romeo,-21.66494,-37.85546
105,nm9604994,Macdonald,\N,\N,,tt7963510,Nicole Macdonald,26.248508,11.626103
106,nm7379543,Gould,\N,\N,art_department,tt0493399,Greg Gould,54.93447,24.028551
107,nm2260419,DiMaggio,\N,\N,actress,tt1470610,Kimberly DiMaggio,-30.12848,-46.75423
108,nm10135624,Glatz,\N,\N,,tt9025926,Pål Glatz,-6.8082223,-7.879088
109,nm1039114,Haler,\N,\N,art_department,"tt0115921,tt0287138,tt0206826",Ted Haler,-11.490592,-4.8568006
110,nm6188902,Murray,\N,\N,actress,tt3439228,Jen Murray,37.1946,14.550651
111,nm1092769,Reeves,\N,\N,"actress,miscellaneous","tt0393836,tt0303144,tt0362082,tt0337976",Carrie Reeves,17.983076,36.500175
112,nm6697940,Stuewe,\N,\N,"producer,miscellaneous,actress","tt4995664,tt7390588,tt5301662,tt3089630",Taylor Stuewe,17.122538,1.7953475
113,nm12210504,Morheim,\N,\N,writer,tt0043199,Joseph Morheim,-52.72546,18.838434
114,nm1530546,Nielsen,\N,\N,actor,"tt1595062,tt0465360,tt0834967,tt0295769",Allan Nielsen,-5.07596,2.1316965
115,nm13327874,Saavedra,\N,\N,miscellaneous,"tt13449684,tt6911516",April Saavedra,-38.467834,-41.522125
116,nm2420747,Navarro,\N,\N,stunts,tt0328993,Alberto Navarro,-35.3089,-43.370434
117,nm5492593,Nakamura,\N,\N,script_department,"tt2544318,tt4117320",Etsuko Nakamura,29.91319,-48.36071
118,nm2420147,Bates,\N,\N,"producer,location_management","tt1816106,tt7716606,tt1436538,tt0860875",Kate Bates,25.695423,-91.42041
119,nm5470681,Powers,\N,\N,art_department,tt2607634,David Powers,9.988883,17.792706
120,nm0683147,Pihlak,\N,\N,"art_director,production_designer,costume_designer","tt8548432,tt0454675,tt0238895,tt0072740",Liina Pihlak,-51.04169,3.5301862
121,nm3274483,Sánchez,\N,\N,animation_department,"tt0341601,tt0428712",Demetrio Sánchez,-44.686077,-38.953663
122,nm10019144,Larkai,\N,\N,actor,"tt10551180,tt20918594,tt9820352,tt11127680",Daniel Larkai,-53.72303,27.809204
123,nm8970149,Smith,\N,\N,camera_department,tt6854462,Mark Smith,56.944157,37.251656
124,nm14689074,Crumblin,\N,\N,,tt6168110,Sam Crumblin,-17.296734,30.1354
125,nm11347403,Feckett,\N,\N,actor,tt11778286,Samuel Feckett,-48.64639,18.181847
126,nm14513273,Trudel,\N,\N,,tt18233718,Madlyn Trudel,5.4008675,-24.45341
127,nm9057580,Tawn,\N,\N,"director,actor,writer",tt5369162,Key Tawn Toothman,29.537436,-25.949734
128,nm9760503,Kovilage,\N,\N,music_department,tt8255444,Ashoka Kovilage,-46.32562,25.00158
129,nm10403462,Hopkins,\N,\N,,tt9602704,Andrea Hopkins,7.993237,43.498318
130,nm12776733,Rifelli,\N,\N,actress,tt15085920,Erika Rifelli,-63.238297,27.534914
131,nm5865366,Thibault,\N,\N,transportation_department,tt1174034,Marc Thibault,3.3158028,-27.186787
132,nm10344287,Purdon,\N,\N,,tt8620066,John Purdon,25.524893,15.800778
133,nm4080964,Hunter,\N,\N,actress,tt1726775,Shian Hunter,10.104559,54.704666
134,nm2335348,Curry,\N,\N,miscellaneous,tt0479109,Luke Curry,65.711334,9.245878
135,nm4672696,Guaovanni,\N,\N,,\N,Rene Guaovanni Hernandez,-34.63665,19.953472
136,nm13651554,Gregory,\N,\N,actress,\N,Sandra Gregory Hatton,31.671932,-15.16057
137,nm2124378,Paulsen,\N,\N,actor,"tt0046618,tt0050023",Victor Paulsen,-6.838534,8.396255
138,nm9680361,Marley,\N,\N,actress,tt6466932,Dominique Marley,31.99225,6.135479
139,nm7062190,Diosee,\N,\N,actor,tt3579842,Sunny Diosee,-58.922707,23.436617
140,nm4415771,Fabre,\N,\N,visual_effects,"tt0770828,tt0437086,tt2015381,tt1571234",Gianpietro Fabre,5.2110443,-36.17363
141,nm7942336,Gullusci,\N,\N,actor,tt3319920,Adam Gullusci,-54.292126,20.512814
142,nm2693854,'Romps',\N,\N,actress,tt1053945,Crystal 'Romps' Gomez,-45.89011,16.787603
143,nm5095508,Peaker,\N,\N,camera_department,tt2197566,Amnon Peaker,21.525536,32.854183
144,nm4559582,Johnson,\N,\N,actress,"tt2467046,tt5182896,tt3704352,tt2404299",Kamryn Johnson,34.206245,46.58522
145,nm4508261,Vernon,\N,\N,,\N,Richard Vernon,3.467419,29.112522
146,nm10156361,Marroquin,\N,\N,actor,tt7084640,José Marroquin,-33.029354,-45.796364
147,nm13712634,Dugmore,\N,\N,,tt19623202,Geoffrey Dugmore,19.044518,12.274964
148,nm5356619,Inoue,\N,\N,animation_department,"tt0294184,tt0163494",Ikuko Inoue,35.85127,-54.408356
149,nm9459338,Casem,1934,2020,,\N,Marino Casem,28.99764,-1.7486401
150,nm3097563,Chinnery,\N,\N,editorial_department,tt0056758,Pedro Chinnery,17.242105,12.452595
151,nm11639029,Aguilera,\N,\N,actor,tt12455928,David Aguilera,-31.558908,-46.35625
152,nm4956907,,\N,\N,camera_department,tt2308451,Felix ,-28.660595,18.482862
153,nm10838040,Moreno,\N,\N,,\N,Austin Moreno,-37.390244,-60.0484
154,nm13656039,Valken,\N,\N,camera_department,"tt27704630,tt23857236,tt16124348,tt22507986",Samantha Valken,-22.84837,14.058861
155,nm0185165,Cox,\N,\N,"art_department,art_director,production_designer","tt0109546,tt0118904,tt0117446,tt0109408",Michelle Cox,48.68981,61.997643
156,nm14144252,,\N,\N,composer,\N,Anna,-0.13517636,72.65766
157,nm9278748,,1993,\N,"actress,producer,director","tt16405092,tt9083452,tt17526554,tt12412134",Freshie,1.1883206,71.43602
158,nm8955193,Natale,\N,\N,"camera_department,miscellaneous,actor","tt7197684,tt10960102,tt13982526,tt4059460",Federico Natale,-16.246208,-32.548435
159,nm3830175,Christensen,\N,\N,actor,tt1613060,Werner Christensen,-4.66429,1.5763903
160,nm0944566,Li,\N,\N,"art_department,set_decorator","tt1425257,tt0109235,tt0316882",Xingqi Li,77.506004,-34.40303
161,nm7834800,Sari,\N,\N,,\N,Khaled Sari,10.538833,-50.50714
162,nm3360552,Generoso,\N,\N,actor,tt0372318,Raul Generoso,-27.665892,-39.32332
163,nm12029527,Küçükuncular,\N,\N,"camera_department,miscellaneous","tt11267076,tt13372262",Umut Küçükuncular,-29.323135,26.661196
164,nm11097008,Knight,\N,\N,actress,tt11209372,Summer Knight,-1.0812999,51.029545
165,nm7832527,Gipson,\N,\N,actor,"tt5420094,tt5420100",River Gipson,29.528872,36.006573
166,nm6564262,Vitkus,\N,\N,miscellaneous,tt3304756,David Vitkus,-11.5829735,-8.142479
167,nm0330027,Gordon,1905,1996,actress,"tt0011046,tt2261737,tt0127667",Bertie Gordon,51.545452,-4.7136693
168,nm10969124,Boland,\N,\N,,"tt11475502,tt2183739,tt11833936,tt6570890",Rory Boland,21.731222,2.0798376
169,nm14494440,Espera,\N,\N,make_up_department,tt25994098,Jerric Espera Adra,-26.03858,-46.428535
170,nm2914804,Caso,\N,\N,"sound_department,editorial_department,producer","tt8571674,tt9323156,tt3242776,tt14549988",Ivan Caso,-16.452154,-42.097572
171,nm0437398,Kane,\N,\N,camera_department,"tt0069641,tt0083475,tt0190900,tt0292415",Mike Kane,48.0859,25.516577
172,nm11358226,Károly,\N,\N,producer,tt11804598,Radnai Károly,-4.125178,-36.33683
173,nm6669706,Blomgren,\N,\N,"actor,composer",tt3904834,Robin Blomgren,-6.466469,5.3986883
174,nm7874902,Simsek,\N,\N,actor,tt0062206,Zeki Simsek,-39.988235,-17.641678
175,nm7871715,Ross,\N,\N,actor,tt5460058,Micheal Ross,59.263718,3.7096977
176,nm4588403,Knopp,\N,\N,actress,tt2035943,Christina Knopp,-3.8356235,-11.849828
177,nm10390852,Le,\N,\N,camera_department,"tt13920452,tt9582038,tt15568526",Louise Le Goff Hudhomme,60.207237,-58.783943
178,nm3117846,Ohtomo,\N,\N,actress,"tt0481035,tt2487682,tt1372664,tt1284451",Sayuri Ohtomo,28.7708,-53.33216
179,nm0260246,Esche,1951,\N,"producer,writer,production_manager","tt0806910,tt1838560,tt2343158,tt0103558",Matthias Esche,2.0229113,-18.734087
180,nm1247331,Chaney,1950,\N,"actor,sound_department","tt0331366,tt0422768",Tom Chaney,18.734991,19.7473
181,nm9688731,Wellstead,\N,\N,,tt0374314,Scott Wellstead,6.221431,18.776735
182,nm9659427,Lao,\N,\N,writer,tt0211397,Lun-Sze Lao,63.797752,-36.984543
183,nm4590008,B.,\N,\N,"director,writer,producer","tt7137694,tt3671748,tt11256508,tt3156020",David B. Berget,80.253746,-1.1977289
184,nm14197592,Subianto,\N,\N,,tt0480780,Prabowo Subianto,-22.613195,-16.936096
185,nm13415755,Mac,\N,\N,,tt13631578,Ryan Mac,51.21789,9.202217
186,nm4909457,Nolan,\N,\N,producer,tt2246611,Donna Nolan,38.76211,5.639574
187,nm4704034,Rudichuk,\N,\N,"actress,director,writer","tt3564134,tt3102924,tt2071483,tt3918290",Lucy Rudichuk,-48.290005,5.320848
188,nm8132816,Mitchell,\N,\N,actor,tt5647758,Ben Mitchell,24.607862,18.77504
189,nm2705196,Partin,\N,\N,casting_director,tt0063331,Jeff Partin,3.2011378,10.18508
190,nm5620532,Negrete,\N,\N,camera_department,tt2833722,Brandon Negrete,-29.215536,-40.77562
191,nm8406337,Hust,\N,\N,actress,tt6024954,Emily Hust,-8.875535,-4.653174
192,nm8793635,Cuozzo,\N,\N,actor,"tt6553198,tt6550870",Isaac Cuozzo,11.326616,-4.303483
193,nm9676991,Kroener,\N,\N,actress,tt7786540,Ava Kroener,-0.01333607,-6.442238
194,nm14129299,Libby,\N,\N,,tt22734546,Roger Libby,30.582537,-25.011425
195,nm6682504,Cekov,\N,\N,actor,"tt8291288,tt15341206,tt3917044,tt4513124",Petyo Cekov,-58.156845,-1.6941046
196,nm14006334,Bowers,\N,\N,editorial_department,tt18291362,Tommy Bowers,22.291344,34.89176
197,nm14548507,Loupelle,\N,\N,"actor,stunts",tt0401396,Craig Loupelle,-58.95489,20.307396
198,nm1257067,Esici,1946,\N,"director,writer,producer","tt4060418,tt13231196,tt8374278,tt8446742",Savas Esici,-29.332592,11.512222
199,nm9084666,Villamayor,\N,\N,"costume_department,make_up_department",tt7054182,Macarena Villamayor,-29.743027,-37.627014
200,nm2791689,Rodríguez,\N,\N,art_director,tt1113832,Amaranta Rodríguez,-40.12638,-38.318443
201,nm5263841,Wagner,\N,\N,,tt0318224,Robert Wagner,6.312622,0.116988614
202,nm12280484,Speak,\N,\N,,tt6238614,Justin Speak,-22.303478,19.285122
203,nm10735863,Prats,\N,\N,"costume_designer,art_department,production_designer","tt8237382,tt4028244,tt9005904,tt13380508",Marina Prats,-37.910965,-33.975216
204,nm6782842,Booker,\N,\N,"actor,producer","tt4049396,tt11126992",Morgan Booker,12.752437,23.027164
205,nm6595247,Edmund,\N,\N,,"tt7110602,tt3770700,tt4700374,tt5699366",Kyle Edmund,36.74273,-15.811249
206,nm13907458,,\N,\N,,\N,Joy-Anna,0.643047,71.26458
207,nm8942994,Pérez,\N,\N,composer,tt6813282,Dharien Pérez,-47.661274,-36.305363
208,nm10099882,Bathla,\N,\N,script_department,tt8130498,Sahib Bathla,8.512103,-61.642933
209,nm0098637,Bottari,\N,\N,actress,"tt1329437,tt0460778,tt2261391,tt0226635",Magica Bottari,-12.311585,-27.177488
210,nm2768931,Robinson,\N,\N,assistant_director,tt0103312,Stephen Robinson,21.295021,26.89297
211,nm6924859,Snidman,\N,\N,actress,tt3754576,Hannah Snidman,-64.71286,12.399126
212,nm9200486,Claeren,\N,\N,actor,tt7043718,Tom Claeren,-55.56007,11.613331
213,nm12803230,L.,\N,\N,actor,tt11074622,Jayden L. Torrey,83.469635,-11.028164
214,nm6546414,D,\N,\N,,\N,Joshua D Miller,46.159294,-40.94124
215,nm13868448,McNealy,\N,\N,,tt21343428,Barry McNealy,8.882514,9.893309
216,nm13266994,Tade,\N,\N,actor,tt16826178,Dalvin Tade,9.675888,-43.893593
217,nm7009305,Ricard-Harvey,\N,\N,"producer,miscellaneous,assistant","tt6530104,tt13961574,tt8544106,tt4412528",Sophie Ricard-Harvey,-34.04884,17.453598
218,nm0396556,Hoult,1992,\N,actress,"tt0155436,tt5718546,tt0115355,tt0321897",Clarista Hoult,26.257265,-0.29991257
219,nm12596447,Halushka,\N,\N,,\N,Christina Halushka,-55.852634,1.4519278
220,nm1231123,Rose,\N,\N,miscellaneous,"tt1067106,tt0254099,tt1305591,tt0433035",Michael Rose,72.92564,17.726206
221,nm7719616,Chancelier,\N,\N,actor,tt5190510,Olivier Chancelier,-42.259922,18.030033
222,nm0340390,,\N,\N,actress,tt0310744,Gretchen,0.006835762,73.54594
223,nm14991000,Onclin,\N,\N,,\N,Stephanie Onclin,-52.81657,33.301937
224,nm10817109,Rush,\N,\N,soundtrack,\N,Mahogany Rush,12.554912,39.673252
225,nm1844436,Daniel,1977,\N,"actor,miscellaneous,music_department","tt6439020,tt4701724",James Daniel Wilson,34.347282,-23.530453
226,nm2252355,Colbert,1985,\N,miscellaneous,tt0800007,Jonah Colbert,32.10996,21.585238
227,nm3701016,Yûgentei,\N,\N,actor,tt0181960,Tamahachi Yûgentei,-41.48267,19.320799
228,nm2447931,Ed,\N,\N,actor,tt0897426,C. Ed Matthews,41.650368,-20.515053
229,nm15029214,Susser,\N,\N,,tt28321877,Asher Susser,15.80419,-6.951956
230,nm14852887,MacCarthy,\N,\N,,tt4952148,Nicola MacCarthy,17.021059,6.679465
231,nm4542644,Young,\N,\N,"actor,producer","tt1986994,tt3889450",Robert Young,-13.227069,54.311188
232,nm8853499,Robbins,\N,\N,music_department,tt6293238,Thom Robbins,32.62488,32.038048
233,nm11672867,Flack,\N,\N,actress,tt12542336,Catherine Flack,43.218513,29.176516
234,nm4904190,Arve,\N,\N,actor,tt2244853,Knut Arve Edvardsen,-10.236583,0.65016896
235,nm3756777,Butta,\N,\N,actor,tt0157966,Sawroop Butta,-17.291937,30.107836
236,nm14233304,Davenport,\N,\N,miscellaneous,tt1321511,John Davenport,0.74455965,23.340563
237,nm5362488,Cecília,\N,\N,actress,"tt3034258,tt7744802,tt2467752,tt7882104",Ana Cecília Banal,-15.593524,-57.069443
238,nm5255621,Murthy,\N,\N,actor,tt2379542,Krishna Murthy Shikeripur,10.930548,-62.67465
239,nm11128642,Paola,\N,\N,actress,tt8824170,Stephany Paola,-14.25365,-41.417427
240,nm12851684,Tanaka,\N,\N,"art_department,animation_department","tt0388629,tt0814243,tt0810833,tt8659948",Ai Tanaka,34.047203,-53.070824
241,nm0270645,C.,\N,\N,"producer,editor,director","tt0243753,tt0096754,tt0079945,tt4151776",David C. Fein,82.160545,1.7862805
242,nm7684992,Eye,\N,\N,miscellaneous,"tt0098480,tt0090334,tt0095719,tt0103923",Elizabeth Eye,-9.666517,44.88707
243,nm3211644,Wu,\N,\N,"actor,camera_department","tt2458314,tt6519998,tt1766107,tt4332798",Qiang Wu,76.579254,-36.335426
244,nm11515555,Pantushenkova,\N,\N,,tt1528871,Olga Pantushenkova,-38.76202,12.344797
245,nm6016821,Xue,\N,\N,animation_department,tt0109633,Deng Xue Xiang,72.109024,-35.03608
246,nm5896043,Spinato,\N,\N,,tt1513458,Andrea Spinato,-13.946931,-27.354012
247,nm6680766,Tribe,\N,\N,,tt3654854,Yao Tribe,-14.419356,35.519764
248,nm14023016,Novak,\N,\N,producer,tt17500274,Delores Novak,-32.888496,-17.182167
249,nm10003419,Abramovic,\N,\N,production_manager,tt0214368,Predrag Abramovic,-27.394943,-12.914952
250,nm12515165,Wollants,\N,\N,actress,tt0162076,Caroline Wollants,-59.240444,21.634481
251,nm13520840,Kullman,\N,\N,camera_department,tt10381168,Paul Kullman,2.077368,-1.9267919
252,nm11511104,Pasquale's,\N,\N,,tt12174230,Papa Pasquale's,-34.045464,15.943413
253,nm13566428,Ferrando,\N,\N,,\N,Jorge Ferrando,-24.028378,-29.020817
254,nm13302588,Beach,\N,\N,"actor,camera_department",tt17050966,Brandon Beach,-1.679639,28.567497
