,nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles,completeName,t-SNE Component 1,t-SNE Component 2
1938,nm10388148,Burris,\N,\N,miscellaneous,tt7009286,Derek Burris,31.714834,40.00299
1939,nm13216161,Taylor,\N,\N,actor,tt4241778,Jonathan Taylor,55.81298,8.938153
1940,nm4055353,Satou,\N,\N,miscellaneous,tt1708470,Ikuyo Satou,29.42185,-54.55865
1941,nm9645943,Ruxanda,\N,\N,actor,"tt8716196,tt6767852",Stefan Ruxanda,-47.393677,23.464556
1942,nm10550450,,\N,\N,actress,tt10026380,Angelina,1.8556063,71.422516
1943,nm0060368,Basswood,\N,\N,,\N,Randy Basswood,-20.779467,29.856237
1944,nm1971409,Vaupel,1972,\N,editor,tt0469914,Troy Vaupel,-6.9489665,-1.2198662
1945,nm4809800,Cheldin,\N,\N,,\N,Gabrielle Cheldin,-58.219604,22.476332
1946,nm4558444,Renn,\N,\N,miscellaneous,tt0206470,Derek Renn,47.65817,16.919653
1947,nm5528776,Kim,\N,\N,producer,tt2712218,Jeongkie Kim,63.82469,-21.75726
1948,nm0128172,Cadeo,1946,2019,actor,"tt7570616,tt0445135,tt8316202,tt10944800",Cesare Cadeo,-61.016243,22.901812
1949,nm13648807,Earl,\N,\N,,tt20197322,David Earl,42.30946,-17.238363
1950,nm5751011,Zhanibekov,\N,\N,"director,writer,composer",tt3002286,Talgad Zhanibekov,-37.83966,11.958952
1951,nm8909910,Parker,\N,\N,actor,tt2261391,Roland Parker,29.181734,38.49825
1952,nm3514899,Malarkey,\N,\N,"actor,miscellaneous","tt1370741,tt1630518",Daniel Malarkey,17.976189,4.2568
1953,nm3652915,Why,\N,\N,composer,tt1530918,The Why Kay Kays,-28.158258,33.510864
1954,nm11941001,Davis,\N,\N,,\N,Stacey Davis,47.139835,65.573845
1955,nm5412337,Hallarn,\N,\N,actor,tt2557208,Dylan Hallarn,-61.18496,27.472027
1956,nm9424943,James,\N,\N,producer,\N,Steve James,44.920513,-19.745983
1957,nm1017198,Esposito,\N,\N,actress,"tt4723216,tt0117526",Laura Esposito,-14.1155205,-31.603586
1958,nm12439760,Anant,\N,\N,visual_effects,"tt6806448,tt7097896,tt4513678,tt2283336",Sanchit Anant,12.468863,-64.948235
1959,nm10817718,de,\N,\N,camera_department,tt10596636,Lars de Jong,65.76818,-60.749622
1960,nm0869811,Tovar,\N,\N,actor,tt0036658,Conrad Tovar,-32.889282,-52.824753
1961,nm9948084,Scearce,\N,\N,actress,"tt8415352,tt8950458",Anika Scearce,22.67549,20.511135
1962,nm7736492,Hogenboom,\N,\N,"producer,editorial_department","tt5208042,tt10183626,tt5213356,tt5207994",Erik Hogenboom,-46.419903,10.698421
1963,nm7246387,Benvenuto,\N,\N,art_department,tt4575982,Francesco Benvenuto,-18.898249,-24.531942
1964,nm1854869,Katsikis,\N,\N,actor,tt0136625,Kostas Katsikis,-45.279808,0.6912059
1965,nm1192569,Bowling,\N,\N,miscellaneous,tt0181689,Christopher Bowling,4.7194824,23.852592
1966,nm6005139,Hammer,\N,\N,actor,"tt3127306,tt11775096,tt9056854,tt5421268",Jan Hammer,11.098862,32.80169
1967,nm2922480,Raymond,\N,\N,miscellaneous,"tt1001491,tt1146439",Cyndi Raymond,34.529736,-13.192742
1968,nm14153763,Dixton,\N,\N,,\N,Andrew Dixton,3.7853072,17.242182
1969,nm12825639,Van,\N,\N,editor,"tt3487926,tt15176386,tt14344312",Matias Van Dam,48.409676,-75.7372
1970,nm10094114,Angle,\N,\N,actor,tt8191742,Travis Angle,24.672405,22.316647
1971,nm0615985,Garcia,\N,\N,"actress,producer,writer","tt0338466,tt14277840,tt0146838,tt8064418",Jeannie Garcia,-43.936504,-57.70823
1972,nm6600615,García,\N,\N,art_department,tt2380250,Laura García,-47.254467,-37.742462
1973,nm13075822,Greco,\N,\N,,tt0764951,Bartolo Greco,-19.204878,-36.13513
1974,nm1891120,Komadina,\N,\N,composer,"tt0485992,tt0455880,tt0455677,tt0827730",Srdjan Komadina,-27.092333,-15.513643
1975,nm3088314,,\N,\N,music_department,"tt1468332,tt1268906",Anjali,0.17980899,71.80503
1976,nm3396973,Morse,\N,\N,miscellaneous,"tt28281997,tt1409004",Brandon Morse,24.985243,46.836525
1977,nm13913550,Stewart,\N,\N,actor,tt0169611,Duncan Stewart,32.548466,21.436098
1978,nm1304241,Blanc,\N,\N,actress,tt0307610,Marie-Mag Blanc,0.29689404,-31.4068
1979,nm8188845,Walker,\N,\N,miscellaneous,tt4885044,Keith Walker,41.63311,43.44593
1980,nm14905440,MacDowell,\N,\N,,\N,Sue MacDowell Shomperlen,10.587693,6.2241564
1981,nm0341604,Lee,\N,\N,sound_department,"tt0107210,tt0117612,tt0110359,tt0112761",Sylvie Lee Griffith,66.97139,-17.013367
1982,nm10321892,Korpela,\N,\N,"actor,writer",tt9427584,Kalevi Korpela,-17.322062,-1.240932
1983,nm5697328,Rohde,\N,\N,"composer,camera_department","tt3749248,tt2948130,tt4134774",Erik Rohde,4.103357,-13.290383
1984,nm10037346,Mahto,\N,\N,visual_effects,"tt5884052,tt5034838,tt12262116,tt5090568",Chittaranjan Mahto,6.654955,-64.96755
1985,nm14611829,,\N,\N,special_effects,tt8878862,Saldanha,1.8707005,70.87804
1986,nm8233606,Tessler,1993,\N,"producer,writer,actor","tt19552690,tt12221102,tt10183858,tt9310146",Michael Tessler,11.339351,-4.7788486
1987,nm3273775,Fletcher,\N,\N,actor,"tt0414318,tt0824748",Brian Fletcher,12.257954,18.35587
1988,nm12128222,Lincolns,\N,\N,composer,tt13603850,Los Lincolns,-23.822903,16.249964
1989,nm3633617,Starr,\N,\N,special_effects,tt1521649,Peter Starr,55.348423,10.000565
1990,nm14581999,von,\N,\N,actress,tt14781036,Ava von Voigt,14.400099,-17.899256
1991,nm9559247,Kaminskyy,\N,\N,,tt7880458,Yevgen Kaminskyy,-48.264442,11.686901
1992,nm14254762,Yamaguchi,\N,\N,"actress,miscellaneous",tt11609078,Kirari Yamaguchi,28.664545,-49.668415
1993,nm2164516,Páramo,\N,\N,actor,"tt0922224,tt0759113,tt0759063",David Páramo,-43.28025,-34.684998
1994,nm10169144,Kunik,\N,\N,actress,tt9073068,Abby Kunik,-7.852719,-4.7318444
1995,nm1251986,Knjaz,1971,\N,"director,writer,producer","tt22864718,tt22864654,tt1898784,tt6822552",Robert Knjaz,-30.53107,-14.585575
1996,nm13138318,Azizan,\N,\N,actor,tt16155228,Asri Azizan,5.907149,-52.62293
1997,nm13814527,Cannonier,\N,\N,,tt3137940,Ava Cannonier,12.884391,12.299724
1998,nm0283580,Flynn,1936,2008,"composer,music_department,soundtrack","tt0074263,tt0073765,tt0074836,tt0217776",Patrick Flynn,33.260963,3.8089142
1999,nm10843555,Duke,\N,\N,,\N,Brighton Duke of Wellington,36.332012,-5.6666665
2000,nm2232057,Espinosa,\N,\N,executive,\N,Sharon Espinosa,-38.80742,-46.13231
2001,nm1469089,Wong,\N,\N,"actress,visual_effects","tt0491738,tt0418424,tt0473658,tt0348913",Justine Wong,60.186005,-36.417984
2002,nm4316560,van,\N,\N,,tt1807409,Claudia van Deudekom,50.476112,-73.24717
2003,nm3641264,Pereira,\N,\N,actress,"tt6268324,tt5512184,tt5505722,tt2616818",Angelique Pereira,-20.95315,-60.077904
2004,nm13234131,Koufomanoli,\N,\N,actress,tt14210824,Maria Koufomanoli,-47.471386,16.229586
2005,nm5319713,Lin,\N,\N,actress,tt2451832,Vanessa Lin,68.725555,-40.183548
2006,nm1730240,Karmanova,\N,\N,assistant_director,tt0311456,T. Karmanova,-47.82242,22.428846
2007,nm6128841,Patalita,\N,\N,miscellaneous,tt3380028,Bart Patalita,-43.168705,34.604397
2008,nm8174548,Strelcs,\N,\N,camera_department,"tt7431040,tt12851130,tt4938156,tt20420790",Viesturs Strelcs,-46.29771,23.523209
2009,nm14872848,Gavli,\N,\N,editorial_department,tt14121726,Vinayak Gavli,-62.050167,27.291286
2010,nm3479084,Ivansson,\N,\N,,tt1319714,Oren Ivansson,-53.73094,3.9705153
2011,nm0705854,Radstone,\N,\N,"producer,director,writer","tt9678564,tt9683380,tt9678516,tt9678642",Richard Radstone,3.1933048,16.757584
2012,nm0401286,Hujber,1974,\N,actor,"tt0270125,tt0303184,tt2073261,tt1235075",Ferenc Hujber,-26.140297,13.641395
2013,nm1372479,Woodruff,\N,\N,actress,"tt0247081,tt2006848,tt0972412,tt0320970",Lyrica Woodruff,1.6203798,23.456919
2014,nm9123729,Tao,\N,\N,make_up_department,tt7127614,Hong Tao,68.19904,-31.92603
2015,nm3764862,Moinzadeh,\N,\N,animation_department,"tt1176301,tt0223144",Michelle Moinzadeh,-49.573524,2.4933684
2016,nm11233870,af,\N,\N,,tt11513750,Kalervo af Ursin,-2.6647317,63.40752
2017,nm9224422,Hall,\N,\N,producer,"tt7123462,tt7289808",Tarmaine Hall,20.274693,62.591637
2018,nm10704764,Szewczul,\N,\N,camera_department,tt5527070,Aleksandra Szewczul,-33.288372,15.101353
2019,nm12896701,Tham,\N,\N,director,tt15339740,Mark Tham,59.47114,-32.288536
2020,nm6919163,Simone,\N,\N,make_up_department,"tt4310466,tt4872896,tt5273720,tt6163094",Elsie Simone,26.915915,-28.845194
2021,nm1176341,Pilecki,\N,\N,,tt0108183,Tom Pilecki,-13.260924,-8.364371
2022,nm5519657,Fritz,1986,\N,actor,"tt0178142,tt6647212,tt0479846,tt2624790",Sebastian Fritz,14.057008,-20.939056
2023,nm0786373,Severova,1907,1979,actress,"tt0172847,tt0189978,tt0179679,tt0056650",Sava Severova,-45.84686,-2.4692836
2024,nm8082090,Tripathi,\N,\N,producer,tt5643090,Punam Tripathi,7.445277,-64.39331
2025,nm14680420,Lewis,\N,\N,animation_department,tt0487813,Martin Lewis,66.0001,43.140076
2026,nm10546795,,\N,\N,actress,tt7450508,Bhawana,-0.31341162,72.436745
2027,nm1912110,Guzman,\N,\N,"producer,director,writer","tt0456947,tt0475552,tt1216283,tt1230442",Joaquin Guzman Luna,-41.35674,-50.54291
2028,nm0730775,Cleverley,\N,\N,"editorial_department,producer,director","tt0265031,tt0437696,tt0838183,tt0272076",Kaarina Cleverley Roberto,20.768377,18.542004
2029,nm9473347,Qureshi,\N,\N,"art_department,animation_department,visual_effects","tt7531644,tt12948838,tt11343400,tt2250912",Mohammad Qureshi,0.90845907,-56.616776
2030,nm8070408,Mustafá,\N,\N,actress,"tt7216712,tt0144724,tt5636116,tt6416520",Gabriella Mustafá,-39.38255,-37.928993
2031,nm1589440,Levshin,\N,\N,art_department,tt0311484,V. Levshin,-30.467485,-9.621569
2032,nm1230111,Grass,\N,\N,art_department,tt0115519,Carlos Grass,-5.5658393,45.23447
2033,nm2297696,Crawshay-Williams,\N,\N,camera_department,"tt9731598,tt1764183,tt1333125,tt1185836",Dylan Crawshay-Williams,-39.888134,15.529974
2034,nm1572201,Jauregi,1963,\N,"actor,producer,sound_department","tt8406654,tt5698832,tt0297174,tt0475464",Kiko Jauregi,-65.117035,9.48856
2035,nm6034163,Raju,\N,\N,actor,tt0026274,Mr. Raju,14.649826,-68.69841
2036,nm2230337,Moràn,\N,\N,manager,\N,Antonio Moràn,-38.833668,36.023315
2037,nm6506533,Amandi,\N,\N,,tt3741608,Teresa Amandi,-27.857649,-35.011486
2038,nm7062682,Bazarra,\N,\N,actor,"tt4368542,tt12189882",Moncho Bazarra,-55.92632,15.350295
2039,nm13411286,,\N,\N,actor,tt18272578,Murali,-0.01984046,73.57484
2040,nm7696178,Hijazi,\N,\N,"actor,writer","tt11473970,tt5647284,tt6941408,tt5161784",Odai Hijazi,0.34243238,-48.35209
2041,nm3565814,Vasquez,\N,\N,,tt0385423,Sherri Vasquez,-34.73731,-53.476444
2042,nm13753626,,\N,\N,actress,\N,XY,1.0597237,72.38827
2043,nm0785522,Serrano,\N,\N,"actor,director,producer","tt1838627,tt0146664,tt0244860,tt0367875",Elías Serrano,-30.737736,-51.677094
2044,nm12705778,Holmes,\N,\N,actor,tt0388629,Ben Holmes,19.29882,55.405075
2045,nm13823766,Roti,\N,\N,"director,writer",tt21223446,Mx. Roti,65.68462,9.454832
2046,nm14635354,Ingês,\N,\N,actor,tt27054473,António Ingês,-28.811895,18.568321
2047,nm14160788,Pandey,1989,\N,,\N,Chahat Pandey,9.112205,-69.54327
2048,nm6809774,Eduria,\N,\N,actor,tt1989685,Gerald Eduria,-43.03151,35.047535
2049,nm11539035,McClam,\N,\N,,\N,Taylor McClam,0.25521252,10.637792
2050,nm4341331,Hammond,\N,\N,"actor,camera_department","tt3770088,tt2279538,tt2539740,tt2275650",Clinton Hammond,5.5558314,46.465214
2051,nm14282035,Carrasco,\N,\N,miscellaneous,tt15092772,Lucas Carrasco,-36.43451,-44.85136
2052,nm5259282,Wegner,\N,\N,actress,tt2250026,Sophie Wegner,5.4552536,-8.153235
2053,nm8091805,Yoshida,\N,\N,actor,tt5657488,Arthur Yoshida,31.953953,-52.01945
2054,nm8630466,Bönsch,\N,\N,actor,tt6314810,Laszlo Bönsch,-53.1382,17.167633
2055,nm6045613,Daly,\N,\N,,\N,Emilie Daly,31.48387,-0.010824084
2056,nm2461048,Rózycka,\N,\N,actress,tt0907792,Lili Rózycka,-31.822641,9.461079
2057,nm8187657,Yamasaki,\N,\N,,tt4070968,Takeshi Yamasaki,33.51246,-46.70539
2058,nm4057449,Cicco,\N,\N,actor,tt1718355,Alan Cicco,-16.819105,-34.02697
2059,nm0161300,Chung,\N,\N,"camera_department,miscellaneous","tt2088092,tt0130172,tt0119598",Soo-Duk Chung,62.508144,-32.563686
2060,nm12640975,Zaman,\N,\N,talent_agent,\N,Nirob Zaman,-1.5650678,-56.696
2061,nm0415486,P.,\N,\N,"camera_department,cinematographer","tt0187750,tt1703874,tt1204342,tt2364582",Ron P. Jaffe,87.076355,-7.322414
2062,nm9576885,Muta,\N,\N,"actor,producer","tt19766458,tt6134728,tt7914416",Kôji Muta,28.585451,-45.557964
2063,nm11097918,Pisapia,\N,\N,,tt11210462,Annamaria Pisapia,-16.792418,-27.520931
2064,nm4714899,Miller,\N,\N,actor,"tt8708000,tt3399862,tt1830617",Gregory Miller,41.192356,32.980953
2065,nm8639684,Francis,\N,\N,actor,tt2040578,James Francis,32.275833,-12.519151
2066,nm11122863,Blaiteau,\N,\N,actress,tt11262296,Maïwenn Blaiteau,-53.835686,24.889896
2067,nm10309658,Alsobrook,\N,\N,actor,tt9398704,Robert Alsobrook,4.262516,12.3706875
2068,nm1343752,Ventura,\N,\N,"production_manager,miscellaneous","tt0197850,tt2146688",Dora Ventura,-33.183178,-45.004665
2069,nm13082001,Çiçekdenk,\N,\N,camera_department,tt15471776,Yakup Çiçekdenk,-42.74867,25.489496
2070,nm11907586,,\N,\N,composer,"tt13111220,tt14118296",Punch-Deck,-0.06399102,73.644104
2071,nm13588249,Luna,\N,\N,cinematographer,tt19757554,Eddie Luna,-25.19275,-47.081654
2072,nm4163201,Sabtu,\N,\N,actor,"tt15244904,tt1767273",Ibrahim Sabtu,6.1752877,-52.236526
2073,nm8109588,Griffith,\N,\N,,\N,Terry Griffith,8.821269,34.18711
2074,nm9075411,Singson,2001,\N,"actress,writer,producer","tt7523026,tt3885690,tt8015902,tt8968462",Lilith Singson,-25.649199,-43.38191
2075,nm15116391,Singh,\N,\N,make_up_department,\N,Amrik Singh,10.2132435,-77.116264
2076,nm6908843,Katz,\N,\N,set_decorator,"tt5183820,tt4180960",Marlene Katz,17.700438,-13.760127
2077,nm6231251,Johnson,\N,\N,,tt3385364,Tracy Johnson,34.181736,46.61212
2078,nm10199484,Cannibal,\N,\N,,tt9147500,Violet Cannibal,-19.641582,27.210945
2079,nm2689270,B.,\N,\N,producer,tt0782076,Philip B. Goldfarb,80.24866,-1.2013009
2080,nm6603346,Lee,\N,\N,"actor,miscellaneous","tt3878894,tt3518954",Tony Lee Yates,66.97139,-17.013367
2081,nm10932749,Sepulveda,\N,\N,assistant_director,tt10843168,Matthew Sepulveda,-29.607998,-33.303547
2082,nm11945989,Glaz,\N,\N,actor,tt13201620,Roman Glaz,-9.525525,-9.175197
2083,nm3387038,Perido,\N,\N,miscellaneous,"tt1102316,tt1333093",Lito Perido,-55.021664,23.295296
2084,nm5536473,Burgess,\N,\N,actress,"tt0068069,tt2719642,tt3361856,tt5895838",Katie Burgess,23.346737,23.822702
2085,nm0194934,D'Alberti,\N,\N,actress,"tt0328797,tt5567202,tt0471490,tt0373751",Delia D'Alberti,-42.74136,6.056577
2086,nm12621825,Shevchenko,\N,\N,"producer,miscellaneous,actress","tt6623492,tt9146210,tt15819526,tt15361158",Kateryna Shevchenko,-29.754566,-9.09866
2087,nm2483461,Steverenoux,\N,\N,"casting_department,assistant_director","tt4693304,tt5729818,tt1288631,tt1355623",Claire Steverenoux,-47.202335,17.38733
2088,nm3038813,Levy,\N,\N,production_manager,tt1244620,Adi Levy,51.288708,2.628237
2089,nm8916508,Stover,\N,\N,"art_department,camera_department,miscellaneous","tt7508932,tt11594766,tt21905744,tt14269590",Layla Stover,58.15686,18.140297
2090,nm0405000,L.,\N,\N,"art_department,assistant_director,set_decorator","tt0130172,tt0118149,tt0083641,tt0118127",Lisa L. Hyde,83.480446,-11.028082
2091,nm4907108,Robb,\N,\N,music_department,tt0094140,Joe Robb,53.787426,-12.210438
2092,nm8891962,Thomas,\N,\N,animation_department,tt2833108,Mia Thomas,40.19457,-15.292439
2093,nm1595894,Fonseca,\N,\N,actor,tt0317248,Denise Fonseca,-25.527563,-56.121254
2094,nm7844969,Miller,\N,\N,,\N,Robert Miller,41.179977,33.037693
2095,nm0375737,Helmore,1858,1941,actor,"tt0130047,tt0012353",Arthur Helmore,24.88741,9.6745205
2096,nm8941830,Campbell,\N,\N,producer,tt6811300,Kelly Campbell,28.857311,14.880357
2097,nm1209737,,\N,\N,actress,tt0190389,Francisquinha,1.969505,72.12733
2098,nm8694315,Mc,\N,\N,"art_department,actor","tt6521086,tt2875752",John Mc Kavin Jamilano,48.204006,-40.29565
2099,nm4910341,González,\N,\N,"assistant_director,location_management,miscellaneous","tt1205071,tt3582040,tt6423776",Anais González,-43.225216,-37.58886
2100,nm4003513,Pfaundler,1924,2015,"writer,director","tt1698029,tt1698019,tt1697884,tt1697870",Wolfgang Pfaundler,-44.658268,13.423639
2101,nm4959837,,\N,\N,,tt0386188,Malaje,3.6518881,72.24596
2102,nm8227222,Burton,\N,\N,,tt5722072,Dion Burton,10.082644,46.214565
2103,nm10632599,Caliskan,\N,\N,"actor,sound_department","tt10210086,tt10853116",Kerem Caliskan,-39.08032,-17.272947
2104,nm10562502,Watson,\N,\N,miscellaneous,tt10055680,Heather Watson,20.893013,55.47844
2105,nm5552852,Robinson,\N,\N,,\N,Bob Robinson,21.287306,26.900843
2106,nm11338870,Michelle,\N,\N,"actress,producer","tt9238176,tt11131280,tt16252386,tt2788432",Amanda Michelle Smith,26.97353,-27.459114
2107,nm6570452,Blok,\N,\N,art_department,tt0104568,Carina Blok,-8.420711,-20.020407
2108,nm0692441,Portman,\N,\N,"art_department,transportation_department",tt0112804,Jacquine Portman,19.467684,16.677565
2109,nm13098408,Molnár,\N,\N,,\N,Noémi Molnár,-5.71864,-36.284607
2110,nm8501515,Wong,\N,\N,camera_department,tt6120468,Winnie Wong,60.186935,-36.42294
2111,nm14418156,O'Neil,\N,\N,music_department,tt2363701,Andre O'Neil,-71.8478,3.8403702
2112,nm12411922,Mills,\N,\N,camera_department,tt14216798,Jonathan Mills,51.00102,43.24286
2113,nm11123110,Nassif-Rico,\N,\N,actor,tt11262586,Emil Nassif-Rico,-54.1215,24.979963
2114,nm2695446,Dragosh,\N,\N,"producer,actress,writer","tt1053825,tt1409693,tt12099932,tt1199784",Luchia Dragosh,-41.242645,29.997244
2115,nm3283006,Kagey,\N,\N,"music_department,sound_department,soundtrack","tt9784798,tt1777606,tt4065212,tt4771896",Ian Kagey,5.087538,11.728211
2116,nm13599775,Bölkény,\N,\N,actor,"tt19402388,tt19811574",Balázs Bölkény,-40.825993,14.429555
2117,nm9731554,Dashzeveg,\N,\N,actor,tt8123998,Munkhzul Dashzeveg,-28.18363,21.293398
2118,nm12354798,Wetherbee,\N,\N,camera_department,tt14128796,Samuel Wetherbee,9.316529,7.429493
2119,nm11668526,Smyth,\N,\N,camera_department,"tt12466118,tt14605444,tt14152720,tt16966522",Holly Smyth,27.836456,5.2688947
2120,nm6550057,Tobias,\N,\N,"producer,executive","tt5563782,tt6236780,tt4936302,tt3512982",Steven Tobias,17.231628,-22.836294
2121,nm9653973,House,\N,\N,actress,tt2912216,Tonya House,26.707857,63.806858
2122,nm4562738,P.,\N,\N,actor,tt2014238,Jeremy P. Fellers,87.076546,-7.323465
2123,nm12339289,Cantor,\N,\N,,\N,Geoffrey Cantor,10.131873,-5.2179418
2124,nm4277089,Ruiz,\N,\N,,tt1156535,Tony Ruiz,-49.444706,-56.478188
2125,nm14856322,Sedillo-Glatt,\N,\N,"art_director,producer",tt27756816,Adam Sedillo-Glatt,-47.564087,8.9678955
2126,nm13918081,Jiang,\N,\N,actor,tt21609904,Guangxu Jiang,66.70276,-35.30131
2127,nm13520738,Sahraoui,\N,\N,set_decorator,tt0233692,Abdellatif Sahraoui,1.7081951,-43.830936
2128,nm4888565,Chandra,\N,\N,,\N,Paresh Chandra Saha,15.690421,-62.531544
2129,nm10136985,Hayes,\N,\N,,tt9030046,Jessica Hayes,52.124077,25.735601
2130,nm11185413,Ahmed,\N,\N,,\N,Mohammed Ahmed,-1.1252398,-54.038616
2131,nm4643465,Anfilatova,\N,\N,actor,tt1998346,Julia Anfilatova,-37.216473,18.49235
2132,nm9486922,Verani,\N,\N,"producer,writer","tt7748496,tt7748554,tt14846008",Piero Verani,-22.357956,-30.67462
2133,nm2168690,Kabia,\N,\N,actor,tt0429068,Alhagie Kabia,8.550325,-43.93718
2134,nm11632822,Hernández,\N,\N,composer,tt12441410,Miguel Hernández Muño,-41.607582,-38.350754
2135,nm13903702,Palmo,\N,\N,actress,tt21435720,Leyki Palmo,-17.74778,-34.280235
2136,nm7513705,Olivieri,\N,\N,,"tt0206505,tt0296434",Alfred Olivieri,-24.34839,-32.526997
2137,nm12246637,Dieng,\N,\N,,tt13875266,Alassane Dieng,3.8501036,-41.64759
2138,nm3663896,McCall,\N,\N,actor,tt1829744,Brewster McCall,16.912134,22.65949
2139,nm4430652,Zeng,\N,\N,"camera_department,cinematographer","tt1745713,tt5649362,tt5278930,tt12670810",Hui Zeng,67.32609,-35.976677
2140,nm13425622,Hyacinthe,\N,\N,producer,tt18302506,Michael Hyacinthe,7.177682,-29.200018
2141,nm8919553,Joo,\N,\N,,tt6540256,Park Joo Min,63.66653,-26.428389
2142,nm6604121,Niño,\N,\N,"cinematographer,editor,director","tt13328784,tt1710394,tt6516714,tt8764082",Azul Niño,-27.59673,-50.844784
2143,nm3845303,Tisdale,\N,\N,actor,tt1620844,Jessie Tisdale,8.954174,12.4267845
2144,nm8210779,Orrell,1998,\N,actress,"tt6840072,tt7693920,tt6840090",Lilly Orrell,-0.05479946,18.427517
2145,nm9821186,Pease,\N,\N,,\N,Jessica Pease,13.572697,28.554634
2146,nm10643026,Chewins,\N,\N,actress,tt10233450,Sandra Chewins,17.525951,26.053457
2147,nm11851250,Huang,\N,\N,camera_department,tt12079212,Yen-Lin Huang,64.87225,-35.180553
2148,nm6975910,Nuutinen,\N,\N,actor,tt4219752,Reijo Nuutinen,-17.855257,-0.4973667
2149,nm9971534,Claver,\N,\N,,\N,Yhederick Claver,-30.740282,-39.63631
2150,nm5486877,Morel,\N,\N,actress,tt2300576,Cecelia Morel,-35.38931,-66.56171
2151,nm15010450,J,\N,\N,,\N,Anthony J Gibbs,47.740696,-40.549282
2152,nm5526448,Bañados,\N,2023,actor,"tt15420734,tt2059255,tt15683450,tt15739496",Patricio Bañados,-39.231922,7.11456
2153,nm10202553,Jones,\N,\N,,\N,Emma Jones,34.86164,-76.01125
2154,nm5474766,Lu,\N,\N,,"tt2291985,tt7557512,tt2232889",Amy Lu,75.25323,-34.544846
2155,nm11898786,Donde,\N,\N,costume_designer,tt13071306,Shrushti Donde,-17.389297,-43.68106
2156,nm9895581,Broquet,\N,\N,cinematographer,tt8531170,Idris Broquet,-47.98098,19.281904
2157,nm4439846,Martin,\N,\N,"art_department,location_management","tt0117940,tt0225931",Quinno Martin,40.99342,-30.124212
2158,nm2299495,Baker,\N,\N,"actor,writer",tt0816620,Terrence Baker,58.165226,53.137733
2159,nm9989398,Sharma,\N,\N,,\N,Aashnat Sharma,7.3089776,-68.68976
2160,nm2924740,Chapper,\N,\N,actor,tt0090644,Walter Chapper,-25.503101,-1.731666
2161,nm2491397,Muniz,\N,\N,special_effects,tt0397363,José Muniz,-41.10535,-56.14997
2162,nm13830931,Schober,\N,\N,music_department,\N,Bernd Schober,-2.566307,-11.944261
2163,nm1783830,Bradshaw,\N,\N,"sound_department,camera_department,cinematographer","tt0325939,tt0500095,tt14674526,tt6538102",Keith Bradshaw,24.161535,25.449915
2164,nm2089387,Taylor,\N,\N,actor,tt0115744,Robin Taylor,55.812992,8.938213
2165,nm4179114,Welker,\N,\N,animation_department,tt1776055,Sam Welker,22.83236,-11.588899
2166,nm7786621,C.,\N,\N,camera_department,tt0102799,Juan C. Rubio,82.156395,1.790686
2167,nm2203723,Olivart,\N,\N,,tt0781354,Josepa Olivart,-62.33647,22.615808
2168,nm10168940,Batzer,\N,\N,"assistant_director,writer","tt10930868,tt9078420,tt28440513",Lauren Batzer,-7.0193634,-12.200766
2169,nm12365853,Wang,\N,\N,writer,tt14154128,Ya-Chin Wang,69.240204,-37.102276
2170,nm13409096,,\N,\N,actor,tt18267066,Håkan,0.38696295,73.09545
2171,nm8857787,Kessler,\N,\N,,\N,Joan Kessler,7.2057447,-7.7753353
2172,nm6890210,Ray,\N,\N,"animation_department,actor,visual_effects","tt3377822,tt4102788,tt3983674,tt0795174",Cosmo Ray,48.790787,-19.99027
2173,nm3899053,Arroiabide,\N,\N,actress,tt1534366,Maialen Arroiabide,-49.563614,4.2579317
2174,nm13097348,Steiger,\N,\N,,tt0765274,Cyrill Steiger,0.55613023,0.29251465
2175,nm3771803,Patterson,\N,\N,"writer,director,editor","tt1927153,tt3706930",Amanda Patterson,11.594074,21.884045
2176,nm12193287,Kelly,\N,\N,"camera_department,producer",tt13750804,Chelsea Kelly,57.512077,-7.142447
2177,nm11507267,Melody,\N,\N,location_management,tt7515456,Robert Melody,28.385872,-23.428606
2178,nm10768265,Laurence,\N,\N,actress,"tt22980352,tt13058466,tt10039338,tt12063480",Wendy Laurence James,29.889929,-13.115897
2179,nm0571823,McKinley,\N,\N,"camera_department,actor",tt0203967,Matt McKinley,11.975942,21.883339
2180,nm5715589,Valta,\N,\N,"director,writer","tt2965760,tt2965756",Raija Valta,-15.156655,-2.3336313
2181,nm0599068,Montaño,\N,\N,actor,tt0133354,Ricardo Montaño,-39.560215,-42.33534
2182,nm8649280,Stone,\N,\N,"camera_department,writer","tt6340120,tt10919352",Joe Stone,31.166174,52.60213
2183,nm5306566,Ting,2000,\N,actor,"tt0318251,tt2436046,tt3606698,tt4963830",Samuel Ting Graf,63.601524,-33.316174
2184,nm15022959,Kato,\N,\N,make_up_department,\N,Jamila Kato,34.37472,-58.637314
2185,nm10431416,Kimura,\N,\N,miscellaneous,"tt6866740,tt5289322,tt6498900",Taro Kimura,32.733948,-54.834194
2186,nm3077555,,\N,\N,,tt1262951,Ahab,1.8556063,71.422516
2187,nm2044140,Repka,\N,\N,producer,tt0480539,Susan Repka,-12.120264,-12.306243
