,nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles,completeName,UMAP Component 1,UMAP Component 2
0,nm2224849,Kamyshanov,1975,2011,"camera_department,director,writer","tt0386693,tt1745801,tt0478737,tt1735198",Konstantin Kamyshanov,-3.151149,-0.019642336
1,nm6579237,,\N,\N,,\N,Commedus,20.454937,2.936271
2,nm10573134,Patel,\N,\N,transportation_department,"tt3319730,tt5254610",Satyan Patel,-2.0849555,-4.2915196
3,nm5390423,Miyauchi,\N,\N,producer,"tt12490694,tt2371434",Takako Miyauchi,3.6724684,10.524814
4,nm4742271,Apagian,\N,\N,,\N,Reed Apagian,-4.5137534,-0.4954769
5,nm9900756,Dix,\N,\N,actor,tt2138674,Chris Dix,-21.035065,-3.927093
6,nm0739948,Ronchi,1972,\N,"casting_director,casting_department,miscellaneous","tt1167638,tt0283832,tt1657507,tt1563738",Nicolas Ronchi,-10.740223,-1.1729785
7,nm8992856,Parag,\N,\N,producer,tt6048638,Bill Parag,0.5332031,4.8855247
8,nm14363546,Bouda,\N,\N,actor,tt24780600,Franck Bouda,-8.320918,0.24684155
9,nm14459240,Jamrozy,\N,\N,composer,\N,Jacek Jamrozy,-3.394543,-1.0851629
10,nm9165495,Dryden,\N,\N,,\N,Patty Dryden,-15.466398,2.9330812
11,nm2086448,Helena,\N,\N,art_department,tt0330790,Maria Helena Felix,-9.474463,1.4972497
12,nm0131833,Caminade,\N,\N,"make_up_department,actor,art_department","tt0291579,tt0108394,tt0111507,tt0270707",Jean-Pierre Caminade,-3.426372,-1.5189713
13,nm7031538,Javanjal,\N,\N,visual_effects,"tt5354664,tt2274648",Sandeep Javanjal,-4.139134,-1.1119697
14,nm11916815,Ernesto,\N,\N,sound_department,tt13136954,Esteban Ernesto Vázquez Aldama,-10.792267,-2.481635
15,nm11452422,Derman,\N,\N,,tt12041098,Mike Derman,-12.6410885,2.8038719
16,nm13809758,Ten,\N,\N,miscellaneous,tt19353050,Gina Ten Hoope,-4.7409363,-0.1616869
17,nm0742983,Rosier,1963,\N,"actress,soundtrack","tt0081025,tt0112055,tt0062614,tt0093635",Monique Rosier,-15.995206,1.9684654
18,nm7902746,P.,\N,\N,producer,tt4855268,Ricahrd P. Alverez,6.3966227,23.602057
19,nm5480989,Adams,\N,\N,cinematographer,tt2632740,Chris Adams,-21.025232,-3.9391458
20,nm11976135,Nchimbi,\N,\N,composer,tt6961868,Adeson Nchimbi,-3.5738802,-1.6029036
21,nm13935077,Dondey,\N,\N,costume_department,tt21627784,Mathis Dondey,-2.5814173,-1.2367476
22,nm1776364,Gorrey,\N,\N,miscellaneous,tt0430756,Andrew Gorrey,-2.5594194,-1.3394768
23,nm14924766,Sweeney,\N,\N,actor,\N,Jennifer Sweeney,-15.1309805,1.4769878
24,nm5217880,Murci-Tasci,\N,\N,actor,tt2339958,Mizbah Murci-Tasci,-3.4522429,-0.9470117
25,nm5378221,Richardson,\N,\N,,tt2378543,Greg Richardson,-16.767084,2.6688962
26,nm11650511,Juss,\N,\N,producer,"tt12485446,tt11686750,tt15470052,tt13053464",Jaanus Juss,0.21604808,4.734917
27,nm13740984,Keisuke,\N,\N,assistant_director,tt15830678,Warita Keisuke,3.8412166,10.669307
28,nm1293347,Ledic,1892,1981,"director,producer,writer","tt0346479,tt0347822,tt0345047,tt0346510",Franjo Ledic,-3.9491906,-1.401785
29,nm14057845,Quiropoyetas,\N,\N,editor,tt0499394,Ana Quiropoyetas,-3.5440795,-0.39592758
30,nm0945509,Yamamoto,\N,\N,"producer,production_manager","tt0189284,tt0073918,tt0202936,tt0082601",Yoshio Yamamoto,3.9930532,10.784002
31,nm0206972,Vieira,\N,\N,"actor,composer,music_department","tt0096206,tt2614400,tt0108471,tt0472778",Nuno Vieira de Almeida,-5.847058,8.802617
32,nm10210098,Hua,\N,\N,actor,tt8407492,Kong Hua Thao,-4.9911623,21.518654
33,nm0890972,E.,\N,\N,"miscellaneous,stunts","tt0082175,tt0098282,tt0093029,tt0088979",Suzanne E. Vaucher,-3.565413,22.199688
34,nm6366227,Ernesto,\N,\N,,"tt13392500,tt15275848,tt3603986",Rocco Ernesto Pooth,-10.796021,-2.4941702
35,nm13331286,V.K.,\N,\N,stunts,tt16744046,Vino V.K.,0.69190645,4.742666
36,nm1740674,Allman,\N,\N,producer,tt0210952,Bob Allman,-15.6145315,1.9110633
37,nm1510873,Scheur,\N,\N,"producer,miscellaneous,visual_effects","tt0384057,tt9357250,tt11474288,tt4537888",Eric Scheur,-12.8279,1.6748062
38,nm8321046,Webster,\N,\N,actor,tt5910220,Nick Webster,-16.777607,2.6252415
39,nm11053513,Zhang,\N,\N,editor,tt10488412,Ran Zhang,-4.9494514,21.516443
40,nm7180036,Mendes,\N,\N,actress,tt4571138,Alexandra Mendes,-5.880966,8.74803
41,nm13113785,Williams,\N,\N,,tt0090493,CoSandra Williams,-18.722183,7.2382307
42,nm6712249,Damasceno,\N,\N,"cinematographer,producer","tt3967300,tt3967270",Mateus Damasceno,-5.900579,8.68639
43,nm2096924,Cherise,\N,\N,actress,"tt8101948,tt0454517",Sahra Cherise,-9.29388,1.7177268
44,nm3632560,Robles,\N,\N,"actress,soundtrack","tt0427377,tt0065798,tt0266980",Delba Robles,-13.259741,-4.9633675
45,nm0359101,Hamshere,1946,\N,"camera_department,actor,soundtrack","tt0113189,tt0346156,tt0121766,tt0096446",Keith Hamshere,-2.9415,-0.92935956
46,nm13100179,Jadhav,\N,\N,actor,tt15875928,Anand Jadhav,1.0218747,4.3954554
47,nm1693869,Horiuchi,\N,\N,actor,tt0409548,Yoshinori Horiuchi,3.993819,10.7902155
48,nm8900427,Lee,1992,\N,actress,"tt10006526,tt6061336,tt6800994,tt7817662",Addison Lee,-21.58454,12.79427
49,nm9697040,Marino,\N,\N,miscellaneous,tt5620962,Stacy Marino,-10.862695,-1.7651103
50,nm7442413,Coulibaly,\N,\N,,tt4809740,Djelika Coulibaly,-1.3886925,4.93791
51,nm11060763,Audi,\N,\N,actress,tt11131838,Monica Audi Falu,-4.655716,-0.6751459
52,nm5019121,Semley,\N,\N,"writer,miscellaneous,script_department","tt4836266,tt10036104,tt14155414,tt17516478",John Semley,-16.023281,2.881582
53,nm10015071,Fanning,\N,\N,,\N,Adam Fanning,-12.9939785,1.0775908
54,nm1070458,,\N,\N,actress,"tt0260804,tt0318318,tt0273742,tt0301874",Thumbelina,20.109251,2.9318452
55,nm9829264,Baycon,\N,\N,actor,tt5293828,Bonz Baycon,-4.5555215,-0.75346506
56,nm1664023,Alvarez,\N,\N,camera_department,"tt5133238,tt0436455,tt0425548,tt1562458",Audrey Alvarez,-14.049651,-4.4911313
57,nm5015766,Morel,\N,\N,actress,tt2369021,Lola Morel,-10.571858,0.65912384
58,nm10158457,Aden,\N,\N,actor,\N,Mowhaa Aden,-1.420924,5.6222634
59,nm14987135,Chulu,\N,\N,actress,\N,Betty Chulu,-0.768604,4.7753787
60,nm10236613,Ramírez,\N,\N,actress,tt8993120,Daniela Ramírez,-12.061793,-5.4765353
61,nm9500500,,\N,\N,,\N,LaTrina,20.230417,2.6592858
62,nm13788071,Eye,\N,\N,actress,\N,Odd Eye Circle,-5.562732,-0.051432524
63,nm12182366,Najeeb,\N,\N,actor,tt0327682,Ahmad Najeeb,-1.3137268,5.9031615
64,nm3331756,Wallace,\N,\N,art_department,tt1380877,Hayley Wallace,-16.519617,1.4530243
65,nm9467854,Hodges,\N,\N,actress,tt7292306,Saylor Hodges,-18.181564,3.4575408
66,nm8220622,Valdes,\N,\N,,\N,David Valdes,-13.337397,-4.253784
67,nm5757754,Roxas,\N,\N,actor,tt1320422,Mamerto Roxas,-13.410614,-4.1842113
68,nm11937116,Darden,\N,\N,music_department,tt0162811,Tabbi Darden,-14.579727,4.156916
69,nm6636209,Ware,\N,\N,"camera_department,actor,sound_department","tt8363732,tt4066000,tt3458596,tt4115890",Kyle Ware,-21.0332,-3.9452982
70,nm9762889,Geistman,\N,\N,,tt2925730,James Geistman,-2.5244446,-0.54632807
71,nm1342881,Lõrincz,1957,\N,actress,"tt19722656,tt14903018,tt10360860,tt0185534",Katalin Lõrincz,-4.6673985,-0.3272194
72,nm11812366,Leiva,\N,\N,actor,tt9139660,Alejandra Leiva,-12.579779,-5.1905475
73,nm11398862,Phillips,\N,\N,special_effects,"tt8022928,tt14967618,tt20172906,tt10183988",Eric Phillips,-17.165169,2.4677088
74,nm6920303,Board,\N,\N,,tt4207070,C. Board,-4.543617,-0.40852153
75,nm11941930,pal,\N,\N,actor,"tt15134202,tt10098288,tt6334874,tt6950450",Vinod pal Singh Raghuwanshi,-7.0090175,1.7408619
76,nm10270027,Toussaint,\N,\N,,tt7958424,Tanguy Toussaint,-16.729681,2.467616
77,nm12678956,Birtles,\N,\N,actor,tt1359465,Stephen Birtles,-16.342474,3.6173968
78,nm4318126,Lane,\N,\N,actor,tt1503783,Ben Lane,8.982485,3.6033607
79,nm7648827,Sanders,\N,\N,actress,tt5106920,Carol Sanders,-18.198595,3.5813754
80,nm2605755,Nagai,\N,\N,producer,"tt0950692,tt4246364,tt1421379,tt9877852",Keiko Nagai,3.7734175,10.460343
81,nm8714256,Claes,\N,\N,actor,tt6431910,Milo Claes,-12.464287,0.41145876
82,nm12276375,Robinson,\N,\N,,\N,Marc Robinson,-15.457734,6.3342667
83,nm11306488,Beckerman,\N,\N,casting_department,tt5254196,Rosemary Beckerman,-12.993707,2.6579123
84,nm11282406,San,\N,\N,actor,tt5105308,Daniel San,-10.708579,-2.8707964
85,nm9883836,Sunrise,\N,\N,,tt0083646,The Sunrise Senior Drum and Bugle Corps,-5.0583463,-0.29148594
86,nm0695353,Prates,\N,\N,cinematographer,"tt10866230,tt14496588,tt4818474,tt3830532",Ricardo Prates,-5.8226414,8.6555605
87,nm11630797,Belton,\N,\N,assistant,\N,Malika Belton,-16.781565,2.473451
88,nm0884928,Valle,1957,\N,actress,"tt0257293,tt0420449,tt13055302,tt1062775",Malu Valle,-13.262622,-4.8209395
89,nm9494490,Chojnacki,\N,\N,"miscellaneous,sound_department","tt4917308,tt7762728",Alex Chojnacki,-13.139688,1.8166999
90,nm12800506,Keogh,\N,\N,actor,"tt15307480,tt14408466",Lydia Keogh,-14.629048,1.3094544
91,nm7931724,Walker,\N,\N,"editorial_department,producer","tt5258904,tt7613210",Tim Walker,-18.341421,3.812702
92,nm1578897,Dingas,\N,\N,actor,tt0113241,Jack Dingas,-2.978234,-1.3950462
93,nm12897956,,\N,\N,editor,tt15341744,Ashok,20.275528,2.769288
94,nm7769576,Martini,\N,\N,costume_department,tt3112840,Ashley Martini,-10.779077,-1.1173496
95,nm0534159,Macomber,\N,\N,actress,"tt0058616,tt0063960",Debbie Macomber,-16.148535,1.924366
96,nm7231526,Everett,\N,\N,actor,tt4568314,Lawrence Everett,-15.192722,2.6009042
97,nm8340080,Ricci,\N,\N,make_up_department,tt5937836,Roberto Ricci,-10.850195,-1.287637
98,nm8538493,Rukh,\N,\N,,\N,Lala Rukh,-0.759409,5.9168243
99,nm1597516,Yildiz,\N,\N,,tt0114669,Christina Yildiz,-2.4353049,4.7849774
100,nm0327579,Gonzales,\N,\N,actor,tt0120094,Ronald Gonzales,-14.273695,-5.233055
101,nm5833936,Cook,\N,\N,"writer,producer","tt5342014,tt3085778",Lonz Cook,-21.001915,-3.833557
102,nm1399480,Vasiliadou,\N,\N,make_up_department,"tt0220311,tt1288433,tt0263677,tt0263579",Maroula Vasiliadou,-3.8148088,-1.4307678
103,nm4593290,Bora,\N,\N,"actress,sound_department","tt2043793,tt2298186",Jane Bora Choi,0.07624356,4.8338594
104,nm6364092,Romeo,\N,\N,"actor,miscellaneous","tt3594784,tt4657082",Michele Romeo,-5.588969,-0.5525376
105,nm9604994,Macdonald,\N,\N,,tt7963510,Nicole Macdonald,-15.849738,3.9368858
106,nm7379543,Gould,\N,\N,art_department,tt0493399,Greg Gould,-17.754398,1.5320415
107,nm2260419,DiMaggio,\N,\N,actress,tt1470610,Kimberly DiMaggio,-15.456062,6.2987537
108,nm10135624,Glatz,\N,\N,,tt9025926,Pål Glatz,-12.418638,1.7503345
109,nm1039114,Haler,\N,\N,art_department,"tt0115921,tt0287138,tt0206826",Ted Haler,-12.943729,1.4742512
110,nm6188902,Murray,\N,\N,actress,tt3439228,Jen Murray,-16.963722,4.0560174
111,nm1092769,Reeves,\N,\N,"actress,miscellaneous","tt0393836,tt0303144,tt0362082,tt0337976",Carrie Reeves,-18.214102,3.4770567
112,nm6697940,Stuewe,\N,\N,"producer,miscellaneous,actress","tt4995664,tt7390588,tt5301662,tt3089630",Taylor Stuewe,-14.575607,1.0037684
113,nm12210504,Morheim,\N,\N,writer,tt0043199,Joseph Morheim,-2.8778365,-0.9506919
114,nm1530546,Nielsen,\N,\N,actor,"tt1595062,tt0465360,tt0834967,tt0295769",Allan Nielsen,-12.868978,1.0274734
115,nm13327874,Saavedra,\N,\N,miscellaneous,"tt13449684,tt6911516",April Saavedra,-13.247852,-4.19271
116,nm2420747,Navarro,\N,\N,stunts,tt0328993,Alberto Navarro,-14.351996,-4.2368274
117,nm5492593,Nakamura,\N,\N,script_department,"tt2544318,tt4117320",Etsuko Nakamura,3.8214948,10.67888
118,nm2420147,Bates,\N,\N,"producer,location_management","tt1816106,tt7716606,tt1436538,tt0860875",Kate Bates,-21.071941,-3.9251912
119,nm5470681,Powers,\N,\N,art_department,tt2607634,David Powers,-16.82009,2.5702405
120,nm0683147,Pihlak,\N,\N,"art_director,production_designer,costume_designer","tt8548432,tt0454675,tt0238895,tt0072740",Liina Pihlak,-3.2732005,-0.44519714
121,nm3274483,Sánchez,\N,\N,animation_department,"tt0341601,tt0428712",Demetrio Sánchez,-12.289211,-5.4465733
122,nm10019144,Larkai,\N,\N,actor,"tt10551180,tt20918594,tt9820352,tt11127680",Daniel Larkai,-3.2849994,-1.5425789
123,nm8970149,Smith,\N,\N,camera_department,tt6854462,Mark Smith,-21.068361,-3.8856742
124,nm14689074,Crumblin,\N,\N,,tt6168110,Sam Crumblin,-4.982329,-0.6608164
125,nm11347403,Feckett,\N,\N,actor,tt11778286,Samuel Feckett,-3.0980704,-0.9605899
126,nm14513273,Trudel,\N,\N,,tt18233718,Madlyn Trudel,-10.739809,0.78403956
127,nm9057580,Tawn,\N,\N,"director,actor,writer",tt5369162,Key Tawn Toothman,-9.176407,1.8991183
128,nm9760503,Kovilage,\N,\N,music_department,tt8255444,Ashoka Kovilage,-3.6865976,-1.5338235
129,nm10403462,Hopkins,\N,\N,,tt9602704,Andrea Hopkins,-15.92836,2.9795954
130,nm12776733,Rifelli,\N,\N,actress,tt15085920,Erika Rifelli,-2.8851933,-1.4339627
131,nm5865366,Thibault,\N,\N,transportation_department,tt1174034,Marc Thibault,-10.588739,0.7100179
132,nm10344287,Purdon,\N,\N,,tt8620066,John Purdon,-17.439888,3.8861196
133,nm4080964,Hunter,\N,\N,actress,tt1726775,Shian Hunter,-18.293901,3.5376081
134,nm2335348,Curry,\N,\N,miscellaneous,tt0479109,Luke Curry,-18.679253,3.4140267
135,nm4672696,Guaovanni,\N,\N,,\N,Rene Guaovanni Hernandez,-4.2699337,-0.895259
136,nm13651554,Gregory,\N,\N,actress,\N,Sandra Gregory Hatton,-7.6599193,1.2961138
137,nm2124378,Paulsen,\N,\N,actor,"tt0046618,tt0050023",Victor Paulsen,-13.253842,0.9461248
138,nm9680361,Marley,\N,\N,actress,tt6466932,Dominique Marley,-16.563005,2.6400077
139,nm7062190,Diosee,\N,\N,actor,tt3579842,Sunny Diosee,-2.844081,-1.5255913
140,nm4415771,Fabre,\N,\N,visual_effects,"tt0770828,tt0437086,tt2015381,tt1571234",Gianpietro Fabre,-10.554923,0.7181237
141,nm7942336,Gullusci,\N,\N,actor,tt3319920,Adam Gullusci,-3.1018834,-1.0076196
142,nm2693854,'Romps',\N,\N,actress,tt1053945,Crystal 'Romps' Gomez,-3.7281168,-0.9487435
143,nm5095508,Peaker,\N,\N,camera_department,tt2197566,Amnon Peaker,-16.625416,3.478854
144,nm4559582,Johnson,\N,\N,actress,"tt2467046,tt5182896,tt3704352,tt2404299",Kamryn Johnson,-3.2385323,16.296244
145,nm4508261,Vernon,\N,\N,,\N,Richard Vernon,-15.283372,2.9687133
146,nm10156361,Marroquin,\N,\N,actor,tt7084640,José Marroquin,-14.378396,-4.2151413
147,nm13712634,Dugmore,\N,\N,,tt19623202,Geoffrey Dugmore,-16.319372,3.5547433
148,nm5356619,Inoue,\N,\N,animation_department,"tt0294184,tt0163494",Ikuko Inoue,4.0176888,10.364071
149,nm9459338,Casem,1934,2020,,\N,Marino Casem,-14.227392,-5.214235
150,nm3097563,Chinnery,\N,\N,editorial_department,tt0056758,Pedro Chinnery,-16.242317,3.360057
151,nm11639029,Aguilera,\N,\N,actor,tt12455928,David Aguilera,-14.033035,-4.4088655
152,nm4956907,,\N,\N,camera_department,tt2308451,Felix ,-4.805804,-0.4266293
153,nm10838040,Moreno,\N,\N,,\N,Austin Moreno,-14.408694,-4.188211
154,nm13656039,Valken,\N,\N,camera_department,"tt27704630,tt23857236,tt16124348,tt22507986",Samantha Valken,-4.6979246,-0.3850102
155,nm0185165,Cox,\N,\N,"art_department,art_director,production_designer","tt0109546,tt0118904,tt0117446,tt0109408",Michelle Cox,-20.97175,-3.9627635
156,nm14144252,,\N,\N,composer,\N,Anna,20.324022,2.4726918
157,nm9278748,,1993,\N,"actress,producer,director","tt16405092,tt9083452,tt17526554,tt12412134",Freshie,20.037153,2.8348331
158,nm8955193,Natale,\N,\N,"camera_department,miscellaneous,actor","tt7197684,tt10960102,tt13982526,tt4059460",Federico Natale,-10.806368,-1.296935
159,nm3830175,Christensen,\N,\N,actor,tt1613060,Werner Christensen,-12.804487,1.0384047
160,nm0944566,Li,\N,\N,"art_department,set_decorator","tt1425257,tt0109235,tt0316882",Xingqi Li,10.937055,8.904045
161,nm7834800,Sari,\N,\N,,\N,Khaled Sari,-0.9631379,5.1520786
162,nm3360552,Generoso,\N,\N,actor,tt0372318,Raul Generoso,-13.263048,-4.1355014
163,nm12029527,Küçükuncular,\N,\N,"camera_department,miscellaneous","tt11267076,tt13372262",Umut Küçükuncular,-4.3448453,-0.7987112
164,nm11097008,Knight,\N,\N,actress,tt11209372,Summer Knight,-16.109482,-0.9831692
165,nm7832527,Gipson,\N,\N,actor,"tt5420094,tt5420100",River Gipson,-16.277178,1.5186573
166,nm6564262,Vitkus,\N,\N,miscellaneous,tt3304756,David Vitkus,-13.086059,1.7478116
167,nm0330027,Gordon,1905,1996,actress,"tt0011046,tt2261737,tt0127667",Bertie Gordon,-15.447217,4.6053505
168,nm10969124,Boland,\N,\N,,"tt11475502,tt2183739,tt11833936,tt6570890",Rory Boland,-14.586296,0.97451395
169,nm14494440,Espera,\N,\N,make_up_department,tt25994098,Jerric Espera Adra,-13.129029,-4.3804226
170,nm2914804,Caso,\N,\N,"sound_department,editorial_department,producer","tt8571674,tt9323156,tt3242776,tt14549988",Ivan Caso,-10.726959,-1.9188205
171,nm0437398,Kane,\N,\N,camera_department,"tt0069641,tt0083475,tt0190900,tt0292415",Mike Kane,-14.910478,3.671056
172,nm11358226,Károly,\N,\N,producer,tt11804598,Radnai Károly,-11.461566,-0.09971226
173,nm6669706,Blomgren,\N,\N,"actor,composer",tt3904834,Robin Blomgren,-12.915991,0.94597125
174,nm7874902,Simsek,\N,\N,actor,tt0062206,Zeki Simsek,-2.4732955,4.7560787
175,nm7871715,Ross,\N,\N,actor,tt5460058,Micheal Ross,-12.013692,-2.689729
176,nm4588403,Knopp,\N,\N,actress,tt2035943,Christina Knopp,-12.336848,1.8018843
177,nm10390852,Le,\N,\N,camera_department,"tt13920452,tt9582038,tt15568526",Louise Le Goff Hudhomme,21.37685,-3.7903285
178,nm3117846,Ohtomo,\N,\N,actress,"tt0481035,tt2487682,tt1372664,tt1284451",Sayuri Ohtomo,3.9017391,10.580325
179,nm0260246,Esche,1951,\N,"producer,writer,production_manager","tt0806910,tt1838560,tt2343158,tt0103558",Matthias Esche,-12.052825,1.1882116
180,nm1247331,Chaney,1950,\N,"actor,sound_department","tt0331366,tt0422768",Tom Chaney,-17.707468,3.6206284
181,nm9688731,Wellstead,\N,\N,,tt0374314,Scott Wellstead,-16.507273,2.6487253
182,nm9659427,Lao,\N,\N,writer,tt0211397,Lun-Sze Lao,-5.0967503,21.298302
183,nm4590008,B.,\N,\N,"director,writer,producer","tt7137694,tt3671748,tt11256508,tt3156020",David B. Berget,-8.191806,26.052025
184,nm14197592,Subianto,\N,\N,,tt0480780,Prabowo Subianto,-0.6817625,5.020687
185,nm13415755,Mac,\N,\N,,tt13631578,Ryan Mac,-18.773989,4.434069
186,nm4909457,Nolan,\N,\N,producer,tt2246611,Donna Nolan,-14.3917465,8.508801
187,nm4704034,Rudichuk,\N,\N,"actress,director,writer","tt3564134,tt3102924,tt2071483,tt3918290",Lucy Rudichuk,-3.5017977,-0.32231846
188,nm8132816,Mitchell,\N,\N,actor,tt5647758,Ben Mitchell,-16.966137,4.0667534
189,nm2705196,Partin,\N,\N,casting_director,tt0063331,Jeff Partin,-15.992504,1.766709
190,nm5620532,Negrete,\N,\N,camera_department,tt2833722,Brandon Negrete,-13.241398,-4.125054
191,nm8406337,Hust,\N,\N,actress,tt6024954,Emily Hust,-12.991062,1.7554812
192,nm8793635,Cuozzo,\N,\N,actor,"tt6553198,tt6550870",Isaac Cuozzo,-12.663728,2.8912764
193,nm9676991,Kroener,\N,\N,actress,tt7786540,Ava Kroener,-12.362078,1.9815003
194,nm14129299,Libby,\N,\N,,tt22734546,Roger Libby,-9.229561,1.9314874
195,nm6682504,Cekov,\N,\N,actor,"tt8291288,tt15341206,tt3917044,tt4513124",Petyo Cekov,-2.8861582,-0.38425133
196,nm14006334,Bowers,\N,\N,editorial_department,tt18291362,Tommy Bowers,-18.720074,7.2626543
197,nm14548507,Loupelle,\N,\N,"actor,stunts",tt0401396,Craig Loupelle,-2.7403898,-1.1812321
198,nm1257067,Esici,1946,\N,"director,writer,producer","tt4060418,tt13231196,tt8374278,tt8446742",Savas Esici,-4.149014,-0.37700954
199,nm9084666,Villamayor,\N,\N,"costume_department,make_up_department",tt7054182,Macarena Villamayor,-13.230401,-4.245486
200,nm2791689,Rodríguez,\N,\N,art_director,tt1113832,Amaranta Rodríguez,-12.33556,-5.3866177
201,nm5263841,Wagner,\N,\N,,tt0318224,Robert Wagner,-11.728166,1.9128773
202,nm12280484,Speak,\N,\N,,tt6238614,Justin Speak,-4.7940283,-0.3344371
203,nm10735863,Prats,\N,\N,"costume_designer,art_department,production_designer","tt8237382,tt4028244,tt9005904,tt13380508",Marina Prats,-13.194035,-4.0844607
204,nm6782842,Booker,\N,\N,"actor,producer","tt4049396,tt11126992",Morgan Booker,-16.494486,2.0167944
205,nm6595247,Edmund,\N,\N,,"tt7110602,tt3770700,tt4700374,tt5699366",Kyle Edmund,-7.7173634,2.6964018
206,nm13907458,,\N,\N,,\N,Joy-Anna,20.09545,3.0737097
207,nm8942994,Pérez,\N,\N,composer,tt6813282,Dharien Pérez,-11.527204,-5.4855328
208,nm10099882,Bathla,\N,\N,script_department,tt8130498,Sahib Bathla,0.27360663,4.7397747
209,nm0098637,Bottari,\N,\N,actress,"tt1329437,tt0460778,tt2261391,tt0226635",Magica Bottari,-10.90326,-1.082521
210,nm2768931,Robinson,\N,\N,assistant_director,tt0103312,Stephen Robinson,-15.470649,6.3228865
211,nm6924859,Snidman,\N,\N,actress,tt3754576,Hannah Snidman,-2.45156,-0.66793627
212,nm9200486,Claeren,\N,\N,actor,tt7043718,Tom Claeren,-2.947551,-0.36783442
213,nm12803230,L.,\N,\N,actor,tt11074622,Jayden L. Torrey,0.28413388,19.516075
214,nm6546414,D,\N,\N,,\N,Joshua D Miller,-10.361809,-11.677801
215,nm13868448,McNealy,\N,\N,,tt21343428,Barry McNealy,-15.706571,1.9713672
216,nm13266994,Tade,\N,\N,actor,tt16826178,Dalvin Tade,-1.1370344,4.784303
217,nm7009305,Ricard-Harvey,\N,\N,"producer,miscellaneous,assistant","tt6530104,tt13961574,tt8544106,tt4412528",Sophie Ricard-Harvey,-4.32302,-0.5859892
218,nm0396556,Hoult,1992,\N,actress,"tt0155436,tt5718546,tt0115355,tt0321897",Clarista Hoult,-14.891665,0.9448413
219,nm12596447,Halushka,\N,\N,,\N,Christina Halushka,-2.9495995,-0.44331428
220,nm1231123,Rose,\N,\N,miscellaneous,"tt1067106,tt0254099,tt1305591,tt0433035",Michael Rose,-8.892252,4.027192
221,nm7719616,Chancelier,\N,\N,actor,tt5190510,Olivier Chancelier,-3.7013278,-0.92888266
222,nm0340390,,\N,\N,actress,tt0310744,Gretchen,20.232655,2.6109738
223,nm14991000,Onclin,\N,\N,,\N,Stephanie Onclin,-2.9737742,-1.3651378
224,nm10817109,Rush,\N,\N,soundtrack,\N,Mahogany Rush,18.660095,13.960986
225,nm1844436,Daniel,1977,\N,"actor,miscellaneous,music_department","tt6439020,tt4701724",James Daniel Wilson,-7.352517,2.0086446
226,nm2252355,Colbert,1985,\N,miscellaneous,tt0800007,Jonah Colbert,-15.453389,3.6240082
227,nm3701016,Yûgentei,\N,\N,actor,tt0181960,Tamahachi Yûgentei,-4.301663,-0.9376043
228,nm2447931,Ed,\N,\N,actor,tt0897426,C. Ed Matthews,-6.9892435,2.1910732
229,nm15029214,Susser,\N,\N,,tt28321877,Asher Susser,-12.718685,2.7986226
230,nm14852887,MacCarthy,\N,\N,,tt4952148,Nicola MacCarthy,-14.659252,1.8049026
231,nm4542644,Young,\N,\N,"actor,producer","tt1986994,tt3889450",Robert Young,-16.479717,1.1912813
232,nm8853499,Robbins,\N,\N,music_department,tt6293238,Thom Robbins,-17.225044,2.4427414
233,nm11672867,Flack,\N,\N,actress,tt12542336,Catherine Flack,-18.088167,3.6176598
234,nm4904190,Arve,\N,\N,actor,tt2244853,Knut Arve Edvardsen,-12.671979,0.62961555
235,nm3756777,Butta,\N,\N,actor,tt0157966,Sawroop Butta,-18.52774,7.059198
236,nm14233304,Davenport,\N,\N,miscellaneous,tt1321511,John Davenport,-15.700282,2.7005491
237,nm5362488,Cecília,\N,\N,actress,"tt3034258,tt7744802,tt2467752,tt7882104",Ana Cecília Banal,-5.857915,8.477843
238,nm5255621,Murthy,\N,\N,actor,tt2379542,Krishna Murthy Shikeripur,0.43271312,4.9001083
239,nm11128642,Paola,\N,\N,actress,tt8824170,Stephany Paola,-10.353252,-1.9535791
240,nm12851684,Tanaka,\N,\N,"art_department,animation_department","tt0388629,tt0814243,tt0810833,tt8659948",Ai Tanaka,4.2208853,10.172172
241,nm0270645,C.,\N,\N,"producer,editor,director","tt0243753,tt0096754,tt0079945,tt4151776",David C. Fein,0.28894717,24.294392
242,nm7684992,Eye,\N,\N,miscellaneous,"tt0098480,tt0090334,tt0095719,tt0103923",Elizabeth Eye,-5.5474205,-0.05921769
243,nm3211644,Wu,\N,\N,"actor,camera_department","tt2458314,tt6519998,tt1766107,tt4332798",Qiang Wu,10.882648,8.850742
244,nm11515555,Pantushenkova,\N,\N,,tt1528871,Olga Pantushenkova,-3.9781885,-0.7016144
245,nm6016821,Xue,\N,\N,animation_department,tt0109633,Deng Xue Xiang,-5.2606196,21.72581
246,nm5896043,Spinato,\N,\N,,tt1513458,Andrea Spinato,-10.850831,-1.1096958
247,nm6680766,Tribe,\N,\N,,tt3654854,Yao Tribe,-14.069982,-4.2686353
248,nm14023016,Novak,\N,\N,producer,tt17500274,Delores Novak,-18.799578,7.3316393
249,nm10003419,Abramovic,\N,\N,production_manager,tt0214368,Predrag Abramovic,-8.325949,0.30961394
